r/a,Te,TD,TT,THe
0.1828380655737705,27.14076149335397,23.54966912485969,23.54966912485969,23.54966912485969
0.18894282786885247,26.913700019447788,23.35448557232901,23.35448557232901,23.35448557232901
0.1950435450819672,26.681255485316946,23.154623079641905,23.154623079641905,23.154623079641905
0.20113996721311478,26.443617742404648,22.9502399023401,22.9502399023401,22.9502399023401
0.20723237704918032,26.200981189962164,22.74149795221849,22.74149795221849,22.74149795221849
0.21332122540983608,25.95354203167701,22.528561641834415,22.528561641834415,22.528561641834415
0.21940666803278688,25.701498531159938,22.31159722760494,22.31159722760494,22.31159722760494
0.22548851639344264,25.445052767012697,22.090773151924132,22.090773151924132,22.090773151924132
0.2315665573770492,25.184407888190215,21.866260884730323,21.866260884730323,21.866260884730323
0.23764074180327868,24.919768870359544,21.638231764949346,21.638231764949346,21.638231764949346
0.24371089344262298,24.651997716883187,21.40732338386588,21.40732338386588,21.40732338386588
0.24977685655737705,24.383860346800038,21.175525668589923,21.175525668589923,21.175525668589923
0.25583825819672135,24.11790731699117,20.946139067205618,20.946139067205618,20.946139067205618
0.2618942868852459,23.854775485211654,20.72130999041532,20.72130999041532,20.72130999041532
0.2679438729508197,23.594560292559777,20.50133638850129,20.50133638850129,20.50133638850129
0.2739860163934426,23.337266734594884,20.28618724849205,20.28618724849205,20.28618724849205
0.28001997950819674,23.082878832551827,20.07577659104632,20.07577659104632,20.07577659104632
0.28604527459016393,22.831377104678783,19.870010967072183,19.870010967072183,19.870010967072183
0.2920615942622951,22.582740037723326,19.668795954098,19.668795954098,19.668795954098
0.29806859836065575,22.336947558589905,19.47203915241149,19.47203915241149,19.47203915241149
0.30406603278688527,22.09398100619017,19.279650180982326,19.279650180982326,19.279650180982326
0.3100536352459016,21.853822603505716,19.09154117318341,19.09154117318341,19.09154117318341
0.3160311393442623,21.616454429881664,18.90762527232493,18.90762527232493,18.90762527232493
0.3219983729508197,21.381859893567707,18.72781712701529,18.72781712701529,18.72781712701529
0.32795520901639347,21.150020704521776,18.55202888636185,18.55202888636185,18.55202888636185
0.333901618852459,20.9209223474906,18.380155195024454,18.380155195024454,18.380155195024454
0.3398374836065574,20.69457055537959,18.21196868813369,18.21196868813369,18.21196868813369
0.3457623565573771,20.470748635605368,18.04667107048342,18.04667107048342,18.04667107048342
0.35167582377049184,20.24827230188007,17.882376935228592,17.882376935228592,17.882376935228592
0.35757776639344263,20.026241246019808,17.717549322196284,17.717549322196284,17.717549322196284
0.36346845901639346,19.804709522857525,17.551863466419604,17.551863466419604,17.551863466419604
0.3693483401639345,19.583677760049373,17.385283993838833,17.385283993838833,17.385283993838833
0.3752170942622951,19.36313722823136,17.217826470479714,17.217826470479714,17.217826470479714
0.38107453278688525,19.143079910032952,17.04951245074224,17.04951245074224,17.04951245074224
0.38692120901639343,18.923497567942718,16.880365024816914,16.880365024816914,16.880365024816914
0.39275775,18.704382311023778,16.710405865245757,16.710405865245757,16.710405865245757
0.39858583196721314,18.48572666047926,16.539655272646677,16.539655272646677,16.539655272646677
0.40440737704918034,18.267521114069105,16.368132720619233,16.368132720619233,16.368132720619233
0.41022422131147546,18.049758209381174,16.195856399850456,16.195856399850456,16.195856399850456
0.4160397950819672,17.832429085959856,16.022844761438826,16.022844761438826,16.022844761438826
0.4218570901639344,17.61552604629571,15.84911505945399,15.84911505945399,15.84911505945399
0.4276770901639344,17.399043615679247,15.674687892749047,15.674687892749047,15.674687892749047
0.43349983606557374,17.18298610092135,15.499601246041312,15.499601246041312,15.499601246041312
0.4393275,16.967409647941583,15.323997030276063,15.323997030276063,15.323997030276063
0.4451613524590164,16.752717163197264,15.14857992899032,15.14857992899032,15.14857992899032
0.4510001229508197,16.540324127044695,14.975411417275259,14.975411417275259,14.975411417275259
0.4568454508196721,16.33143981327696,14.806241819694039,14.806241819694039,14.806241819694039
0.4626970081967213,16.12623894282408,14.641380893984206,14.641380893984206,14.641380893984206
0.46855241803278685,15.92476236703832,14.480855817922532,14.480855817922532,14.480855817922532
0.47440963114754103,15.72702170774636,14.324640354110251,14.324640354110251,14.324640354110251
0.48026573770491804,15.533020493566738,14.172697006468367,14.172697006468367,14.172697006468367
0.48611606557377046,15.342755292351777,14.024981668534293,14.024981668534293,14.024981668534293
0.4919553278688525,15.156219839641905,13.88144826368504,13.88144826368504,13.88144826368504
0.4977795901639344,14.973404163046151,13.742047877441538,13.742047877441538,13.742047877441538
0.5035855737704918,14.794295202487644,13.606728382035291,13.606728382035291,13.606728382035291
0.5093719262295082,14.618875426275208,13.475436053441184,13.475436053441184,13.475436053441184
0.5151379098360656,14.447126442983214,13.348115181099855,13.348115181099855,13.348115181099855
0.5208820901639345,14.279025609140891,13.224706170570101,13.224706170570101,13.224706170570101
0.5266037704918033,14.114549632749855,13.105148639365702,13.105148639365702,13.105148639365702
0.5323026229508196,13.953671172664377,12.989373506242993,12.989373506242993,12.989373506242993
0.5379782786885247,13.796363433883398,12.877273574214948,12.877273574214948,12.877273574214948
0.5436306967213115,13.642600808780388,12.768528964617822,12.768528964617822,12.768528964617822
0.5492597950819672,13.49234161114041,12.662189350790248,12.662189350790248,12.662189350790248
0.5548656147540983,13.345509797953698,12.557429404022054,12.557429404022054,12.557429404022054
0.5604481557377049,13.20201550358864,12.454088467701705,12.454088467701705,12.454088467701705
0.5660072540983606,13.061764984949974,12.352116603606769,12.352116603606769,12.352116603606769
0.5715427868852458,12.924664558328372,12.251484087275808,12.251484087275808,12.251484087275808
0.5770546721311476,12.790625039014865,12.152166903488563,12.152166903488563,12.152166903488563
0.5825428278688525,12.659560683546836,12.054140741851718,12.054140741851718,12.054140741851718
0.5880072950819673,12.531388134459304,11.957382992487588,11.957382992487588,11.957382992487588
0.5934481147540984,12.406026367421878,11.861870741823306,11.861870741823306,11.861870741823306
0.5988652049180329,12.283397640647857,11.767582268477877,11.767582268477877,11.767582268477877
0.6042586065573771,12.163427946468035,11.674495039244896,11.674495039244896,11.674495039244896
0.6096282786885245,12.046042964967027,11.582588705168353,11.582588705168353,11.582588705168353
0.6149742622950819,11.931173519585498,11.491841597709472,11.491841597709472,11.491841597709472
0.6202965163934426,11.818750534596349,11.402233725002189,11.402233725002189,11.402233725002189
0.6255950819672131,11.708706494367698,11.31374426819516,11.31374426819516,11.31374426819516
0.6308699180327869,11.600964904330018,11.226354577878261,11.226354577878261,11.226354577878261
0.6361209426229508,11.495395336929596,11.140040292633367,11.140040292633367,11.140040292633367
0.6413481967213115,11.391670566343018,11.054768245052946,11.054768245052946,11.054768245052946
0.646551475409836,11.289506465212954,10.970511689469134,10.970511689469134,10.970511689469134
0.6517308196721312,11.18883697329521,10.887255701677615,10.887255701677615,10.887255701677615
0.6568862704918033,11.08963168971188,10.804990908370826,10.804990908370826,10.804990908370826
0.6620179508196722,10.991867370487448,10.723705486838384,10.723705486838384,10.723705486838384
0.6671258196721312,10.895520926124608,10.643389664666934,10.643389664666934,10.643389664666934
0.6722095081967213,10.800572919219247,10.564033719439509,10.564033719439509,10.564033719439509
0.6772693032786885,10.707001062114031,10.485626478434554,10.485626478434554,10.485626478434554
0.6823050819672132,10.614785214589999,10.408158818324637,10.408158818324637,10.408158818324637
0.687316762295082,10.523904881595609,10.331619664874971,10.331619664874971,10.331619664874971
0.6923043032786885,10.43434071101273,10.255999992641833,10.255999992641833,10.255999992641833
0.6972676229508197,10.346072991458959,10.18128982467094,10.18128982467094,10.18128982467094
0.7022067213114754,10.25908215012581,10.107479732195891,10.107479732195891,10.107479732195891
0.707121475409836,10.173350250652174,10.034559834336747,10.034559834336747,10.034559834336747
0.7120118032786886,10.088857491032593,9.962520047798828,9.962520047798828,9.962520047798828
0.7168775819672132,10.005585201559803,9.891344136571824,9.891344136571824,9.891344136571824
0.7217187704918033,9.923510044963539,9.820982412805996,9.820982412805996,9.820982412805996
0.7265352049180328,9.842617412559562,9.751267745387878,9.751267745387878,9.751267745387878
0.7313268442622951,9.762891894706678,9.682049939652469,9.682049939652469,9.682049939652469
0.7360935245901639,9.68431214222503,9.613304733885903,9.613304733885903,9.613304733885903
0.7408351639344263,9.606861702766842,9.545033710288525,9.545033710288525,9.545033710288525
0.7455516393442623,9.530525118434927,9.477242246517477,9.477242246517477,9.477242246517477
0.7502427868852459,9.45528732344312,9.409936067256208,9.409936067256208,9.409936067256208
0.754908524590164,9.381133441818072,9.343120795809176,9.343120795809176,9.343120795809176
0.7595487295081967,9.308048985141752,9.276801805720101,9.276801805720101,9.276801805720101
0.7641631967213115,9.236019650334061,9.21098422241202,9.21098422241202,9.21098422241202
0.7687518442622951,9.165031317474961,9.14567307484753,9.14567307484753,9.14567307484753
0.7733144262295083,9.095070147665533,9.080873097207645,9.080873097207645,9.080873097207645
0.7778508606557377,9.026122580927371,9.016588780587636,9.016588780587636,9.016588780587636
0.7823609426229509,8.958175134139752,8.95282452470832,8.95282452470832,8.95282452470832
0.7868445081967214,8.891214699014025,8.889584389641318,8.889584389641318,8.889584389641318
0.7913013524590164,8.825228190104621,8.826871797546751,8.826871797546751,8.826871797546751
0.7957312704918033,8.760201742856232,8.764688934422013,8.764688934422013,8.764688934422013
0.8001340163934426,8.696113492407077,8.70303749100834,8.70303749100834,8.70303749100834
0.8045093852459017,8.632896686251998,8.641912092838657,8.641912092838657,8.641912092838657
0.808857131147541,8.570489573869715,8.581308057212807,8.581308057212807,8.581308057212807
0.8131770901639345,8.50887847356604,8.521228036658323,8.521228036658323,8.521228036658323
0.8174690983606558,8.448061734789109,8.461677390524871,8.461677390524871,8.461677390524871
0.8217329508196721,8.388065338344868,8.402678586893883,8.402678586893883,8.402678586893883
0.8259685655737706,8.329065596604998,8.34436260449873,8.34436260449873,8.34436260449873
0.8301756147540983,8.272122675102363,8.287499601689793,8.287499601689793,8.287499601689793
0.8343539344262295,8.214547690595435,8.230202250634996,8.230202250634996,8.230202250634996
0.8385034016393443,8.157670623589993,8.173405910504764,8.173405910504764,8.173405910504764
0.8426237704918033,8.10145813820518,8.117091696873478,8.117091696873478,8.117091696873478
0.8467148770491805,8.045883386330479,8.061241570945333,8.061241570945333,8.061241570945333
0.8507765573770492,7.9909087998198585,8.005824353155536,8.005824353155536,8.005824353155536
0.8548085655737705,7.936460393556795,7.9507753667537076,7.9507753667537076,7.9507753667537076
0.8588105327868854,7.882345474011748,7.895916215663867,7.895916215663867,7.895916215663867
0.8627820901639345,7.828187936521784,7.840890369301009,7.840890369301009,7.840890369301009
0.866722868852459,7.773466119771022,7.785202550708667,7.785202550708667,7.785202550708667
0.8706324590163935,7.717601872735189,7.728307644215627,7.728307644215627,7.728307644215627
0.8745104918032788,7.660074412468871,7.66972150177475,7.66972150177475,7.66972150177475
0.8783567213114754,7.600516155850151,7.609111979821059,7.609111979821059,7.609111979821059
0.8821709016393442,7.5387555897029515,7.546336964383253,7.546336964383253,7.546336964383253
0.8859528278688524,7.4747935112442825,7.481417376266403,7.481417376266403,7.481417376266403
0.8897020491803278,7.408724580539708,7.414458165840469,7.414458165840469,7.414458165840469
0.8934181967213115,7.340635941320111,7.345549177121972,7.345549177121972,7.345549177121972
0.89710131147541,7.270590144041401,7.2747523664182685,7.2747523664182685,7.2747523664182685
0.9007501639344262,7.198655372416802,7.202134881713098,7.202134881713098,7.202134881713098
