@TEAV,TDAV,TTAV,TAAV [keV]  vs t@
X,TEAV,TDAV,TTAV,TAAV
 0.7902000E+01, 0.1319161E+02, 0.1156881E+02, 0.1139800E+02, 0.1177502E+02,
 0.7904000E+01, 0.1319633E+02, 0.1157404E+02, 0.1140305E+02, 0.1178042E+02,
 0.7906000E+01, 0.1320106E+02, 0.1157926E+02, 0.1140809E+02, 0.1178582E+02,
 0.7908000E+01, 0.1320578E+02, 0.1158449E+02, 0.1141314E+02, 0.1179122E+02,
 0.7910000E+01, 0.1321049E+02, 0.1158971E+02, 0.1141818E+02, 0.1179661E+02,
 0.7912000E+01, 0.1321521E+02, 0.1159494E+02, 0.1142322E+02, 0.1180201E+02,
 0.7914000E+01, 0.1321992E+02, 0.1160015E+02, 0.1142826E+02, 0.1180740E+02,
 0.7916000E+01, 0.1322462E+02, 0.1160537E+02, 0.1143330E+02, 0.1181279E+02,
 0.7918000E+01, 0.1322932E+02, 0.1161059E+02, 0.1143833E+02, 0.1181818E+02,
 0.7920000E+01, 0.1323402E+02, 0.1161580E+02, 0.1144337E+02, 0.1182356E+02,
 0.7922000E+01, 0.1323872E+02, 0.1162102E+02, 0.1144840E+02, 0.1182895E+02,
 0.7924000E+01, 0.1324341E+02, 0.1162623E+02, 0.1145343E+02, 0.1183433E+02,
 0.7926000E+01, 0.1324810E+02, 0.1163144E+02, 0.1145845E+02, 0.1183971E+02,
 0.7928000E+01, 0.1325278E+02, 0.1163664E+02, 0.1146348E+02, 0.1184509E+02,
 0.7930000E+01, 0.1325746E+02, 0.1164185E+02, 0.1146850E+02, 0.1185047E+02,
 0.7932000E+01, 0.1326214E+02, 0.1164705E+02, 0.1147352E+02, 0.1185585E+02,
 0.7934000E+01, 0.1326682E+02, 0.1165225E+02, 0.1147854E+02, 0.1186122E+02,
 0.7936000E+01, 0.1327149E+02, 0.1165745E+02, 0.1148356E+02, 0.1186659E+02,
 0.7938000E+01, 0.1327615E+02, 0.1166265E+02, 0.1148858E+02, 0.1187196E+02,
 0.7940000E+01, 0.1328082E+02, 0.1166784E+02, 0.1149359E+02, 0.1187733E+02,
 0.7942000E+01, 0.1328548E+02, 0.1167304E+02, 0.1149860E+02, 0.1188270E+02,
 0.7944000E+01, 0.1329014E+02, 0.1167823E+02, 0.1150361E+02, 0.1188806E+02,
 0.7946000E+01, 0.1329479E+02, 0.1168342E+02, 0.1150862E+02, 0.1189343E+02,
 0.7948000E+01, 0.1329944E+02, 0.1168861E+02, 0.1151363E+02, 0.1189879E+02,
 0.7950000E+01, 0.1330409E+02, 0.1169379E+02, 0.1151863E+02, 0.1190415E+02,
 0.7952000E+01, 0.1330873E+02, 0.1169898E+02, 0.1152363E+02, 0.1190951E+02,
 0.7954000E+01, 0.1331337E+02, 0.1170416E+02, 0.1152863E+02, 0.1191486E+02,
 0.7956000E+01, 0.1331801E+02, 0.1170934E+02, 0.1153363E+02, 0.1192022E+02,
 0.7958000E+01, 0.1332264E+02, 0.1171452E+02, 0.1153863E+02, 0.1192557E+02,
 0.7960000E+01, 0.1332728E+02, 0.1171970E+02, 0.1154362E+02, 0.1193093E+02,
 0.7962000E+01, 0.1333190E+02, 0.1172488E+02, 0.1154862E+02, 0.1193627E+02,
 0.7964000E+01, 0.1333653E+02, 0.1173005E+02, 0.1155361E+02, 0.1194162E+02,
 0.7966000E+01, 0.1334115E+02, 0.1173522E+02, 0.1155860E+02, 0.1194697E+02,
 0.7968000E+01, 0.1334576E+02, 0.1174039E+02, 0.1156358E+02, 0.1195232E+02,
 0.7970000E+01, 0.1335038E+02, 0.1174556E+02, 0.1156857E+02, 0.1195766E+02,
 0.7972000E+01, 0.1335499E+02, 0.1175073E+02, 0.1157355E+02, 0.1196300E+02,
 0.7974000E+01, 0.1335960E+02, 0.1175590E+02, 0.1157854E+02, 0.1196834E+02,
 0.7976000E+01, 0.1336420E+02, 0.1176106E+02, 0.1158352E+02, 0.1197368E+02,
 0.7978000E+01, 0.1336880E+02, 0.1176622E+02, 0.1158850E+02, 0.1197902E+02,
 0.7980000E+01, 0.1337340E+02, 0.1177138E+02, 0.1159347E+02, 0.1198435E+02,
 0.7982000E+01, 0.1337799E+02, 0.1177654E+02, 0.1159845E+02, 0.1198968E+02,
 0.7984000E+01, 0.1338259E+02, 0.1178170E+02, 0.1160342E+02, 0.1199502E+02,
 0.7986000E+01, 0.1338717E+02, 0.1178685E+02, 0.1160839E+02, 0.1200035E+02,
 0.7988000E+01, 0.1339176E+02, 0.1179201E+02, 0.1161336E+02, 0.1200567E+02,
 0.7990000E+01, 0.1339634E+02, 0.1179716E+02, 0.1161833E+02, 0.1201100E+02,
 0.7992000E+01, 0.1340092E+02, 0.1180231E+02, 0.1162330E+02, 0.1201633E+02,
 0.7994000E+01, 0.1340549E+02, 0.1180746E+02, 0.1162826E+02, 0.1202165E+02,
 0.7996000E+01, 0.1341007E+02, 0.1181261E+02, 0.1163322E+02, 0.1202697E+02,
 0.7998000E+01, 0.1341464E+02, 0.1181775E+02, 0.1163819E+02, 0.1203229E+02,
 0.8000000E+01, 0.1341920E+02, 0.1182290E+02, 0.1164314E+02, 0.1203761E+02,
 0.8002000E+01, 0.1342376E+02, 0.1182804E+02, 0.1164810E+02, 0.1204293E+02,
 0.8004000E+01, 0.1342832E+02, 0.1183318E+02, 0.1165306E+02, 0.1204825E+02,
 0.8006000E+01, 0.1343288E+02, 0.1183832E+02, 0.1165801E+02, 0.1205356E+02,
 0.8008000E+01, 0.1343743E+02, 0.1184345E+02, 0.1166297E+02, 0.1205888E+02,
 0.8010000E+01, 0.1344198E+02, 0.1184859E+02, 0.1166792E+02, 0.1206419E+02,
 0.8012000E+01, 0.1344653E+02, 0.1185372E+02, 0.1167287E+02, 0.1206950E+02,
 0.8014000E+01, 0.1345107E+02, 0.1185886E+02, 0.1167781E+02, 0.1207480E+02,
 0.8016000E+01, 0.1345561E+02, 0.1186399E+02, 0.1168276E+02, 0.1208011E+02,
 0.8018000E+01, 0.1346015E+02, 0.1186912E+02, 0.1168770E+02, 0.1208542E+02,
 0.8020000E+01, 0.1346469E+02, 0.1187424E+02, 0.1169265E+02, 0.1209072E+02,
 0.8022000E+01, 0.1346922E+02, 0.1187937E+02, 0.1169759E+02, 0.1209602E+02,
 0.8024000E+01, 0.1347375E+02, 0.1188449E+02, 0.1170253E+02, 0.1210132E+02,
 0.8026000E+01, 0.1347827E+02, 0.1188962E+02, 0.1170746E+02, 0.1210662E+02,
 0.8028000E+01, 0.1348279E+02, 0.1189474E+02, 0.1171240E+02, 0.1211192E+02,
 0.8030000E+01, 0.1348731E+02, 0.1189986E+02, 0.1171733E+02, 0.1211722E+02,
 0.8032000E+01, 0.1349183E+02, 0.1190498E+02, 0.1172227E+02, 0.1212251E+02,
 0.8034000E+01, 0.1349634E+02, 0.1191009E+02, 0.1172720E+02, 0.1212780E+02,
 0.8036000E+01, 0.1350085E+02, 0.1191521E+02, 0.1173213E+02, 0.1213310E+02,
 0.8038000E+01, 0.1350536E+02, 0.1192032E+02, 0.1173706E+02, 0.1213839E+02,
 0.8040000E+01, 0.1350986E+02, 0.1192544E+02, 0.1174198E+02, 0.1214367E+02,
 0.8042000E+01, 0.1351436E+02, 0.1193055E+02, 0.1174691E+02, 0.1214896E+02,
 0.8044000E+01, 0.1351886E+02, 0.1193565E+02, 0.1175183E+02, 0.1215425E+02,
 0.8046000E+01, 0.1352335E+02, 0.1194076E+02, 0.1175675E+02, 0.1215953E+02,
 0.8048000E+01, 0.1352785E+02, 0.1194587E+02, 0.1176167E+02, 0.1216481E+02,
 0.8050000E+01, 0.1353233E+02, 0.1195097E+02, 0.1176659E+02, 0.1217010E+02,
 0.8052000E+01, 0.1353682E+02, 0.1195607E+02, 0.1177151E+02, 0.1217538E+02,
 0.8054000E+01, 0.1354130E+02, 0.1196118E+02, 0.1177642E+02, 0.1218065E+02,
 0.8056000E+01, 0.1354578E+02, 0.1196628E+02, 0.1178133E+02, 0.1218593E+02,
 0.8058000E+01, 0.1355026E+02, 0.1197137E+02, 0.1178625E+02, 0.1219121E+02,
 0.8060000E+01, 0.1355473E+02, 0.1197647E+02, 0.1179116E+02, 0.1219648E+02,
 0.8062000E+01, 0.1355920E+02, 0.1198157E+02, 0.1179607E+02, 0.1220175E+02,
 0.8064000E+01, 0.1356367E+02, 0.1198666E+02, 0.1180097E+02, 0.1220703E+02,
 0.8066000E+01, 0.1356813E+02, 0.1199175E+02, 0.1180588E+02, 0.1221229E+02,
 0.8068000E+01, 0.1357260E+02, 0.1199684E+02, 0.1181078E+02, 0.1221756E+02,
 0.8070000E+01, 0.1357705E+02, 0.1200193E+02, 0.1181568E+02, 0.1222283E+02,
 0.8072000E+01, 0.1358151E+02, 0.1200702E+02, 0.1182059E+02, 0.1222810E+02,
 0.8074000E+01, 0.1358596E+02, 0.1201211E+02, 0.1182549E+02, 0.1223336E+02,
 0.8076000E+01, 0.1359041E+02, 0.1201719E+02, 0.1183038E+02, 0.1223862E+02,
 0.8078000E+01, 0.1359486E+02, 0.1202228E+02, 0.1183528E+02, 0.1224388E+02,
 0.8080000E+01, 0.1359931E+02, 0.1202736E+02, 0.1184017E+02, 0.1224914E+02,
 0.8082000E+01, 0.1360375E+02, 0.1203244E+02, 0.1184507E+02, 0.1225440E+02,
 0.8084000E+01, 0.1360818E+02, 0.1203752E+02, 0.1184996E+02, 0.1225966E+02,
 0.8086000E+01, 0.1361262E+02, 0.1204259E+02, 0.1185485E+02, 0.1226492E+02,
 0.8088000E+01, 0.1361705E+02, 0.1204767E+02, 0.1185974E+02, 0.1227017E+02,
 0.8090000E+01, 0.1362148E+02, 0.1205275E+02, 0.1186462E+02, 0.1227542E+02,
 0.8092000E+01, 0.1362591E+02, 0.1205782E+02, 0.1186951E+02, 0.1228067E+02,
 0.8094000E+01, 0.1363033E+02, 0.1206289E+02, 0.1187439E+02, 0.1228592E+02,
 0.8096000E+01, 0.1363475E+02, 0.1206796E+02, 0.1187928E+02, 0.1229117E+02,
 0.8098000E+01, 0.1363917E+02, 0.1207303E+02, 0.1188416E+02, 0.1229642E+02,
 0.8100000E+01, 0.1364359E+02, 0.1207810E+02, 0.1188904E+02, 0.1230167E+02,
 0.8102000E+01, 0.1364800E+02, 0.1208316E+02, 0.1189392E+02, 0.1230691E+02,
 0.8104000E+01, 0.1365241E+02, 0.1208823E+02, 0.1189879E+02, 0.1231215E+02,
 0.8106000E+01, 0.1365681E+02, 0.1209329E+02, 0.1190367E+02, 0.1231740E+02,
 0.8108000E+01, 0.1366122E+02, 0.1209835E+02, 0.1190854E+02, 0.1232264E+02,
 0.8110000E+01, 0.1366562E+02, 0.1210341E+02, 0.1191341E+02, 0.1232788E+02,
 0.8112000E+01, 0.1367002E+02, 0.1210847E+02, 0.1191828E+02, 0.1233311E+02,
 0.8114000E+01, 0.1367441E+02, 0.1211353E+02, 0.1192315E+02, 0.1233835E+02,
 0.8116000E+01, 0.1367880E+02, 0.1211859E+02, 0.1192802E+02, 0.1234359E+02,
 0.8118000E+01, 0.1368319E+02, 0.1212364E+02, 0.1193289E+02, 0.1234882E+02,
 0.8120000E+01, 0.1368758E+02, 0.1212869E+02, 0.1193775E+02, 0.1235405E+02,
 0.8122000E+01, 0.1369196E+02, 0.1213375E+02, 0.1194262E+02, 0.1235928E+02,
 0.8124000E+01, 0.1369634E+02, 0.1213880E+02, 0.1194748E+02, 0.1236451E+02,
 0.8126000E+01, 0.1370072E+02, 0.1214385E+02, 0.1195234E+02, 0.1236974E+02,
 0.8128000E+01, 0.1370510E+02, 0.1214889E+02, 0.1195720E+02, 0.1237497E+02,
 0.8130000E+01, 0.1370947E+02, 0.1215394E+02, 0.1196205E+02, 0.1238019E+02,
 0.8132000E+01, 0.1371384E+02, 0.1215899E+02, 0.1196691E+02, 0.1238542E+02,
 0.8134000E+01, 0.1371821E+02, 0.1216403E+02, 0.1197177E+02, 0.1239064E+02,
 0.8136000E+01, 0.1372257E+02, 0.1216907E+02, 0.1197662E+02, 0.1239586E+02,
 0.8138000E+01, 0.1372693E+02, 0.1217411E+02, 0.1198147E+02, 0.1240108E+02,
 0.8140000E+01, 0.1373129E+02, 0.1217915E+02, 0.1198632E+02, 0.1240630E+02,
 0.8142000E+01, 0.1373565E+02, 0.1218419E+02, 0.1199117E+02, 0.1241152E+02,
 0.8144000E+01, 0.1374000E+02, 0.1218923E+02, 0.1199602E+02, 0.1241674E+02,
 0.8146000E+01, 0.1374435E+02, 0.1219426E+02, 0.1200086E+02, 0.1242195E+02,
 0.8148000E+01, 0.1374870E+02, 0.1219930E+02, 0.1200571E+02, 0.1242717E+02,
 0.8150000E+01, 0.1375304E+02, 0.1220433E+02, 0.1201055E+02, 0.1243238E+02,
 0.8152000E+01, 0.1375738E+02, 0.1220936E+02, 0.1201539E+02, 0.1243759E+02,
 0.8154000E+01, 0.1376172E+02, 0.1221439E+02, 0.1202023E+02, 0.1244280E+02,
 0.8156000E+01, 0.1376606E+02, 0.1221942E+02, 0.1202507E+02, 0.1244801E+02,
 0.8158000E+01, 0.1377039E+02, 0.1222444E+02, 0.1202991E+02, 0.1245321E+02,
 0.8160000E+01, 0.1377472E+02, 0.1222947E+02, 0.1203474E+02, 0.1245842E+02,
 0.8162000E+01, 0.1377905E+02, 0.1223449E+02, 0.1203958E+02, 0.1246362E+02,
 0.8164000E+01, 0.1378338E+02, 0.1223952E+02, 0.1204441E+02, 0.1246883E+02,
 0.8166000E+01, 0.1378770E+02, 0.1224454E+02, 0.1204924E+02, 0.1247403E+02,
 0.8168000E+01, 0.1379202E+02, 0.1224956E+02, 0.1205407E+02, 0.1247923E+02,
 0.8170000E+01, 0.1379634E+02, 0.1225458E+02, 0.1205890E+02, 0.1248443E+02,
 0.8172000E+01, 0.1380065E+02, 0.1225960E+02, 0.1206373E+02, 0.1248963E+02,
 0.8174000E+01, 0.1380497E+02, 0.1226461E+02, 0.1206856E+02, 0.1249483E+02,
 0.8176000E+01, 0.1380927E+02, 0.1226963E+02, 0.1207338E+02, 0.1250002E+02,
 0.8178000E+01, 0.1381358E+02, 0.1227464E+02, 0.1207820E+02, 0.1250521E+02,
 0.8180000E+01, 0.1381788E+02, 0.1227965E+02, 0.1208303E+02, 0.1251041E+02,
 0.8182000E+01, 0.1382219E+02, 0.1228466E+02, 0.1208785E+02, 0.1251560E+02,
 0.8184000E+01, 0.1382648E+02, 0.1228967E+02, 0.1209267E+02, 0.1252079E+02,
 0.8186000E+01, 0.1383078E+02, 0.1229468E+02, 0.1209748E+02, 0.1252598E+02,
 0.8188000E+01, 0.1383507E+02, 0.1229969E+02, 0.1210230E+02, 0.1253117E+02,
 0.8190000E+01, 0.1383936E+02, 0.1230470E+02, 0.1210711E+02, 0.1253635E+02,
 0.8192000E+01, 0.1384365E+02, 0.1230970E+02, 0.1211193E+02, 0.1254154E+02,
 0.8194000E+01, 0.1384794E+02, 0.1231470E+02, 0.1211674E+02, 0.1254672E+02,
 0.8196000E+01, 0.1385222E+02, 0.1231970E+02, 0.1212155E+02, 0.1255190E+02,
 0.8198000E+01, 0.1385650E+02, 0.1232470E+02, 0.1212636E+02, 0.1255709E+02,
 0.8200000E+01, 0.1386077E+02, 0.1232970E+02, 0.1213117E+02, 0.1256227E+02,
 0.8202000E+01, 0.1386505E+02, 0.1233470E+02, 0.1213597E+02, 0.1256744E+02,
 0.8204000E+01, 0.1386932E+02, 0.1233970E+02, 0.1214078E+02, 0.1257262E+02,
 0.8206000E+01, 0.1387359E+02, 0.1234469E+02, 0.1214558E+02, 0.1257780E+02,
 0.8208000E+01, 0.1387786E+02, 0.1234969E+02, 0.1215039E+02, 0.1258297E+02,
 0.8210000E+01, 0.1388212E+02, 0.1235468E+02, 0.1215519E+02, 0.1258815E+02,
 0.8212000E+01, 0.1388638E+02, 0.1235967E+02, 0.1215999E+02, 0.1259332E+02,
 0.8214000E+01, 0.1389064E+02, 0.1236466E+02, 0.1216479E+02, 0.1259849E+02,
 0.8216000E+01, 0.1389489E+02, 0.1236965E+02, 0.1216958E+02, 0.1260366E+02,
 0.8218000E+01, 0.1389915E+02, 0.1237463E+02, 0.1217438E+02, 0.1260883E+02,
 0.8220000E+01, 0.1390340E+02, 0.1237962E+02, 0.1217917E+02, 0.1261400E+02,
 0.8222000E+01, 0.1390765E+02, 0.1238460E+02, 0.1218397E+02, 0.1261916E+02,
 0.8224000E+01, 0.1391189E+02, 0.1238959E+02, 0.1218876E+02, 0.1262433E+02,
 0.8226000E+01, 0.1391613E+02, 0.1239457E+02, 0.1219355E+02, 0.1262949E+02,
 0.8228000E+01, 0.1392037E+02, 0.1239955E+02, 0.1219834E+02, 0.1263465E+02,
 0.8230000E+01, 0.1392461E+02, 0.1240453E+02, 0.1220312E+02, 0.1263982E+02,
 0.8232000E+01, 0.1392885E+02, 0.1240951E+02, 0.1220791E+02, 0.1264498E+02,
 0.8234000E+01, 0.1393308E+02, 0.1241448E+02, 0.1221270E+02, 0.1265014E+02,
 0.8236000E+01, 0.1393731E+02, 0.1241946E+02, 0.1221748E+02, 0.1265529E+02,
 0.8238000E+01, 0.1394153E+02, 0.1242443E+02, 0.1222226E+02, 0.1266045E+02,
 0.8240000E+01, 0.1394576E+02, 0.1242941E+02, 0.1222704E+02, 0.1266560E+02,
 0.8242000E+01, 0.1394998E+02, 0.1243438E+02, 0.1223182E+02, 0.1267076E+02,
 0.8244000E+01, 0.1395420E+02, 0.1243935E+02, 0.1223660E+02, 0.1267591E+02,
 0.8246000E+01, 0.1395842E+02, 0.1244432E+02, 0.1224138E+02, 0.1268106E+02,
 0.8248000E+01, 0.1396263E+02, 0.1244928E+02, 0.1224615E+02, 0.1268621E+02,
 0.8250000E+01, 0.1396684E+02, 0.1245425E+02, 0.1225093E+02, 0.1269136E+02,
 0.8252000E+01, 0.1397105E+02, 0.1245922E+02, 0.1225570E+02, 0.1269651E+02,
 0.8254000E+01, 0.1397526E+02, 0.1246418E+02, 0.1226047E+02, 0.1270165E+02,
 0.8256000E+01, 0.1397946E+02, 0.1246914E+02, 0.1226524E+02, 0.1270680E+02,
 0.8258000E+01, 0.1398366E+02, 0.1247410E+02, 0.1227001E+02, 0.1271194E+02,
 0.8260000E+01, 0.1398786E+02, 0.1247906E+02, 0.1227478E+02, 0.1271708E+02,
 0.8262000E+01, 0.1399205E+02, 0.1248402E+02, 0.1227954E+02, 0.1272222E+02,
 0.8264000E+01, 0.1399625E+02, 0.1248898E+02, 0.1228431E+02, 0.1272736E+02,
 0.8266000E+01, 0.1400044E+02, 0.1249394E+02, 0.1228907E+02, 0.1273250E+02,
 0.8268000E+01, 0.1400463E+02, 0.1249889E+02, 0.1229383E+02, 0.1273764E+02,
 0.8270000E+01, 0.1400881E+02, 0.1250384E+02, 0.1229859E+02, 0.1274278E+02,
 0.8272000E+01, 0.1401299E+02, 0.1250880E+02, 0.1230335E+02, 0.1274791E+02,
 0.8274000E+01, 0.1401718E+02, 0.1251375E+02, 0.1230811E+02, 0.1275305E+02,
 0.8276000E+01, 0.1402135E+02, 0.1251870E+02, 0.1231287E+02, 0.1275818E+02,
 0.8278000E+01, 0.1402553E+02, 0.1252364E+02, 0.1231762E+02, 0.1276331E+02,
 0.8280000E+01, 0.1402970E+02, 0.1252859E+02, 0.1232238E+02, 0.1276844E+02,
 0.8282000E+01, 0.1403387E+02, 0.1253354E+02, 0.1232713E+02, 0.1277357E+02,
 0.8284000E+01, 0.1403804E+02, 0.1253848E+02, 0.1233188E+02, 0.1277870E+02,
 0.8286000E+01, 0.1404220E+02, 0.1254342E+02, 0.1233663E+02, 0.1278382E+02,
 0.8288000E+01, 0.1404637E+02, 0.1254837E+02, 0.1234138E+02, 0.1278895E+02,
 0.8290000E+01, 0.1405053E+02, 0.1255331E+02, 0.1234613E+02, 0.1279407E+02,
 0.8292000E+01, 0.1405469E+02, 0.1255825E+02, 0.1235087E+02, 0.1279919E+02,
 0.8294000E+01, 0.1405884E+02, 0.1256318E+02, 0.1235562E+02, 0.1280431E+02,
 0.8296000E+01, 0.1406299E+02, 0.1256812E+02, 0.1236036E+02, 0.1280943E+02,
 0.8298000E+01, 0.1406714E+02, 0.1257306E+02, 0.1236510E+02, 0.1281455E+02,
 0.8300000E+01, 0.1407129E+02, 0.1257799E+02, 0.1236984E+02, 0.1281967E+02,
 0.8302000E+01, 0.1407544E+02, 0.1258292E+02, 0.1237458E+02, 0.1282479E+02,
 0.8304000E+01, 0.1407958E+02, 0.1258786E+02, 0.1237932E+02, 0.1282990E+02,
 0.8306000E+01, 0.1408372E+02, 0.1259279E+02, 0.1238406E+02, 0.1283502E+02,
 0.8308000E+01, 0.1408786E+02, 0.1259772E+02, 0.1238879E+02, 0.1284013E+02,
 0.8310000E+01, 0.1409199E+02, 0.1260264E+02, 0.1239353E+02, 0.1284524E+02,
 0.8312000E+01, 0.1409612E+02, 0.1260757E+02, 0.1239826E+02, 0.1285035E+02,
 0.8314000E+01, 0.1410025E+02, 0.1261249E+02, 0.1240299E+02, 0.1285546E+02,
 0.8316000E+01, 0.1410438E+02, 0.1261742E+02, 0.1240772E+02, 0.1286057E+02,
 0.8318000E+01, 0.1410851E+02, 0.1262234E+02, 0.1241245E+02, 0.1286567E+02,
 0.8320000E+01, 0.1411263E+02, 0.1262726E+02, 0.1241718E+02, 0.1287078E+02,
 0.8322000E+01, 0.1411675E+02, 0.1263218E+02, 0.1242190E+02, 0.1287588E+02,
 0.8324000E+01, 0.1412087E+02, 0.1263710E+02, 0.1242663E+02, 0.1288098E+02,
 0.8326000E+01, 0.1412498E+02, 0.1264202E+02, 0.1243135E+02, 0.1288609E+02,
 0.8328000E+01, 0.1412909E+02, 0.1264694E+02, 0.1243607E+02, 0.1289119E+02,
 0.8330000E+01, 0.1413320E+02, 0.1265185E+02, 0.1244079E+02, 0.1289629E+02,
 0.8332000E+01, 0.1413731E+02, 0.1265676E+02, 0.1244551E+02, 0.1290138E+02,
 0.8334000E+01, 0.1414142E+02, 0.1266168E+02, 0.1245023E+02, 0.1290648E+02,
 0.8336000E+01, 0.1414552E+02, 0.1266659E+02, 0.1245495E+02, 0.1291157E+02,
 0.8338000E+01, 0.1414962E+02, 0.1267150E+02, 0.1245966E+02, 0.1291667E+02,
 0.8340000E+01, 0.1415372E+02, 0.1267641E+02, 0.1246438E+02, 0.1292176E+02,
 0.8342000E+01, 0.1415781E+02, 0.1268132E+02, 0.1246909E+02, 0.1292685E+02,
 0.8344000E+01, 0.1416190E+02, 0.1268622E+02, 0.1247380E+02, 0.1293194E+02,
 0.8346000E+01, 0.1416599E+02, 0.1269113E+02, 0.1247851E+02, 0.1293703E+02,
 0.8348000E+01, 0.1417008E+02, 0.1269603E+02, 0.1248322E+02, 0.1294212E+02,
 0.8350000E+01, 0.1417417E+02, 0.1270093E+02, 0.1248793E+02, 0.1294721E+02,
 0.8352000E+01, 0.1417825E+02, 0.1270583E+02, 0.1249264E+02, 0.1295229E+02,
 0.8354000E+01, 0.1418233E+02, 0.1271073E+02, 0.1249734E+02, 0.1295738E+02,
 0.8356000E+01, 0.1418641E+02, 0.1271563E+02, 0.1250205E+02, 0.1296246E+02,
 0.8358000E+01, 0.1419048E+02, 0.1272053E+02, 0.1250675E+02, 0.1296754E+02,
 0.8360000E+01, 0.1419456E+02, 0.1272543E+02, 0.1251145E+02, 0.1297262E+02,
 0.8362000E+01, 0.1419863E+02, 0.1273032E+02, 0.1251615E+02, 0.1297770E+02,
 0.8364000E+01, 0.1420270E+02, 0.1273521E+02, 0.1252085E+02, 0.1298278E+02,
 0.8366000E+01, 0.1420676E+02, 0.1274011E+02, 0.1252555E+02, 0.1298785E+02,
 0.8368000E+01, 0.1421082E+02, 0.1274500E+02, 0.1253024E+02, 0.1299293E+02,
 0.8370000E+01, 0.1421488E+02, 0.1274989E+02, 0.1253494E+02, 0.1299800E+02,
 0.8372000E+01, 0.1421894E+02, 0.1275478E+02, 0.1253963E+02, 0.1300308E+02,
 0.8374000E+01, 0.1422300E+02, 0.1275966E+02, 0.1254432E+02, 0.1300815E+02,
 0.8376000E+01, 0.1422705E+02, 0.1276455E+02, 0.1254901E+02, 0.1301322E+02,
 0.8378000E+01, 0.1423110E+02, 0.1276943E+02, 0.1255370E+02, 0.1301829E+02,
 0.8380000E+01, 0.1423515E+02, 0.1277432E+02, 0.1255839E+02, 0.1302336E+02,
 0.8382000E+01, 0.1423920E+02, 0.1277920E+02, 0.1256308E+02, 0.1302842E+02,
 0.8384000E+01, 0.1424324E+02, 0.1278408E+02, 0.1256776E+02, 0.1303349E+02,
 0.8386000E+01, 0.1424728E+02, 0.1278896E+02, 0.1257245E+02, 0.1303855E+02,
 0.8388000E+01, 0.1425132E+02, 0.1279384E+02, 0.1257713E+02, 0.1304362E+02,
 0.8390000E+01, 0.1425536E+02, 0.1279871E+02, 0.1258181E+02, 0.1304868E+02,
 0.8392000E+01, 0.1425939E+02, 0.1280359E+02, 0.1258649E+02, 0.1305374E+02,
 0.8394000E+01, 0.1426342E+02, 0.1280846E+02, 0.1259117E+02, 0.1305880E+02,
 0.8396000E+01, 0.1426745E+02, 0.1281334E+02, 0.1259585E+02, 0.1306386E+02,
 0.8398000E+01, 0.1427148E+02, 0.1281821E+02, 0.1260052E+02, 0.1306891E+02,
 0.8400000E+01, 0.1427550E+02, 0.1282308E+02, 0.1260520E+02, 0.1307397E+02,
 0.8402000E+01, 0.1427953E+02, 0.1282795E+02, 0.1260987E+02, 0.1307902E+02,
 0.8404000E+01, 0.1428355E+02, 0.1283282E+02, 0.1261454E+02, 0.1308408E+02,
 0.8406000E+01, 0.1428756E+02, 0.1283768E+02, 0.1261922E+02, 0.1308913E+02,
 0.8408000E+01, 0.1429158E+02, 0.1284255E+02, 0.1262388E+02, 0.1309418E+02,
 0.8410000E+01, 0.1429559E+02, 0.1284741E+02, 0.1262855E+02, 0.1309923E+02,
 0.8412000E+01, 0.1429960E+02, 0.1285227E+02, 0.1263322E+02, 0.1310428E+02,
 0.8414000E+01, 0.1430361E+02, 0.1285714E+02, 0.1263789E+02, 0.1310932E+02,
 0.8416000E+01, 0.1430761E+02, 0.1286200E+02, 0.1264255E+02, 0.1311437E+02,
 0.8418000E+01, 0.1431161E+02, 0.1286686E+02, 0.1264721E+02, 0.1311941E+02,
 0.8420000E+01, 0.1431561E+02, 0.1287171E+02, 0.1265187E+02, 0.1312446E+02,
 0.8422000E+01, 0.1431961E+02, 0.1287657E+02, 0.1265654E+02, 0.1312950E+02,
 0.8424000E+01, 0.1432361E+02, 0.1288142E+02, 0.1266119E+02, 0.1313454E+02,
 0.8426000E+01, 0.1432760E+02, 0.1288628E+02, 0.1266585E+02, 0.1313958E+02,
 0.8428000E+01, 0.1433159E+02, 0.1289113E+02, 0.1267051E+02, 0.1314461E+02,
 0.8430000E+01, 0.1433558E+02, 0.1289598E+02, 0.1267516E+02, 0.1314965E+02,
 0.8432000E+01, 0.1433957E+02, 0.1290083E+02, 0.1267982E+02, 0.1315469E+02,
 0.8434000E+01, 0.1434355E+02, 0.1290568E+02, 0.1268447E+02, 0.1315972E+02,
 0.8436000E+01, 0.1434753E+02, 0.1291053E+02, 0.1268912E+02, 0.1316475E+02,
 0.8438000E+01, 0.1435151E+02, 0.1291537E+02, 0.1269377E+02, 0.1316979E+02,
 0.8440000E+01, 0.1435548E+02, 0.1292022E+02, 0.1269842E+02, 0.1317482E+02,
 0.8442000E+01, 0.1435946E+02, 0.1292506E+02, 0.1270307E+02, 0.1317984E+02,
 0.8444000E+01, 0.1436343E+02, 0.1292990E+02, 0.1270771E+02, 0.1318487E+02,
 0.8446000E+01, 0.1436740E+02, 0.1293475E+02, 0.1271236E+02, 0.1318990E+02,
