@TEAV,TDAV,TTAV,TAAV [keV]  vs t@
X,TEAV,TDAV,TTAV,TAAV
 0.1348000E+01, 0.3776950E+01, 0.3319483E+01, 0.3314874E+01, 0.3336778E+01,
 0.1350000E+01, 0.3778219E+01, 0.3320530E+01, 0.3315918E+01, 0.3337833E+01,
 0.1352000E+01, 0.3779487E+01, 0.3321578E+01, 0.3316963E+01, 0.3338888E+01,
 0.1354000E+01, 0.3780755E+01, 0.3322625E+01, 0.3318007E+01, 0.3339943E+01,
 0.1356000E+01, 0.3782022E+01, 0.3323671E+01, 0.3319051E+01, 0.3340998E+01,
 0.1358000E+01, 0.3783289E+01, 0.3324718E+01, 0.3320094E+01, 0.3342052E+01,
 0.1360000E+01, 0.3784556E+01, 0.3325764E+01, 0.3321137E+01, 0.3343106E+01,
 0.1362000E+01, 0.3785822E+01, 0.3326809E+01, 0.3322180E+01, 0.3344160E+01,
 0.1364000E+01, 0.3787088E+01, 0.3327855E+01, 0.3323222E+01, 0.3345213E+01,
 0.1366000E+01, 0.3788353E+01, 0.3328900E+01, 0.3324265E+01, 0.3346266E+01,
 0.1368000E+01, 0.3789618E+01, 0.3329944E+01, 0.3325306E+01, 0.3347319E+01,
 0.1370000E+01, 0.3790882E+01, 0.3330989E+01, 0.3326348E+01, 0.3348371E+01,
 0.1372000E+01, 0.3792146E+01, 0.3332033E+01, 0.3327389E+01, 0.3349423E+01,
 0.1374000E+01, 0.3793410E+01, 0.3333076E+01, 0.3328430E+01, 0.3350475E+01,
 0.1376000E+01, 0.3794673E+01, 0.3334120E+01, 0.3329470E+01, 0.3351526E+01,
 0.1378000E+01, 0.3795935E+01, 0.3335163E+01, 0.3330510E+01, 0.3352577E+01,
 0.1380000E+01, 0.3797197E+01, 0.3336206E+01, 0.3331550E+01, 0.3353628E+01,
 0.1382000E+01, 0.3798459E+01, 0.3337248E+01, 0.3332590E+01, 0.3354678E+01,
 0.1384000E+01, 0.3799720E+01, 0.3338290E+01, 0.3333629E+01, 0.3355728E+01,
 0.1386000E+01, 0.3800981E+01, 0.3339332E+01, 0.3334668E+01, 0.3356778E+01,
 0.1388000E+01, 0.3802242E+01, 0.3340374E+01, 0.3335706E+01, 0.3357827E+01,
 0.1390000E+01, 0.3803501E+01, 0.3341415E+01, 0.3336744E+01, 0.3358876E+01,
 0.1392000E+01, 0.3804761E+01, 0.3342455E+01, 0.3337782E+01, 0.3359925E+01,
 0.1394000E+01, 0.3806020E+01, 0.3343496E+01, 0.3338820E+01, 0.3360974E+01,
 0.1396000E+01, 0.3807278E+01, 0.3344536E+01, 0.3339857E+01, 0.3362022E+01,
 0.1398000E+01, 0.3808537E+01, 0.3345576E+01, 0.3340894E+01, 0.3363070E+01,
 0.1400000E+01, 0.3809794E+01, 0.3346615E+01, 0.3341930E+01, 0.3364117E+01,
 0.1402000E+01, 0.3811052E+01, 0.3347654E+01, 0.3342967E+01, 0.3365164E+01,
 0.1404000E+01, 0.3812309E+01, 0.3348693E+01, 0.3344003E+01, 0.3366211E+01,
 0.1406000E+01, 0.3813565E+01, 0.3349732E+01, 0.3345038E+01, 0.3367258E+01,
 0.1408000E+01, 0.3814821E+01, 0.3350770E+01, 0.3346073E+01, 0.3368304E+01,
 0.1410000E+01, 0.3816076E+01, 0.3351808E+01, 0.3347108E+01, 0.3369349E+01,
 0.1412000E+01, 0.3817331E+01, 0.3352845E+01, 0.3348143E+01, 0.3370395E+01,
 0.1414000E+01, 0.3818586E+01, 0.3353882E+01, 0.3349177E+01, 0.3371440E+01,
 0.1416000E+01, 0.3819840E+01, 0.3354919E+01, 0.3350211E+01, 0.3372485E+01,
 0.1418000E+01, 0.3821094E+01, 0.3355956E+01, 0.3351245E+01, 0.3373529E+01,
 0.1420000E+01, 0.3822347E+01, 0.3356992E+01, 0.3352278E+01, 0.3374574E+01,
 0.1422000E+01, 0.3823600E+01, 0.3358028E+01, 0.3353311E+01, 0.3375618E+01,
 0.1424000E+01, 0.3824853E+01, 0.3359063E+01, 0.3354344E+01, 0.3376661E+01,
 0.1426000E+01, 0.3826105E+01, 0.3360098E+01, 0.3355376E+01, 0.3377704E+01,
 0.1428000E+01, 0.3827356E+01, 0.3361133E+01, 0.3356408E+01, 0.3378747E+01,
 0.1430000E+01, 0.3828608E+01, 0.3362168E+01, 0.3357440E+01, 0.3379790E+01,
 0.1432000E+01, 0.3829858E+01, 0.3363202E+01, 0.3358471E+01, 0.3380832E+01,
 0.1434000E+01, 0.3831109E+01, 0.3364236E+01, 0.3359502E+01, 0.3381874E+01,
 0.1436000E+01, 0.3832358E+01, 0.3365269E+01, 0.3360533E+01, 0.3382916E+01,
 0.1438000E+01, 0.3833608E+01, 0.3366303E+01, 0.3361563E+01, 0.3383957E+01,
 0.1440000E+01, 0.3834857E+01, 0.3367336E+01, 0.3362593E+01, 0.3384998E+01,
 0.1442000E+01, 0.3836106E+01, 0.3368368E+01, 0.3363622E+01, 0.3386039E+01,
 0.1444000E+01, 0.3837354E+01, 0.3369400E+01, 0.3364652E+01, 0.3387079E+01,
 0.1446000E+01, 0.3838601E+01, 0.3370432E+01, 0.3365681E+01, 0.3388119E+01,
 0.1448000E+01, 0.3839849E+01, 0.3371464E+01, 0.3366710E+01, 0.3389158E+01,
 0.1450000E+01, 0.3841096E+01, 0.3372495E+01, 0.3367738E+01, 0.3390198E+01,
 0.1452000E+01, 0.3842342E+01, 0.3373526E+01, 0.3368766E+01, 0.3391237E+01,
 0.1454000E+01, 0.3843588E+01, 0.3374557E+01, 0.3369794E+01, 0.3392276E+01,
 0.1456000E+01, 0.3844834E+01, 0.3375587E+01, 0.3370821E+01, 0.3393314E+01,
 0.1458000E+01, 0.3846079E+01, 0.3376617E+01, 0.3371848E+01, 0.3394352E+01,
 0.1460000E+01, 0.3847324E+01, 0.3377647E+01, 0.3372875E+01, 0.3395390E+01,
 0.1462000E+01, 0.3848568E+01, 0.3378676E+01, 0.3373902E+01, 0.3396428E+01,
 0.1464000E+01, 0.3849812E+01, 0.3379705E+01, 0.3374928E+01, 0.3397465E+01,
 0.1466000E+01, 0.3851055E+01, 0.3380734E+01, 0.3375954E+01, 0.3398502E+01,
 0.1468000E+01, 0.3852298E+01, 0.3381762E+01, 0.3376979E+01, 0.3399538E+01,
 0.1470000E+01, 0.3853541E+01, 0.3382791E+01, 0.3378004E+01, 0.3400574E+01,
 0.1472000E+01, 0.3854783E+01, 0.3383818E+01, 0.3379029E+01, 0.3401610E+01,
 0.1474000E+01, 0.3856025E+01, 0.3384846E+01, 0.3380054E+01, 0.3402646E+01,
 0.1476000E+01, 0.3857266E+01, 0.3385873E+01, 0.3381078E+01, 0.3403681E+01,
 0.1478000E+01, 0.3858507E+01, 0.3386900E+01, 0.3382102E+01, 0.3404716E+01,
 0.1480000E+01, 0.3859748E+01, 0.3387926E+01, 0.3383126E+01, 0.3405751E+01,
 0.1482000E+01, 0.3860988E+01, 0.3388952E+01, 0.3384149E+01, 0.3406785E+01,
 0.1484000E+01, 0.3862227E+01, 0.3389978E+01, 0.3385172E+01, 0.3407819E+01,
 0.1486000E+01, 0.3863467E+01, 0.3391004E+01, 0.3386194E+01, 0.3408853E+01,
 0.1488000E+01, 0.3864706E+01, 0.3392029E+01, 0.3387217E+01, 0.3409886E+01,
 0.1490000E+01, 0.3865944E+01, 0.3393054E+01, 0.3388239E+01, 0.3410919E+01,
 0.1492000E+01, 0.3867182E+01, 0.3394078E+01, 0.3389261E+01, 0.3411952E+01,
 0.1494000E+01, 0.3868420E+01, 0.3395103E+01, 0.3390282E+01, 0.3412985E+01,
 0.1496000E+01, 0.3869657E+01, 0.3396127E+01, 0.3391303E+01, 0.3414017E+01,
 0.1498000E+01, 0.3870894E+01, 0.3397151E+01, 0.3392324E+01, 0.3415049E+01,
 0.1500000E+01, 0.3872130E+01, 0.3398174E+01, 0.3393344E+01, 0.3416080E+01,
 0.1500000E+01, 0.3872130E+01, 0.3398174E+01, 0.3393344E+01, 0.3416080E+01,
 0.1502000E+01, 0.3873366E+01, 0.3399197E+01, 0.3394364E+01, 0.3417111E+01,
 0.1504000E+01, 0.3874602E+01, 0.3400220E+01, 0.3395384E+01, 0.3418142E+01,
 0.1506000E+01, 0.3875837E+01, 0.3401242E+01, 0.3396404E+01, 0.3419173E+01,
 0.1508000E+01, 0.3877072E+01, 0.3402264E+01, 0.3397423E+01, 0.3420203E+01,
 0.1510000E+01, 0.3878306E+01, 0.3403286E+01, 0.3398442E+01, 0.3421233E+01,
 0.1512000E+01, 0.3879540E+01, 0.3404308E+01, 0.3399461E+01, 0.3422263E+01,
 0.1514000E+01, 0.3880773E+01, 0.3405329E+01, 0.3400479E+01, 0.3423292E+01,
 0.1516000E+01, 0.3882006E+01, 0.3406350E+01, 0.3401497E+01, 0.3424321E+01,
 0.1518000E+01, 0.3883239E+01, 0.3407370E+01, 0.3402514E+01, 0.3425350E+01,
 0.1520000E+01, 0.3884472E+01, 0.3408391E+01, 0.3403532E+01, 0.3426379E+01,
 0.1522000E+01, 0.3885704E+01, 0.3409410E+01, 0.3404549E+01, 0.3427407E+01,
 0.1524000E+01, 0.3886935E+01, 0.3410430E+01, 0.3405566E+01, 0.3428435E+01,
 0.1526000E+01, 0.3888166E+01, 0.3411449E+01, 0.3406582E+01, 0.3429462E+01,
 0.1528000E+01, 0.3889397E+01, 0.3412468E+01, 0.3407598E+01, 0.3430490E+01,
 0.1530000E+01, 0.3890627E+01, 0.3413487E+01, 0.3408614E+01, 0.3431517E+01,
 0.1532000E+01, 0.3891857E+01, 0.3414505E+01, 0.3409630E+01, 0.3432543E+01,
 0.1534000E+01, 0.3893087E+01, 0.3415524E+01, 0.3410645E+01, 0.3433570E+01,
 0.1536000E+01, 0.3894316E+01, 0.3416542E+01, 0.3411660E+01, 0.3434596E+01,
 0.1538000E+01, 0.3895545E+01, 0.3417559E+01, 0.3412674E+01, 0.3435622E+01,
 0.1540000E+01, 0.3896773E+01, 0.3418576E+01, 0.3413689E+01, 0.3436647E+01,
 0.1542000E+01, 0.3898001E+01, 0.3419593E+01, 0.3414703E+01, 0.3437672E+01,
 0.1544000E+01, 0.3899229E+01, 0.3420610E+01, 0.3415716E+01, 0.3438697E+01,
 0.1546000E+01, 0.3900456E+01, 0.3421626E+01, 0.3416730E+01, 0.3439721E+01,
 0.1548000E+01, 0.3901683E+01, 0.3422642E+01, 0.3417743E+01, 0.3440746E+01,
 0.1550000E+01, 0.3902909E+01, 0.3423658E+01, 0.3418756E+01, 0.3441770E+01,
 0.1552000E+01, 0.3904135E+01, 0.3424673E+01, 0.3419768E+01, 0.3442793E+01,
 0.1554000E+01, 0.3905361E+01, 0.3425688E+01, 0.3420780E+01, 0.3443817E+01,
 0.1556000E+01, 0.3906586E+01, 0.3426703E+01, 0.3421792E+01, 0.3444840E+01,
 0.1558000E+01, 0.3907811E+01, 0.3427717E+01, 0.3422804E+01, 0.3445863E+01,
 0.1560000E+01, 0.3909036E+01, 0.3428731E+01, 0.3423815E+01, 0.3446885E+01,
 0.1562000E+01, 0.3910260E+01, 0.3429745E+01, 0.3424826E+01, 0.3447907E+01,
 0.1564000E+01, 0.3911484E+01, 0.3430759E+01, 0.3425837E+01, 0.3448929E+01,
 0.1566000E+01, 0.3912708E+01, 0.3431772E+01, 0.3426847E+01, 0.3449951E+01,
 0.1568000E+01, 0.3913931E+01, 0.3432785E+01, 0.3427857E+01, 0.3450972E+01,
 0.1570000E+01, 0.3915153E+01, 0.3433798E+01, 0.3428867E+01, 0.3451993E+01,
 0.1572000E+01, 0.3916376E+01, 0.3434810E+01, 0.3429876E+01, 0.3453014E+01,
 0.1574000E+01, 0.3917598E+01, 0.3435822E+01, 0.3430886E+01, 0.3454034E+01,
 0.1576000E+01, 0.3918819E+01, 0.3436834E+01, 0.3431895E+01, 0.3455054E+01,
 0.1578000E+01, 0.3920040E+01, 0.3437846E+01, 0.3432903E+01, 0.3456074E+01,
 0.1580000E+01, 0.3921261E+01, 0.3438857E+01, 0.3433911E+01, 0.3457094E+01,
 0.1582000E+01, 0.3922482E+01, 0.3439868E+01, 0.3434919E+01, 0.3458113E+01,
 0.1584000E+01, 0.3923702E+01, 0.3440878E+01, 0.3435927E+01, 0.3459132E+01,
 0.1586000E+01, 0.3924922E+01, 0.3441889E+01, 0.3436934E+01, 0.3460151E+01,
 0.1588000E+01, 0.3926141E+01, 0.3442899E+01, 0.3437942E+01, 0.3461169E+01,
 0.1590000E+01, 0.3927360E+01, 0.3443908E+01, 0.3438949E+01, 0.3462187E+01,
 0.1592000E+01, 0.3928579E+01, 0.3444918E+01, 0.3439955E+01, 0.3463205E+01,
 0.1594000E+01, 0.3929797E+01, 0.3445927E+01, 0.3440961E+01, 0.3464223E+01,
 0.1596000E+01, 0.3931015E+01, 0.3446936E+01, 0.3441967E+01, 0.3465240E+01,
 0.1598000E+01, 0.3932233E+01, 0.3447945E+01, 0.3442973E+01, 0.3466257E+01,
 0.1600000E+01, 0.3933450E+01, 0.3448953E+01, 0.3443979E+01, 0.3467273E+01,
 0.1602000E+01, 0.3934667E+01, 0.3449961E+01, 0.3444984E+01, 0.3468290E+01,
 0.1604000E+01, 0.3935884E+01, 0.3450969E+01, 0.3445988E+01, 0.3469306E+01,
 0.1606000E+01, 0.3937100E+01, 0.3451976E+01, 0.3446993E+01, 0.3470322E+01,
 0.1608000E+01, 0.3938316E+01, 0.3452983E+01, 0.3447997E+01, 0.3471338E+01,
 0.1610000E+01, 0.3939532E+01, 0.3453990E+01, 0.3449001E+01, 0.3472353E+01,
 0.1612000E+01, 0.3940747E+01, 0.3454997E+01, 0.3450005E+01, 0.3473368E+01,
 0.1614000E+01, 0.3941962E+01, 0.3456003E+01, 0.3451008E+01, 0.3474383E+01,
 0.1616000E+01, 0.3943176E+01, 0.3457009E+01, 0.3452012E+01, 0.3475397E+01,
 0.1618000E+01, 0.3944390E+01, 0.3458015E+01, 0.3453014E+01, 0.3476411E+01,
 0.1620000E+01, 0.3945604E+01, 0.3459020E+01, 0.3454017E+01, 0.3477425E+01,
 0.1622000E+01, 0.3946818E+01, 0.3460025E+01, 0.3455019E+01, 0.3478439E+01,
 0.1624000E+01, 0.3948031E+01, 0.3461030E+01, 0.3456021E+01, 0.3479452E+01,
 0.1626000E+01, 0.3949244E+01, 0.3462035E+01, 0.3457023E+01, 0.3480465E+01,
 0.1628000E+01, 0.3950456E+01, 0.3463039E+01, 0.3458025E+01, 0.3481478E+01,
 0.1630000E+01, 0.3951668E+01, 0.3464043E+01, 0.3459026E+01, 0.3482491E+01,
 0.1632000E+01, 0.3952880E+01, 0.3465047E+01, 0.3460027E+01, 0.3483503E+01,
 0.1634000E+01, 0.3954092E+01, 0.3466051E+01, 0.3461027E+01, 0.3484515E+01,
 0.1636000E+01, 0.3955303E+01, 0.3467054E+01, 0.3462028E+01, 0.3485527E+01,
 0.1638000E+01, 0.3956514E+01, 0.3468057E+01, 0.3463028E+01, 0.3486538E+01,
 0.1640000E+01, 0.3957724E+01, 0.3469060E+01, 0.3464028E+01, 0.3487549E+01,
 0.1642000E+01, 0.3958935E+01, 0.3470062E+01, 0.3465027E+01, 0.3488560E+01,
 0.1644000E+01, 0.3960144E+01, 0.3471064E+01, 0.3466026E+01, 0.3489571E+01,
 0.1646000E+01, 0.3961354E+01, 0.3472066E+01, 0.3467026E+01, 0.3490582E+01,
 0.1648000E+01, 0.3962563E+01, 0.3473068E+01, 0.3468024E+01, 0.3491592E+01,
 0.1650000E+01, 0.3963772E+01, 0.3474069E+01, 0.3469023E+01, 0.3492602E+01,
 0.1652000E+01, 0.3964981E+01, 0.3475070E+01, 0.3470021E+01, 0.3493611E+01,
 0.1654000E+01, 0.3966189E+01, 0.3476071E+01, 0.3471019E+01, 0.3494621E+01,
 0.1656000E+01, 0.3967397E+01, 0.3477072E+01, 0.3472017E+01, 0.3495630E+01,
 0.1658000E+01, 0.3968605E+01, 0.3478072E+01, 0.3473014E+01, 0.3496639E+01,
 0.1660000E+01, 0.3969812E+01, 0.3479072E+01, 0.3474011E+01, 0.3497647E+01,
 0.1662000E+01, 0.3971019E+01, 0.3480072E+01, 0.3475008E+01, 0.3498656E+01,
 0.1664000E+01, 0.3972226E+01, 0.3481071E+01, 0.3476005E+01, 0.3499664E+01,
 0.1666000E+01, 0.3973432E+01, 0.3482071E+01, 0.3477001E+01, 0.3500671E+01,
 0.1668000E+01, 0.3974638E+01, 0.3483070E+01, 0.3477997E+01, 0.3501679E+01,
 0.1670000E+01, 0.3975844E+01, 0.3484068E+01, 0.3478993E+01, 0.3502686E+01,
 0.1672000E+01, 0.3977050E+01, 0.3485067E+01, 0.3479989E+01, 0.3503693E+01,
 0.1674000E+01, 0.3978255E+01, 0.3486065E+01, 0.3480984E+01, 0.3504700E+01,
 0.1676000E+01, 0.3979460E+01, 0.3487063E+01, 0.3481979E+01, 0.3505707E+01,
 0.1678000E+01, 0.3980664E+01, 0.3488061E+01, 0.3482974E+01, 0.3506713E+01,
 0.1680000E+01, 0.3981869E+01, 0.3489058E+01, 0.3483968E+01, 0.3507719E+01,
 0.1682000E+01, 0.3983073E+01, 0.3490056E+01, 0.3484963E+01, 0.3508725E+01,
 0.1684000E+01, 0.3984277E+01, 0.3491053E+01, 0.3485957E+01, 0.3509731E+01,
 0.1686000E+01, 0.3985480E+01, 0.3492049E+01, 0.3486951E+01, 0.3510736E+01,
 0.1688000E+01, 0.3986683E+01, 0.3493046E+01, 0.3487944E+01, 0.3511741E+01,
 0.1690000E+01, 0.3987886E+01, 0.3494042E+01, 0.3488938E+01, 0.3512746E+01,
 0.1692000E+01, 0.3989089E+01, 0.3495038E+01, 0.3489931E+01, 0.3513751E+01,
 0.1694000E+01, 0.3990291E+01, 0.3496034E+01, 0.3490924E+01, 0.3514755E+01,
 0.1696000E+01, 0.3991493E+01, 0.3497029E+01, 0.3491916E+01, 0.3515759E+01,
 0.1698000E+01, 0.3992695E+01, 0.3498025E+01, 0.3492909E+01, 0.3516763E+01,
 0.1700000E+01, 0.3993896E+01, 0.3499020E+01, 0.3493901E+01, 0.3517767E+01,
 0.1702000E+01, 0.3995097E+01, 0.3500014E+01, 0.3494893E+01, 0.3518770E+01,
 0.1704000E+01, 0.3996298E+01, 0.3501009E+01, 0.3495884E+01, 0.3519773E+01,
 0.1706000E+01, 0.3997499E+01, 0.3502003E+01, 0.3496876E+01, 0.3520776E+01,
 0.1708000E+01, 0.3998699E+01, 0.3502997E+01, 0.3497867E+01, 0.3521779E+01,
 0.1710000E+01, 0.3999899E+01, 0.3503991E+01, 0.3498858E+01, 0.3522781E+01,
 0.1712000E+01, 0.4001099E+01, 0.3504985E+01, 0.3499849E+01, 0.3523784E+01,
 0.1714000E+01, 0.4002298E+01, 0.3505978E+01, 0.3500839E+01, 0.3524786E+01,
 0.1716000E+01, 0.4003497E+01, 0.3506971E+01, 0.3501829E+01, 0.3525788E+01,
 0.1718000E+01, 0.4004696E+01, 0.3507964E+01, 0.3502819E+01, 0.3526789E+01,
 0.1720000E+01, 0.4005895E+01, 0.3508957E+01, 0.3503809E+01, 0.3527791E+01,
 0.1722000E+01, 0.4007093E+01, 0.3509949E+01, 0.3504799E+01, 0.3528792E+01,
 0.1724000E+01, 0.4008291E+01, 0.3510941E+01, 0.3505788E+01, 0.3529793E+01,
 0.1726000E+01, 0.4009490E+01, 0.3511933E+01, 0.3506777E+01, 0.3530793E+01,
 0.1728000E+01, 0.4010687E+01, 0.3512925E+01, 0.3507766E+01, 0.3531794E+01,
 0.1730000E+01, 0.4011884E+01, 0.3513916E+01, 0.3508754E+01, 0.3532794E+01,
 0.1732000E+01, 0.4013082E+01, 0.3514908E+01, 0.3509743E+01, 0.3533794E+01,
 0.1734000E+01, 0.4014278E+01, 0.3515899E+01, 0.3510731E+01, 0.3534794E+01,
 0.1736000E+01, 0.4015475E+01, 0.3516890E+01, 0.3511719E+01, 0.3535793E+01,
 0.1738000E+01, 0.4016671E+01, 0.3517880E+01, 0.3512707E+01, 0.3536793E+01,
 0.1740000E+01, 0.4017867E+01, 0.3518871E+01, 0.3513694E+01, 0.3537792E+01,
 0.1742000E+01, 0.4019063E+01, 0.3519861E+01, 0.3514682E+01, 0.3538791E+01,
 0.1744000E+01, 0.4020258E+01, 0.3520851E+01, 0.3515669E+01, 0.3539790E+01,
 0.1746000E+01, 0.4021454E+01, 0.3521841E+01, 0.3516655E+01, 0.3540788E+01,
 0.1748000E+01, 0.4022649E+01, 0.3522830E+01, 0.3517642E+01, 0.3541786E+01,
 0.1750000E+01, 0.4023844E+01, 0.3523819E+01, 0.3518629E+01, 0.3542784E+01,
 0.1752000E+01, 0.4025038E+01, 0.3524809E+01, 0.3519615E+01, 0.3543782E+01,
 0.1754000E+01, 0.4026233E+01, 0.3525797E+01, 0.3520601E+01, 0.3544780E+01,
 0.1756000E+01, 0.4027427E+01, 0.3526786E+01, 0.3521587E+01, 0.3545778E+01,
 0.1758000E+01, 0.4028621E+01, 0.3527775E+01, 0.3522572E+01, 0.3546775E+01,
 0.1760000E+01, 0.4029814E+01, 0.3528763E+01, 0.3523558E+01, 0.3547772E+01,
 0.1762000E+01, 0.4031008E+01, 0.3529751E+01, 0.3524543E+01, 0.3548769E+01,
 0.1764000E+01, 0.4032201E+01, 0.3530739E+01, 0.3525528E+01, 0.3549766E+01,
 0.1766000E+01, 0.4033393E+01, 0.3531726E+01, 0.3526512E+01, 0.3550762E+01,
 0.1768000E+01, 0.4034586E+01, 0.3532714E+01, 0.3527497E+01, 0.3551758E+01,
 0.1770000E+01, 0.4035779E+01, 0.3533701E+01, 0.3528481E+01, 0.3552754E+01,
 0.1772000E+01, 0.4036971E+01, 0.3534688E+01, 0.3529465E+01, 0.3553750E+01,
 0.1774000E+01, 0.4038163E+01, 0.3535675E+01, 0.3530449E+01, 0.3554746E+01,
 0.1776000E+01, 0.4039355E+01, 0.3536662E+01, 0.3531433E+01, 0.3555741E+01,
 0.1778000E+01, 0.4040546E+01, 0.3537648E+01, 0.3532417E+01, 0.3556737E+01,
 0.1780000E+01, 0.4041738E+01, 0.3538634E+01, 0.3533400E+01, 0.3557732E+01,
 0.1782000E+01, 0.4042929E+01, 0.3539620E+01, 0.3534383E+01, 0.3558727E+01,
 0.1784000E+01, 0.4044119E+01, 0.3540606E+01, 0.3535366E+01, 0.3559721E+01,
 0.1786000E+01, 0.4045310E+01, 0.3541592E+01, 0.3536349E+01, 0.3560716E+01,
 0.1788000E+01, 0.4046501E+01, 0.3542577E+01, 0.3537332E+01, 0.3561710E+01,
 0.1790000E+01, 0.4047691E+01, 0.3543563E+01, 0.3538314E+01, 0.3562705E+01,
 0.1792000E+01, 0.4048881E+01, 0.3544548E+01, 0.3539296E+01, 0.3563699E+01,
 0.1794000E+01, 0.4050070E+01, 0.3545533E+01, 0.3540278E+01, 0.3564692E+01,
 0.1796000E+01, 0.4051260E+01, 0.3546517E+01, 0.3541260E+01, 0.3565686E+01,
 0.1798000E+01, 0.4052449E+01, 0.3547502E+01, 0.3542242E+01, 0.3566679E+01,
 0.1800000E+01, 0.4053638E+01, 0.3548486E+01, 0.3543223E+01, 0.3567673E+01,
 0.1802000E+01, 0.4054828E+01, 0.3549470E+01, 0.3544204E+01, 0.3568666E+01,
 0.1804000E+01, 0.4056016E+01, 0.3550454E+01, 0.3545186E+01, 0.3569659E+01,
 0.1806000E+01, 0.4057205E+01, 0.3551438E+01, 0.3546166E+01, 0.3570652E+01,
 0.1808000E+01, 0.4058393E+01, 0.3552422E+01, 0.3547147E+01, 0.3571644E+01,
 0.1810000E+01, 0.4059581E+01, 0.3553405E+01, 0.3548128E+01, 0.3572637E+01,
 0.1812000E+01, 0.4060769E+01, 0.3554389E+01, 0.3549108E+01, 0.3573629E+01,
 0.1814000E+01, 0.4061957E+01, 0.3555372E+01, 0.3550088E+01, 0.3574621E+01,
 0.1816000E+01, 0.4063145E+01, 0.3556355E+01, 0.3551068E+01, 0.3575613E+01,
 0.1818000E+01, 0.4064332E+01, 0.3557337E+01, 0.3552048E+01, 0.3576604E+01,
 0.1820000E+01, 0.4065519E+01, 0.3558320E+01, 0.3553028E+01, 0.3577596E+01,
 0.1822000E+01, 0.4066706E+01, 0.3559302E+01, 0.3554008E+01, 0.3578587E+01,
 0.1824000E+01, 0.4067893E+01, 0.3560285E+01, 0.3554987E+01, 0.3579579E+01,
 0.1826000E+01, 0.4069079E+01, 0.3561267E+01, 0.3555966E+01, 0.3580570E+01,
 0.1828000E+01, 0.4070266E+01, 0.3562248E+01, 0.3556945E+01, 0.3581561E+01,
 0.1830000E+01, 0.4071452E+01, 0.3563230E+01, 0.3557924E+01, 0.3582551E+01,
 0.1832000E+01, 0.4072638E+01, 0.3564212E+01, 0.3558903E+01, 0.3583542E+01,
 0.1834000E+01, 0.4073824E+01, 0.3565193E+01, 0.3559881E+01, 0.3584532E+01,
 0.1836000E+01, 0.4075010E+01, 0.3566175E+01, 0.3560859E+01, 0.3585523E+01,
 0.1838000E+01, 0.4076195E+01, 0.3567156E+01, 0.3561838E+01, 0.3586513E+01,
 0.1840000E+01, 0.4077381E+01, 0.3568136E+01, 0.3562816E+01, 0.3587503E+01,
 0.1842000E+01, 0.4078566E+01, 0.3569117E+01, 0.3563794E+01, 0.3588493E+01,
 0.1844000E+01, 0.4079751E+01, 0.3570098E+01, 0.3564771E+01, 0.3589482E+01,
 0.1846000E+01, 0.4080935E+01, 0.3571079E+01, 0.3565749E+01, 0.3590472E+01,
 0.1848000E+01, 0.4082120E+01, 0.3572059E+01, 0.3566726E+01, 0.3591461E+01,
 0.1850000E+01, 0.4083305E+01, 0.3573039E+01, 0.3567703E+01, 0.3592450E+01,
 0.1852000E+01, 0.4084489E+01, 0.3574019E+01, 0.3568681E+01, 0.3593440E+01,
 0.1854000E+01, 0.4085673E+01, 0.3574999E+01, 0.3569658E+01, 0.3594429E+01,
 0.1856000E+01, 0.4086857E+01, 0.3575979E+01, 0.3570634E+01, 0.3595417E+01,
 0.1858000E+01, 0.4088041E+01, 0.3576958E+01, 0.3571611E+01, 0.3596406E+01,
 0.1860000E+01, 0.4089225E+01, 0.3577938E+01, 0.3572588E+01, 0.3597394E+01,
 0.1862000E+01, 0.4090408E+01, 0.3578917E+01, 0.3573564E+01, 0.3598383E+01,
 0.1864000E+01, 0.4091591E+01, 0.3579896E+01, 0.3574540E+01, 0.3599371E+01,
 0.1866000E+01, 0.4092775E+01, 0.3580875E+01, 0.3575516E+01, 0.3600359E+01,
 0.1868000E+01, 0.4093958E+01, 0.3581854E+01, 0.3576492E+01, 0.3601347E+01,
 0.1870000E+01, 0.4095140E+01, 0.3582833E+01, 0.3577468E+01, 0.3602335E+01,
 0.1872000E+01, 0.4096323E+01, 0.3583811E+01, 0.3578444E+01, 0.3603323E+01,
 0.1874000E+01, 0.4097506E+01, 0.3584790E+01, 0.3579419E+01, 0.3604310E+01,
 0.1876000E+01, 0.4098689E+01, 0.3585768E+01, 0.3580395E+01, 0.3605298E+01,
 0.1878000E+01, 0.4099871E+01, 0.3586746E+01, 0.3581370E+01, 0.3606285E+01,
 0.1880000E+01, 0.4101053E+01, 0.3587724E+01, 0.3582345E+01, 0.3607272E+01,
 0.1882000E+01, 0.4102235E+01, 0.3588702E+01, 0.3583320E+01, 0.3608259E+01,
 0.1884000E+01, 0.4103417E+01, 0.3589680E+01, 0.3584295E+01, 0.3609246E+01,
 0.1886000E+01, 0.4104599E+01, 0.3590657E+01, 0.3585270E+01, 0.3610233E+01,
 0.1888000E+01, 0.4105780E+01, 0.3591635E+01, 0.3586245E+01, 0.3611220E+01,
 0.1890000E+01, 0.4106962E+01, 0.3592612E+01, 0.3587219E+01, 0.3612206E+01,
