@VLOOP [V]  vs t@
X,VLOOP
 0.1392000E+01, 0.4151636E+02
 0.1394000E+01, 0.4151062E+02
 0.1396000E+01, 0.4150488E+02
 0.1398000E+01, 0.4149915E+02
 0.1400000E+01, 0.4149341E+02
 0.1402000E+01, 0.4148768E+02
 0.1404000E+01, 0.4148195E+02
 0.1406000E+01, 0.4147622E+02
 0.1408000E+01, 0.4147050E+02
 0.1410000E+01, 0.4146478E+02
 0.1412000E+01, 0.4145906E+02
 0.1414000E+01, 0.4145334E+02
 0.1416000E+01, 0.4144763E+02
 0.1418000E+01, 0.4144192E+02
 0.1420000E+01, 0.4143621E+02
 0.1422000E+01, 0.4143050E+02
 0.1424000E+01, 0.4142480E+02
 0.1426000E+01, 0.4141910E+02
 0.1428000E+01, 0.4141340E+02
 0.1430000E+01, 0.4140771E+02
 0.1432000E+01, 0.4140202E+02
 0.1434000E+01, 0.4139633E+02
 0.1436000E+01, 0.4139065E+02
 0.1438000E+01, 0.4138496E+02
 0.1440000E+01, 0.4137929E+02
 0.1442000E+01, 0.4137361E+02
 0.1444000E+01, 0.4136794E+02
 0.1446000E+01, 0.4136227E+02
 0.1448000E+01, 0.4135661E+02
 0.1450000E+01, 0.4135094E+02
 0.1452000E+01, 0.4134528E+02
 0.1454000E+01, 0.4133963E+02
 0.1456000E+01, 0.4133397E+02
 0.1458000E+01, 0.4132832E+02
 0.1460000E+01, 0.4132268E+02
 0.1462000E+01, 0.4131704E+02
 0.1464000E+01, 0.4131140E+02
 0.1466000E+01, 0.4130576E+02
 0.1468000E+01, 0.4130013E+02
 0.1470000E+01, 0.4129450E+02
 0.1472000E+01, 0.4128888E+02
 0.1474000E+01, 0.4128326E+02
 0.1476000E+01, 0.4127764E+02
 0.1478000E+01, 0.4127203E+02
 0.1480000E+01, 0.4126641E+02
 0.1482000E+01, 0.4126081E+02
 0.1484000E+01, 0.4125520E+02
 0.1486000E+01, 0.4124961E+02
 0.1488000E+01, 0.4124401E+02
 0.1490000E+01, 0.4123842E+02
 0.1492000E+01, 0.4123283E+02
 0.1494000E+01, 0.4122725E+02
 0.1496000E+01, 0.4122167E+02
 0.1498000E+01, 0.4121609E+02
 0.1500000E+01, 0.4121052E+02
 0.1500000E+01, 0.4121052E+02
 0.1502000E+01, 0.4120495E+02
 0.1504000E+01, 0.4119939E+02
 0.1506000E+01, 0.4119383E+02
 0.1508000E+01, 0.4118827E+02
 0.1510000E+01, 0.4118272E+02
 0.1512000E+01, 0.4117717E+02
 0.1514000E+01, 0.4117163E+02
 0.1516000E+01, 0.4116609E+02
 0.1518000E+01, 0.4116055E+02
 0.1520000E+01, 0.4115502E+02
 0.1522000E+01, 0.4114949E+02
 0.1524000E+01, 0.4114397E+02
 0.1526000E+01, 0.4113845E+02
 0.1528000E+01, 0.4113294E+02
 0.1530000E+01, 0.4112743E+02
 0.1532000E+01, 0.4112192E+02
 0.1534000E+01, 0.4111642E+02
 0.1536000E+01, 0.4111092E+02
 0.1538000E+01, 0.4110543E+02
 0.1540000E+01, 0.4109994E+02
 0.1542000E+01, 0.4109446E+02
 0.1544000E+01, 0.4108897E+02
 0.1546000E+01, 0.4108350E+02
 0.1548000E+01, 0.4107803E+02
 0.1550000E+01, 0.4107256E+02
 0.1552000E+01, 0.4106710E+02
 0.1554000E+01, 0.4106164E+02
 0.1556000E+01, 0.4105619E+02
 0.1558000E+01, 0.4105074E+02
 0.1560000E+01, 0.4104530E+02
 0.1562000E+01, 0.4103986E+02
 0.1564000E+01, 0.4103442E+02
 0.1566000E+01, 0.4102887E+02
 0.1568000E+01, 0.4102344E+02
 0.1570000E+01, 0.4101802E+02
 0.1572000E+01, 0.4101260E+02
 0.1574000E+01, 0.4100719E+02
 0.1576000E+01, 0.4100179E+02
 0.1578000E+01, 0.4099638E+02
 0.1580000E+01, 0.4099099E+02
 0.1582000E+01, 0.4098559E+02
 0.1584000E+01, 0.4098021E+02
 0.1586000E+01, 0.4097482E+02
 0.1588000E+01, 0.4096944E+02
 0.1590000E+01, 0.4096407E+02
 0.1592000E+01, 0.4095870E+02
 0.1594000E+01, 0.4095333E+02
 0.1596000E+01, 0.4094798E+02
 0.1598000E+01, 0.4094262E+02
 0.1600000E+01, 0.4093727E+02
 0.1602000E+01, 0.4093354E+02
 0.1604000E+01, 0.4092821E+02
 0.1606000E+01, 0.4092288E+02
 0.1608000E+01, 0.4091755E+02
 0.1610000E+01, 0.4091223E+02
 0.1612000E+01, 0.4090691E+02
 0.1614000E+01, 0.4090160E+02
 0.1616000E+01, 0.4089629E+02
 0.1618000E+01, 0.4089098E+02
 0.1620000E+01, 0.4088568E+02
 0.1622000E+01, 0.4088039E+02
 0.1624000E+01, 0.4087510E+02
 0.1626000E+01, 0.4086982E+02
 0.1628000E+01, 0.4086454E+02
 0.1630000E+01, 0.4085927E+02
 0.1632000E+01, 0.4085400E+02
 0.1634000E+01, 0.4084874E+02
 0.1636000E+01, 0.4084348E+02
 0.1638000E+01, 0.4083823E+02
 0.1640000E+01, 0.4083298E+02
 0.1642000E+01, 0.4082774E+02
 0.1644000E+01, 0.4082251E+02
 0.1646000E+01, 0.4081728E+02
 0.1648000E+01, 0.4081205E+02
 0.1650000E+01, 0.4080683E+02
 0.1652000E+01, 0.4080161E+02
 0.1654000E+01, 0.4079640E+02
 0.1656000E+01, 0.4079120E+02
 0.1658000E+01, 0.4078600E+02
 0.1660000E+01, 0.4078080E+02
 0.1662000E+01, 0.4077561E+02
 0.1664000E+01, 0.4077043E+02
 0.1666000E+01, 0.4076525E+02
 0.1668000E+01, 0.4076008E+02
 0.1670000E+01, 0.4075491E+02
 0.1672000E+01, 0.4074975E+02
 0.1674000E+01, 0.4074459E+02
 0.1676000E+01, 0.4073944E+02
 0.1678000E+01, 0.4073429E+02
 0.1680000E+01, 0.4072915E+02
 0.1682000E+01, 0.4072401E+02
 0.1684000E+01, 0.4071888E+02
 0.1686000E+01, 0.4071376E+02
 0.1688000E+01, 0.4070864E+02
 0.1690000E+01, 0.4070352E+02
 0.1692000E+01, 0.4069841E+02
 0.1694000E+01, 0.4069331E+02
 0.1696000E+01, 0.4068821E+02
 0.1698000E+01, 0.4068312E+02
 0.1700000E+01, 0.4067803E+02
 0.1702000E+01, 0.4067295E+02
 0.1704000E+01, 0.4066787E+02
 0.1706000E+01, 0.4066280E+02
 0.1708000E+01, 0.4065773E+02
 0.1710000E+01, 0.4065267E+02
 0.1712000E+01, 0.4064762E+02
 0.1714000E+01, 0.4064257E+02
 0.1716000E+01, 0.4063752E+02
 0.1718000E+01, 0.4063248E+02
 0.1720000E+01, 0.4062745E+02
 0.1722000E+01, 0.4062243E+02
 0.1724000E+01, 0.4061740E+02
 0.1726000E+01, 0.4061238E+02
 0.1728000E+01, 0.4060737E+02
 0.1730000E+01, 0.4060237E+02
 0.1732000E+01, 0.4059737E+02
 0.1734000E+01, 0.4059237E+02
 0.1736000E+01, 0.4058738E+02
 0.1738000E+01, 0.4058240E+02
 0.1740000E+01, 0.4057742E+02
 0.1742000E+01, 0.4057244E+02
 0.1744000E+01, 0.4056748E+02
 0.1746000E+01, 0.4056252E+02
 0.1748000E+01, 0.4055756E+02
 0.1750000E+01, 0.4055260E+02
 0.1752000E+01, 0.4054766E+02
 0.1754000E+01, 0.4054272E+02
 0.1756000E+01, 0.4053778E+02
 0.1758000E+01, 0.4053286E+02
 0.1760000E+01, 0.4052793E+02
 0.1762000E+01, 0.4052301E+02
 0.1764000E+01, 0.4051810E+02
 0.1766000E+01, 0.4051319E+02
 0.1768000E+01, 0.4050829E+02
 0.1770000E+01, 0.4050339E+02
 0.1772000E+01, 0.4049850E+02
 0.1774000E+01, 0.4049361E+02
 0.1776000E+01, 0.4048874E+02
 0.1778000E+01, 0.4048386E+02
 0.1780000E+01, 0.4047899E+02
 0.1782000E+01, 0.4047412E+02
 0.1784000E+01, 0.4046926E+02
 0.1786000E+01, 0.4046441E+02
 0.1788000E+01, 0.4045956E+02
 0.1790000E+01, 0.4045472E+02
 0.1792000E+01, 0.4044989E+02
 0.1794000E+01, 0.4044506E+02
 0.1796000E+01, 0.4044023E+02
 0.1798000E+01, 0.4043541E+02
 0.1800000E+01, 0.4043060E+02
 0.1802000E+01, 0.4042579E+02
 0.1804000E+01, 0.4042098E+02
 0.1806000E+01, 0.4041618E+02
 0.1808000E+01, 0.4041139E+02
 0.1810000E+01, 0.4040660E+02
 0.1812000E+01, 0.4040182E+02
 0.1814000E+01, 0.4039704E+02
 0.1816000E+01, 0.4039227E+02
 0.1818000E+01, 0.4038750E+02
 0.1820000E+01, 0.4038274E+02
 0.1822000E+01, 0.4037799E+02
 0.1824000E+01, 0.4037324E+02
 0.1826000E+01, 0.4036850E+02
 0.1828000E+01, 0.4036376E+02
 0.1830000E+01, 0.4035902E+02
 0.1832000E+01, 0.4035429E+02
 0.1834000E+01, 0.4034957E+02
 0.1836000E+01, 0.4034486E+02
 0.1838000E+01, 0.4034015E+02
 0.1840000E+01, 0.4033544E+02
 0.1842000E+01, 0.4033074E+02
 0.1844000E+01, 0.4032604E+02
 0.1846000E+01, 0.4032135E+02
 0.1848000E+01, 0.4031667E+02
 0.1850000E+01, 0.4031199E+02
 0.1852000E+01, 0.4030731E+02
 0.1854000E+01, 0.4030264E+02
 0.1856000E+01, 0.4029798E+02
 0.1858000E+01, 0.4029332E+02
 0.1860000E+01, 0.4028867E+02
 0.1862000E+01, 0.4028402E+02
 0.1864000E+01, 0.4027938E+02
 0.1866000E+01, 0.4027474E+02
 0.1868000E+01, 0.4027011E+02
 0.1870000E+01, 0.4026549E+02
 0.1872000E+01, 0.4026087E+02
 0.1874000E+01, 0.4025625E+02
 0.1876000E+01, 0.4025164E+02
 0.1878000E+01, 0.4024704E+02
 0.1880000E+01, 0.4024244E+02
 0.1882000E+01, 0.4023784E+02
 0.1884000E+01, 0.4023325E+02
 0.1886000E+01, 0.4022867E+02
 0.1888000E+01, 0.4022409E+02
 0.1890000E+01, 0.4021952E+02
 0.1892000E+01, 0.4021495E+02
 0.1894000E+01, 0.4021039E+02
 0.1896000E+01, 0.4020583E+02
 0.1898000E+01, 0.4020128E+02
 0.1900000E+01, 0.4019674E+02
 0.1902000E+01, 0.4019220E+02
 0.1904000E+01, 0.4018766E+02
 0.1906000E+01, 0.4018313E+02
 0.1908000E+01, 0.4017860E+02
 0.1910000E+01, 0.4017409E+02
 0.1912000E+01, 0.4016957E+02
 0.1914000E+01, 0.4016506E+02
 0.1916000E+01, 0.4016056E+02
 0.1918000E+01, 0.4015606E+02
 0.1920000E+01, 0.4015157E+02
 0.1922000E+01, 0.4014708E+02
 0.1924000E+01, 0.4014259E+02
 0.1926000E+01, 0.4013811E+02
 0.1928000E+01, 0.4013364E+02
 0.1930000E+01, 0.4012917E+02
 0.1932000E+01, 0.4012471E+02
 0.1934000E+01, 0.4012025E+02
 0.1936000E+01, 0.4011580E+02
 0.1938000E+01, 0.4011136E+02
 0.1940000E+01, 0.4010691E+02
 0.1942000E+01, 0.4010248E+02
 0.1944000E+01, 0.4009805E+02
 0.1946000E+01, 0.4009362E+02
 0.1948000E+01, 0.4008920E+02
 0.1950000E+01, 0.4008479E+02
 0.1952000E+01, 0.4008038E+02
 0.1954000E+01, 0.4007597E+02
 0.1956000E+01, 0.4007157E+02
 0.1958000E+01, 0.4006717E+02
 0.1960000E+01, 0.4006278E+02
 0.1962000E+01, 0.4005840E+02
 0.1964000E+01, 0.4005402E+02
 0.1966000E+01, 0.4004964E+02
 0.1968000E+01, 0.4004527E+02
 0.1970000E+01, 0.4004091E+02
 0.1972000E+01, 0.4003655E+02
 0.1974000E+01, 0.4003220E+02
 0.1976000E+01, 0.4002785E+02
 0.1978000E+01, 0.4002350E+02
 0.1980000E+01, 0.4001916E+02
 0.1982000E+01, 0.4001483E+02
 0.1984000E+01, 0.4001050E+02
 0.1986000E+01, 0.4000618E+02
 0.1988000E+01, 0.4000186E+02
 0.1990000E+01, 0.3999754E+02
 0.1992000E+01, 0.3999323E+02
 0.1994000E+01, 0.3998893E+02
 0.1996000E+01, 0.3998463E+02
 0.1998000E+01, 0.3998034E+02
 0.2000000E+01, 0.3997605E+02
 0.2002000E+01, 0.3997176E+02
 0.2004000E+01, 0.3996749E+02
 0.2006000E+01, 0.3996321E+02
 0.2008000E+01, 0.3995894E+02
 0.2010000E+01, 0.3995468E+02
 0.2012000E+01, 0.3995042E+02
 0.2014000E+01, 0.3994617E+02
 0.2016000E+01, 0.3994192E+02
 0.2018000E+01, 0.3993768E+02
 0.2020000E+01, 0.3993344E+02
 0.2022000E+01, 0.3992920E+02
 0.2024000E+01, 0.3992497E+02
 0.2026000E+01, 0.3992075E+02
 0.2028000E+01, 0.3991653E+02
 0.2030000E+01, 0.3991232E+02
 0.2032000E+01, 0.3990811E+02
 0.2034000E+01, 0.3990390E+02
 0.2036000E+01, 0.3989970E+02
 0.2038000E+01, 0.3989551E+02
 0.2040000E+01, 0.3989132E+02
 0.2042000E+01, 0.3988713E+02
 0.2044000E+01, 0.3988295E+02
 0.2046000E+01, 0.3987878E+02
 0.2048000E+01, 0.3987461E+02
 0.2050000E+01, 0.3987045E+02
 0.2052000E+01, 0.3986628E+02
 0.2054000E+01, 0.3986213E+02
 0.2056000E+01, 0.3985798E+02
 0.2058000E+01, 0.3985383E+02
 0.2060000E+01, 0.3984969E+02
 0.2062000E+01, 0.3984555E+02
 0.2064000E+01, 0.3984142E+02
 0.2066000E+01, 0.3983730E+02
 0.2068000E+01, 0.3983318E+02
 0.2070000E+01, 0.3982906E+02
 0.2072000E+01, 0.3982495E+02
 0.2074000E+01, 0.3982084E+02
 0.2076000E+01, 0.3981674E+02
 0.2078000E+01, 0.3981264E+02
 0.2080000E+01, 0.3980854E+02
 0.2082000E+01, 0.3980446E+02
 0.2084000E+01, 0.3980037E+02
 0.2086000E+01, 0.3979630E+02
 0.2088000E+01, 0.3979222E+02
 0.2090000E+01, 0.3978815E+02
 0.2092000E+01, 0.3978409E+02
 0.2094000E+01, 0.3978003E+02
 0.2096000E+01, 0.3977597E+02
 0.2098000E+01, 0.3977192E+02
 0.2100000E+01, 0.3976788E+02
 0.2102000E+01, 0.3976384E+02
 0.2104000E+01, 0.3975980E+02
 0.2106000E+01, 0.3975577E+02
 0.2108000E+01, 0.3975174E+02
 0.2110000E+01, 0.3974772E+02
 0.2112000E+01, 0.3974371E+02
 0.2114000E+01, 0.3973969E+02
 0.2116000E+01, 0.3973569E+02
 0.2118000E+01, 0.3973168E+02
 0.2120000E+01, 0.3972768E+02
 0.2122000E+01, 0.3972369E+02
 0.2124000E+01, 0.3971970E+02
 0.2126000E+01, 0.3971572E+02
 0.2128000E+01, 0.3971174E+02
 0.2130000E+01, 0.3970776E+02
 0.2132000E+01, 0.3970379E+02
 0.2134000E+01, 0.3969983E+02
 0.2136000E+01, 0.3969587E+02
 0.2138000E+01, 0.3969191E+02
 0.2140000E+01, 0.3968795E+02
 0.2142000E+01, 0.3968401E+02
 0.2144000E+01, 0.3968007E+02
 0.2146000E+01, 0.3967613E+02
 0.2148000E+01, 0.3967219E+02
 0.2150000E+01, 0.3966826E+02
 0.2152000E+01, 0.3966434E+02
 0.2154000E+01, 0.3966042E+02
 0.2156000E+01, 0.3965651E+02
 0.2158000E+01, 0.3965259E+02
 0.2160000E+01, 0.3964869E+02
 0.2162000E+01, 0.3964479E+02
 0.2164000E+01, 0.3964089E+02
 0.2166000E+01, 0.3963699E+02
 0.2168000E+01, 0.3963311E+02
 0.2170000E+01, 0.3962922E+02
 0.2172000E+01, 0.3962534E+02
 0.2174000E+01, 0.3962147E+02
 0.2176000E+01, 0.3961760E+02
 0.2178000E+01, 0.3961374E+02
 0.2180000E+01, 0.3960987E+02
 0.2182000E+01, 0.3960602E+02
 0.2184000E+01, 0.3960217E+02
 0.2186000E+01, 0.3959832E+02
 0.2188000E+01, 0.3959447E+02
 0.2190000E+01, 0.3959064E+02
 0.2192000E+01, 0.3958680E+02
 0.2194000E+01, 0.3958297E+02
 0.2196000E+01, 0.3957915E+02
 0.2198000E+01, 0.3957533E+02
 0.2200000E+01, 0.3957151E+02
 0.2202000E+01, 0.3956770E+02
 0.2204000E+01, 0.3956389E+02
 0.2206000E+01, 0.3956009E+02
 0.2208000E+01, 0.3955629E+02
 0.2210000E+01, 0.3955249E+02
 0.2212000E+01, 0.3954871E+02
 0.2214000E+01, 0.3954492E+02
 0.2216000E+01, 0.3954114E+02
 0.2218000E+01, 0.3953736E+02
 0.2220000E+01, 0.3953359E+02
 0.2222000E+01, 0.3952982E+02
 0.2224000E+01, 0.3952606E+02
 0.2226000E+01, 0.3952230E+02
 0.2228000E+01, 0.3951854E+02
 0.2230000E+01, 0.3951479E+02
 0.2232000E+01, 0.3951105E+02
 0.2234000E+01, 0.3950731E+02
 0.2236000E+01, 0.3950357E+02
 0.2238000E+01, 0.3949984E+02
 0.2240000E+01, 0.3949611E+02
 0.2242000E+01, 0.3949239E+02
 0.2244000E+01, 0.3948867E+02
 0.2246000E+01, 0.3948495E+02
 0.2248000E+01, 0.3948124E+02
 0.2250000E+01, 0.3947753E+02
 0.2252000E+01, 0.3947383E+02
 0.2254000E+01, 0.3947013E+02
 0.2256000E+01, 0.3946644E+02
 0.2258000E+01, 0.3946275E+02
 0.2260000E+01, 0.3945906E+02
 0.2262000E+01, 0.3945538E+02
 0.2264000E+01, 0.3945171E+02
 0.2266000E+01, 0.3944803E+02
 0.2268000E+01, 0.3944437E+02
 0.2270000E+01, 0.3944070E+02
 0.2272000E+01, 0.3943704E+02
 0.2274000E+01, 0.3943339E+02
 0.2276000E+01, 0.3942974E+02
 0.2278000E+01, 0.3942609E+02
 0.2280000E+01, 0.3942245E+02
 0.2282000E+01, 0.3941881E+02
 0.2284000E+01, 0.3941517E+02
 0.2286000E+01, 0.3941154E+02
 0.2288000E+01, 0.3940792E+02
 0.2290000E+01, 0.3940430E+02
 0.2292000E+01, 0.3940068E+02
 0.2294000E+01, 0.3939707E+02
 0.2296000E+01, 0.3939346E+02
 0.2298000E+01, 0.3938985E+02
 0.2300000E+01, 0.3938625E+02
 0.2302000E+01, 0.3938266E+02
 0.2304000E+01, 0.3937907E+02
 0.2306000E+01, 0.3937548E+02
 0.2308000E+01, 0.3937189E+02
 0.2310000E+01, 0.3936832E+02
 0.2312000E+01, 0.3936474E+02
 0.2314000E+01, 0.3936117E+02
 0.2316000E+01, 0.3935760E+02
 0.2318000E+01, 0.3935404E+02
 0.2320000E+01, 0.3935048E+02
 0.2322000E+01, 0.3934693E+02
 0.2324000E+01, 0.3934338E+02
 0.2326000E+01, 0.3933984E+02
 0.2328000E+01, 0.3933629E+02
 0.2330000E+01, 0.3933276E+02
 0.2332000E+01, 0.3932922E+02
 0.2334000E+01, 0.3932570E+02
 0.2336000E+01, 0.3932217E+02
 0.2338000E+01, 0.3931865E+02
 0.2340000E+01, 0.3931513E+02
 0.2342000E+01, 0.3931162E+02
 0.2344000E+01, 0.3930811E+02
 0.2346000E+01, 0.3930461E+02
 0.2348000E+01, 0.3930111E+02
 0.2350000E+01, 0.3929761E+02
 0.2352000E+01, 0.3929412E+02
 0.2354000E+01, 0.3929063E+02
 0.2356000E+01, 0.3928715E+02
 0.2358000E+01, 0.3928367E+02
 0.2360000E+01, 0.3928019E+02
 0.2362000E+01, 0.3927672E+02
 0.2364000E+01, 0.3927326E+02
 0.2366000E+01, 0.3926979E+02
 0.2368000E+01, 0.3926633E+02
 0.2370000E+01, 0.3926288E+02
 0.2372000E+01, 0.3925943E+02
 0.2374000E+01, 0.3925598E+02
 0.2376000E+01, 0.3925254E+02
 0.2378000E+01, 0.3924910E+02
 0.2380000E+01, 0.3924567E+02
 0.2382000E+01, 0.3924224E+02
 0.2384000E+01, 0.3923881E+02
 0.2386000E+01, 0.3923539E+02
 0.2388000E+01, 0.3923197E+02
 0.2390000E+01, 0.3922856E+02
 0.2392000E+01, 0.3922515E+02
 0.2394000E+01, 0.3922174E+02
 0.2396000E+01, 0.3921834E+02
 0.2398000E+01, 0.3921494E+02
 0.2400000E+01, 0.3921155E+02
 0.2402000E+01, 0.3920816E+02
 0.2404000E+01, 0.3920478E+02
 0.2406000E+01, 0.3920140E+02
 0.2408000E+01, 0.3919802E+02
 0.2410000E+01, 0.3919464E+02
 0.2412000E+01, 0.3919128E+02
 0.2414000E+01, 0.3918791E+02
 0.2416000E+01, 0.3918455E+02
 0.2418000E+01, 0.3918119E+02
 0.2420000E+01, 0.3917784E+02
 0.2422000E+01, 0.3917449E+02
 0.2424000E+01, 0.3917115E+02
 0.2426000E+01, 0.3916781E+02
 0.2428000E+01, 0.3916447E+02
 0.2430000E+01, 0.3916114E+02
 0.2432000E+01, 0.3915781E+02
 0.2434000E+01, 0.3915449E+02
 0.2436000E+01, 0.3915117E+02
 0.2438000E+01, 0.3914785E+02
 0.2440000E+01, 0.3914454E+02
 0.2442000E+01, 0.3914123E+02
 0.2444000E+01, 0.3913792E+02
 0.2446000E+01, 0.3913462E+02
 0.2448000E+01, 0.3913133E+02
 0.2450000E+01, 0.3912804E+02
 0.2452000E+01, 0.3912475E+02
 0.2454000E+01, 0.3912147E+02
 0.2456000E+01, 0.3911819E+02
 0.2458000E+01, 0.3911491E+02
 0.2460000E+01, 0.3911164E+02
 0.2462000E+01, 0.3910837E+02
 0.2464000E+01, 0.3910511E+02
 0.2466000E+01, 0.3910185E+02
 0.2468000E+01, 0.3909859E+02
 0.2470000E+01, 0.3909534E+02
 0.2472000E+01, 0.3909210E+02
 0.2474000E+01, 0.3908885E+02
 0.2476000E+01, 0.3908561E+02
 0.2478000E+01, 0.3908238E+02
 0.2480000E+01, 0.3907915E+02
 0.2482000E+01, 0.3907592E+02
 0.2484000E+01, 0.3907270E+02
 0.2486000E+01, 0.3906948E+02
 0.2488000E+01, 0.3906627E+02
 0.2490000E+01, 0.3906306E+02
 0.2492000E+01, 0.3905985E+02
 0.2494000E+01, 0.3905665E+02
 0.2496000E+01, 0.3905345E+02
 0.2498000E+01, 0.3905026E+02
 0.2500000E+01, 0.3904707E+02
 0.2502000E+01, 0.3904388E+02
 0.2504000E+01, 0.3904070E+02
 0.2506000E+01, 0.3903752E+02
 0.2508000E+01, 0.3903435E+02
 0.2510000E+01, 0.3903118E+02
 0.2512000E+01, 0.3902802E+02
 0.2514000E+01, 0.3902486E+02
 0.2516000E+01, 0.3902170E+02
 0.2518000E+01, 0.3901855E+02
 0.2520000E+01, 0.3901540E+02
 0.2522000E+01, 0.3901225E+02
 0.2524000E+01, 0.3900911E+02
 0.2526000E+01, 0.3900598E+02
 0.2528000E+01, 0.3900285E+02
 0.2530000E+01, 0.3899972E+02
 0.2532000E+01, 0.3899660E+02
 0.2534000E+01, 0.3899348E+02
 0.2536000E+01, 0.3899036E+02
 0.2538000E+01, 0.3898725E+02
 0.2540000E+01, 0.3898415E+02
 0.2542000E+01, 0.3898104E+02
 0.2544000E+01, 0.3897795E+02
 0.2546000E+01, 0.3897486E+02
 0.2548000E+01, 0.3897177E+02
 0.2550000E+01, 0.3896869E+02
 0.2552000E+01, 0.3896560E+02
 0.2554000E+01, 0.3896253E+02
 0.2556000E+01, 0.3895946E+02
 0.2558000E+01, 0.3895639E+02
 0.2560000E+01, 0.3895333E+02
 0.2562000E+01, 0.3895028E+02
 0.2564000E+01, 0.3894722E+02
 0.2566000E+01, 0.3894418E+02
 0.2568000E+01, 0.3894114E+02
 0.2570000E+01, 0.3893810E+02
 0.2572000E+01, 0.3893507E+02
 0.2574000E+01, 0.3893204E+02
 0.2576000E+01, 0.3892902E+02
 0.2578000E+01, 0.3892600E+02
 0.2580000E+01, 0.3892299E+02
 0.2582000E+01, 0.3891998E+02
 0.2584000E+01, 0.3891698E+02
 0.2586000E+01, 0.3891399E+02
 0.2588000E+01, 0.3891100E+02
 0.2590000E+01, 0.3890801E+02
 0.2592000E+01, 0.3890503E+02
 0.2594000E+01, 0.3890206E+02
 0.2596000E+01, 0.3889909E+02
 0.2598000E+01, 0.3889613E+02
 0.2600000E+01, 0.3889318E+02
 0.2602000E+01, 0.3889023E+02
 0.2604000E+01, 0.3888729E+02
 0.2606000E+01, 0.3888436E+02
 0.2608000E+01, 0.3888143E+02
 0.2610000E+01, 0.3887851E+02
 0.2612000E+01, 0.3887560E+02
 0.2614000E+01, 0.3887269E+02
 0.2616000E+01, 0.3886979E+02
 0.2618000E+01, 0.3886689E+02
 0.2620000E+01, 0.3886401E+02
 0.2622000E+01, 0.3886113E+02
 0.2624000E+01, 0.3885826E+02
 0.2626000E+01, 0.3885540E+02
 0.2628000E+01, 0.3885254E+02
 0.2630000E+01, 0.3884969E+02
 0.2632000E+01, 0.3884686E+02
 0.2634000E+01, 0.3884402E+02
 0.2636000E+01, 0.3884120E+02
 0.2638000E+01, 0.3883838E+02
 0.2640000E+01, 0.3883557E+02
 0.2642000E+01, 0.3883277E+02
 0.2644000E+01, 0.3882998E+02
 0.2646000E+01, 0.3882719E+02
 0.2648000E+01, 0.3882441E+02
 0.2650000E+01, 0.3882164E+02
 0.2652000E+01, 0.3881889E+02
 0.2654000E+01, 0.3881613E+02
 0.2656000E+01, 0.3881339E+02
 0.2658000E+01, 0.3881065E+02
 0.2660000E+01, 0.3880792E+02
 0.2662000E+01, 0.3880519E+02
 0.2664000E+01, 0.3880248E+02
 0.2666000E+01, 0.3879977E+02
 0.2668000E+01, 0.3879707E+02
 0.2670000E+01, 0.3879438E+02
 0.2672000E+01, 0.3879169E+02
 0.2674000E+01, 0.3878902E+02
 0.2676000E+01, 0.3878635E+02
 0.2678000E+01, 0.3878368E+02
 0.2680000E+01, 0.3878102E+02
 0.2682000E+01, 0.3877837E+02
 0.2684000E+01, 0.3877573E+02
 0.2686000E+01, 0.3877309E+02
 0.2688000E+01, 0.3877046E+02
 0.2690000E+01, 0.3876783E+02
 0.2692000E+01, 0.3876522E+02
 0.2694000E+01, 0.3876260E+02
 0.2696000E+01, 0.3875999E+02
 0.2698000E+01, 0.3875739E+02
 0.2700000E+01, 0.3875480E+02
 0.2702000E+01, 0.3875220E+02
 0.2704000E+01, 0.3874962E+02
 0.2706000E+01, 0.3874704E+02
 0.2708000E+01, 0.3874446E+02
 0.2710000E+01, 0.3874189E+02
 0.2712000E+01, 0.3873932E+02
 0.2714000E+01, 0.3873675E+02
 0.2716000E+01, 0.3873419E+02
 0.2718000E+01, 0.3873164E+02
 0.2720000E+01, 0.3872908E+02
 0.2722000E+01, 0.3872654E+02
 0.2724000E+01, 0.3872399E+02
 0.2726000E+01, 0.3872145E+02
 0.2728000E+01, 0.3871891E+02
 0.2730000E+01, 0.3871637E+02
 0.2732000E+01, 0.3871384E+02
 0.2734000E+01, 0.3871131E+02
 0.2736000E+01, 0.3870878E+02
 0.2738000E+01, 0.3870625E+02
 0.2740000E+01, 0.3870373E+02
 0.2742000E+01, 0.3870120E+02
 0.2744000E+01, 0.3869868E+02
 0.2746000E+01, 0.3869616E+02
 0.2748000E+01, 0.3869365E+02
 0.2750000E+01, 0.3869113E+02
 0.2752000E+01, 0.3868862E+02
 0.2754000E+01, 0.3868610E+02
 0.2756000E+01, 0.3868359E+02
 0.2758000E+01, 0.3868108E+02
 0.2760000E+01, 0.3867857E+02
 0.2762000E+01, 0.3867606E+02
 0.2764000E+01, 0.3867355E+02
 0.2766000E+01, 0.3867104E+02
 0.2768000E+01, 0.3866853E+02
 0.2770000E+01, 0.3866603E+02
 0.2772000E+01, 0.3866352E+02
 0.2774000E+01, 0.3866101E+02
 0.2776000E+01, 0.3865850E+02
 0.2778000E+01, 0.3865599E+02
 0.2780000E+01, 0.3865349E+02
 0.2782000E+01, 0.3865098E+02
 0.2784000E+01, 0.3864847E+02
