@IP,IOH,INB,IRF,IBS,IPARA [MA]  vs t@
X,IP,IOH,INB,IRF,IBS,IPARA
 0.1904000E+02, 0.1399702E+02, 0.1059986E+02, 0.1319802E+01, 0.1909159E+00, 0.1582016E+01, 0.1369260E+02,
 0.1906000E+02, 0.1399702E+02, 0.1059257E+02, 0.1323014E+01, 0.1911394E+00, 0.1585880E+01, 0.1369260E+02,
 0.1908000E+02, 0.1399702E+02, 0.1058530E+02, 0.1326209E+01, 0.1913621E+00, 0.1589725E+01, 0.1369260E+02,
 0.1910000E+02, 0.1399702E+02, 0.1057808E+02, 0.1329387E+01, 0.1915838E+00, 0.1593551E+01, 0.1369260E+02,
 0.1912000E+02, 0.1399702E+02, 0.1057089E+02, 0.1332548E+01, 0.1918046E+00, 0.1597359E+01, 0.1369260E+02,
 0.1914000E+02, 0.1399702E+02, 0.1056373E+02, 0.1335692E+01, 0.1920245E+00, 0.1601148E+01, 0.1369260E+02,
 0.1916000E+02, 0.1399702E+02, 0.1055662E+02, 0.1338820E+01, 0.1922435E+00, 0.1604919E+01, 0.1369260E+02,
 0.1918000E+02, 0.1399702E+02, 0.1054954E+02, 0.1341930E+01, 0.1924615E+00, 0.1608671E+01, 0.1369260E+02,
 0.1920000E+02, 0.1399702E+02, 0.1054249E+02, 0.1345024E+01, 0.1926786E+00, 0.1612404E+01, 0.1369260E+02,
 0.1922000E+02, 0.1399702E+02, 0.1053548E+02, 0.1348101E+01, 0.1928947E+00, 0.1616118E+01, 0.1369260E+02,
 0.1924000E+02, 0.1399702E+02, 0.1052851E+02, 0.1351161E+01, 0.1931098E+00, 0.1619814E+01, 0.1369260E+02,
 0.1926000E+02, 0.1399702E+02, 0.1052158E+02, 0.1354204E+01, 0.1933240E+00, 0.1623490E+01, 0.1369260E+02,
 0.1928000E+02, 0.1399702E+02, 0.1051468E+02, 0.1357231E+01, 0.1935372E+00, 0.1627148E+01, 0.1369260E+02,
 0.1930000E+02, 0.1399702E+02, 0.1050782E+02, 0.1360241E+01, 0.1937494E+00, 0.1630786E+01, 0.1369260E+02,
 0.1932000E+02, 0.1399702E+02, 0.1050100E+02, 0.1363234E+01, 0.1939606E+00, 0.1634406E+01, 0.1369260E+02,
 0.1934000E+02, 0.1399702E+02, 0.1049421E+02, 0.1366210E+01, 0.1941708E+00, 0.1638007E+01, 0.1369260E+02,
 0.1936000E+02, 0.1399702E+02, 0.1048746E+02, 0.1369170E+01, 0.1943800E+00, 0.1641589E+01, 0.1369260E+02,
 0.1938000E+02, 0.1399702E+02, 0.1048075E+02, 0.1372113E+01, 0.1945882E+00, 0.1645151E+01, 0.1369260E+02,
 0.1940000E+02, 0.1399702E+02, 0.1047407E+02, 0.1375039E+01, 0.1947954E+00, 0.1648695E+01, 0.1369260E+02,
 0.1942000E+02, 0.1399702E+02, 0.1046743E+02, 0.1377949E+01, 0.1950016E+00, 0.1652219E+01, 0.1369260E+02,
 0.1944000E+02, 0.1399702E+02, 0.1046082E+02, 0.1380842E+01, 0.1952067E+00, 0.1655725E+01, 0.1369260E+02,
 0.1946000E+02, 0.1399702E+02, 0.1045426E+02, 0.1383719E+01, 0.1954108E+00, 0.1659211E+01, 0.1369260E+02,
 0.1948000E+02, 0.1399702E+02, 0.1044773E+02, 0.1386579E+01, 0.1956139E+00, 0.1662678E+01, 0.1369260E+02,
 0.1950000E+02, 0.1399702E+02, 0.1044123E+02, 0.1389422E+01, 0.1958160E+00, 0.1666126E+01, 0.1369260E+02,
 0.1952000E+02, 0.1399702E+02, 0.1043478E+02, 0.1392249E+01, 0.1960170E+00, 0.1669555E+01, 0.1369260E+02,
 0.1954000E+02, 0.1399702E+02, 0.1042836E+02, 0.1395060E+01, 0.1962170E+00, 0.1672965E+01, 0.1369260E+02,
 0.1956000E+02, 0.1399702E+02, 0.1042197E+02, 0.1397854E+01, 0.1964159E+00, 0.1676356E+01, 0.1369260E+02,
 0.1958000E+02, 0.1399702E+02, 0.1041563E+02, 0.1400632E+01, 0.1966138E+00, 0.1679727E+01, 0.1369260E+02,
 0.1960000E+02, 0.1399702E+02, 0.1040931E+02, 0.1403394E+01, 0.1968106E+00, 0.1683080E+01, 0.1369260E+02,
 0.1962000E+02, 0.1399702E+02, 0.1040304E+02, 0.1406139E+01, 0.1970064E+00, 0.1686413E+01, 0.1369260E+02,
 0.1964000E+02, 0.1399702E+02, 0.1039680E+02, 0.1408868E+01, 0.1972011E+00, 0.1689727E+01, 0.1369260E+02,
 0.1966000E+02, 0.1399702E+02, 0.1039060E+02, 0.1411580E+01, 0.1973947E+00, 0.1693022E+01, 0.1369260E+02,
 0.1968000E+02, 0.1399702E+02, 0.1038444E+02, 0.1414277E+01, 0.1975873E+00, 0.1696298E+01, 0.1369260E+02,
 0.1970000E+02, 0.1399702E+02, 0.1037831E+02, 0.1416957E+01, 0.1977788E+00, 0.1699555E+01, 0.1369260E+02,
 0.1972000E+02, 0.1399702E+02, 0.1037222E+02, 0.1419621E+01, 0.1979693E+00, 0.1702793E+01, 0.1369260E+02,
 0.1974000E+02, 0.1399702E+02, 0.1036616E+02, 0.1422269E+01, 0.1981587E+00, 0.1706012E+01, 0.1369260E+02,
 0.1976000E+02, 0.1399702E+02, 0.1036014E+02, 0.1424901E+01, 0.1983470E+00, 0.1709212E+01, 0.1369260E+02,
 0.1978000E+02, 0.1399702E+02, 0.1035415E+02, 0.1427517E+01, 0.1985343E+00, 0.1712392E+01, 0.1369260E+02,
 0.1980000E+02, 0.1399702E+02, 0.1034821E+02, 0.1430117E+01, 0.1987205E+00, 0.1715554E+01, 0.1369260E+02,
 0.1982000E+02, 0.1399702E+02, 0.1034229E+02, 0.1432701E+01, 0.1989056E+00, 0.1718697E+01, 0.1369260E+02,
 0.1984000E+02, 0.1399702E+02, 0.1033642E+02, 0.1435269E+01, 0.1990896E+00, 0.1721821E+01, 0.1369260E+02,
 0.1986000E+02, 0.1399702E+02, 0.1033058E+02, 0.1437821E+01, 0.1992726E+00, 0.1724926E+01, 0.1369260E+02,
 0.1988000E+02, 0.1399702E+02, 0.1032477E+02, 0.1440358E+01, 0.1994545E+00, 0.1728012E+01, 0.1369260E+02,
 0.1990000E+02, 0.1399702E+02, 0.1031901E+02, 0.1442878E+01, 0.1996353E+00, 0.1731079E+01, 0.1369260E+02,
 0.1992000E+02, 0.1399702E+02, 0.1031327E+02, 0.1445383E+01, 0.1998151E+00, 0.1734128E+01, 0.1369260E+02,
 0.1994000E+02, 0.1399702E+02, 0.1030757E+02, 0.1447873E+01, 0.1999938E+00, 0.1737157E+01, 0.1369260E+02,
 0.1996000E+02, 0.1399702E+02, 0.1030191E+02, 0.1450347E+01, 0.2001714E+00, 0.1740168E+01, 0.1369260E+02,
 0.1998000E+02, 0.1399702E+02, 0.1029629E+02, 0.1452805E+01, 0.2003479E+00, 0.1743160E+01, 0.1369260E+02,
 0.2000000E+02, 0.1399702E+02, 0.1029069E+02, 0.1455247E+01, 0.2005234E+00, 0.1746134E+01, 0.1369260E+02,
 0.2002000E+02, 0.1399702E+02, 0.1028514E+02, 0.1457675E+01, 0.2006977E+00, 0.1749089E+01, 0.1369260E+02,
 0.2004000E+02, 0.1399702E+02, 0.1027962E+02, 0.1460086E+01, 0.2008711E+00, 0.1752025E+01, 0.1369260E+02,
 0.2006000E+02, 0.1399702E+02, 0.1027413E+02, 0.1462483E+01, 0.2010433E+00, 0.1754943E+01, 0.1369260E+02,
 0.2008000E+02, 0.1399702E+02, 0.1026868E+02, 0.1464864E+01, 0.2012145E+00, 0.1757842E+01, 0.1369260E+02,
 0.2010000E+02, 0.1399702E+02, 0.1026326E+02, 0.1467230E+01, 0.2013846E+00, 0.1760723E+01, 0.1369260E+02,
 0.2012000E+02, 0.1399702E+02, 0.1025788E+02, 0.1469580E+01, 0.2015537E+00, 0.1763585E+01, 0.1369260E+02,
 0.2014000E+02, 0.1399702E+02, 0.1025253E+02, 0.1471916E+01, 0.2017217E+00, 0.1766429E+01, 0.1369260E+02,
 0.2016000E+02, 0.1399702E+02, 0.1024722E+02, 0.1474236E+01, 0.2018886E+00, 0.1769254E+01, 0.1369260E+02,
 0.2018000E+02, 0.1399702E+02, 0.1024194E+02, 0.1476541E+01, 0.2020544E+00, 0.1772062E+01, 0.1369260E+02,
 0.2020000E+02, 0.1399702E+02, 0.1023670E+02, 0.1478831E+01, 0.2022192E+00, 0.1774851E+01, 0.1369260E+02,
 0.2022000E+02, 0.1399702E+02, 0.1023149E+02, 0.1481107E+01, 0.2023830E+00, 0.1777622E+01, 0.1369260E+02,
 0.2024000E+02, 0.1399702E+02, 0.1022631E+02, 0.1483367E+01, 0.2025456E+00, 0.1780375E+01, 0.1369260E+02,
 0.2026000E+02, 0.1399702E+02, 0.1022117E+02, 0.1485613E+01, 0.2027073E+00, 0.1783109E+01, 0.1369260E+02,
 0.2028000E+02, 0.1399702E+02, 0.1021606E+02, 0.1487843E+01, 0.2028678E+00, 0.1785826E+01, 0.1369260E+02,
 0.2030000E+02, 0.1399702E+02, 0.1021099E+02, 0.1490059E+01, 0.2030274E+00, 0.1788525E+01, 0.1369260E+02,
 0.2032000E+02, 0.1399702E+02, 0.1020595E+02, 0.1492261E+01, 0.2031858E+00, 0.1791205E+01, 0.1369260E+02,
 0.2034000E+02, 0.1399702E+02, 0.1020094E+02, 0.1494448E+01, 0.2033433E+00, 0.1793868E+01, 0.1369260E+02,
 0.2036000E+02, 0.1399702E+02, 0.1019597E+02, 0.1496620E+01, 0.2034997E+00, 0.1796514E+01, 0.1369260E+02,
 0.2038000E+02, 0.1399702E+02, 0.1019102E+02, 0.1498777E+01, 0.2036550E+00, 0.1799141E+01, 0.1369260E+02,
 0.2040000E+02, 0.1399702E+02, 0.1018612E+02, 0.1500921E+01, 0.2038093E+00, 0.1801751E+01, 0.1369260E+02,
 0.2042000E+02, 0.1399702E+02, 0.1018124E+02, 0.1503049E+01, 0.2039626E+00, 0.1804343E+01, 0.1369260E+02,
 0.2044000E+02, 0.1399702E+02, 0.1017640E+02, 0.1505164E+01, 0.2041149E+00, 0.1806918E+01, 0.1369260E+02,
 0.2046000E+02, 0.1399702E+02, 0.1017159E+02, 0.1507264E+01, 0.2042661E+00, 0.1809475E+01, 0.1369260E+02,
 0.2048000E+02, 0.1399702E+02, 0.1016682E+02, 0.1509350E+01, 0.2044163E+00, 0.1812014E+01, 0.1369260E+02,
 0.2050000E+02, 0.1399702E+02, 0.1016207E+02, 0.1511422E+01, 0.2045655E+00, 0.1814537E+01, 0.1369260E+02,
 0.2052000E+02, 0.1399702E+02, 0.1015736E+02, 0.1513480E+01, 0.2047136E+00, 0.1817042E+01, 0.1369260E+02,
 0.2054000E+02, 0.1399702E+02, 0.1015268E+02, 0.1515524E+01, 0.2048607E+00, 0.1819530E+01, 0.1369260E+02,
 0.2056000E+02, 0.1399702E+02, 0.1014804E+02, 0.1517554E+01, 0.2050069E+00, 0.1822000E+01, 0.1369260E+02,
 0.2058000E+02, 0.1399702E+02, 0.1014342E+02, 0.1519570E+01, 0.2051520E+00, 0.1824454E+01, 0.1369260E+02,
 0.2060000E+02, 0.1399702E+02, 0.1013884E+02, 0.1521572E+01, 0.2052961E+00, 0.1826890E+01, 0.1369260E+02,
 0.2062000E+02, 0.1399702E+02, 0.1013429E+02, 0.1523560E+01, 0.2054392E+00, 0.1829310E+01, 0.1369260E+02,
 0.2064000E+02, 0.1399702E+02, 0.1012977E+02, 0.1525535E+01, 0.2055813E+00, 0.1831713E+01, 0.1369260E+02,
 0.2066000E+02, 0.1399702E+02, 0.1012528E+02, 0.1527495E+01, 0.2057224E+00, 0.1834099E+01, 0.1369260E+02,
 0.2068000E+02, 0.1399702E+02, 0.1012083E+02, 0.1529443E+01, 0.2058626E+00, 0.1836468E+01, 0.1369260E+02,
 0.2070000E+02, 0.1399702E+02, 0.1011640E+02, 0.1531376E+01, 0.2060017E+00, 0.1838820E+01, 0.1369260E+02,
 0.2072000E+02, 0.1399702E+02, 0.1011201E+02, 0.1533297E+01, 0.2061398E+00, 0.1841156E+01, 0.1369260E+02,
 0.2074000E+02, 0.1399702E+02, 0.1010764E+02, 0.1535204E+01, 0.2062770E+00, 0.1843475E+01, 0.1369260E+02,
 0.2076000E+02, 0.1399702E+02, 0.1010331E+02, 0.1537097E+01, 0.2064132E+00, 0.1845778E+01, 0.1369260E+02,
 0.2078000E+02, 0.1399702E+02, 0.1009901E+02, 0.1538977E+01, 0.2065484E+00, 0.1848065E+01, 0.1369260E+02,
 0.2080000E+02, 0.1399702E+02, 0.1009474E+02, 0.1540844E+01, 0.2066827E+00, 0.1850335E+01, 0.1369260E+02,
 0.2082000E+02, 0.1399702E+02, 0.1009050E+02, 0.1542698E+01, 0.2068160E+00, 0.1852589E+01, 0.1369260E+02,
 0.2084000E+02, 0.1399702E+02, 0.1008628E+02, 0.1544539E+01, 0.2069483E+00, 0.1854827E+01, 0.1369260E+02,
 0.2086000E+02, 0.1399702E+02, 0.1008210E+02, 0.1546367E+01, 0.2070797E+00, 0.1857049E+01, 0.1369260E+02,
 0.2088000E+02, 0.1399702E+02, 0.1007795E+02, 0.1548182E+01, 0.2072101E+00, 0.1859254E+01, 0.1369260E+02,
 0.2090000E+02, 0.1399702E+02, 0.1007383E+02, 0.1549984E+01, 0.2073396E+00, 0.1861444E+01, 0.1369260E+02,
 0.2092000E+02, 0.1399702E+02, 0.1006974E+02, 0.1551772E+01, 0.2074682E+00, 0.1863618E+01, 0.1369260E+02,
 0.2094000E+02, 0.1399702E+02, 0.1006568E+02, 0.1553549E+01, 0.2075958E+00, 0.1865776E+01, 0.1369260E+02,
 0.2096000E+02, 0.1399702E+02, 0.1006164E+02, 0.1555312E+01, 0.2077224E+00, 0.1867919E+01, 0.1369260E+02,
 0.2098000E+02, 0.1399702E+02, 0.1005764E+02, 0.1557063E+01, 0.2078481E+00, 0.1870045E+01, 0.1369260E+02,
 0.2100000E+02, 0.1399702E+02, 0.1005367E+02, 0.1558802E+01, 0.2079730E+00, 0.1872157E+01, 0.1369260E+02,
 0.2102000E+02, 0.1399702E+02, 0.1004972E+02, 0.1560527E+01, 0.2080968E+00, 0.1874252E+01, 0.1369260E+02,
 0.2104000E+02, 0.1399702E+02, 0.1004580E+02, 0.1562241E+01, 0.2082198E+00, 0.1876333E+01, 0.1369260E+02,
 0.2106000E+02, 0.1399702E+02, 0.1004192E+02, 0.1563942E+01, 0.2083419E+00, 0.1878398E+01, 0.1369260E+02,
 0.2108000E+02, 0.1399702E+02, 0.1003806E+02, 0.1565630E+01, 0.2084630E+00, 0.1880448E+01, 0.1369260E+02,
 0.2110000E+02, 0.1399702E+02, 0.1003423E+02, 0.1567307E+01, 0.2085833E+00, 0.1882483E+01, 0.1369260E+02,
 0.2112000E+02, 0.1399702E+02, 0.1003042E+02, 0.1568971E+01, 0.2087026E+00, 0.1884502E+01, 0.1369260E+02,
 0.2114000E+02, 0.1399702E+02, 0.1002665E+02, 0.1570623E+01, 0.2088211E+00, 0.1886507E+01, 0.1369260E+02,
 0.2116000E+02, 0.1399702E+02, 0.1002290E+02, 0.1572263E+01, 0.2089387E+00, 0.1888496E+01, 0.1369260E+02,
 0.2118000E+02, 0.1399702E+02, 0.1001918E+02, 0.1573891E+01, 0.2090553E+00, 0.1890471E+01, 0.1369260E+02,
 0.2120000E+02, 0.1399702E+02, 0.1001549E+02, 0.1575507E+01, 0.2091711E+00, 0.1892431E+01, 0.1369260E+02,
 0.2122000E+02, 0.1399702E+02, 0.1001182E+02, 0.1577111E+01, 0.2092861E+00, 0.1894377E+01, 0.1369260E+02,
 0.2124000E+02, 0.1399702E+02, 0.1000819E+02, 0.1578704E+01, 0.2094001E+00, 0.1896307E+01, 0.1369260E+02,
 0.2126000E+02, 0.1399702E+02, 0.1000458E+02, 0.1580284E+01, 0.2095133E+00, 0.1898224E+01, 0.1369260E+02,
 0.2128000E+02, 0.1399702E+02, 0.1000099E+02, 0.1581854E+01, 0.2096257E+00, 0.1900126E+01, 0.1369260E+02,
 0.2130000E+02, 0.1399702E+02, 0.9997437E+01, 0.1583411E+01, 0.2097371E+00, 0.1902013E+01, 0.1369260E+02,
 0.2132000E+02, 0.1399702E+02, 0.9993908E+01, 0.1584957E+01, 0.2098477E+00, 0.1903886E+01, 0.1369260E+02,
 0.2134000E+02, 0.1399702E+02, 0.9990404E+01, 0.1586491E+01, 0.2099575E+00, 0.1905745E+01, 0.1369260E+02,
 0.2136000E+02, 0.1399702E+02, 0.9986928E+01, 0.1588014E+01, 0.2100665E+00, 0.1907590E+01, 0.1369260E+02,
 0.2138000E+02, 0.1399702E+02, 0.9983478E+01, 0.1589526E+01, 0.2101746E+00, 0.1909421E+01, 0.1369260E+02,
 0.2140000E+02, 0.1399702E+02, 0.9980053E+01, 0.1591026E+01, 0.2102818E+00, 0.1911238E+01, 0.1369260E+02,
 0.2142000E+02, 0.1399702E+02, 0.9976654E+01, 0.1592515E+01, 0.2103882E+00, 0.1913041E+01, 0.1369260E+02,
 0.2144000E+02, 0.1399702E+02, 0.9973282E+01, 0.1593993E+01, 0.2104939E+00, 0.1914830E+01, 0.1369260E+02,
 0.2146000E+02, 0.1399702E+02, 0.9969934E+01, 0.1595460E+01, 0.2105986E+00, 0.1916605E+01, 0.1369260E+02,
 0.2148000E+02, 0.1399702E+02, 0.9966613E+01, 0.1596916E+01, 0.2107026E+00, 0.1918367E+01, 0.1369260E+02,
 0.2150000E+02, 0.1399702E+02, 0.9963317E+01, 0.1598361E+01, 0.2108058E+00, 0.1920115E+01, 0.1369260E+02,
 0.2152000E+02, 0.1399702E+02, 0.9960046E+01, 0.1599795E+01, 0.2109082E+00, 0.1921850E+01, 0.1369260E+02,
 0.2154000E+02, 0.1399702E+02, 0.9956800E+01, 0.1601218E+01, 0.2110097E+00, 0.1923571E+01, 0.1369260E+02,
 0.2156000E+02, 0.1399702E+02, 0.9953578E+01, 0.1602630E+01, 0.2111105E+00, 0.1925279E+01, 0.1369260E+02,
 0.2158000E+02, 0.1399702E+02, 0.9950381E+01, 0.1604032E+01, 0.2112105E+00, 0.1926974E+01, 0.1369260E+02,
 0.2160000E+02, 0.1399702E+02, 0.9947209E+01, 0.1605423E+01, 0.2113097E+00, 0.1928656E+01, 0.1369260E+02,
 0.2162000E+02, 0.1399702E+02, 0.9944062E+01, 0.1606804E+01, 0.2114081E+00, 0.1930325E+01, 0.1369260E+02,
 0.2164000E+02, 0.1399702E+02, 0.9940939E+01, 0.1608173E+01, 0.2115057E+00, 0.1931980E+01, 0.1369260E+02,
 0.2166000E+02, 0.1399702E+02, 0.9937840E+01, 0.1609533E+01, 0.2116026E+00, 0.1933623E+01, 0.1369260E+02,
 0.2168000E+02, 0.1399702E+02, 0.9934765E+01, 0.1610882E+01, 0.2116987E+00, 0.1935253E+01, 0.1369260E+02,
 0.2170000E+02, 0.1399702E+02, 0.9931714E+01, 0.1612221E+01, 0.2117940E+00, 0.1936870E+01, 0.1369260E+02,
 0.2172000E+02, 0.1399702E+02, 0.9928686E+01, 0.1613549E+01, 0.2118886E+00, 0.1938474E+01, 0.1369260E+02,
 0.2174000E+02, 0.1399702E+02, 0.9925682E+01, 0.1614868E+01, 0.2119825E+00, 0.1940066E+01, 0.1369260E+02,
 0.2176000E+02, 0.1399702E+02, 0.9922702E+01, 0.1616176E+01, 0.2120756E+00, 0.1941645E+01, 0.1369260E+02,
 0.2178000E+02, 0.1399702E+02, 0.9919744E+01, 0.1617474E+01, 0.2121679E+00, 0.1943212E+01, 0.1369260E+02,
 0.2180000E+02, 0.1399702E+02, 0.9916810E+01, 0.1618762E+01, 0.2122595E+00, 0.1944767E+01, 0.1369260E+02,
 0.2182000E+02, 0.1399702E+02, 0.9913898E+01, 0.1620040E+01, 0.2123504E+00, 0.1946309E+01, 0.1369260E+02,
 0.2184000E+02, 0.1399702E+02, 0.9911010E+01, 0.1621309E+01, 0.2124405E+00, 0.1947839E+01, 0.1369260E+02,
 0.2186000E+02, 0.1399702E+02, 0.9908144E+01, 0.1622567E+01, 0.2125300E+00, 0.1949357E+01, 0.1369260E+02,
 0.2188000E+02, 0.1399702E+02, 0.9905301E+01, 0.1623816E+01, 0.2126187E+00, 0.1950863E+01, 0.1369260E+02,
 0.2190000E+02, 0.1399702E+02, 0.9902480E+01, 0.1625055E+01, 0.2127067E+00, 0.1952356E+01, 0.1369260E+02,
 0.2192000E+02, 0.1399702E+02, 0.9899682E+01, 0.1626284E+01, 0.2127939E+00, 0.1953838E+01, 0.1369260E+02,
 0.2194000E+02, 0.1399702E+02, 0.9896905E+01, 0.1627504E+01, 0.2128805E+00, 0.1955309E+01, 0.1369260E+02,
 0.2196000E+02, 0.1399702E+02, 0.9894151E+01, 0.1628714E+01, 0.2129664E+00, 0.1956767E+01, 0.1369260E+02,
 0.2198000E+02, 0.1399702E+02, 0.9891418E+01, 0.1629915E+01, 0.2130516E+00, 0.1958214E+01, 0.1369260E+02,
 0.2200000E+02, 0.1399702E+02, 0.9888706E+01, 0.1631107E+01, 0.2131361E+00, 0.1959649E+01, 0.1369260E+02,
 0.2202000E+02, 0.1399702E+02, 0.9886017E+01, 0.1632289E+01, 0.2132199E+00, 0.1961073E+01, 0.1369260E+02,
 0.2204000E+02, 0.1399702E+02, 0.9883348E+01, 0.1633462E+01, 0.2133030E+00, 0.1962485E+01, 0.1369260E+02,
 0.2206000E+02, 0.1399702E+02, 0.9880701E+01, 0.1634625E+01, 0.2133855E+00, 0.1963886E+01, 0.1369260E+02,
 0.2208000E+02, 0.1399702E+02, 0.9878076E+01, 0.1635780E+01, 0.2134673E+00, 0.1965276E+01, 0.1369260E+02,
 0.2210000E+02, 0.1399702E+02, 0.9875470E+01, 0.1636925E+01, 0.2135484E+00, 0.1966654E+01, 0.1369260E+02,
 0.2212000E+02, 0.1399702E+02, 0.9872887E+01, 0.1638062E+01, 0.2136288E+00, 0.1968022E+01, 0.1369260E+02,
 0.2214000E+02, 0.1399702E+02, 0.9870323E+01, 0.1639189E+01, 0.2137086E+00, 0.1969378E+01, 0.1369260E+02,
 0.2216000E+02, 0.1399702E+02, 0.9867780E+01, 0.1640307E+01, 0.2137878E+00, 0.1970723E+01, 0.1369260E+02,
 0.2218000E+02, 0.1399702E+02, 0.9865257E+01, 0.1641417E+01, 0.2138663E+00, 0.1972058E+01, 0.1369260E+02,
 0.2220000E+02, 0.1399702E+02, 0.9862755E+01, 0.1642518E+01, 0.2139441E+00, 0.1973381E+01, 0.1369260E+02,
 0.2222000E+02, 0.1399702E+02, 0.9860272E+01, 0.1643610E+01, 0.2140213E+00, 0.1974694E+01, 0.1369260E+02,
 0.2224000E+02, 0.1399702E+02, 0.9857811E+01, 0.1644693E+01, 0.2140979E+00, 0.1975996E+01, 0.1369260E+02,
 0.2226000E+02, 0.1399702E+02, 0.9855368E+01, 0.1645768E+01, 0.2141738E+00, 0.1977288E+01, 0.1369260E+02,
 0.2228000E+02, 0.1399702E+02, 0.9852945E+01, 0.1646835E+01, 0.2142491E+00, 0.1978569E+01, 0.1369260E+02,
 0.2230000E+02, 0.1399702E+02, 0.9850542E+01, 0.1647892E+01, 0.2143238E+00, 0.1979840E+01, 0.1369260E+02,
 0.2232000E+02, 0.1399702E+02, 0.9848159E+01, 0.1648942E+01, 0.2143979E+00, 0.1981100E+01, 0.1369260E+02,
 0.2234000E+02, 0.1399702E+02, 0.9845795E+01, 0.1649983E+01, 0.2144714E+00, 0.1982350E+01, 0.1369260E+02,
 0.2236000E+02, 0.1399702E+02, 0.9843449E+01, 0.1651015E+01, 0.2145443E+00, 0.1983590E+01, 0.1369260E+02,
 0.2238000E+02, 0.1399702E+02, 0.9841123E+01, 0.1652040E+01, 0.2146165E+00, 0.1984819E+01, 0.1369260E+02,
 0.2240000E+02, 0.1399702E+02, 0.9838816E+01, 0.1653056E+01, 0.2146882E+00, 0.1986039E+01, 0.1369260E+02,
 0.2242000E+02, 0.1399702E+02, 0.9836527E+01, 0.1654064E+01, 0.2147592E+00, 0.1987248E+01, 0.1369260E+02,
 0.2244000E+02, 0.1399702E+02, 0.9834257E+01, 0.1655064E+01, 0.2148297E+00, 0.1988448E+01, 0.1369260E+02,
 0.2246000E+02, 0.1399702E+02, 0.9832006E+01, 0.1656055E+01, 0.2148996E+00, 0.1989638E+01, 0.1369260E+02,
 0.2248000E+02, 0.1399702E+02, 0.9829773E+01, 0.1657039E+01, 0.2149688E+00, 0.1990817E+01, 0.1369260E+02,
 0.2250000E+02, 0.1399702E+02, 0.9827559E+01, 0.1658015E+01, 0.2150376E+00, 0.1991988E+01, 0.1369260E+02,
 0.2252000E+02, 0.1399702E+02, 0.9825361E+01, 0.1658983E+01, 0.2151057E+00, 0.1993148E+01, 0.1369260E+02,
 0.2254000E+02, 0.1399702E+02, 0.9823183E+01, 0.1659943E+01, 0.2151733E+00, 0.1994299E+01, 0.1369260E+02,
 0.2256000E+02, 0.1399702E+02, 0.9821022E+01, 0.1660896E+01, 0.2152403E+00, 0.1995440E+01, 0.1369260E+02,
 0.2258000E+02, 0.1399702E+02, 0.9818879E+01, 0.1661840E+01, 0.2153067E+00, 0.1996572E+01, 0.1369260E+02,
 0.2260000E+02, 0.1399702E+02, 0.9816753E+01, 0.1662777E+01, 0.2153726E+00, 0.1997695E+01, 0.1369260E+02,
 0.2262000E+02, 0.1399702E+02, 0.9814646E+01, 0.1663707E+01, 0.2154379E+00, 0.1998808E+01, 0.1369260E+02,
 0.2264000E+02, 0.1399702E+02, 0.9812555E+01, 0.1664629E+01, 0.2155027E+00, 0.1999912E+01, 0.1369260E+02,
 0.2266000E+02, 0.1399702E+02, 0.9810482E+01, 0.1665543E+01, 0.2155670E+00, 0.2001007E+01, 0.1369260E+02,
 0.2268000E+02, 0.1399702E+02, 0.9808426E+01, 0.1666450E+01, 0.2156307E+00, 0.2002092E+01, 0.1369260E+02,
 0.2270000E+02, 0.1399702E+02, 0.9806386E+01, 0.1667349E+01, 0.2156938E+00, 0.2003169E+01, 0.1369260E+02,
 0.2272000E+02, 0.1399702E+02, 0.9804363E+01, 0.1668242E+01, 0.2157565E+00, 0.2004237E+01, 0.1369260E+02,
 0.2274000E+02, 0.1399702E+02, 0.9802358E+01, 0.1669127E+01, 0.2158186E+00, 0.2005295E+01, 0.1369260E+02,
 0.2276000E+02, 0.1399702E+02, 0.9800369E+01, 0.1670004E+01, 0.2158801E+00, 0.2006345E+01, 0.1369260E+02,
 0.2278000E+02, 0.1399702E+02, 0.9798396E+01, 0.1670875E+01, 0.2159412E+00, 0.2007386E+01, 0.1369260E+02,
 0.2280000E+02, 0.1399702E+02, 0.9796440E+01, 0.1671738E+01, 0.2160017E+00, 0.2008419E+01, 0.1369260E+02,
 0.2282000E+02, 0.1399702E+02, 0.9794500E+01, 0.1672594E+01, 0.2160618E+00, 0.2009443E+01, 0.1369260E+02,
 0.2284000E+02, 0.1399702E+02, 0.9792576E+01, 0.1673443E+01, 0.2161213E+00, 0.2010458E+01, 0.1369260E+02,
 0.2286000E+02, 0.1399702E+02, 0.9790668E+01, 0.1674286E+01, 0.2161803E+00, 0.2011464E+01, 0.1369260E+02,
 0.2288000E+02, 0.1399702E+02, 0.9788776E+01, 0.1675121E+01, 0.2162388E+00, 0.2012463E+01, 0.1369260E+02,
 0.2290000E+02, 0.1399702E+02, 0.9786900E+01, 0.1675949E+01, 0.2162968E+00, 0.2013452E+01, 0.1369260E+02,
 0.2292000E+02, 0.1399702E+02, 0.9785039E+01, 0.1676771E+01, 0.2163543E+00, 0.2014434E+01, 0.1369260E+02,
 0.2294000E+02, 0.1399702E+02, 0.9783194E+01, 0.1677586E+01, 0.2164114E+00, 0.2015407E+01, 0.1369260E+02,
