@QF  vs t@
X,QF
 0.1390000E+01, 0.1373177E+01
 0.1392000E+01, 0.1374761E+01
 0.1394000E+01, 0.1376345E+01
 0.1396000E+01, 0.1377930E+01
 0.1398000E+01, 0.1379515E+01
 0.1400000E+01, 0.1381101E+01
 0.1402000E+01, 0.1382688E+01
 0.1404000E+01, 0.1384275E+01
 0.1406000E+01, 0.1385863E+01
 0.1408000E+01, 0.1387451E+01
 0.1410000E+01, 0.1389040E+01
 0.1412000E+01, 0.1390629E+01
 0.1414000E+01, 0.1392220E+01
 0.1416000E+01, 0.1393810E+01
 0.1418000E+01, 0.1395402E+01
 0.1420000E+01, 0.1396994E+01
 0.1422000E+01, 0.1398586E+01
 0.1424000E+01, 0.1400179E+01
 0.1426000E+01, 0.1401773E+01
 0.1428000E+01, 0.1403368E+01
 0.1430000E+01, 0.1404963E+01
 0.1432000E+01, 0.1406558E+01
 0.1434000E+01, 0.1408154E+01
 0.1436000E+01, 0.1409751E+01
 0.1438000E+01, 0.1411349E+01
 0.1440000E+01, 0.1412947E+01
 0.1442000E+01, 0.1414545E+01
 0.1444000E+01, 0.1416144E+01
 0.1446000E+01, 0.1417744E+01
 0.1448000E+01, 0.1419345E+01
 0.1450000E+01, 0.1420946E+01
 0.1452000E+01, 0.1422547E+01
 0.1454000E+01, 0.1424150E+01
 0.1456000E+01, 0.1425753E+01
 0.1458000E+01, 0.1427356E+01
 0.1460000E+01, 0.1428960E+01
 0.1462000E+01, 0.1430565E+01
 0.1464000E+01, 0.1432171E+01
 0.1466000E+01, 0.1433777E+01
 0.1468000E+01, 0.1435384E+01
 0.1470000E+01, 0.1436991E+01
 0.1472000E+01, 0.1438599E+01
 0.1474000E+01, 0.1440208E+01
 0.1476000E+01, 0.1441817E+01
 0.1478000E+01, 0.1443427E+01
 0.1480000E+01, 0.1445038E+01
 0.1482000E+01, 0.1446649E+01
 0.1484000E+01, 0.1448261E+01
 0.1486000E+01, 0.1449873E+01
 0.1488000E+01, 0.1451487E+01
 0.1490000E+01, 0.1453101E+01
 0.1492000E+01, 0.1454715E+01
 0.1494000E+01, 0.1456331E+01
 0.1496000E+01, 0.1457947E+01
 0.1498000E+01, 0.1459563E+01
 0.1500000E+01, 0.1461180E+01
 0.1500000E+01, 0.1461180E+01
 0.1502000E+01, 0.1462798E+01
 0.1504000E+01, 0.1464417E+01
 0.1506000E+01, 0.1466036E+01
 0.1508000E+01, 0.1467656E+01
 0.1510000E+01, 0.1469277E+01
 0.1512000E+01, 0.1470898E+01
 0.1514000E+01, 0.1472520E+01
 0.1516000E+01, 0.1474143E+01
 0.1518000E+01, 0.1475767E+01
 0.1520000E+01, 0.1477391E+01
 0.1522000E+01, 0.1479016E+01
 0.1524000E+01, 0.1480641E+01
 0.1526000E+01, 0.1482267E+01
 0.1528000E+01, 0.1483894E+01
 0.1530000E+01, 0.1485522E+01
 0.1532000E+01, 0.1487151E+01
 0.1534000E+01, 0.1488780E+01
 0.1536000E+01, 0.1490409E+01
 0.1538000E+01, 0.1492040E+01
 0.1540000E+01, 0.1493671E+01
 0.1542000E+01, 0.1495303E+01
 0.1544000E+01, 0.1496936E+01
 0.1546000E+01, 0.1498569E+01
 0.1548000E+01, 0.1500203E+01
 0.1550000E+01, 0.1501838E+01
 0.1552000E+01, 0.1503474E+01
 0.1554000E+01, 0.1505110E+01
 0.1556000E+01, 0.1506747E+01
 0.1558000E+01, 0.1508385E+01
 0.1560000E+01, 0.1510023E+01
 0.1562000E+01, 0.1511662E+01
 0.1564000E+01, 0.1513302E+01
 0.1566000E+01, 0.1514944E+01
 0.1568000E+01, 0.1516585E+01
 0.1570000E+01, 0.1518227E+01
 0.1572000E+01, 0.1519870E+01
 0.1574000E+01, 0.1521514E+01
 0.1576000E+01, 0.1523158E+01
 0.1578000E+01, 0.1524804E+01
 0.1580000E+01, 0.1526450E+01
 0.1582000E+01, 0.1528096E+01
 0.1584000E+01, 0.1529744E+01
 0.1586000E+01, 0.1531392E+01
 0.1588000E+01, 0.1533041E+01
 0.1590000E+01, 0.1534691E+01
 0.1592000E+01, 0.1536341E+01
 0.1594000E+01, 0.1537993E+01
 0.1596000E+01, 0.1539645E+01
 0.1598000E+01, 0.1541298E+01
 0.1600000E+01, 0.1542951E+01
 0.1602000E+01, 0.1544597E+01
 0.1604000E+01, 0.1546252E+01
 0.1606000E+01, 0.1547908E+01
 0.1608000E+01, 0.1549565E+01
 0.1610000E+01, 0.1551223E+01
 0.1612000E+01, 0.1552881E+01
 0.1614000E+01, 0.1554540E+01
 0.1616000E+01, 0.1556200E+01
 0.1618000E+01, 0.1557861E+01
 0.1620000E+01, 0.1559522E+01
 0.1622000E+01, 0.1561185E+01
 0.1624000E+01, 0.1562848E+01
 0.1626000E+01, 0.1564512E+01
 0.1628000E+01, 0.1566177E+01
 0.1630000E+01, 0.1567842E+01
 0.1632000E+01, 0.1569509E+01
 0.1634000E+01, 0.1571176E+01
 0.1636000E+01, 0.1572844E+01
 0.1638000E+01, 0.1574513E+01
 0.1640000E+01, 0.1576183E+01
 0.1642000E+01, 0.1577853E+01
 0.1644000E+01, 0.1579525E+01
 0.1646000E+01, 0.1581197E+01
 0.1648000E+01, 0.1582870E+01
 0.1650000E+01, 0.1584544E+01
 0.1652000E+01, 0.1586218E+01
 0.1654000E+01, 0.1587894E+01
 0.1656000E+01, 0.1589570E+01
 0.1658000E+01, 0.1591248E+01
 0.1660000E+01, 0.1592926E+01
 0.1662000E+01, 0.1594605E+01
 0.1664000E+01, 0.1596285E+01
 0.1666000E+01, 0.1597965E+01
 0.1668000E+01, 0.1599647E+01
 0.1670000E+01, 0.1601329E+01
 0.1672000E+01, 0.1603013E+01
 0.1674000E+01, 0.1604697E+01
 0.1676000E+01, 0.1606382E+01
 0.1678000E+01, 0.1608068E+01
 0.1680000E+01, 0.1609754E+01
 0.1682000E+01, 0.1611442E+01
 0.1684000E+01, 0.1613131E+01
 0.1686000E+01, 0.1614820E+01
 0.1688000E+01, 0.1616510E+01
 0.1690000E+01, 0.1618202E+01
 0.1692000E+01, 0.1619894E+01
 0.1694000E+01, 0.1621587E+01
 0.1696000E+01, 0.1623281E+01
 0.1698000E+01, 0.1624975E+01
 0.1700000E+01, 0.1626671E+01
 0.1702000E+01, 0.1628368E+01
 0.1704000E+01, 0.1630065E+01
 0.1706000E+01, 0.1631764E+01
 0.1708000E+01, 0.1633463E+01
 0.1710000E+01, 0.1635164E+01
 0.1712000E+01, 0.1636865E+01
 0.1714000E+01, 0.1638567E+01
 0.1716000E+01, 0.1640270E+01
 0.1718000E+01, 0.1641974E+01
 0.1720000E+01, 0.1643679E+01
 0.1722000E+01, 0.1645385E+01
 0.1724000E+01, 0.1647092E+01
 0.1726000E+01, 0.1648800E+01
 0.1728000E+01, 0.1650508E+01
 0.1730000E+01, 0.1652218E+01
 0.1732000E+01, 0.1653929E+01
 0.1734000E+01, 0.1655640E+01
 0.1736000E+01, 0.1657353E+01
 0.1738000E+01, 0.1659067E+01
 0.1740000E+01, 0.1660781E+01
 0.1742000E+01, 0.1662497E+01
 0.1744000E+01, 0.1664213E+01
 0.1746000E+01, 0.1665931E+01
 0.1748000E+01, 0.1667649E+01
 0.1750000E+01, 0.1669369E+01
 0.1752000E+01, 0.1671089E+01
 0.1754000E+01, 0.1672810E+01
 0.1756000E+01, 0.1674533E+01
 0.1758000E+01, 0.1676256E+01
 0.1760000E+01, 0.1677981E+01
 0.1762000E+01, 0.1679706E+01
 0.1764000E+01, 0.1681432E+01
 0.1766000E+01, 0.1683160E+01
 0.1768000E+01, 0.1684888E+01
 0.1770000E+01, 0.1686618E+01
 0.1772000E+01, 0.1688348E+01
 0.1774000E+01, 0.1690080E+01
 0.1776000E+01, 0.1691812E+01
 0.1778000E+01, 0.1693546E+01
 0.1780000E+01, 0.1695281E+01
 0.1782000E+01, 0.1697016E+01
 0.1784000E+01, 0.1698753E+01
 0.1786000E+01, 0.1700491E+01
 0.1788000E+01, 0.1702230E+01
 0.1790000E+01, 0.1703969E+01
 0.1792000E+01, 0.1705710E+01
 0.1794000E+01, 0.1707452E+01
 0.1796000E+01, 0.1709195E+01
 0.1798000E+01, 0.1710940E+01
 0.1800000E+01, 0.1712685E+01
 0.1802000E+01, 0.1714431E+01
 0.1804000E+01, 0.1716179E+01
 0.1806000E+01, 0.1717927E+01
 0.1808000E+01, 0.1719677E+01
 0.1810000E+01, 0.1721427E+01
 0.1812000E+01, 0.1723179E+01
 0.1814000E+01, 0.1724932E+01
 0.1816000E+01, 0.1726686E+01
 0.1818000E+01, 0.1728441E+01
 0.1820000E+01, 0.1730197E+01
 0.1822000E+01, 0.1731955E+01
 0.1824000E+01, 0.1733713E+01
 0.1826000E+01, 0.1735473E+01
 0.1828000E+01, 0.1737233E+01
 0.1830000E+01, 0.1738995E+01
 0.1832000E+01, 0.1740758E+01
 0.1834000E+01, 0.1742522E+01
 0.1836000E+01, 0.1744288E+01
 0.1838000E+01, 0.1746054E+01
 0.1840000E+01, 0.1747822E+01
 0.1842000E+01, 0.1749590E+01
 0.1844000E+01, 0.1751360E+01
 0.1846000E+01, 0.1753131E+01
 0.1848000E+01, 0.1754904E+01
 0.1850000E+01, 0.1756677E+01
 0.1852000E+01, 0.1758452E+01
 0.1854000E+01, 0.1760227E+01
 0.1856000E+01, 0.1762004E+01
 0.1858000E+01, 0.1763783E+01
 0.1860000E+01, 0.1765562E+01
 0.1862000E+01, 0.1767343E+01
 0.1864000E+01, 0.1769124E+01
 0.1866000E+01, 0.1770907E+01
 0.1868000E+01, 0.1772692E+01
 0.1870000E+01, 0.1774477E+01
 0.1872000E+01, 0.1776264E+01
 0.1874000E+01, 0.1778052E+01
 0.1876000E+01, 0.1779841E+01
 0.1878000E+01, 0.1781631E+01
 0.1880000E+01, 0.1783423E+01
 0.1882000E+01, 0.1785216E+01
 0.1884000E+01, 0.1787010E+01
 0.1886000E+01, 0.1788805E+01
 0.1888000E+01, 0.1790602E+01
 0.1890000E+01, 0.1792400E+01
 0.1892000E+01, 0.1794199E+01
 0.1894000E+01, 0.1796000E+01
 0.1896000E+01, 0.1797801E+01
 0.1898000E+01, 0.1799604E+01
 0.1900000E+01, 0.1801409E+01
 0.1902000E+01, 0.1803214E+01
 0.1904000E+01, 0.1805021E+01
 0.1906000E+01, 0.1806830E+01
 0.1908000E+01, 0.1808639E+01
 0.1910000E+01, 0.1810450E+01
 0.1912000E+01, 0.1812262E+01
 0.1914000E+01, 0.1814076E+01
 0.1916000E+01, 0.1815891E+01
 0.1918000E+01, 0.1817707E+01
 0.1920000E+01, 0.1819525E+01
 0.1922000E+01, 0.1821344E+01
 0.1924000E+01, 0.1823164E+01
 0.1926000E+01, 0.1824985E+01
 0.1928000E+01, 0.1826808E+01
 0.1930000E+01, 0.1828633E+01
 0.1932000E+01, 0.1830459E+01
 0.1934000E+01, 0.1832286E+01
 0.1936000E+01, 0.1834114E+01
 0.1938000E+01, 0.1835944E+01
 0.1940000E+01, 0.1837775E+01
 0.1942000E+01, 0.1839608E+01
 0.1944000E+01, 0.1841442E+01
 0.1946000E+01, 0.1843278E+01
 0.1948000E+01, 0.1845115E+01
 0.1950000E+01, 0.1846953E+01
 0.1952000E+01, 0.1848793E+01
 0.1954000E+01, 0.1850634E+01
 0.1956000E+01, 0.1852477E+01
 0.1958000E+01, 0.1854321E+01
 0.1960000E+01, 0.1856166E+01
 0.1962000E+01, 0.1858013E+01
 0.1964000E+01, 0.1859862E+01
 0.1966000E+01, 0.1861712E+01
 0.1968000E+01, 0.1863563E+01
 0.1970000E+01, 0.1865416E+01
 0.1972000E+01, 0.1867271E+01
 0.1974000E+01, 0.1869127E+01
 0.1976000E+01, 0.1870984E+01
 0.1978000E+01, 0.1872843E+01
 0.1980000E+01, 0.1874703E+01
 0.1982000E+01, 0.1876565E+01
 0.1984000E+01, 0.1878429E+01
 0.1986000E+01, 0.1880294E+01
 0.1988000E+01, 0.1882160E+01
 0.1990000E+01, 0.1884028E+01
 0.1992000E+01, 0.1885898E+01
 0.1994000E+01, 0.1887769E+01
 0.1996000E+01, 0.1889642E+01
 0.1998000E+01, 0.1891516E+01
 0.2000000E+01, 0.1893392E+01
 0.2002000E+01, 0.1895269E+01
 0.2004000E+01, 0.1897148E+01
 0.2006000E+01, 0.1899029E+01
 0.2008000E+01, 0.1900911E+01
 0.2010000E+01, 0.1902795E+01
 0.2012000E+01, 0.1904681E+01
 0.2014000E+01, 0.1906568E+01
 0.2016000E+01, 0.1908456E+01
 0.2018000E+01, 0.1910347E+01
 0.2020000E+01, 0.1912239E+01
 0.2022000E+01, 0.1914132E+01
 0.2024000E+01, 0.1916028E+01
 0.2026000E+01, 0.1917924E+01
 0.2028000E+01, 0.1919823E+01
 0.2030000E+01, 0.1921723E+01
 0.2032000E+01, 0.1923625E+01
 0.2034000E+01, 0.1925529E+01
 0.2036000E+01, 0.1927434E+01
 0.2038000E+01, 0.1929341E+01
 0.2040000E+01, 0.1931250E+01
 0.2042000E+01, 0.1933160E+01
 0.2044000E+01, 0.1935073E+01
 0.2046000E+01, 0.1936986E+01
 0.2048000E+01, 0.1938902E+01
 0.2050000E+01, 0.1940819E+01
 0.2052000E+01, 0.1942739E+01
 0.2054000E+01, 0.1944659E+01
 0.2056000E+01, 0.1946582E+01
 0.2058000E+01, 0.1948506E+01
 0.2060000E+01, 0.1950433E+01
 0.2062000E+01, 0.1952361E+01
 0.2064000E+01, 0.1954290E+01
 0.2066000E+01, 0.1956222E+01
 0.2068000E+01, 0.1958155E+01
 0.2070000E+01, 0.1960091E+01
 0.2072000E+01, 0.1962028E+01
 0.2074000E+01, 0.1963967E+01
 0.2076000E+01, 0.1965907E+01
 0.2078000E+01, 0.1967850E+01
 0.2080000E+01, 0.1969794E+01
 0.2082000E+01, 0.1971741E+01
 0.2084000E+01, 0.1973689E+01
 0.2086000E+01, 0.1975639E+01
 0.2088000E+01, 0.1977591E+01
 0.2090000E+01, 0.1979545E+01
 0.2092000E+01, 0.1981500E+01
 0.2094000E+01, 0.1983458E+01
 0.2096000E+01, 0.1985418E+01
 0.2098000E+01, 0.1987379E+01
 0.2100000E+01, 0.1989343E+01
 0.2102000E+01, 0.1991308E+01
 0.2104000E+01, 0.1993276E+01
 0.2106000E+01, 0.1995245E+01
 0.2108000E+01, 0.1997216E+01
 0.2110000E+01, 0.1999189E+01
 0.2112000E+01, 0.2001165E+01
 0.2114000E+01, 0.2003142E+01
 0.2116000E+01, 0.2005121E+01
 0.2118000E+01, 0.2007103E+01
 0.2120000E+01, 0.2009086E+01
 0.2122000E+01, 0.2011071E+01
 0.2124000E+01, 0.2013059E+01
 0.2126000E+01, 0.2015048E+01
 0.2128000E+01, 0.2017040E+01
 0.2130000E+01, 0.2019033E+01
 0.2132000E+01, 0.2021029E+01
 0.2134000E+01, 0.2023027E+01
 0.2136000E+01, 0.2025027E+01
 0.2138000E+01, 0.2027029E+01
 0.2140000E+01, 0.2029033E+01
 0.2142000E+01, 0.2031039E+01
 0.2144000E+01, 0.2033048E+01
 0.2146000E+01, 0.2035058E+01
 0.2148000E+01, 0.2037071E+01
 0.2150000E+01, 0.2039086E+01
 0.2152000E+01, 0.2041103E+01
 0.2154000E+01, 0.2043122E+01
 0.2156000E+01, 0.2045144E+01
 0.2158000E+01, 0.2047168E+01
 0.2160000E+01, 0.2049193E+01
 0.2162000E+01, 0.2051222E+01
 0.2164000E+01, 0.2053252E+01
 0.2166000E+01, 0.2055285E+01
 0.2168000E+01, 0.2057319E+01
 0.2170000E+01, 0.2059357E+01
 0.2172000E+01, 0.2061396E+01
 0.2174000E+01, 0.2063438E+01
 0.2176000E+01, 0.2065482E+01
 0.2178000E+01, 0.2067528E+01
 0.2180000E+01, 0.2069577E+01
 0.2182000E+01, 0.2071628E+01
 0.2184000E+01, 0.2073681E+01
 0.2186000E+01, 0.2075737E+01
 0.2188000E+01, 0.2077795E+01
 0.2190000E+01, 0.2079856E+01
 0.2192000E+01, 0.2081919E+01
 0.2194000E+01, 0.2083984E+01
 0.2196000E+01, 0.2086052E+01
 0.2198000E+01, 0.2088122E+01
 0.2200000E+01, 0.2090194E+01
 0.2202000E+01, 0.2092269E+01
 0.2204000E+01, 0.2094347E+01
 0.2206000E+01, 0.2096427E+01
 0.2208000E+01, 0.2098510E+01
 0.2210000E+01, 0.2100595E+01
 0.2212000E+01, 0.2102682E+01
 0.2214000E+01, 0.2104772E+01
 0.2216000E+01, 0.2106865E+01
 0.2218000E+01, 0.2108960E+01
 0.2220000E+01, 0.2111058E+01
 0.2222000E+01, 0.2113158E+01
 0.2224000E+01, 0.2115261E+01
 0.2226000E+01, 0.2117366E+01
 0.2228000E+01, 0.2119474E+01
 0.2230000E+01, 0.2121585E+01
 0.2232000E+01, 0.2123698E+01
 0.2234000E+01, 0.2125814E+01
 0.2236000E+01, 0.2127933E+01
 0.2238000E+01, 0.2130055E+01
 0.2240000E+01, 0.2132179E+01
 0.2242000E+01, 0.2134305E+01
 0.2244000E+01, 0.2136435E+01
 0.2246000E+01, 0.2138567E+01
 0.2248000E+01, 0.2140702E+01
 0.2250000E+01, 0.2142840E+01
 0.2252000E+01, 0.2144981E+01
 0.2254000E+01, 0.2147124E+01
 0.2256000E+01, 0.2149270E+01
 0.2258000E+01, 0.2151419E+01
 0.2260000E+01, 0.2153571E+01
 0.2262000E+01, 0.2155726E+01
 0.2264000E+01, 0.2157883E+01
 0.2266000E+01, 0.2160044E+01
 0.2268000E+01, 0.2162207E+01
 0.2270000E+01, 0.2164374E+01
 0.2272000E+01, 0.2166543E+01
 0.2274000E+01, 0.2168715E+01
 0.2276000E+01, 0.2170890E+01
 0.2278000E+01, 0.2173068E+01
 0.2280000E+01, 0.2175249E+01
 0.2282000E+01, 0.2177433E+01
 0.2284000E+01, 0.2179621E+01
 0.2286000E+01, 0.2181811E+01
 0.2288000E+01, 0.2184004E+01
 0.2290000E+01, 0.2186200E+01
 0.2292000E+01, 0.2188400E+01
 0.2294000E+01, 0.2190602E+01
 0.2296000E+01, 0.2192808E+01
 0.2298000E+01, 0.2195016E+01
 0.2300000E+01, 0.2197228E+01
 0.2302000E+01, 0.2199443E+01
 0.2304000E+01, 0.2201662E+01
 0.2306000E+01, 0.2203883E+01
 0.2308000E+01, 0.2206108E+01
 0.2310000E+01, 0.2208336E+01
 0.2312000E+01, 0.2210567E+01
 0.2314000E+01, 0.2212802E+01
 0.2316000E+01, 0.2215039E+01
 0.2318000E+01, 0.2217280E+01
 0.2320000E+01, 0.2219525E+01
 0.2322000E+01, 0.2221773E+01
 0.2324000E+01, 0.2224024E+01
 0.2326000E+01, 0.2226278E+01
 0.2328000E+01, 0.2228536E+01
 0.2330000E+01, 0.2230798E+01
 0.2332000E+01, 0.2233062E+01
 0.2334000E+01, 0.2235331E+01
 0.2336000E+01, 0.2237602E+01
 0.2338000E+01, 0.2239877E+01
 0.2340000E+01, 0.2242156E+01
 0.2342000E+01, 0.2244438E+01
 0.2344000E+01, 0.2246724E+01
 0.2346000E+01, 0.2249014E+01
 0.2348000E+01, 0.2251307E+01
 0.2350000E+01, 0.2253603E+01
 0.2352000E+01, 0.2255903E+01
 0.2354000E+01, 0.2258207E+01
 0.2356000E+01, 0.2260514E+01
 0.2358000E+01, 0.2262826E+01
 0.2360000E+01, 0.2265141E+01
 0.2362000E+01, 0.2267459E+01
 0.2364000E+01, 0.2269781E+01
 0.2366000E+01, 0.2272107E+01
 0.2368000E+01, 0.2274437E+01
 0.2370000E+01, 0.2276771E+01
 0.2372000E+01, 0.2279108E+01
 0.2374000E+01, 0.2281449E+01
 0.2376000E+01, 0.2283794E+01
 0.2378000E+01, 0.2286143E+01
 0.2380000E+01, 0.2288496E+01
 0.2382000E+01, 0.2290853E+01
 0.2384000E+01, 0.2293213E+01
 0.2386000E+01, 0.2295578E+01
 0.2388000E+01, 0.2297946E+01
 0.2390000E+01, 0.2300319E+01
 0.2392000E+01, 0.2302695E+01
 0.2394000E+01, 0.2305076E+01
 0.2396000E+01, 0.2307460E+01
 0.2398000E+01, 0.2309849E+01
 0.2400000E+01, 0.2312241E+01
 0.2402000E+01, 0.2314637E+01
 0.2404000E+01, 0.2317038E+01
 0.2406000E+01, 0.2319443E+01
 0.2408000E+01, 0.2321851E+01
 0.2410000E+01, 0.2324264E+01
 0.2412000E+01, 0.2326681E+01
 0.2414000E+01, 0.2329102E+01
 0.2416000E+01, 0.2331527E+01
 0.2418000E+01, 0.2333957E+01
 0.2420000E+01, 0.2336390E+01
 0.2422000E+01, 0.2338828E+01
 0.2424000E+01, 0.2341269E+01
 0.2426000E+01, 0.2343715E+01
 0.2428000E+01, 0.2346165E+01
 0.2430000E+01, 0.2348619E+01
 0.2432000E+01, 0.2351078E+01
 0.2434000E+01, 0.2353540E+01
 0.2436000E+01, 0.2356007E+01
 0.2438000E+01, 0.2358477E+01
 0.2440000E+01, 0.2360952E+01
 0.2442000E+01, 0.2363431E+01
 0.2444000E+01, 0.2365913E+01
 0.2446000E+01, 0.2368400E+01
 0.2448000E+01, 0.2370891E+01
 0.2450000E+01, 0.2373385E+01
 0.2452000E+01, 0.2375884E+01
 0.2454000E+01, 0.2378386E+01
 0.2456000E+01, 0.2380892E+01
 0.2458000E+01, 0.2383402E+01
 0.2460000E+01, 0.2385915E+01
 0.2462000E+01, 0.2388431E+01
 0.2464000E+01, 0.2390951E+01
 0.2466000E+01, 0.2393472E+01
 0.2468000E+01, 0.2395993E+01
 0.2470000E+01, 0.2398514E+01
 0.2472000E+01, 0.2401034E+01
 0.2474000E+01, 0.2403553E+01
 0.2476000E+01, 0.2406069E+01
 0.2478000E+01, 0.2408581E+01
 0.2480000E+01, 0.2411091E+01
 0.2482000E+01, 0.2413595E+01
 0.2484000E+01, 0.2416095E+01
 0.2486000E+01, 0.2418588E+01
 0.2488000E+01, 0.2421075E+01
 0.2490000E+01, 0.2423553E+01
 0.2492000E+01, 0.2426024E+01
 0.2494000E+01, 0.2428485E+01
 0.2496000E+01, 0.2430937E+01
 0.2498000E+01, 0.2433377E+01
 0.2500000E+01, 0.2435806E+01
 0.2502000E+01, 0.2438223E+01
 0.2504000E+01, 0.2440627E+01
 0.2506000E+01, 0.2443017E+01
 0.2508000E+01, 0.2445393E+01
 0.2510000E+01, 0.2447755E+01
 0.2512000E+01, 0.2450103E+01
 0.2514000E+01, 0.2452435E+01
 0.2516000E+01, 0.2454753E+01
 0.2518000E+01, 0.2457056E+01
 0.2520000E+01, 0.2459345E+01
 0.2522000E+01, 0.2461620E+01
 0.2524000E+01, 0.2463881E+01
 0.2526000E+01, 0.2466130E+01
 0.2528000E+01, 0.2468368E+01
 0.2530000E+01, 0.2470594E+01
 0.2532000E+01, 0.2472811E+01
 0.2534000E+01, 0.2475020E+01
 0.2536000E+01, 0.2477221E+01
 0.2538000E+01, 0.2479417E+01
 0.2540000E+01, 0.2481607E+01
 0.2542000E+01, 0.2483795E+01
 0.2544000E+01, 0.2485979E+01
 0.2546000E+01, 0.2488163E+01
 0.2548000E+01, 0.2490346E+01
 0.2550000E+01, 0.2492530E+01
 0.2552000E+01, 0.2494716E+01
 0.2554000E+01, 0.2496904E+01
 0.2556000E+01, 0.2499095E+01
 0.2558000E+01, 0.2501290E+01
 0.2560000E+01, 0.2503489E+01
 0.2562000E+01, 0.2505692E+01
 0.2564000E+01, 0.2507901E+01
 0.2566000E+01, 0.2510114E+01
 0.2568000E+01, 0.2512333E+01
 0.2570000E+01, 0.2514557E+01
 0.2572000E+01, 0.2516786E+01
 0.2574000E+01, 0.2519021E+01
 0.2576000E+01, 0.2521262E+01
 0.2578000E+01, 0.2523508E+01
 0.2580000E+01, 0.2525759E+01
 0.2582000E+01, 0.2528017E+01
 0.2584000E+01, 0.2530279E+01
 0.2586000E+01, 0.2532546E+01
 0.2588000E+01, 0.2534819E+01
 0.2590000E+01, 0.2537097E+01
 0.2592000E+01, 0.2539380E+01
 0.2594000E+01, 0.2541668E+01
 0.2596000E+01, 0.2543960E+01
 0.2598000E+01, 0.2546258E+01
 0.2600000E+01, 0.2548560E+01
 0.2602000E+01, 0.2550867E+01
 0.2604000E+01, 0.2553178E+01
 0.2606000E+01, 0.2555494E+01
 0.2608000E+01, 0.2557814E+01
 0.2610000E+01, 0.2560139E+01
 0.2612000E+01, 0.2562468E+01
 0.2614000E+01, 0.2564801E+01
 0.2616000E+01, 0.2567139E+01
 0.2618000E+01, 0.2569481E+01
 0.2620000E+01, 0.2571827E+01
 0.2622000E+01, 0.2574178E+01
 0.2624000E+01, 0.2576532E+01
 0.2626000E+01, 0.2578891E+01
 0.2628000E+01, 0.2581254E+01
 0.2630000E+01, 0.2583621E+01
 0.2632000E+01, 0.2585992E+01
 0.2634000E+01, 0.2588367E+01
 0.2636000E+01, 0.2590746E+01
 0.2638000E+01, 0.2593130E+01
 0.2640000E+01, 0.2595517E+01
 0.2642000E+01, 0.2597909E+01
 0.2644000E+01, 0.2600305E+01
 0.2646000E+01, 0.2602704E+01
 0.2648000E+01, 0.2605108E+01
 0.2650000E+01, 0.2607516E+01
 0.2652000E+01, 0.2609928E+01
 0.2654000E+01, 0.2612344E+01
 0.2656000E+01, 0.2614764E+01
 0.2658000E+01, 0.2617189E+01
 0.2660000E+01, 0.2619617E+01
 0.2662000E+01, 0.2622050E+01
 0.2664000E+01, 0.2624487E+01
 0.2666000E+01, 0.2626928E+01
 0.2668000E+01, 0.2629373E+01
 0.2670000E+01, 0.2631822E+01
 0.2672000E+01, 0.2634276E+01
 0.2674000E+01, 0.2636734E+01
 0.2676000E+01, 0.2639196E+01
 0.2678000E+01, 0.2641662E+01
 0.2680000E+01, 0.2644133E+01
 0.2682000E+01, 0.2646607E+01
 0.2684000E+01, 0.2649087E+01
 0.2686000E+01, 0.2651570E+01
 0.2688000E+01, 0.2654058E+01
 0.2690000E+01, 0.2656550E+01
 0.2692000E+01, 0.2659047E+01
 0.2694000E+01, 0.2661548E+01
 0.2696000E+01, 0.2664054E+01
 0.2698000E+01, 0.2666564E+01
 0.2700000E+01, 0.2669078E+01
 0.2702000E+01, 0.2671597E+01
 0.2704000E+01, 0.2674120E+01
 0.2706000E+01, 0.2676648E+01
 0.2708000E+01, 0.2679181E+01
 0.2710000E+01, 0.2681718E+01
 0.2712000E+01, 0.2684260E+01
 0.2714000E+01, 0.2686806E+01
 0.2716000E+01, 0.2689357E+01
 0.2718000E+01, 0.2691912E+01
 0.2720000E+01, 0.2694473E+01
 0.2722000E+01, 0.2697037E+01
 0.2724000E+01, 0.2699607E+01
 0.2726000E+01, 0.2702181E+01
 0.2728000E+01, 0.2704760E+01
 0.2730000E+01, 0.2707344E+01
 0.2732000E+01, 0.2709932E+01
 0.2734000E+01, 0.2712526E+01
 0.2736000E+01, 0.2715123E+01
 0.2738000E+01, 0.2717726E+01
 0.2740000E+01, 0.2720334E+01
 0.2742000E+01, 0.2722946E+01
 0.2744000E+01, 0.2725563E+01
 0.2746000E+01, 0.2728185E+01
 0.2748000E+01, 0.2730812E+01
 0.2750000E+01, 0.2733443E+01
 0.2752000E+01, 0.2736080E+01
 0.2754000E+01, 0.2738721E+01
 0.2756000E+01, 0.2741367E+01
 0.2758000E+01, 0.2744018E+01
 0.2760000E+01, 0.2746673E+01
 0.2762000E+01, 0.2749333E+01
 0.2764000E+01, 0.2751998E+01
 0.2766000E+01, 0.2754667E+01
 0.2768000E+01, 0.2757341E+01
 0.2770000E+01, 0.2760018E+01
 0.2772000E+01, 0.2762697E+01
 0.2774000E+01, 0.2765378E+01
 0.2776000E+01, 0.2768059E+01
 0.2778000E+01, 0.2770741E+01
 0.2780000E+01, 0.2773422E+01
 0.2782000E+01, 0.2776102E+01
 0.2784000E+01, 0.2778780E+01
