@QF  vs t@
X,QF
 0.2786000E+01, 0.2781456E+01
 0.2788000E+01, 0.2784130E+01
 0.2790000E+01, 0.2786800E+01
 0.2792000E+01, 0.2789466E+01
 0.2794000E+01, 0.2792128E+01
 0.2796000E+01, 0.2794786E+01
 0.2798000E+01, 0.2797438E+01
 0.2800000E+01, 0.2800086E+01
 0.2802000E+01, 0.2802729E+01
 0.2804000E+01, 0.2805366E+01
 0.2806000E+01, 0.2807999E+01
 0.2808000E+01, 0.2810627E+01
 0.2810000E+01, 0.2813252E+01
 0.2812000E+01, 0.2815872E+01
 0.2814000E+01, 0.2818490E+01
 0.2816000E+01, 0.2821106E+01
 0.2818000E+01, 0.2823720E+01
 0.2820000E+01, 0.2826335E+01
 0.2822000E+01, 0.2828949E+01
 0.2824000E+01, 0.2831565E+01
 0.2826000E+01, 0.2834183E+01
 0.2828000E+01, 0.2836804E+01
 0.2830000E+01, 0.2839429E+01
 0.2832000E+01, 0.2842058E+01
 0.2834000E+01, 0.2844693E+01
 0.2836000E+01, 0.2847332E+01
 0.2838000E+01, 0.2849978E+01
 0.2840000E+01, 0.2852629E+01
 0.2842000E+01, 0.2855287E+01
 0.2844000E+01, 0.2857951E+01
 0.2846000E+01, 0.2860621E+01
 0.2848000E+01, 0.2863298E+01
 0.2850000E+01, 0.2865982E+01
 0.2852000E+01, 0.2868671E+01
 0.2854000E+01, 0.2871367E+01
 0.2856000E+01, 0.2874069E+01
 0.2858000E+01, 0.2876777E+01
 0.2860000E+01, 0.2879490E+01
 0.2862000E+01, 0.2882210E+01
 0.2864000E+01, 0.2884935E+01
 0.2866000E+01, 0.2887665E+01
 0.2868000E+01, 0.2890401E+01
 0.2870000E+01, 0.2893142E+01
 0.2872000E+01, 0.2895887E+01
 0.2874000E+01, 0.2898638E+01
 0.2876000E+01, 0.2901394E+01
 0.2878000E+01, 0.2904155E+01
 0.2880000E+01, 0.2906920E+01
 0.2882000E+01, 0.2909690E+01
 0.2884000E+01, 0.2912465E+01
 0.2886000E+01, 0.2915244E+01
 0.2888000E+01, 0.2918028E+01
 0.2890000E+01, 0.2920816E+01
 0.2892000E+01, 0.2923609E+01
 0.2894000E+01, 0.2926406E+01
 0.2896000E+01, 0.2929207E+01
 0.2898000E+01, 0.2932013E+01
 0.2900000E+01, 0.2934823E+01
 0.2902000E+01, 0.2937637E+01
 0.2904000E+01, 0.2940456E+01
 0.2906000E+01, 0.2943278E+01
 0.2908000E+01, 0.2946105E+01
 0.2910000E+01, 0.2948936E+01
 0.2912000E+01, 0.2951772E+01
 0.2914000E+01, 0.2954612E+01
 0.2916000E+01, 0.2957455E+01
 0.2918000E+01, 0.2960303E+01
 0.2920000E+01, 0.2963155E+01
 0.2922000E+01, 0.2966011E+01
 0.2924000E+01, 0.2968872E+01
 0.2926000E+01, 0.2971736E+01
 0.2928000E+01, 0.2974604E+01
 0.2930000E+01, 0.2977477E+01
 0.2932000E+01, 0.2980354E+01
 0.2934000E+01, 0.2983235E+01
 0.2936000E+01, 0.2986120E+01
 0.2938000E+01, 0.2989009E+01
 0.2940000E+01, 0.2991902E+01
 0.2942000E+01, 0.2994800E+01
 0.2944000E+01, 0.2997701E+01
 0.2946000E+01, 0.3000607E+01
 0.2948000E+01, 0.3003517E+01
 0.2950000E+01, 0.3006431E+01
 0.2952000E+01, 0.3009349E+01
 0.2954000E+01, 0.3012271E+01
 0.2956000E+01, 0.3015198E+01
 0.2958000E+01, 0.3018129E+01
 0.2960000E+01, 0.3021063E+01
 0.2962000E+01, 0.3024003E+01
 0.2964000E+01, 0.3026946E+01
 0.2966000E+01, 0.3029893E+01
 0.2968000E+01, 0.3032845E+01
 0.2970000E+01, 0.3035801E+01
 0.2972000E+01, 0.3038761E+01
 0.2974000E+01, 0.3041725E+01
 0.2976000E+01, 0.3044694E+01
 0.2978000E+01, 0.3047667E+01
 0.2980000E+01, 0.3050644E+01
 0.2982000E+01, 0.3053626E+01
 0.2984000E+01, 0.3056612E+01
 0.2986000E+01, 0.3059602E+01
 0.2988000E+01, 0.3062596E+01
 0.2990000E+01, 0.3065595E+01
 0.2992000E+01, 0.3068598E+01
 0.2994000E+01, 0.3071606E+01
 0.2996000E+01, 0.3074618E+01
 0.2998000E+01, 0.3077635E+01
 0.3000000E+01, 0.3080656E+01
 0.3002000E+01, 0.3083681E+01
 0.3004000E+01, 0.3086711E+01
 0.3006000E+01, 0.3089745E+01
 0.3008000E+01, 0.3092784E+01
 0.3010000E+01, 0.3095827E+01
 0.3012000E+01, 0.3098875E+01
 0.3014000E+01, 0.3101928E+01
 0.3016000E+01, 0.3104985E+01
 0.3018000E+01, 0.3108046E+01
 0.3020000E+01, 0.3111112E+01
 0.3022000E+01, 0.3114183E+01
 0.3024000E+01, 0.3117259E+01
 0.3026000E+01, 0.3120338E+01
 0.3028000E+01, 0.3123423E+01
 0.3030000E+01, 0.3126513E+01
 0.3032000E+01, 0.3129607E+01
 0.3034000E+01, 0.3132705E+01
 0.3036000E+01, 0.3135809E+01
 0.3038000E+01, 0.3138917E+01
 0.3040000E+01, 0.3142030E+01
 0.3042000E+01, 0.3145148E+01
 0.3044000E+01, 0.3148270E+01
 0.3046000E+01, 0.3151398E+01
 0.3048000E+01, 0.3154530E+01
 0.3050000E+01, 0.3157667E+01
 0.3052000E+01, 0.3160809E+01
 0.3054000E+01, 0.3163955E+01
 0.3056000E+01, 0.3167106E+01
 0.3058000E+01, 0.3170263E+01
 0.3060000E+01, 0.3173424E+01
 0.3062000E+01, 0.3176589E+01
 0.3064000E+01, 0.3179760E+01
 0.3066000E+01, 0.3182935E+01
 0.3068000E+01, 0.3186116E+01
 0.3070000E+01, 0.3189300E+01
 0.3072000E+01, 0.3192487E+01
 0.3074000E+01, 0.3195678E+01
 0.3076000E+01, 0.3198872E+01
 0.3078000E+01, 0.3202068E+01
 0.3080000E+01, 0.3205266E+01
 0.3082000E+01, 0.3208467E+01
 0.3084000E+01, 0.3211669E+01
 0.3086000E+01, 0.3214874E+01
 0.3088000E+01, 0.3218079E+01
 0.3090000E+01, 0.3221286E+01
 0.3092000E+01, 0.3224494E+01
 0.3094000E+01, 0.3227703E+01
 0.3096000E+01, 0.3230913E+01
 0.3098000E+01, 0.3234124E+01
 0.3100000E+01, 0.3237337E+01
 0.3102000E+01, 0.3240550E+01
 0.3104000E+01, 0.3243765E+01
 0.3106000E+01, 0.3246981E+01
 0.3108000E+01, 0.3250199E+01
 0.3110000E+01, 0.3253418E+01
 0.3112000E+01, 0.3256640E+01
 0.3114000E+01, 0.3259864E+01
 0.3116000E+01, 0.3263090E+01
 0.3118000E+01, 0.3266320E+01
 0.3120000E+01, 0.3269553E+01
 0.3122000E+01, 0.3272789E+01
 0.3124000E+01, 0.3276029E+01
 0.3126000E+01, 0.3279274E+01
 0.3128000E+01, 0.3282522E+01
 0.3130000E+01, 0.3285775E+01
 0.3132000E+01, 0.3289033E+01
 0.3134000E+01, 0.3292295E+01
 0.3136000E+01, 0.3295563E+01
 0.3138000E+01, 0.3298836E+01
 0.3140000E+01, 0.3302114E+01
 0.3142000E+01, 0.3305397E+01
 0.3144000E+01, 0.3308686E+01
 0.3146000E+01, 0.3311980E+01
 0.3148000E+01, 0.3315279E+01
 0.3150000E+01, 0.3318584E+01
 0.3152000E+01, 0.3321894E+01
 0.3154000E+01, 0.3325209E+01
 0.3156000E+01, 0.3328530E+01
 0.3158000E+01, 0.3331857E+01
 0.3160000E+01, 0.3335188E+01
 0.3162000E+01, 0.3338525E+01
 0.3164000E+01, 0.3341867E+01
 0.3166000E+01, 0.3345215E+01
 0.3168000E+01, 0.3348567E+01
 0.3170000E+01, 0.3351925E+01
 0.3172000E+01, 0.3355288E+01
 0.3174000E+01, 0.3358656E+01
 0.3176000E+01, 0.3362029E+01
 0.3178000E+01, 0.3365407E+01
 0.3180000E+01, 0.3368790E+01
 0.3182000E+01, 0.3372178E+01
 0.3184000E+01, 0.3375571E+01
 0.3186000E+01, 0.3378968E+01
 0.3188000E+01, 0.3382371E+01
 0.3190000E+01, 0.3385779E+01
 0.3192000E+01, 0.3389192E+01
 0.3194000E+01, 0.3392609E+01
 0.3196000E+01, 0.3396031E+01
 0.3198000E+01, 0.3399458E+01
 0.3200000E+01, 0.3402890E+01
 0.3202000E+01, 0.3406327E+01
 0.3204000E+01, 0.3409768E+01
 0.3206000E+01, 0.3413214E+01
 0.3208000E+01, 0.3416665E+01
 0.3210000E+01, 0.3420120E+01
 0.3212000E+01, 0.3423581E+01
 0.3214000E+01, 0.3427046E+01
 0.3216000E+01, 0.3430515E+01
 0.3218000E+01, 0.3433990E+01
 0.3220000E+01, 0.3437469E+01
 0.3222000E+01, 0.3440953E+01
 0.3224000E+01, 0.3444441E+01
 0.3226000E+01, 0.3447934E+01
 0.3228000E+01, 0.3451432E+01
 0.3230000E+01, 0.3454935E+01
 0.3232000E+01, 0.3458442E+01
 0.3234000E+01, 0.3461954E+01
 0.3236000E+01, 0.3465471E+01
 0.3238000E+01, 0.3468992E+01
 0.3240000E+01, 0.3472518E+01
 0.3242000E+01, 0.3476049E+01
 0.3244000E+01, 0.3479584E+01
 0.3246000E+01, 0.3483124E+01
 0.3248000E+01, 0.3486669E+01
 0.3250000E+01, 0.3490218E+01
 0.3252000E+01, 0.3493772E+01
 0.3254000E+01, 0.3497331E+01
 0.3256000E+01, 0.3500895E+01
 0.3258000E+01, 0.3504463E+01
 0.3260000E+01, 0.3508036E+01
 0.3262000E+01, 0.3511614E+01
 0.3264000E+01, 0.3515196E+01
 0.3266000E+01, 0.3518784E+01
 0.3268000E+01, 0.3522376E+01
 0.3270000E+01, 0.3525972E+01
 0.3272000E+01, 0.3529574E+01
 0.3274000E+01, 0.3533180E+01
 0.3276000E+01, 0.3536791E+01
 0.3278000E+01, 0.3540407E+01
 0.3280000E+01, 0.3544028E+01
 0.3282000E+01, 0.3547653E+01
 0.3284000E+01, 0.3551284E+01
 0.3286000E+01, 0.3554919E+01
 0.3288000E+01, 0.3558559E+01
 0.3290000E+01, 0.3562204E+01
 0.3292000E+01, 0.3565854E+01
 0.3294000E+01, 0.3569508E+01
 0.3296000E+01, 0.3573168E+01
 0.3298000E+01, 0.3576832E+01
 0.3300000E+01, 0.3580502E+01
 0.3302000E+01, 0.3584176E+01
 0.3304000E+01, 0.3587855E+01
 0.3306000E+01, 0.3591540E+01
 0.3308000E+01, 0.3595229E+01
 0.3310000E+01, 0.3598923E+01
 0.3312000E+01, 0.3602623E+01
 0.3314000E+01, 0.3606327E+01
 0.3316000E+01, 0.3610036E+01
 0.3318000E+01, 0.3613751E+01
 0.3320000E+01, 0.3617470E+01
 0.3322000E+01, 0.3621195E+01
 0.3324000E+01, 0.3624924E+01
 0.3326000E+01, 0.3628659E+01
 0.3328000E+01, 0.3632399E+01
 0.3330000E+01, 0.3636144E+01
 0.3332000E+01, 0.3639894E+01
 0.3334000E+01, 0.3643650E+01
 0.3336000E+01, 0.3647411E+01
 0.3338000E+01, 0.3651176E+01
 0.3340000E+01, 0.3654948E+01
 0.3342000E+01, 0.3658724E+01
 0.3344000E+01, 0.3662505E+01
 0.3346000E+01, 0.3666292E+01
 0.3348000E+01, 0.3670084E+01
 0.3350000E+01, 0.3673882E+01
 0.3352000E+01, 0.3677684E+01
 0.3354000E+01, 0.3681492E+01
 0.3356000E+01, 0.3685305E+01
 0.3358000E+01, 0.3689124E+01
 0.3360000E+01, 0.3692948E+01
 0.3362000E+01, 0.3696777E+01
 0.3364000E+01, 0.3700612E+01
 0.3366000E+01, 0.3704451E+01
 0.3368000E+01, 0.3708295E+01
 0.3370000E+01, 0.3712143E+01
 0.3372000E+01, 0.3715995E+01
 0.3374000E+01, 0.3719850E+01
 0.3376000E+01, 0.3723710E+01
 0.3378000E+01, 0.3727573E+01
 0.3380000E+01, 0.3731439E+01
 0.3382000E+01, 0.3735308E+01
 0.3384000E+01, 0.3739181E+01
 0.3386000E+01, 0.3743056E+01
 0.3388000E+01, 0.3746935E+01
 0.3390000E+01, 0.3750817E+01
 0.3392000E+01, 0.3754701E+01
 0.3394000E+01, 0.3758589E+01
 0.3396000E+01, 0.3762480E+01
 0.3398000E+01, 0.3766375E+01
 0.3400000E+01, 0.3770273E+01
 0.3402000E+01, 0.3774174E+01
 0.3404000E+01, 0.3778080E+01
 0.3406000E+01, 0.3781989E+01
 0.3408000E+01, 0.3785902E+01
 0.3410000E+01, 0.3789820E+01
 0.3412000E+01, 0.3793743E+01
 0.3414000E+01, 0.3797670E+01
 0.3416000E+01, 0.3801602E+01
 0.3418000E+01, 0.3805539E+01
 0.3420000E+01, 0.3809481E+01
 0.3422000E+01, 0.3813429E+01
 0.3424000E+01, 0.3817382E+01
 0.3426000E+01, 0.3821340E+01
 0.3428000E+01, 0.3825304E+01
 0.3430000E+01, 0.3829274E+01
 0.3432000E+01, 0.3833249E+01
 0.3434000E+01, 0.3837230E+01
 0.3436000E+01, 0.3841216E+01
 0.3438000E+01, 0.3845209E+01
 0.3440000E+01, 0.3849207E+01
 0.3442000E+01, 0.3853210E+01
 0.3444000E+01, 0.3857220E+01
 0.3446000E+01, 0.3861235E+01
 0.3448000E+01, 0.3865256E+01
 0.3450000E+01, 0.3869282E+01
 0.3452000E+01, 0.3873315E+01
 0.3454000E+01, 0.3877352E+01
 0.3456000E+01, 0.3881396E+01
 0.3458000E+01, 0.3885445E+01
 0.3460000E+01, 0.3889500E+01
 0.3462000E+01, 0.3893560E+01
 0.3464000E+01, 0.3897626E+01
 0.3466000E+01, 0.3901697E+01
 0.3468000E+01, 0.3905774E+01
 0.3470000E+01, 0.3909857E+01
 0.3472000E+01, 0.3913945E+01
 0.3474000E+01, 0.3918038E+01
 0.3476000E+01, 0.3922137E+01
 0.3478000E+01, 0.3926242E+01
 0.3480000E+01, 0.3930352E+01
 0.3482000E+01, 0.3934467E+01
 0.3484000E+01, 0.3938588E+01
 0.3486000E+01, 0.3942714E+01
 0.3488000E+01, 0.3946846E+01
 0.3490000E+01, 0.3950983E+01
 0.3492000E+01, 0.3955126E+01
 0.3494000E+01, 0.3959274E+01
 0.3496000E+01, 0.3963427E+01
 0.3498000E+01, 0.3967586E+01
 0.3500000E+01, 0.3971750E+01
 0.3500000E+01, 0.3971750E+01
 0.3502000E+01, 0.3975920E+01
 0.3504000E+01, 0.3980095E+01
 0.3506000E+01, 0.3984276E+01
 0.3508000E+01, 0.3988462E+01
 0.3510000E+01, 0.3992653E+01
 0.3512000E+01, 0.3996850E+01
 0.3514000E+01, 0.4001052E+01
 0.3516000E+01, 0.4005260E+01
 0.3518000E+01, 0.4009472E+01
 0.3520000E+01, 0.4013690E+01
 0.3522000E+01, 0.4017914E+01
 0.3524000E+01, 0.4022143E+01
 0.3526000E+01, 0.4026378E+01
 0.3528000E+01, 0.4030618E+01
 0.3530000E+01, 0.4034863E+01
 0.3532000E+01, 0.4039114E+01
 0.3534000E+01, 0.4043370E+01
 0.3536000E+01, 0.4047632E+01
 0.3538000E+01, 0.4051899E+01
 0.3540000E+01, 0.4056171E+01
 0.3542000E+01, 0.4060450E+01
 0.3544000E+01, 0.4064733E+01
 0.3546000E+01, 0.4069022E+01
 0.3548000E+01, 0.4073316E+01
 0.3550000E+01, 0.4077616E+01
 0.3552000E+01, 0.4081921E+01
 0.3554000E+01, 0.4086232E+01
 0.3556000E+01, 0.4090549E+01
 0.3558000E+01, 0.4094870E+01
 0.3560000E+01, 0.4099198E+01
 0.3562000E+01, 0.4103530E+01
 0.3564000E+01, 0.4107869E+01
 0.3566000E+01, 0.4112213E+01
 0.3568000E+01, 0.4116562E+01
 0.3570000E+01, 0.4120918E+01
 0.3572000E+01, 0.4125278E+01
 0.3574000E+01, 0.4129645E+01
 0.3576000E+01, 0.4134017E+01
 0.3578000E+01, 0.4138394E+01
 0.3580000E+01, 0.4142777E+01
 0.3582000E+01, 0.4147166E+01
 0.3584000E+01, 0.4151560E+01
 0.3586000E+01, 0.4155961E+01
 0.3588000E+01, 0.4160367E+01
 0.3590000E+01, 0.4164778E+01
 0.3592000E+01, 0.4169195E+01
 0.3594000E+01, 0.4173618E+01
 0.3596000E+01, 0.4178047E+01
 0.3598000E+01, 0.4182481E+01
 0.3600000E+01, 0.4186922E+01
 0.3602000E+01, 0.4191368E+01
 0.3604000E+01, 0.4195819E+01
 0.3606000E+01, 0.4200277E+01
 0.3608000E+01, 0.4204740E+01
 0.3610000E+01, 0.4209209E+01
 0.3612000E+01, 0.4213684E+01
 0.3614000E+01, 0.4218165E+01
 0.3616000E+01, 0.4222651E+01
 0.3618000E+01, 0.4227144E+01
 0.3620000E+01, 0.4231641E+01
 0.3622000E+01, 0.4236144E+01
 0.3624000E+01, 0.4240652E+01
 0.3626000E+01, 0.4245164E+01
 0.3628000E+01, 0.4249681E+01
 0.3630000E+01, 0.4254204E+01
 0.3632000E+01, 0.4258730E+01
 0.3634000E+01, 0.4263262E+01
 0.3636000E+01, 0.4267798E+01
 0.3638000E+01, 0.4272339E+01
 0.3640000E+01, 0.4276884E+01
 0.3642000E+01, 0.4281434E+01
 0.3644000E+01, 0.4285988E+01
 0.3646000E+01, 0.4290547E+01
 0.3648000E+01, 0.4295110E+01
 0.3650000E+01, 0.4299679E+01
 0.3652000E+01, 0.4304252E+01
 0.3654000E+01, 0.4308830E+01
 0.3656000E+01, 0.4313413E+01
 0.3658000E+01, 0.4318001E+01
 0.3660000E+01, 0.4322594E+01
 0.3662000E+01, 0.4327193E+01
 0.3664000E+01, 0.4331797E+01
 0.3666000E+01, 0.4336406E+01
 0.3668000E+01, 0.4341021E+01
 0.3670000E+01, 0.4345641E+01
 0.3672000E+01, 0.4350266E+01
 0.3674000E+01, 0.4354898E+01
 0.3676000E+01, 0.4359536E+01
 0.3678000E+01, 0.4364179E+01
 0.3680000E+01, 0.4368827E+01
 0.3682000E+01, 0.4373482E+01
 0.3684000E+01, 0.4378143E+01
 0.3686000E+01, 0.4382809E+01
 0.3688000E+01, 0.4387482E+01
 0.3690000E+01, 0.4392160E+01
 0.3692000E+01, 0.4396844E+01
 0.3694000E+01, 0.4401535E+01
 0.3696000E+01, 0.4406230E+01
 0.3698000E+01, 0.4410933E+01
 0.3700000E+01, 0.4415641E+01
 0.3702000E+01, 0.4420355E+01
 0.3704000E+01, 0.4425075E+01
 0.3706000E+01, 0.4429801E+01
 0.3708000E+01, 0.4434533E+01
 0.3710000E+01, 0.4439271E+01
 0.3712000E+01, 0.4444015E+01
 0.3714000E+01, 0.4448765E+01
 0.3716000E+01, 0.4453521E+01
 0.3718000E+01, 0.4458282E+01
 0.3720000E+01, 0.4463050E+01
 0.3722000E+01, 0.4467824E+01
 0.3724000E+01, 0.4472604E+01
 0.3726000E+01, 0.4477390E+01
 0.3728000E+01, 0.4482182E+01
 0.3730000E+01, 0.4486979E+01
 0.3732000E+01, 0.4491783E+01
 0.3734000E+01, 0.4496592E+01
 0.3736000E+01, 0.4501408E+01
 0.3738000E+01, 0.4506229E+01
 0.3740000E+01, 0.4511056E+01
 0.3742000E+01, 0.4515890E+01
 0.3744000E+01, 0.4520730E+01
 0.3746000E+01, 0.4525575E+01
 0.3748000E+01, 0.4530426E+01
 0.3750000E+01, 0.4535284E+01
 0.3752000E+01, 0.4540147E+01
 0.3754000E+01, 0.4545016E+01
 0.3756000E+01, 0.4549891E+01
 0.3758000E+01, 0.4554772E+01
 0.3760000E+01, 0.4559659E+01
 0.3762000E+01, 0.4564553E+01
 0.3764000E+01, 0.4569452E+01
 0.3766000E+01, 0.4574357E+01
 0.3768000E+01, 0.4579268E+01
 0.3770000E+01, 0.4584185E+01
 0.3772000E+01, 0.4589108E+01
 0.3774000E+01, 0.4594037E+01
 0.3776000E+01, 0.4598972E+01
 0.3778000E+01, 0.4603914E+01
 0.3780000E+01, 0.4608861E+01
 0.3782000E+01, 0.4613814E+01
 0.3784000E+01, 0.4618773E+01
 0.3786000E+01, 0.4623738E+01
 0.3788000E+01, 0.4628710E+01
 0.3790000E+01, 0.4633687E+01
 0.3792000E+01, 0.4638671E+01
 0.3794000E+01, 0.4643661E+01
 0.3796000E+01, 0.4648656E+01
 0.3798000E+01, 0.4653658E+01
 0.3800000E+01, 0.4658666E+01
 0.3802000E+01, 0.4663680E+01
 0.3804000E+01, 0.4668700E+01
 0.3806000E+01, 0.4673726E+01
 0.3808000E+01, 0.4678758E+01
 0.3810000E+01, 0.4683796E+01
 0.3812000E+01, 0.4688841E+01
 0.3814000E+01, 0.4693892E+01
 0.3816000E+01, 0.4698949E+01
 0.3818000E+01, 0.4704012E+01
 0.3820000E+01, 0.4709081E+01
 0.3822000E+01, 0.4714157E+01
 0.3824000E+01, 0.4719238E+01
 0.3826000E+01, 0.4724326E+01
 0.3828000E+01, 0.4729420E+01
 0.3830000E+01, 0.4734520E+01
 0.3832000E+01, 0.4739626E+01
 0.3834000E+01, 0.4744738E+01
 0.3836000E+01, 0.4749856E+01
 0.3838000E+01, 0.4754979E+01
 0.3840000E+01, 0.4760108E+01
 0.3842000E+01, 0.4765242E+01
 0.3844000E+01, 0.4770382E+01
 0.3846000E+01, 0.4775528E+01
 0.3848000E+01, 0.4780679E+01
 0.3850000E+01, 0.4785836E+01
 0.3852000E+01, 0.4790998E+01
 0.3854000E+01, 0.4796166E+01
 0.3856000E+01, 0.4801339E+01
 0.3858000E+01, 0.4806518E+01
 0.3860000E+01, 0.4811703E+01
 0.3862000E+01, 0.4816893E+01
 0.3864000E+01, 0.4822089E+01
 0.3866000E+01, 0.4827290E+01
 0.3868000E+01, 0.4832497E+01
 0.3870000E+01, 0.4837710E+01
 0.3872000E+01, 0.4842929E+01
 0.3874000E+01, 0.4848153E+01
 0.3876000E+01, 0.4853384E+01
 0.3878000E+01, 0.4858620E+01
 0.3880000E+01, 0.4863862E+01
 0.3882000E+01, 0.4869110E+01
 0.3884000E+01, 0.4874364E+01
 0.3886000E+01, 0.4879624E+01
 0.3888000E+01, 0.4884890E+01
 0.3890000E+01, 0.4890162E+01
 0.3892000E+01, 0.4895440E+01
 0.3894000E+01, 0.4900724E+01
 0.3896000E+01, 0.4906014E+01
 0.3898000E+01, 0.4911310E+01
 0.3900000E+01, 0.4916613E+01
 0.3902000E+01, 0.4921921E+01
 0.3904000E+01, 0.4927236E+01
 0.3906000E+01, 0.4932557E+01
 0.3908000E+01, 0.4937884E+01
 0.3910000E+01, 0.4943217E+01
 0.3912000E+01, 0.4948556E+01
 0.3914000E+01, 0.4953901E+01
 0.3916000E+01, 0.4959253E+01
 0.3918000E+01, 0.4964611E+01
 0.3920000E+01, 0.4969975E+01
 0.3922000E+01, 0.4975346E+01
 0.3924000E+01, 0.4980722E+01
 0.3926000E+01, 0.4986104E+01
 0.3928000E+01, 0.4991494E+01
 0.3930000E+01, 0.4996889E+01
 0.3932000E+01, 0.5002290E+01
 0.3934000E+01, 0.5007698E+01
 0.3936000E+01, 0.5013112E+01
 0.3938000E+01, 0.5018532E+01
 0.3940000E+01, 0.5023959E+01
 0.3942000E+01, 0.5029391E+01
 0.3944000E+01, 0.5034830E+01
 0.3946000E+01, 0.5040276E+01
 0.3948000E+01, 0.5045727E+01
 0.3950000E+01, 0.5051185E+01
 0.3952000E+01, 0.5056649E+01
 0.3954000E+01, 0.5062119E+01
 0.3956000E+01, 0.5067596E+01
 0.3958000E+01, 0.5073080E+01
 0.3960000E+01, 0.5078569E+01
 0.3962000E+01, 0.5084064E+01
 0.3964000E+01, 0.5089567E+01
 0.3966000E+01, 0.5095075E+01
 0.3968000E+01, 0.5100590E+01
 0.3970000E+01, 0.5106111E+01
 0.3972000E+01, 0.5111638E+01
 0.3974000E+01, 0.5117172E+01
 0.3976000E+01, 0.5122712E+01
 0.3978000E+01, 0.5128259E+01
 0.3980000E+01, 0.5133811E+01
 0.3982000E+01, 0.5139371E+01
 0.3984000E+01, 0.5144937E+01
 0.3986000E+01, 0.5150509E+01
 0.3988000E+01, 0.5156087E+01
 0.3990000E+01, 0.5161672E+01
 0.3992000E+01, 0.5167264E+01
 0.3994000E+01, 0.5172862E+01
 0.3996000E+01, 0.5178466E+01
 0.3998000E+01, 0.5184076E+01
 0.4000000E+01, 0.5189693E+01
 0.4002000E+01, 0.5195317E+01
 0.4004000E+01, 0.5200947E+01
 0.4006000E+01, 0.5206583E+01
 0.4008000E+01, 0.5212226E+01
 0.4010000E+01, 0.5217876E+01
 0.4012000E+01, 0.5223532E+01
 0.4014000E+01, 0.5229194E+01
 0.4016000E+01, 0.5234862E+01
 0.4018000E+01, 0.5240537E+01
 0.4020000E+01, 0.5246218E+01
 0.4022000E+01, 0.5251905E+01
 0.4024000E+01, 0.5257598E+01
 0.4026000E+01, 0.5263298E+01
 0.4028000E+01, 0.5269004E+01
 0.4030000E+01, 0.5274716E+01
 0.4032000E+01, 0.5280434E+01
 0.4034000E+01, 0.5286159E+01
 0.4036000E+01, 0.5291889E+01
 0.4038000E+01, 0.5297626E+01
 0.4040000E+01, 0.5303369E+01
 0.4042000E+01, 0.5309118E+01
 0.4044000E+01, 0.5314873E+01
 0.4046000E+01, 0.5320635E+01
 0.4048000E+01, 0.5326402E+01
 0.4050000E+01, 0.5332176E+01
 0.4052000E+01, 0.5337956E+01
 0.4054000E+01, 0.5343742E+01
 0.4056000E+01, 0.5349535E+01
 0.4058000E+01, 0.5355333E+01
 0.4060000E+01, 0.5361138E+01
 0.4062000E+01, 0.5366950E+01
 0.4064000E+01, 0.5372766E+01
 0.4066000E+01, 0.5378590E+01
 0.4068000E+01, 0.5384420E+01
 0.4070000E+01, 0.5390256E+01
 0.4072000E+01, 0.5396099E+01
 0.4074000E+01, 0.5401947E+01
 0.4076000E+01, 0.5407803E+01
 0.4078000E+01, 0.5413664E+01
 0.4080000E+01, 0.5419532E+01
 0.4082000E+01, 0.5425406E+01
 0.4084000E+01, 0.5431286E+01
 0.4086000E+01, 0.5437173E+01
 0.4088000E+01, 0.5443067E+01
 0.4090000E+01, 0.5448966E+01
 0.4092000E+01, 0.5454872E+01
 0.4094000E+01, 0.5460784E+01
 0.4096000E+01, 0.5466702E+01
 0.4098000E+01, 0.5472628E+01
 0.4100000E+01, 0.5478559E+01
 0.4102000E+01, 0.5484497E+01
 0.4104000E+01, 0.5490441E+01
 0.4106000E+01, 0.5496392E+01
 0.4108000E+01, 0.5502349E+01
 0.4110000E+01, 0.5508312E+01
 0.4112000E+01, 0.5514282E+01
 0.4114000E+01, 0.5520259E+01
 0.4116000E+01, 0.5526242E+01
 0.4118000E+01, 0.5532231E+01
 0.4120000E+01, 0.5538227E+01
 0.4122000E+01, 0.5544229E+01
 0.4124000E+01, 0.5550238E+01
 0.4126000E+01, 0.5556253E+01
 0.4128000E+01, 0.5562274E+01
 0.4130000E+01, 0.5568303E+01
 0.4132000E+01, 0.5574337E+01
 0.4134000E+01, 0.5580379E+01
 0.4136000E+01, 0.5586426E+01
 0.4138000E+01, 0.5592481E+01
 0.4140000E+01, 0.5598541E+01
 0.4142000E+01, 0.5604609E+01
 0.4144000E+01, 0.5610682E+01
 0.4146000E+01, 0.5616763E+01
 0.4148000E+01, 0.5622849E+01
 0.4150000E+01, 0.5628943E+01
 0.4152000E+01, 0.5635043E+01
 0.4154000E+01, 0.5641150E+01
 0.4156000E+01, 0.5647263E+01
 0.4158000E+01, 0.5653383E+01
 0.4160000E+01, 0.5659509E+01
 0.4162000E+01, 0.5665642E+01
 0.4164000E+01, 0.5671782E+01
 0.4166000E+01, 0.5677928E+01
 0.4168000E+01, 0.5684081E+01
 0.4170000E+01, 0.5690240E+01
 0.4172000E+01, 0.5696406E+01
 0.4174000E+01, 0.5702579E+01
 0.4176000E+01, 0.5708758E+01
 0.4178000E+01, 0.5714943E+01
 0.4180000E+01, 0.5721136E+01
