@AJNB+AJRF [MA/m^2]  vs r@
X,AJNB+AJRF_1,AJNB+AJRF_2,AJNB+AJRF_3,AJNB+AJRF_4,AJNB+AJRF_5,AJNB+AJRF_6,AJNB+AJRF_7,AJNB+AJRF_8,AJNB+AJRF_9,AJNB+AJRF_10,AJNB+AJRF_11,AJNB+AJRF_12,AJNB+AJRF_13,AJNB+AJRF_14,AJNB+AJRF_15,AJNB+AJRF_16,AJNB+AJRF_17,AJNB+AJRF_18,AJNB+AJRF_19,AJNB+AJRF_20,AJNB+AJRF_21,AJNB+AJRF_22,AJNB+AJRF_23,AJNB+AJRF_24,AJNB+AJRF_25,AJNB+AJRF_26,AJNB+AJRF_27,AJNB+AJRF_28,AJNB+AJRF_29,AJNB+AJRF_30,AJNB+AJRF_31,AJNB+AJRF_32,AJNB+AJRF_33,AJNB+AJRF_34,AJNB+AJRF_35,AJNB+AJRF_36,AJNB+AJRF_37,AJNB+AJRF_38,AJNB+AJRF_39,AJNB+AJRF_40,AJNB+AJRF_41,AJNB+AJRF_42,AJNB+AJRF_43,AJNB+AJRF_44,AJNB+AJRF_45,AJNB+AJRF_46,AJNB+AJRF_47,AJNB+AJRF_48,AJNB+AJRF_49,AJNB+AJRF_50,AJNB+AJRF_51,AJNB+AJRF_52,AJNB+AJRF_53,AJNB+AJRF_54,AJNB+AJRF_55,AJNB+AJRF_56,AJNB+AJRF_57,AJNB+AJRF_58,AJNB+AJRF_59,AJNB+AJRF_60,AJNB+AJRF_61,AJNB+AJRF_62,AJNB+AJRF_63,AJNB+AJRF_64,AJNB+AJRF_65,AJNB+AJRF_66,AJNB+AJRF_67,AJNB+AJRF_68,AJNB+AJRF_69,AJNB+AJRF_70,AJNB+AJRF_71,AJNB+AJRF_72,AJNB+AJRF_73,AJNB+AJRF_74,AJNB+AJRF_75,AJNB+AJRF_76,AJNB+AJRF_77,AJNB+AJRF_78,AJNB+AJRF_79,AJNB+AJRF_80,AJNB+AJRF_81,AJNB+AJRF_82,AJNB+AJRF_83,AJNB+AJRF_84,AJNB+AJRF_85,AJNB+AJRF_86,AJNB+AJRF_87,AJNB+AJRF_88,AJNB+AJRF_89,AJNB+AJRF_90,AJNB+AJRF_91,AJNB+AJRF_92,AJNB+AJRF_93,AJNB+AJRF_94,AJNB+AJRF_95,AJNB+AJRF_96,AJNB+AJRF_97,AJNB+AJRF_98,AJNB+AJRF_99,AJNB+AJRF_100,AJNB+AJRF_101,AJNB+AJRF_102,AJNB+AJRF_103
 0.2100000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 0.2300000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 0.2500000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00,
 0.2700000E+00, 0.8774453E-25, 0.8741010E-25, 0.8799350E-25, 0.9126031E-25, 0.9546373E-25, 0.9967876E-25, 0.1036915E-24, 0.1073783E-24, 0.1107406E-24, 0.1138299E-24, 0.1166928E-24, 0.1193694E-24, 0.1218983E-24, 0.1243092E-24, 0.1266256E-24, 0.1288666E-24, 0.1288666E-24, 0.1310540E-24, 0.1331995E-24, 0.1353108E-24, 0.1373969E-24, 0.1394677E-24, 0.1415342E-24, 0.1436088E-24, 0.1457065E-24, 0.1478475E-24, 0.1500632E-24, 0.1524588E-24, 0.1551515E-24, 0.1578789E-24, 0.1609391E-24, 0.1641128E-24, 0.1670525E-24, 0.1709787E-24, 0.1743307E-24, 0.1779653E-24, 0.1846131E-24, 0.1846131E-24, 0.1883410E-24, 0.1899380E-24, 0.1928787E-24, 0.1956942E-24, 0.1984687E-24, 0.2015451E-24, 0.2046734E-24, 0.2079944E-24, 0.2114785E-24, 0.2151452E-24, 0.2189937E-24, 0.2230228E-24, 0.2272376E-24, 0.2316408E-24, 0.2362322E-24, 0.2410107E-24, 0.2459797E-24, 0.2511385E-24, 0.2564832E-24, 0.2620061E-24, 0.2676957E-24, 0.2735372E-24, 0.2795131E-24, 0.2856048E-24, 0.2917926E-24, 0.2980571E-24, 0.3043788E-24, 0.3107385E-24, 0.3171176E-24, 0.3234980E-24, 0.3298620E-24, 0.3361929E-24, 0.3424745E-24, 0.3486917E-24, 0.3548301E-24, 0.3608765E-24, 0.3668185E-24, 0.3726454E-24, 0.3783670E-24, 0.3840675E-24, 0.3897543E-24, 0.3953706E-24, 0.4008682E-24, 0.4062170E-24, 0.4113993E-24, 0.4164056E-24, 0.4212309E-24, 0.4258736E-24, 0.4303338E-24, 0.4346133E-24, 0.4387145E-24, 0.4426408E-24, 0.4463960E-24, 0.4499845E-24, 0.4534108E-24, 0.4566798E-24, 0.4597965E-24, 0.4627661E-24, 0.4655939E-24, 0.4682850E-24, 0.4708448E-24, 0.4732786E-24, 0.4755915E-24, 0.4777886E-24, 0.4798751E-24,
 0.2900000E+00, 0.4682880E-15, 0.4690767E-15, 0.4936579E-15, 0.5263901E-15, 0.5550836E-15, 0.5818933E-15, 0.6060044E-15, 0.6270915E-15, 0.6456804E-15, 0.6623641E-15, 0.6775693E-15, 0.6915976E-15, 0.7046880E-15, 0.7170211E-15, 0.7287351E-15, 0.7399541E-15, 0.7399541E-15, 0.7508349E-15, 0.7613927E-15, 0.7716535E-15, 0.7816532E-15, 0.7914274E-15, 0.8010109E-15, 0.8104413E-15, 0.8197679E-15, 0.8290829E-15, 0.8386509E-15, 0.8507797E-15, 0.8652168E-15, 0.8777336E-15, 0.8981439E-15, 0.9133814E-15, 0.9269242E-15, 0.9663909E-15, 0.9860331E-15, 0.9983164E-15, 0.1002383E-14, 0.1002383E-14, 0.1017074E-14, 0.1027758E-14, 0.1039749E-14, 0.1053558E-14, 0.1066816E-14, 0.1081685E-14, 0.1096921E-14, 0.1113116E-14, 0.1130100E-14, 0.1147960E-14, 0.1166681E-14, 0.1186255E-14, 0.1206733E-14, 0.1228175E-14, 0.1250615E-14, 0.1274017E-14, 0.1298323E-14, 0.1323507E-14, 0.1349536E-14, 0.1376362E-14, 0.1403921E-14, 0.1432134E-14, 0.1460915E-14, 0.1490169E-14, 0.1519803E-14, 0.1549723E-14, 0.1579839E-14, 0.1610063E-14, 0.1640309E-14, 0.1670497E-14, 0.1700550E-14, 0.1730392E-14, 0.1759953E-14, 0.1789168E-14, 0.1817975E-14, 0.1846316E-14, 0.1874139E-14, 0.1901398E-14, 0.1928249E-14, 0.1955291E-14, 0.1982393E-14, 0.2009145E-14, 0.2035276E-14, 0.2060637E-14, 0.2085154E-14, 0.2108791E-14, 0.2131537E-14, 0.2153391E-14, 0.2174362E-14, 0.2194464E-14, 0.2213714E-14, 0.2232131E-14, 0.2249737E-14, 0.2266554E-14, 0.2282605E-14, 0.2297916E-14, 0.2312510E-14, 0.2326413E-14, 0.2339650E-14, 0.2352247E-14, 0.2364228E-14, 0.2375618E-14, 0.2386443E-14, 0.2396726E-14, 0.2406491E-14,
 0.3100000E+00, 0.1003715E-07, 0.1046121E-07, 0.1161778E-07, 0.1247447E-07, 0.1316058E-07, 0.1379726E-07, 0.1434367E-07, 0.1480255E-07, 0.1519676E-07, 0.1554431E-07, 0.1585687E-07, 0.1614205E-07, 0.1640527E-07, 0.1665047E-07, 0.1688053E-07, 0.1709901E-07, 0.1709901E-07, 0.1730942E-07, 0.1751014E-07, 0.1770122E-07, 0.1788270E-07, 0.1805418E-07, 0.1821472E-07, 0.1836267E-07, 0.1849575E-07, 0.1861273E-07, 0.1872775E-07, 0.1908672E-07, 0.1939787E-07, 0.1961882E-07, 0.2068336E-07, 0.2109791E-07, 0.2136956E-07, 0.2128147E-07, 0.2153224E-07, 0.2177898E-07, 0.2188235E-07, 0.2188235E-07, 0.2210858E-07, 0.2233006E-07, 0.2253967E-07, 0.2279238E-07, 0.2304174E-07, 0.2331747E-07, 0.2360504E-07, 0.2391077E-07, 0.2423268E-07, 0.2457189E-07, 0.2492814E-07, 0.2530109E-07, 0.2569124E-07, 0.2609944E-07, 0.2652630E-07, 0.2697135E-07, 0.2743337E-07, 0.2791159E-07, 0.2840523E-07, 0.2891328E-07, 0.2943448E-07, 0.2996732E-07, 0.3051011E-07, 0.3106107E-07, 0.3161842E-07, 0.3218036E-07, 0.3274519E-07, 0.3331127E-07, 0.3387702E-07, 0.3444097E-07, 0.3500170E-07, 0.3555789E-07, 0.3610828E-07, 0.3665173E-07, 0.3718714E-07, 0.3771352E-07, 0.3822998E-07, 0.3873578E-07, 0.3923812E-07, 0.3975258E-07, 0.4027029E-07, 0.4078028E-07, 0.4127679E-07, 0.4175719E-07, 0.4222039E-07, 0.4266606E-07, 0.4309422E-07, 0.4350511E-07, 0.4389906E-07, 0.4427644E-07, 0.4463769E-07, 0.4498323E-07, 0.4531351E-07, 0.4562900E-07, 0.4593017E-07, 0.4621748E-07, 0.4649140E-07, 0.4675243E-07, 0.4700103E-07, 0.4723767E-07, 0.4746283E-07, 0.4767697E-07, 0.4788055E-07, 0.4807402E-07, 0.4825782E-07,
 0.3300000E+00, 0.8639857E-03, 0.1009917E-02, 0.1135047E-02, 0.1212953E-02, 0.1274642E-02, 0.1333296E-02, 0.1381029E-02, 0.1419722E-02, 0.1452362E-02, 0.1480817E-02, 0.1506199E-02, 0.1529199E-02, 0.1550276E-02, 0.1569753E-02, 0.1587854E-02, 0.1605114E-02, 0.1605114E-02, 0.1621626E-02, 0.1637100E-02, 0.1651501E-02, 0.1664716E-02, 0.1676513E-02, 0.1686456E-02, 0.1693759E-02, 0.1697034E-02, 0.1694184E-02, 0.1694310E-02, 0.1808438E-02, 0.1852493E-02, 0.1874893E-02, 0.1843932E-02, 0.1863247E-02, 0.1882867E-02, 0.1883419E-02, 0.1895493E-02, 0.1911834E-02, 0.1921766E-02, 0.1921766E-02, 0.1935815E-02, 0.1952032E-02, 0.1967073E-02, 0.1984950E-02, 0.2003329E-02, 0.2023376E-02, 0.2044629E-02, 0.2067255E-02, 0.2091196E-02, 0.2116492E-02, 0.2143125E-02, 0.2171055E-02, 0.2200289E-02, 0.2230867E-02, 0.2262825E-02, 0.2296137E-02, 0.2330706E-02, 0.2366455E-02, 0.2403313E-02, 0.2441195E-02, 0.2480001E-02, 0.2519616E-02, 0.2559910E-02, 0.2600749E-02, 0.2641996E-02, 0.2683520E-02, 0.2725193E-02, 0.2766894E-02, 0.2808511E-02, 0.2849936E-02, 0.2891070E-02, 0.2931821E-02, 0.2972102E-02, 0.3011835E-02, 0.3050946E-02, 0.3089370E-02, 0.3127047E-02, 0.3163938E-02, 0.3201221E-02, 0.3240280E-02, 0.3279648E-02, 0.3318250E-02, 0.3355642E-02, 0.3391666E-02, 0.3426285E-02, 0.3459511E-02, 0.3491374E-02, 0.3521913E-02, 0.3551168E-02, 0.3579180E-02, 0.3605988E-02, 0.3631631E-02, 0.3656147E-02, 0.3679571E-02, 0.3701942E-02, 0.3723294E-02, 0.3743663E-02, 0.3763085E-02, 0.3781594E-02, 0.3799225E-02, 0.3816012E-02, 0.3831989E-02, 0.3847189E-02, 0.3861645E-02, 0.3875388E-02,
 0.3500000E+00, 0.2986666E+00, 0.3988594E+00, 0.4441598E+00, 0.4697002E+00, 0.4917509E+00, 0.5134645E+00, 0.5305524E+00, 0.5442892E+00, 0.5559292E+00, 0.5661613E+00, 0.5753845E+00, 0.5838485E+00, 0.5917239E+00, 0.5991387E+00, 0.6061931E+00, 0.6128399E+00, 0.6128399E+00, 0.6191633E+00, 0.6253524E+00, 0.6314821E+00, 0.6376355E+00, 0.6439195E+00, 0.6504848E+00, 0.6575584E+00, 0.6654865E+00, 0.6747031E+00, 0.6822337E+00, 0.6622121E+00, 0.6649778E+00, 0.6706827E+00, 0.6667974E+00, 0.6677406E+00, 0.6715553E+00, 0.6728438E+00, 0.6746174E+00, 0.6781563E+00, 0.6810405E+00, 0.6810405E+00, 0.6841724E+00, 0.6882586E+00, 0.6922010E+00, 0.6967887E+00, 0.7017292E+00, 0.7071042E+00, 0.7129164E+00, 0.7191510E+00, 0.7258090E+00, 0.7328909E+00, 0.7403912E+00, 0.7482958E+00, 0.7565988E+00, 0.7653049E+00, 0.7744205E+00, 0.7839392E+00, 0.7938337E+00, 0.8040772E+00, 0.8146450E+00, 0.8255100E+00, 0.8366410E+00, 0.8480024E+00, 0.8595557E+00, 0.8712603E+00, 0.8830757E+00, 0.8949621E+00, 0.9068821E+00, 0.9188002E+00, 0.9306834E+00, 0.9425011E+00, 0.9542253E+00, 0.9658300E+00, 0.9772915E+00, 0.9885881E+00, 0.9997004E+00, 0.1010611E+01, 0.1021304E+01, 0.1031780E+01, 0.1042771E+01, 0.1054616E+01, 0.1066507E+01, 0.1078061E+01, 0.1089165E+01, 0.1099796E+01, 0.1109967E+01, 0.1119695E+01, 0.1129003E+01, 0.1137910E+01, 0.1146434E+01, 0.1154592E+01, 0.1162398E+01, 0.1169865E+01, 0.1177005E+01, 0.1183832E+01, 0.1190355E+01, 0.1196586E+01, 0.1202534E+01, 0.1208211E+01, 0.1213626E+01, 0.1218788E+01, 0.1223708E+01, 0.1228396E+01, 0.1232859E+01, 0.1237109E+01, 0.1241153E+01,
 0.3700000E+00, 0.4148040E+00, 0.5845422E+00, 0.6487464E+00, 0.6902592E+00, 0.7108184E+00, 0.7190880E+00, 0.7282699E+00, 0.7381947E+00, 0.7479042E+00, 0.7571183E+00, 0.7658142E+00, 0.7740340E+00, 0.7818310E+00, 0.7892599E+00, 0.7963736E+00, 0.8031693E+00, 0.8031693E+00, 0.8096246E+00, 0.8158922E+00, 0.8220458E+00, 0.8281522E+00, 0.8342925E+00, 0.8405775E+00, 0.8471706E+00, 0.8543204E+00, 0.8623688E+00, 0.8706762E+00, 0.8609478E+00, 0.8591214E+00, 0.8637789E+00, 0.8638102E+00, 0.8640261E+00, 0.8673407E+00, 0.8700362E+00, 0.8720390E+00, 0.8754824E+00, 0.8790535E+00, 0.8790535E+00, 0.8824631E+00, 0.8867016E+00, 0.8910840E+00, 0.8958884E+00, 0.9011568E+00, 0.9068228E+00, 0.9129582E+00, 0.9195325E+00, 0.9265581E+00, 0.9340355E+00, 0.9419649E+00, 0.9503373E+00, 0.9591473E+00, 0.9683996E+00, 0.9781032E+00, 0.9882579E+00, 0.9988430E+00, 0.1009833E+01, 0.1021202E+01, 0.1032925E+01, 0.1044970E+01, 0.1057300E+01, 0.1069875E+01, 0.1082654E+01, 0.1095590E+01, 0.1108642E+01, 0.1121766E+01, 0.1134924E+01, 0.1148076E+01, 0.1161189E+01, 0.1174229E+01, 0.1187166E+01, 0.1199973E+01, 0.1212623E+01, 0.1225093E+01, 0.1237363E+01, 0.1249416E+01, 0.1261296E+01, 0.1274941E+01, 0.1290084E+01, 0.1305045E+01, 0.1319357E+01, 0.1332957E+01, 0.1345882E+01, 0.1358186E+01, 0.1369920E+01, 0.1381128E+01, 0.1391845E+01, 0.1402101E+01, 0.1411920E+01, 0.1421323E+01, 0.1430328E+01, 0.1438951E+01, 0.1447205E+01, 0.1455104E+01, 0.1462660E+01, 0.1469885E+01, 0.1476791E+01, 0.1483388E+01, 0.1489689E+01, 0.1495702E+01, 0.1501441E+01, 0.1506914E+01, 0.1512132E+01, 0.1517106E+01,
 0.3900000E+00, 0.2316087E-02, 0.2574420E-02, 0.2800564E-02, 0.2936627E-02, 0.3015230E-02, 0.3052226E-02, 0.3086737E-02, 0.3124102E-02, 0.3161851E-02, 0.3198620E-02, 0.3233967E-02, 0.3267793E-02, 0.3300118E-02, 0.3331015E-02, 0.3360584E-02, 0.3388858E-02, 0.3388858E-02, 0.3415690E-02, 0.3441462E-02, 0.3466427E-02, 0.3490786E-02, 0.3514763E-02, 0.3538646E-02, 0.3562835E-02, 0.3587923E-02, 0.3614744E-02, 0.3643096E-02, 0.3636066E-02, 0.3628504E-02, 0.3643294E-02, 0.3653146E-02, 0.3658012E-02, 0.3671138E-02, 0.3685347E-02, 0.3696902E-02, 0.3711785E-02, 0.3728235E-02, 0.3728235E-02, 0.3744320E-02, 0.3762584E-02, 0.3782047E-02, 0.3802807E-02, 0.3825328E-02, 0.3849404E-02, 0.3875234E-02, 0.3902786E-02, 0.3932088E-02, 0.3963164E-02, 0.3996024E-02, 0.4030653E-02, 0.4067041E-02, 0.4105208E-02, 0.4145200E-02, 0.4187044E-02, 0.4230693E-02, 0.4276065E-02, 0.4323080E-02, 0.4371645E-02, 0.4421649E-02, 0.4472966E-02, 0.4525448E-02, 0.4578937E-02, 0.4633265E-02, 0.4688262E-02, 0.4743761E-02, 0.4799601E-02, 0.4855627E-02, 0.4911692E-02, 0.4967659E-02, 0.5023396E-02, 0.5078784E-02, 0.5133708E-02, 0.5188067E-02, 0.5241769E-02, 0.5294742E-02, 0.5348050E-02, 0.5420901E-02, 0.5502093E-02, 0.5580014E-02, 0.5653109E-02, 0.5721739E-02, 0.5786480E-02, 0.5847840E-02, 0.5906219E-02, 0.5961929E-02, 0.6015209E-02, 0.6066246E-02, 0.6115185E-02, 0.6162142E-02, 0.6207212E-02, 0.6250475E-02, 0.6291999E-02, 0.6331843E-02, 0.6370064E-02, 0.6406711E-02, 0.6441835E-02, 0.6475483E-02, 0.6507701E-02, 0.6538536E-02, 0.6568033E-02, 0.6596239E-02, 0.6623202E-02, 0.6648972E-02,
 0.4100000E+00, 0.5198516E-07, 0.5153580E-07, 0.5301373E-07, 0.5407926E-07, 0.5477314E-07, 0.5516133E-07, 0.5554001E-07, 0.5598860E-07, 0.5648070E-07, 0.5698937E-07, 0.5749880E-07, 0.5800004E-07, 0.5848784E-07, 0.5895921E-07, 0.5941272E-07, 0.5984758E-07, 0.5984758E-07, 0.6026154E-07, 0.6065670E-07, 0.6103564E-07, 0.6140048E-07, 0.6175348E-07, 0.6209729E-07, 0.6243536E-07, 0.6277244E-07, 0.6311505E-07, 0.6346613E-07, 0.6360861E-07, 0.6361169E-07, 0.6379847E-07, 0.6400035E-07, 0.6414137E-07, 0.6434094E-07, 0.6456860E-07, 0.6477774E-07, 0.6501043E-07, 0.6526559E-07, 0.6526559E-07, 0.6552376E-07, 0.6580252E-07, 0.6610001E-07, 0.6641471E-07, 0.6675194E-07, 0.6711093E-07, 0.6749351E-07, 0.6789995E-07, 0.6833064E-07, 0.6878594E-07, 0.6926613E-07, 0.6977113E-07, 0.7030076E-07, 0.7085518E-07, 0.7143490E-07, 0.7204037E-07, 0.7267133E-07, 0.7332685E-07, 0.7400577E-07, 0.7470674E-07, 0.7542821E-07, 0.7616837E-07, 0.7692513E-07, 0.7769622E-07, 0.7847920E-07, 0.7927157E-07, 0.8007086E-07, 0.8087464E-07, 0.8168060E-07, 0.8248654E-07, 0.8329042E-07, 0.8409030E-07, 0.8488444E-07, 0.8567122E-07, 0.8644921E-07, 0.8721724E-07, 0.8797470E-07, 0.8878655E-07, 0.9025317E-07, 0.9182904E-07, 0.9327481E-07, 0.9458848E-07, 0.9579313E-07, 0.9690936E-07, 0.9795296E-07, 0.9893577E-07, 0.9986663E-07, 0.1007521E-06, 0.1015972E-06, 0.1024056E-06, 0.1031802E-06, 0.1039232E-06, 0.1046364E-06, 0.1053212E-06, 0.1059789E-06, 0.1066103E-06, 0.1072165E-06, 0.1077982E-06, 0.1083563E-06, 0.1088915E-06, 0.1094046E-06, 0.1098962E-06, 0.1103671E-06, 0.1108181E-06, 0.1112502E-06,
 0.4300000E+00, 0.4691305E-14, 0.4612623E-14, 0.4673269E-14, 0.4733103E-14, 0.4776657E-14, 0.4803802E-14, 0.4831952E-14, 0.4866801E-14, 0.4906217E-14, 0.4947787E-14, 0.4989971E-14, 0.5031838E-14, 0.5072814E-14, 0.5112549E-14, 0.5150852E-14, 0.5187619E-14, 0.5187619E-14, 0.5222659E-14, 0.5256076E-14, 0.5288052E-14, 0.5318745E-14, 0.5348317E-14, 0.5376957E-14, 0.5404897E-14, 0.5432449E-14, 0.5460029E-14, 0.5487898E-14, 0.5503991E-14, 0.5507852E-14, 0.5523294E-14, 0.5541150E-14, 0.5554809E-14, 0.5572003E-14, 0.5591524E-14, 0.5610080E-14, 0.5630155E-14, 0.5651988E-14, 0.5651988E-14, 0.5674317E-14, 0.5698184E-14, 0.5723613E-14, 0.5750513E-14, 0.5779247E-14, 0.5809822E-14, 0.5842365E-14, 0.5876919E-14, 0.5913520E-14, 0.5952206E-14, 0.5993003E-14, 0.6035914E-14, 0.6080930E-14, 0.6128068E-14, 0.6177374E-14, 0.6228896E-14, 0.6282624E-14, 0.6338487E-14, 0.6396395E-14, 0.6456239E-14, 0.6517894E-14, 0.6581210E-14, 0.6646015E-14, 0.6712121E-14, 0.6779321E-14, 0.6847407E-14, 0.6916167E-14, 0.6985394E-14, 0.7054892E-14, 0.7124470E-14, 0.7193953E-14, 0.7263175E-14, 0.7331983E-14, 0.7400238E-14, 0.7467816E-14, 0.7534616E-14, 0.7600591E-14, 0.7672646E-14, 0.7807392E-14, 0.7951028E-14, 0.8082249E-14, 0.8201155E-14, 0.8309977E-14, 0.8410674E-14, 0.8504744E-14, 0.8593307E-14, 0.8677190E-14, 0.8757010E-14, 0.8833229E-14, 0.8906191E-14, 0.8976156E-14, 0.9043328E-14, 0.9107862E-14, 0.9169884E-14, 0.9229500E-14, 0.9286796E-14, 0.9341850E-14, 0.9394734E-14, 0.9445513E-14, 0.9494250E-14, 0.9541009E-14, 0.9585852E-14, 0.9628841E-14, 0.9670047E-14, 0.9709545E-14,
