@TE0,TD0,TT0,TA0 [keV]  vs t@
X,TE0,TD0,TT0,TA0
 0.5400000E+01, 0.2183499E+01, 0.2196103E+01, 0.2196437E+01, 0.2195894E+01,
 0.5420000E+01, 0.2186267E+01, 0.2198890E+01, 0.2199224E+01, 0.2198680E+01,
 0.5440000E+01, 0.2189029E+01, 0.2201669E+01, 0.2202003E+01, 0.2201460E+01,
 0.5460000E+01, 0.2191784E+01, 0.2204442E+01, 0.2204776E+01, 0.2204232E+01,
 0.5480000E+01, 0.2194531E+01, 0.2207207E+01, 0.2207541E+01, 0.2206997E+01,
 0.5500000E+01, 0.2197272E+01, 0.2209965E+01, 0.2210300E+01, 0.2209755E+01,
 0.5520000E+01, 0.2200006E+01, 0.2212716E+01, 0.2213051E+01, 0.2212506E+01,
 0.5540000E+01, 0.2202733E+01, 0.2215460E+01, 0.2215796E+01, 0.2215250E+01,
 0.5560000E+01, 0.2205453E+01, 0.2218197E+01, 0.2218533E+01, 0.2217987E+01,
 0.5580000E+01, 0.2208166E+01, 0.2220928E+01, 0.2221263E+01, 0.2220717E+01,
 0.5600000E+01, 0.2210872E+01, 0.2223651E+01, 0.2223987E+01, 0.2223441E+01,
 0.5620000E+01, 0.2213572E+01, 0.2226368E+01, 0.2226704E+01, 0.2226157E+01,
 0.5640000E+01, 0.2216265E+01, 0.2229078E+01, 0.2229414E+01, 0.2228867E+01,
 0.5660000E+01, 0.2218951E+01, 0.2231781E+01, 0.2232117E+01, 0.2231570E+01,
 0.5680000E+01, 0.2221631E+01, 0.2234477E+01, 0.2234813E+01, 0.2234266E+01,
 0.5700000E+01, 0.2224303E+01, 0.2237167E+01, 0.2237503E+01, 0.2236956E+01,
 0.5720000E+01, 0.2226970E+01, 0.2239850E+01, 0.2240186E+01, 0.2239639E+01,
 0.5740000E+01, 0.2229630E+01, 0.2242526E+01, 0.2242863E+01, 0.2242315E+01,
 0.5760000E+01, 0.2232283E+01, 0.2245196E+01, 0.2245533E+01, 0.2244984E+01,
 0.5780000E+01, 0.2234930E+01, 0.2247859E+01, 0.2248196E+01, 0.2247648E+01,
 0.5800000E+01, 0.2237571E+01, 0.2250515E+01, 0.2250853E+01, 0.2250304E+01,
 0.5820000E+01, 0.2240204E+01, 0.2253166E+01, 0.2253503E+01, 0.2252954E+01,
 0.5840000E+01, 0.2242832E+01, 0.2255810E+01, 0.2256147E+01, 0.2255598E+01,
 0.5860000E+01, 0.2245453E+01, 0.2258447E+01, 0.2258785E+01, 0.2258235E+01,
 0.5880000E+01, 0.2248068E+01, 0.2261078E+01, 0.2261416E+01, 0.2260866E+01,
 0.5900000E+01, 0.2250677E+01, 0.2263702E+01, 0.2264040E+01, 0.2263490E+01,
 0.5920000E+01, 0.2253279E+01, 0.2266320E+01, 0.2266659E+01, 0.2266108E+01,
 0.5940000E+01, 0.2255876E+01, 0.2268932E+01, 0.2269271E+01, 0.2268720E+01,
 0.5960000E+01, 0.2258466E+01, 0.2271538E+01, 0.2271877E+01, 0.2271326E+01,
 0.5980000E+01, 0.2261050E+01, 0.2274137E+01, 0.2274476E+01, 0.2273925E+01,
 0.6000000E+01, 0.2263627E+01, 0.2276730E+01, 0.2277069E+01, 0.2276518E+01,
 0.6020000E+01, 0.2266199E+01, 0.2279317E+01, 0.2279656E+01, 0.2279105E+01,
 0.6040000E+01, 0.2268764E+01, 0.2281898E+01, 0.2282238E+01, 0.2281686E+01,
 0.6060000E+01, 0.2271324E+01, 0.2284473E+01, 0.2284812E+01, 0.2284260E+01,
 0.6080000E+01, 0.2273878E+01, 0.2287041E+01, 0.2287381E+01, 0.2286829E+01,
 0.6100000E+01, 0.2276425E+01, 0.2289604E+01, 0.2289944E+01, 0.2289391E+01,
 0.6120000E+01, 0.2278967E+01, 0.2292161E+01, 0.2292500E+01, 0.2291948E+01,
 0.6140000E+01, 0.2281502E+01, 0.2294711E+01, 0.2295051E+01, 0.2294498E+01,
 0.6160000E+01, 0.2284032E+01, 0.2297256E+01, 0.2297596E+01, 0.2297043E+01,
 0.6180000E+01, 0.2286556E+01, 0.2299794E+01, 0.2300134E+01, 0.2299581E+01,
 0.6200000E+01, 0.2289074E+01, 0.2302327E+01, 0.2302667E+01, 0.2302114E+01,
 0.6220000E+01, 0.2291586E+01, 0.2304853E+01, 0.2305194E+01, 0.2304640E+01,
 0.6240000E+01, 0.2294092E+01, 0.2307374E+01, 0.2307715E+01, 0.2307161E+01,
 0.6260000E+01, 0.2296593E+01, 0.2309889E+01, 0.2310230E+01, 0.2309676E+01,
 0.6280000E+01, 0.2299088E+01, 0.2312398E+01, 0.2312739E+01, 0.2312185E+01,
 0.6300000E+01, 0.2301577E+01, 0.2314902E+01, 0.2315243E+01, 0.2314688E+01,
 0.6320000E+01, 0.2304060E+01, 0.2317400E+01, 0.2317740E+01, 0.2317186E+01,
 0.6340000E+01, 0.2306538E+01, 0.2319891E+01, 0.2320233E+01, 0.2319678E+01,
 0.6360000E+01, 0.2309010E+01, 0.2322377E+01, 0.2322719E+01, 0.2322164E+01,
 0.6380000E+01, 0.2311476E+01, 0.2324858E+01, 0.2325199E+01, 0.2324644E+01,
 0.6400000E+01, 0.2313937E+01, 0.2327333E+01, 0.2327674E+01, 0.2327119E+01,
 0.6420000E+01, 0.2316393E+01, 0.2329802E+01, 0.2330143E+01, 0.2329588E+01,
 0.6440000E+01, 0.2318843E+01, 0.2332265E+01, 0.2332607E+01, 0.2332052E+01,
 0.6460000E+01, 0.2321287E+01, 0.2334723E+01, 0.2335065E+01, 0.2334509E+01,
 0.6480000E+01, 0.2323726E+01, 0.2337176E+01, 0.2337518E+01, 0.2336962E+01,
 0.6500000E+01, 0.2326159E+01, 0.2339622E+01, 0.2339965E+01, 0.2339408E+01,
 0.6520000E+01, 0.2328587E+01, 0.2342064E+01, 0.2342406E+01, 0.2341850E+01,
 0.6540000E+01, 0.2331009E+01, 0.2344500E+01, 0.2344842E+01, 0.2344285E+01,
 0.6560000E+01, 0.2333426E+01, 0.2346930E+01, 0.2347272E+01, 0.2346716E+01,
 0.6580000E+01, 0.2335838E+01, 0.2349355E+01, 0.2349697E+01, 0.2349140E+01,
 0.6600000E+01, 0.2338244E+01, 0.2351774E+01, 0.2352117E+01, 0.2351560E+01,
 0.6620000E+01, 0.2340645E+01, 0.2354188E+01, 0.2354531E+01, 0.2353974E+01,
 0.6640000E+01, 0.2343041E+01, 0.2356597E+01, 0.2356940E+01, 0.2356382E+01,
 0.6660000E+01, 0.2345432E+01, 0.2359000E+01, 0.2359343E+01, 0.2358786E+01,
 0.6680000E+01, 0.2347817E+01, 0.2361398E+01, 0.2361741E+01, 0.2361184E+01,
 0.6700000E+01, 0.2350197E+01, 0.2363791E+01, 0.2364134E+01, 0.2363576E+01,
 0.6720000E+01, 0.2352571E+01, 0.2366178E+01, 0.2366521E+01, 0.2365963E+01,
 0.6740000E+01, 0.2354941E+01, 0.2368560E+01, 0.2368904E+01, 0.2368346E+01,
 0.6760000E+01, 0.2357305E+01, 0.2370937E+01, 0.2371281E+01, 0.2370723E+01,
 0.6780000E+01, 0.2359664E+01, 0.2373309E+01, 0.2373652E+01, 0.2373094E+01,
 0.6800000E+01, 0.2362018E+01, 0.2375675E+01, 0.2376019E+01, 0.2375460E+01,
 0.6820000E+01, 0.2364367E+01, 0.2378036E+01, 0.2378380E+01, 0.2377822E+01,
 0.6840000E+01, 0.2366711E+01, 0.2380393E+01, 0.2380736E+01, 0.2380177E+01,
 0.6860000E+01, 0.2369050E+01, 0.2382743E+01, 0.2383087E+01, 0.2382529E+01,
 0.6880000E+01, 0.2371383E+01, 0.2385089E+01, 0.2385433E+01, 0.2384874E+01,
 0.6900000E+01, 0.2373712E+01, 0.2387430E+01, 0.2387774E+01, 0.2387215E+01,
 0.6920000E+01, 0.2376036E+01, 0.2389766E+01, 0.2390110E+01, 0.2389550E+01,
 0.6940000E+01, 0.2378355E+01, 0.2392096E+01, 0.2392440E+01, 0.2391881E+01,
 0.6960000E+01, 0.2380668E+01, 0.2394422E+01, 0.2394766E+01, 0.2394207E+01,
 0.6980000E+01, 0.2382977E+01, 0.2396742E+01, 0.2397087E+01, 0.2396527E+01,
 0.7000000E+01, 0.2385281E+01, 0.2399058E+01, 0.2399402E+01, 0.2398843E+01,
 0.7020000E+01, 0.2387580E+01, 0.2401368E+01, 0.2401713E+01, 0.2401153E+01,
 0.7040000E+01, 0.2389874E+01, 0.2403674E+01, 0.2404018E+01, 0.2403459E+01,
 0.7060000E+01, 0.2392163E+01, 0.2405975E+01, 0.2406319E+01, 0.2405759E+01,
 0.7080000E+01, 0.2394447E+01, 0.2408270E+01, 0.2408615E+01, 0.2408055E+01,
 0.7100000E+01, 0.2396727E+01, 0.2410561E+01, 0.2410906E+01, 0.2410346E+01,
 0.7120000E+01, 0.2399002E+01, 0.2412847E+01, 0.2413192E+01, 0.2412632E+01,
 0.7140000E+01, 0.2401272E+01, 0.2415128E+01, 0.2415473E+01, 0.2414913E+01,
 0.7160000E+01, 0.2403537E+01, 0.2417405E+01, 0.2417750E+01, 0.2417189E+01,
 0.7180000E+01, 0.2405797E+01, 0.2419676E+01, 0.2420021E+01, 0.2419461E+01,
 0.7200000E+01, 0.2408053E+01, 0.2421943E+01, 0.2422288E+01, 0.2421727E+01,
 0.7220000E+01, 0.2410304E+01, 0.2424205E+01, 0.2424550E+01, 0.2423989E+01,
 0.7240000E+01, 0.2412550E+01, 0.2426462E+01, 0.2426807E+01, 0.2426246E+01,
 0.7260000E+01, 0.2414792E+01, 0.2428714E+01, 0.2429059E+01, 0.2428499E+01,
 0.7280000E+01, 0.2417028E+01, 0.2430962E+01, 0.2431307E+01, 0.2430746E+01,
 0.7300000E+01, 0.2419261E+01, 0.2433205E+01, 0.2433550E+01, 0.2432989E+01,
 0.7320000E+01, 0.2421489E+01, 0.2435443E+01, 0.2435788E+01, 0.2435227E+01,
 0.7340000E+01, 0.2423712E+01, 0.2437676E+01, 0.2438022E+01, 0.2437461E+01,
 0.7360000E+01, 0.2425930E+01, 0.2439905E+01, 0.2440251E+01, 0.2439690E+01,
 0.7380000E+01, 0.2428144E+01, 0.2442130E+01, 0.2442475E+01, 0.2441914E+01,
 0.7400000E+01, 0.2430353E+01, 0.2444349E+01, 0.2444695E+01, 0.2444134E+01,
 0.7420000E+01, 0.2432558E+01, 0.2446564E+01, 0.2446910E+01, 0.2446349E+01,
 0.7440000E+01, 0.2434758E+01, 0.2448775E+01, 0.2449121E+01, 0.2448559E+01,
 0.7460000E+01, 0.2436954E+01, 0.2450981E+01, 0.2451327E+01, 0.2450765E+01,
 0.7480000E+01, 0.2439145E+01, 0.2453182E+01, 0.2453528E+01, 0.2452966E+01,
 0.7500000E+01, 0.2441332E+01, 0.2455379E+01, 0.2455725E+01, 0.2455163E+01,
 0.7520000E+01, 0.2443515E+01, 0.2457571E+01, 0.2457917E+01, 0.2457355E+01,
 0.7540000E+01, 0.2445693E+01, 0.2459759E+01, 0.2460105E+01, 0.2459543E+01,
 0.7560000E+01, 0.2447866E+01, 0.2461942E+01, 0.2462288E+01, 0.2461727E+01,
 0.7580000E+01, 0.2450035E+01, 0.2464121E+01, 0.2464467E+01, 0.2463906E+01,
 0.7600000E+01, 0.2452200E+01, 0.2466296E+01, 0.2466642E+01, 0.2466080E+01,
 0.7620000E+01, 0.2454360E+01, 0.2468466E+01, 0.2468812E+01, 0.2468250E+01,
 0.7640000E+01, 0.2456516E+01, 0.2470631E+01, 0.2470978E+01, 0.2470416E+01,
 0.7660000E+01, 0.2458668E+01, 0.2472793E+01, 0.2473139E+01, 0.2472577E+01,
 0.7680000E+01, 0.2460815E+01, 0.2474950E+01, 0.2475296E+01, 0.2474734E+01,
 0.7700000E+01, 0.2462958E+01, 0.2477102E+01, 0.2477448E+01, 0.2476886E+01,
 0.7720000E+01, 0.2465097E+01, 0.2479250E+01, 0.2479596E+01, 0.2479034E+01,
 0.7740000E+01, 0.2467232E+01, 0.2481394E+01, 0.2481740E+01, 0.2481178E+01,
 0.7760000E+01, 0.2469362E+01, 0.2483533E+01, 0.2483880E+01, 0.2483317E+01,
 0.7780000E+01, 0.2471488E+01, 0.2485669E+01, 0.2486015E+01, 0.2485453E+01,
 0.7800000E+01, 0.2473610E+01, 0.2487799E+01, 0.2488146E+01, 0.2487584E+01,
 0.7820000E+01, 0.2475728E+01, 0.2489926E+01, 0.2490273E+01, 0.2489710E+01,
 0.7840000E+01, 0.2477841E+01, 0.2492049E+01, 0.2492395E+01, 0.2491832E+01,
 0.7860000E+01, 0.2479950E+01, 0.2494167E+01, 0.2494513E+01, 0.2493951E+01,
 0.7880000E+01, 0.2482055E+01, 0.2496281E+01, 0.2496627E+01, 0.2496065E+01,
 0.7900000E+01, 0.2484156E+01, 0.2498390E+01, 0.2498737E+01, 0.2498174E+01,
 0.7920000E+01, 0.2486253E+01, 0.2500496E+01, 0.2500842E+01, 0.2500280E+01,
 0.7940000E+01, 0.2488346E+01, 0.2502597E+01, 0.2502944E+01, 0.2502381E+01,
 0.7960000E+01, 0.2490434E+01, 0.2504694E+01, 0.2505041E+01, 0.2504478E+01,
 0.7980000E+01, 0.2492519E+01, 0.2506788E+01, 0.2507134E+01, 0.2506572E+01,
 0.8000000E+01, 0.2494599E+01, 0.2508877E+01, 0.2509223E+01, 0.2508661E+01,
 0.8020000E+01, 0.2496676E+01, 0.2510961E+01, 0.2511308E+01, 0.2510746E+01,
 0.8040000E+01, 0.2498748E+01, 0.2513042E+01, 0.2513389E+01, 0.2512826E+01,
 0.8060000E+01, 0.2500816E+01, 0.2515119E+01, 0.2515465E+01, 0.2514903E+01,
 0.8080000E+01, 0.2502881E+01, 0.2517191E+01, 0.2517538E+01, 0.2516975E+01,
 0.8100000E+01, 0.2504941E+01, 0.2519260E+01, 0.2519607E+01, 0.2519044E+01,
 0.8120000E+01, 0.2506997E+01, 0.2521324E+01, 0.2521671E+01, 0.2521109E+01,
 0.8140000E+01, 0.2509050E+01, 0.2523385E+01, 0.2523731E+01, 0.2523169E+01,
 0.8160000E+01, 0.2511098E+01, 0.2525441E+01, 0.2525788E+01, 0.2525226E+01,
 0.8180000E+01, 0.2513143E+01, 0.2527494E+01, 0.2527841E+01, 0.2527278E+01,
 0.8200000E+01, 0.2515183E+01, 0.2529542E+01, 0.2529889E+01, 0.2529327E+01,
 0.8220000E+01, 0.2517220E+01, 0.2531587E+01, 0.2531934E+01, 0.2531371E+01,
 0.8240000E+01, 0.2519253E+01, 0.2533628E+01, 0.2533974E+01, 0.2533412E+01,
 0.8260000E+01, 0.2521282E+01, 0.2535664E+01, 0.2536011E+01, 0.2535449E+01,
 0.8280000E+01, 0.2523307E+01, 0.2537697E+01, 0.2538044E+01, 0.2537481E+01,
 0.8300000E+01, 0.2525328E+01, 0.2539726E+01, 0.2540072E+01, 0.2539510E+01,
 0.8320000E+01, 0.2527345E+01, 0.2541751E+01, 0.2542098E+01, 0.2541535E+01,
 0.8340000E+01, 0.2529359E+01, 0.2543772E+01, 0.2544119E+01, 0.2543556E+01,
 0.8360000E+01, 0.2531368E+01, 0.2545789E+01, 0.2546136E+01, 0.2545573E+01,
 0.8380000E+01, 0.2533374E+01, 0.2547802E+01, 0.2548149E+01, 0.2547587E+01,
 0.8400000E+01, 0.2535376E+01, 0.2549812E+01, 0.2550159E+01, 0.2549597E+01,
 0.8420000E+01, 0.2537375E+01, 0.2551818E+01, 0.2552164E+01, 0.2551602E+01,
 0.8440000E+01, 0.2539369E+01, 0.2553820E+01, 0.2554166E+01, 0.2553604E+01,
 0.8460000E+01, 0.2541360E+01, 0.2555818E+01, 0.2556164E+01, 0.2555602E+01,
 0.8480000E+01, 0.2543347E+01, 0.2557812E+01, 0.2558159E+01, 0.2557597E+01,
 0.8500000E+01, 0.2545331E+01, 0.2559803E+01, 0.2560149E+01, 0.2559587E+01,
 0.8520000E+01, 0.2547310E+01, 0.2561790E+01, 0.2562136E+01, 0.2561574E+01,
 0.8540000E+01, 0.2549286E+01, 0.2563773E+01, 0.2564119E+01, 0.2563557E+01,
 0.8560000E+01, 0.2551259E+01, 0.2565752E+01, 0.2566098E+01, 0.2565536E+01,
 0.8580000E+01, 0.2553227E+01, 0.2567728E+01, 0.2568074E+01, 0.2567512E+01,
 0.8600000E+01, 0.2555192E+01, 0.2569700E+01, 0.2570046E+01, 0.2569484E+01,
 0.8620000E+01, 0.2557154E+01, 0.2571668E+01, 0.2572014E+01, 0.2571452E+01,
 0.8640000E+01, 0.2559112E+01, 0.2573632E+01, 0.2573979E+01, 0.2573417E+01,
 0.8660000E+01, 0.2561066E+01, 0.2575593E+01, 0.2575939E+01, 0.2575378E+01,
 0.8680000E+01, 0.2563016E+01, 0.2577550E+01, 0.2577897E+01, 0.2577335E+01,
 0.8700000E+01, 0.2564963E+01, 0.2579504E+01, 0.2579850E+01, 0.2579289E+01,
 0.8720000E+01, 0.2566907E+01, 0.2581454E+01, 0.2581800E+01, 0.2581239E+01,
 0.8740000E+01, 0.2568846E+01, 0.2583400E+01, 0.2583747E+01, 0.2583185E+01,
 0.8760000E+01, 0.2570783E+01, 0.2585343E+01, 0.2585689E+01, 0.2585128E+01,
 0.8780000E+01, 0.2572716E+01, 0.2587282E+01, 0.2587629E+01, 0.2587067E+01,
 0.8800000E+01, 0.2574645E+01, 0.2589218E+01, 0.2589564E+01, 0.2589003E+01,
 0.8820000E+01, 0.2576570E+01, 0.2591150E+01, 0.2591496E+01, 0.2590935E+01,
 0.8840000E+01, 0.2578492E+01, 0.2593078E+01, 0.2593425E+01, 0.2592863E+01,
 0.8860000E+01, 0.2580411E+01, 0.2595003E+01, 0.2595350E+01, 0.2594788E+01,
 0.8880000E+01, 0.2582326E+01, 0.2596925E+01, 0.2597271E+01, 0.2596710E+01,
 0.8900000E+01, 0.2584238E+01, 0.2598843E+01, 0.2599189E+01, 0.2598628E+01,
 0.8920000E+01, 0.2586147E+01, 0.2600757E+01, 0.2601103E+01, 0.2600542E+01,
 0.8940000E+01, 0.2588051E+01, 0.2602668E+01, 0.2603014E+01, 0.2602453E+01,
 0.8960000E+01, 0.2589953E+01, 0.2604576E+01, 0.2604922E+01, 0.2604361E+01,
 0.8980000E+01, 0.2591851E+01, 0.2606480E+01, 0.2606826E+01, 0.2606265E+01,
 0.9000000E+01, 0.2593745E+01, 0.2608380E+01, 0.2608726E+01, 0.2608166E+01,
 0.9020000E+01, 0.2595637E+01, 0.2610277E+01, 0.2610623E+01, 0.2610063E+01,
 0.9040000E+01, 0.2597525E+01, 0.2612171E+01, 0.2612517E+01, 0.2611956E+01,
 0.9060000E+01, 0.2599409E+01, 0.2614061E+01, 0.2614407E+01, 0.2613847E+01,
 0.9080000E+01, 0.2601290E+01, 0.2615948E+01, 0.2616294E+01, 0.2615734E+01,
 0.9100000E+01, 0.2603168E+01, 0.2617832E+01, 0.2618178E+01, 0.2617617E+01,
 0.9120000E+01, 0.2605042E+01, 0.2619712E+01, 0.2620058E+01, 0.2619497E+01,
 0.9140000E+01, 0.2606914E+01, 0.2621589E+01, 0.2621934E+01, 0.2621374E+01,
 0.9160000E+01, 0.2608781E+01, 0.2623462E+01, 0.2623808E+01, 0.2623248E+01,
 0.9180000E+01, 0.2610646E+01, 0.2625332E+01, 0.2625678E+01, 0.2625118E+01,
 0.9200000E+01, 0.2612507E+01, 0.2627199E+01, 0.2627545E+01, 0.2626984E+01,
 0.9220000E+01, 0.2614365E+01, 0.2629062E+01, 0.2629408E+01, 0.2628848E+01,
 0.9240000E+01, 0.2616220E+01, 0.2630922E+01, 0.2631268E+01, 0.2630708E+01,
 0.9260000E+01, 0.2618071E+01, 0.2632779E+01, 0.2633125E+01, 0.2632565E+01,
 0.9280000E+01, 0.2619920E+01, 0.2634633E+01, 0.2634978E+01, 0.2634418E+01,
 0.9300000E+01, 0.2621764E+01, 0.2636483E+01, 0.2636828E+01, 0.2636269E+01,
 0.9320000E+01, 0.2623606E+01, 0.2638330E+01, 0.2638675E+01, 0.2638116E+01,
 0.9340000E+01, 0.2625445E+01, 0.2640174E+01, 0.2640519E+01, 0.2639960E+01,
 0.9360000E+01, 0.2627280E+01, 0.2642014E+01, 0.2642359E+01, 0.2641800E+01,
 0.9380000E+01, 0.2629112E+01, 0.2643852E+01, 0.2644197E+01, 0.2643637E+01,
 0.9400000E+01, 0.2630941E+01, 0.2645685E+01, 0.2646031E+01, 0.2645472E+01,
 0.9420000E+01, 0.2632767E+01, 0.2647516E+01, 0.2647861E+01, 0.2647302E+01,
 0.9440000E+01, 0.2634590E+01, 0.2649344E+01, 0.2649689E+01, 0.2649130E+01,
 0.9460000E+01, 0.2636409E+01, 0.2651168E+01, 0.2651514E+01, 0.2650954E+01,
 0.9480000E+01, 0.2638226E+01, 0.2652990E+01, 0.2653335E+01, 0.2652776E+01,
 0.9500000E+01, 0.2640039E+01, 0.2654808E+01, 0.2655153E+01, 0.2654594E+01,
 0.9520000E+01, 0.2641849E+01, 0.2656623E+01, 0.2656968E+01, 0.2656409E+01,
 0.9540000E+01, 0.2643656E+01, 0.2658435E+01, 0.2658779E+01, 0.2658221E+01,
 0.9560000E+01, 0.2645460E+01, 0.2660243E+01, 0.2660588E+01, 0.2660030E+01,
 0.9580000E+01, 0.2647261E+01, 0.2662049E+01, 0.2662394E+01, 0.2661835E+01,
 0.9600000E+01, 0.2649059E+01, 0.2663851E+01, 0.2664196E+01, 0.2663638E+01,
 0.9620000E+01, 0.2650853E+01, 0.2665651E+01, 0.2665995E+01, 0.2665437E+01,
 0.9640000E+01, 0.2652645E+01, 0.2667447E+01, 0.2667792E+01, 0.2667233E+01,
 0.9660000E+01, 0.2654434E+01, 0.2669240E+01, 0.2669585E+01, 0.2669027E+01,
 0.9680000E+01, 0.2656219E+01, 0.2671030E+01, 0.2671375E+01, 0.2670817E+01,
 0.9700000E+01, 0.2658002E+01, 0.2672817E+01, 0.2673162E+01, 0.2672604E+01,
 0.9720000E+01, 0.2659781E+01, 0.2674601E+01, 0.2674946E+01, 0.2674388E+01,
 0.9740000E+01, 0.2661558E+01, 0.2676382E+01, 0.2676727E+01, 0.2676169E+01,
 0.9760000E+01, 0.2663332E+01, 0.2678160E+01, 0.2678504E+01, 0.2677947E+01,
 0.9780000E+01, 0.2665102E+01, 0.2679935E+01, 0.2680279E+01, 0.2679722E+01,
 0.9800000E+01, 0.2666870E+01, 0.2681707E+01, 0.2682051E+01, 0.2681494E+01,
 0.9820000E+01, 0.2668635E+01, 0.2683476E+01, 0.2683820E+01, 0.2683263E+01,
 0.9840000E+01, 0.2670397E+01, 0.2685242E+01, 0.2685586E+01, 0.2685029E+01,
 0.9860000E+01, 0.2672155E+01, 0.2687005E+01, 0.2687349E+01, 0.2686792E+01,
 0.9880000E+01, 0.2673911E+01, 0.2688765E+01, 0.2689109E+01, 0.2688552E+01,
 0.9900000E+01, 0.2675664E+01, 0.2690522E+01, 0.2690866E+01, 0.2690309E+01,
 0.9920000E+01, 0.2677414E+01, 0.2692276E+01, 0.2692620E+01, 0.2692064E+01,
 0.9940000E+01, 0.2679162E+01, 0.2694027E+01, 0.2694371E+01, 0.2693815E+01,
 0.9960000E+01, 0.2680906E+01, 0.2695776E+01, 0.2696119E+01, 0.2695563E+01,
 0.9980000E+01, 0.2682647E+01, 0.2697521E+01, 0.2697865E+01, 0.2697309E+01,
 0.1000000E+02, 0.2684386E+01, 0.2699263E+01, 0.2699607E+01, 0.2699051E+01,
 0.1002000E+02, 0.2686121E+01, 0.2701003E+01, 0.2701346E+01, 0.2700791E+01,
 0.1004000E+02, 0.2687854E+01, 0.2702740E+01, 0.2703083E+01, 0.2702527E+01,
 0.1006000E+02, 0.2689584E+01, 0.2704473E+01, 0.2704817E+01, 0.2704261E+01,
 0.1008000E+02, 0.2691311E+01, 0.2706204E+01, 0.2706547E+01, 0.2705992E+01,
 0.1010000E+02, 0.2693036E+01, 0.2707932E+01, 0.2708276E+01, 0.2707720E+01,
 0.1012000E+02, 0.2694757E+01, 0.2709657E+01, 0.2710001E+01, 0.2709445E+01,
 0.1014000E+02, 0.2696476E+01, 0.2711380E+01, 0.2711723E+01, 0.2711168E+01,
 0.1016000E+02, 0.2698192E+01, 0.2713099E+01, 0.2713442E+01, 0.2712888E+01,
 0.1018000E+02, 0.2699905E+01, 0.2714816E+01, 0.2715159E+01, 0.2714604E+01,
 0.1020000E+02, 0.2701615E+01, 0.2716530E+01, 0.2716873E+01, 0.2716318E+01,
 0.1022000E+02, 0.2703323E+01, 0.2718241E+01, 0.2718584E+01, 0.2718029E+01,
 0.1024000E+02, 0.2705028E+01, 0.2719949E+01, 0.2720292E+01, 0.2719738E+01,
 0.1026000E+02, 0.2706730E+01, 0.2721655E+01, 0.2721998E+01, 0.2721443E+01,
 0.1028000E+02, 0.2708429E+01, 0.2723358E+01, 0.2723700E+01, 0.2723146E+01,
 0.1030000E+02, 0.2710126E+01, 0.2725058E+01, 0.2725400E+01, 0.2724846E+01,
 0.1032000E+02, 0.2711820E+01, 0.2726755E+01, 0.2727098E+01, 0.2726544E+01,
 0.1034000E+02, 0.2713511E+01, 0.2728450E+01, 0.2728792E+01, 0.2728238E+01,
 0.1036000E+02, 0.2715200E+01, 0.2730141E+01, 0.2730484E+01, 0.2729930E+01,
 0.1038000E+02, 0.2716886E+01, 0.2731830E+01, 0.2732172E+01, 0.2731619E+01,
 0.1040000E+02, 0.2718569E+01, 0.2733517E+01, 0.2733859E+01, 0.2733305E+01,
 0.1042000E+02, 0.2720249E+01, 0.2735200E+01, 0.2735542E+01, 0.2734989E+01,
 0.1044000E+02, 0.2721927E+01, 0.2736881E+01, 0.2737223E+01, 0.2736670E+01,
 0.1046000E+02, 0.2723602E+01, 0.2738559E+01, 0.2738901E+01, 0.2738348E+01,
 0.1048000E+02, 0.2725275E+01, 0.2740235E+01, 0.2740577E+01, 0.2740024E+01,
 0.1050000E+02, 0.2726944E+01, 0.2741908E+01, 0.2742249E+01, 0.2741697E+01,
 0.1052000E+02, 0.2728612E+01, 0.2743578E+01, 0.2743920E+01, 0.2743367E+01,
 0.1054000E+02, 0.2730276E+01, 0.2745246E+01, 0.2745587E+01, 0.2745035E+01,
 0.1056000E+02, 0.2731938E+01, 0.2746911E+01, 0.2747252E+01, 0.2746700E+01,
 0.1058000E+02, 0.2733598E+01, 0.2748573E+01, 0.2748914E+01, 0.2748362E+01,
 0.1060000E+02, 0.2735255E+01, 0.2750232E+01, 0.2750574E+01, 0.2750022E+01,
 0.1062000E+02, 0.2736909E+01, 0.2751889E+01, 0.2752231E+01, 0.2751679E+01,
 0.1064000E+02, 0.2738560E+01, 0.2753544E+01, 0.2753885E+01, 0.2753334E+01,
 0.1066000E+02, 0.2740209E+01, 0.2755196E+01, 0.2755537E+01, 0.2754986E+01,
 0.1068000E+02, 0.2741856E+01, 0.2756845E+01, 0.2757186E+01, 0.2756635E+01,
 0.1070000E+02, 0.2743500E+01, 0.2758492E+01, 0.2758832E+01, 0.2758281E+01,
 0.1072000E+02, 0.2745141E+01, 0.2760136E+01, 0.2760477E+01, 0.2759926E+01,
 0.1074000E+02, 0.2746780E+01, 0.2761777E+01, 0.2762118E+01, 0.2761567E+01,
 0.1076000E+02, 0.2748416E+01, 0.2763416E+01, 0.2763757E+01, 0.2763206E+01,
 0.1078000E+02, 0.2750050E+01, 0.2765053E+01, 0.2765393E+01, 0.2764843E+01,
 0.1080000E+02, 0.2751681E+01, 0.2766686E+01, 0.2767027E+01, 0.2766477E+01,
 0.1082000E+02, 0.2753310E+01, 0.2768318E+01, 0.2768658E+01, 0.2768108E+01,
 0.1084000E+02, 0.2754936E+01, 0.2769947E+01, 0.2770287E+01, 0.2769737E+01,
