@POUT,PCX,PIE,PRL,PCON [MW]  vs t@
X,POUT,PCX,PIE,PRL,PCON
 0.1266000E+02, 0.3429704E+02, 0.0000000E+00, 0.0000000E+00, 0.3809264E+01, 0.3048777E+02,
 0.1268000E+02, 0.3429742E+02, 0.0000000E+00, 0.0000000E+00, 0.3809482E+01, 0.3048793E+02,
 0.1270000E+02, 0.3429780E+02, 0.0000000E+00, 0.0000000E+00, 0.3809700E+01, 0.3048810E+02,
 0.1272000E+02, 0.3429818E+02, 0.0000000E+00, 0.0000000E+00, 0.3809917E+01, 0.3048826E+02,
 0.1274000E+02, 0.3429856E+02, 0.0000000E+00, 0.0000000E+00, 0.3810134E+01, 0.3048842E+02,
 0.1276000E+02, 0.3429894E+02, 0.0000000E+00, 0.0000000E+00, 0.3810350E+01, 0.3048859E+02,
 0.1278000E+02, 0.3429932E+02, 0.0000000E+00, 0.0000000E+00, 0.3810566E+01, 0.3048875E+02,
 0.1280000E+02, 0.3429969E+02, 0.0000000E+00, 0.0000000E+00, 0.3810781E+01, 0.3048891E+02,
 0.1282000E+02, 0.3430006E+02, 0.0000000E+00, 0.0000000E+00, 0.3810995E+01, 0.3048907E+02,
 0.1284000E+02, 0.3430044E+02, 0.0000000E+00, 0.0000000E+00, 0.3811209E+01, 0.3048923E+02,
 0.1286000E+02, 0.3430081E+02, 0.0000000E+00, 0.0000000E+00, 0.3811423E+01, 0.3048939E+02,
 0.1288000E+02, 0.3430118E+02, 0.0000000E+00, 0.0000000E+00, 0.3811635E+01, 0.3048955E+02,
 0.1290000E+02, 0.3430155E+02, 0.0000000E+00, 0.0000000E+00, 0.3811848E+01, 0.3048971E+02,
 0.1292000E+02, 0.3430192E+02, 0.0000000E+00, 0.0000000E+00, 0.3812059E+01, 0.3048986E+02,
 0.1294000E+02, 0.3430229E+02, 0.0000000E+00, 0.0000000E+00, 0.3812270E+01, 0.3049002E+02,
 0.1296000E+02, 0.3430265E+02, 0.0000000E+00, 0.0000000E+00, 0.3812481E+01, 0.3049017E+02,
 0.1298000E+02, 0.3430302E+02, 0.0000000E+00, 0.0000000E+00, 0.3812691E+01, 0.3049033E+02,
 0.1300000E+02, 0.3430338E+02, 0.0000000E+00, 0.0000000E+00, 0.3812901E+01, 0.3049048E+02,
 0.1302000E+02, 0.3430375E+02, 0.0000000E+00, 0.0000000E+00, 0.3813110E+01, 0.3049064E+02,
 0.1304000E+02, 0.3430411E+02, 0.0000000E+00, 0.0000000E+00, 0.3813318E+01, 0.3049079E+02,
 0.1306000E+02, 0.3430447E+02, 0.0000000E+00, 0.0000000E+00, 0.3813526E+01, 0.3049094E+02,
 0.1308000E+02, 0.3430483E+02, 0.0000000E+00, 0.0000000E+00, 0.3813734E+01, 0.3049110E+02,
 0.1310000E+02, 0.3430519E+02, 0.0000000E+00, 0.0000000E+00, 0.3813941E+01, 0.3049125E+02,
 0.1312000E+02, 0.3430555E+02, 0.0000000E+00, 0.0000000E+00, 0.3814147E+01, 0.3049140E+02,
 0.1314000E+02, 0.3430590E+02, 0.0000000E+00, 0.0000000E+00, 0.3814353E+01, 0.3049155E+02,
 0.1316000E+02, 0.3430626E+02, 0.0000000E+00, 0.0000000E+00, 0.3814559E+01, 0.3049170E+02,
 0.1318000E+02, 0.3430661E+02, 0.0000000E+00, 0.0000000E+00, 0.3814764E+01, 0.3049185E+02,
 0.1320000E+02, 0.3430696E+02, 0.0000000E+00, 0.0000000E+00, 0.3814968E+01, 0.3049199E+02,
 0.1322000E+02, 0.3430732E+02, 0.0000000E+00, 0.0000000E+00, 0.3815172E+01, 0.3049215E+02,
 0.1324000E+02, 0.3430767E+02, 0.0000000E+00, 0.0000000E+00, 0.3815375E+01, 0.3049229E+02,
 0.1326000E+02, 0.3430802E+02, 0.0000000E+00, 0.0000000E+00, 0.3815578E+01, 0.3049244E+02,
 0.1328000E+02, 0.3430836E+02, 0.0000000E+00, 0.0000000E+00, 0.3815780E+01, 0.3049258E+02,
 0.1330000E+02, 0.3430871E+02, 0.0000000E+00, 0.0000000E+00, 0.3815982E+01, 0.3049273E+02,
 0.1332000E+02, 0.3430906E+02, 0.0000000E+00, 0.0000000E+00, 0.3816184E+01, 0.3049287E+02,
 0.1334000E+02, 0.3430940E+02, 0.0000000E+00, 0.0000000E+00, 0.3816384E+01, 0.3049302E+02,
 0.1336000E+02, 0.3430975E+02, 0.0000000E+00, 0.0000000E+00, 0.3816585E+01, 0.3049316E+02,
 0.1338000E+02, 0.3431009E+02, 0.0000000E+00, 0.0000000E+00, 0.3816785E+01, 0.3049331E+02,
 0.1340000E+02, 0.3431043E+02, 0.0000000E+00, 0.0000000E+00, 0.3816984E+01, 0.3049345E+02,
 0.1342000E+02, 0.3431078E+02, 0.0000000E+00, 0.0000000E+00, 0.3817183E+01, 0.3049359E+02,
 0.1344000E+02, 0.3431112E+02, 0.0000000E+00, 0.0000000E+00, 0.3817381E+01, 0.3049373E+02,
 0.1346000E+02, 0.3431145E+02, 0.0000000E+00, 0.0000000E+00, 0.3817579E+01, 0.3049387E+02,
 0.1348000E+02, 0.3431179E+02, 0.0000000E+00, 0.0000000E+00, 0.3817777E+01, 0.3049401E+02,
 0.1350000E+02, 0.3431213E+02, 0.0000000E+00, 0.0000000E+00, 0.3817974E+01, 0.3049415E+02,
 0.1352000E+02, 0.3431246E+02, 0.0000000E+00, 0.0000000E+00, 0.3818170E+01, 0.3049429E+02,
 0.1354000E+02, 0.3431280E+02, 0.0000000E+00, 0.0000000E+00, 0.3818366E+01, 0.3049443E+02,
 0.1356000E+02, 0.3431313E+02, 0.0000000E+00, 0.0000000E+00, 0.3818562E+01, 0.3049457E+02,
 0.1358000E+02, 0.3431347E+02, 0.0000000E+00, 0.0000000E+00, 0.3818757E+01, 0.3049471E+02,
 0.1360000E+02, 0.3431380E+02, 0.0000000E+00, 0.0000000E+00, 0.3818951E+01, 0.3049484E+02,
 0.1362000E+02, 0.3431413E+02, 0.0000000E+00, 0.0000000E+00, 0.3819145E+01, 0.3049498E+02,
 0.1364000E+02, 0.3431446E+02, 0.0000000E+00, 0.0000000E+00, 0.3819339E+01, 0.3049512E+02,
 0.1366000E+02, 0.3431479E+02, 0.0000000E+00, 0.0000000E+00, 0.3819532E+01, 0.3049525E+02,
 0.1368000E+02, 0.3431511E+02, 0.0000000E+00, 0.0000000E+00, 0.3819725E+01, 0.3049539E+02,
 0.1370000E+02, 0.3431544E+02, 0.0000000E+00, 0.0000000E+00, 0.3819917E+01, 0.3049552E+02,
 0.1372000E+02, 0.3431577E+02, 0.0000000E+00, 0.0000000E+00, 0.3820109E+01, 0.3049566E+02,
 0.1374000E+02, 0.3431609E+02, 0.0000000E+00, 0.0000000E+00, 0.3820300E+01, 0.3049579E+02,
 0.1376000E+02, 0.3431641E+02, 0.0000000E+00, 0.0000000E+00, 0.3820491E+01, 0.3049592E+02,
 0.1378000E+02, 0.3431674E+02, 0.0000000E+00, 0.0000000E+00, 0.3820682E+01, 0.3049606E+02,
 0.1380000E+02, 0.3431706E+02, 0.0000000E+00, 0.0000000E+00, 0.3820872E+01, 0.3049619E+02,
 0.1382000E+02, 0.3431738E+02, 0.0000000E+00, 0.0000000E+00, 0.3821061E+01, 0.3049632E+02,
 0.1384000E+02, 0.3431770E+02, 0.0000000E+00, 0.0000000E+00, 0.3821250E+01, 0.3049645E+02,
 0.1386000E+02, 0.3431802E+02, 0.0000000E+00, 0.0000000E+00, 0.3821439E+01, 0.3049658E+02,
 0.1388000E+02, 0.3431834E+02, 0.0000000E+00, 0.0000000E+00, 0.3821627E+01, 0.3049671E+02,
 0.1390000E+02, 0.3431866E+02, 0.0000000E+00, 0.0000000E+00, 0.3821815E+01, 0.3049684E+02,
 0.1392000E+02, 0.3431897E+02, 0.0000000E+00, 0.0000000E+00, 0.3822002E+01, 0.3049697E+02,
 0.1394000E+02, 0.3431929E+02, 0.0000000E+00, 0.0000000E+00, 0.3822189E+01, 0.3049710E+02,
 0.1396000E+02, 0.3431960E+02, 0.0000000E+00, 0.0000000E+00, 0.3822376E+01, 0.3049723E+02,
 0.1398000E+02, 0.3431992E+02, 0.0000000E+00, 0.0000000E+00, 0.3822562E+01, 0.3049735E+02,
 0.1400000E+02, 0.3432023E+02, 0.0000000E+00, 0.0000000E+00, 0.3822747E+01, 0.3049748E+02,
 0.1402000E+02, 0.3432054E+02, 0.0000000E+00, 0.0000000E+00, 0.3822932E+01, 0.3049761E+02,
 0.1404000E+02, 0.3432085E+02, 0.0000000E+00, 0.0000000E+00, 0.3823117E+01, 0.3049773E+02,
 0.1406000E+02, 0.3432116E+02, 0.0000000E+00, 0.0000000E+00, 0.3823301E+01, 0.3049786E+02,
 0.1408000E+02, 0.3432147E+02, 0.0000000E+00, 0.0000000E+00, 0.3823485E+01, 0.3049799E+02,
 0.1410000E+02, 0.3432178E+02, 0.0000000E+00, 0.0000000E+00, 0.3823668E+01, 0.3049811E+02,
 0.1412000E+02, 0.3432209E+02, 0.0000000E+00, 0.0000000E+00, 0.3823851E+01, 0.3049824E+02,
 0.1414000E+02, 0.3432240E+02, 0.0000000E+00, 0.0000000E+00, 0.3824034E+01, 0.3049836E+02,
 0.1416000E+02, 0.3432270E+02, 0.0000000E+00, 0.0000000E+00, 0.3824216E+01, 0.3049848E+02,
 0.1418000E+02, 0.3432301E+02, 0.0000000E+00, 0.0000000E+00, 0.3824398E+01, 0.3049861E+02,
 0.1420000E+02, 0.3432331E+02, 0.0000000E+00, 0.0000000E+00, 0.3824579E+01, 0.3049873E+02,
 0.1422000E+02, 0.3432361E+02, 0.0000000E+00, 0.0000000E+00, 0.3824760E+01, 0.3049885E+02,
 0.1424000E+02, 0.3432391E+02, 0.0000000E+00, 0.0000000E+00, 0.3824940E+01, 0.3049898E+02,
 0.1426000E+02, 0.3432422E+02, 0.0000000E+00, 0.0000000E+00, 0.3825120E+01, 0.3049910E+02,
 0.1428000E+02, 0.3432452E+02, 0.0000000E+00, 0.0000000E+00, 0.3825300E+01, 0.3049922E+02,
 0.1430000E+02, 0.3432482E+02, 0.0000000E+00, 0.0000000E+00, 0.3825479E+01, 0.3049934E+02,
 0.1432000E+02, 0.3432512E+02, 0.0000000E+00, 0.0000000E+00, 0.3825658E+01, 0.3049946E+02,
 0.1434000E+02, 0.3432542E+02, 0.0000000E+00, 0.0000000E+00, 0.3825837E+01, 0.3049958E+02,
 0.1436000E+02, 0.3432571E+02, 0.0000000E+00, 0.0000000E+00, 0.3826015E+01, 0.3049970E+02,
 0.1438000E+02, 0.3432601E+02, 0.0000000E+00, 0.0000000E+00, 0.3826192E+01, 0.3049982E+02,
 0.1440000E+02, 0.3432631E+02, 0.0000000E+00, 0.0000000E+00, 0.3826370E+01, 0.3049994E+02,
 0.1442000E+02, 0.3432660E+02, 0.0000000E+00, 0.0000000E+00, 0.3826546E+01, 0.3050005E+02,
 0.1444000E+02, 0.3432690E+02, 0.0000000E+00, 0.0000000E+00, 0.3826723E+01, 0.3050017E+02,
 0.1446000E+02, 0.3432719E+02, 0.0000000E+00, 0.0000000E+00, 0.3826899E+01, 0.3050029E+02,
 0.1448000E+02, 0.3432748E+02, 0.0000000E+00, 0.0000000E+00, 0.3827074E+01, 0.3050041E+02,
 0.1450000E+02, 0.3432777E+02, 0.0000000E+00, 0.0000000E+00, 0.3827250E+01, 0.3050052E+02,
 0.1452000E+02, 0.3432806E+02, 0.0000000E+00, 0.0000000E+00, 0.3827424E+01, 0.3050064E+02,
 0.1454000E+02, 0.3432835E+02, 0.0000000E+00, 0.0000000E+00, 0.3827599E+01, 0.3050076E+02,
 0.1456000E+02, 0.3432864E+02, 0.0000000E+00, 0.0000000E+00, 0.3827773E+01, 0.3050087E+02,
 0.1458000E+02, 0.3432893E+02, 0.0000000E+00, 0.0000000E+00, 0.3827946E+01, 0.3050099E+02,
 0.1460000E+02, 0.3432922E+02, 0.0000000E+00, 0.0000000E+00, 0.3828120E+01, 0.3050110E+02,
 0.1462000E+02, 0.3432951E+02, 0.0000000E+00, 0.0000000E+00, 0.3828293E+01, 0.3050122E+02,
 0.1464000E+02, 0.3432980E+02, 0.0000000E+00, 0.0000000E+00, 0.3828465E+01, 0.3050133E+02,
 0.1466000E+02, 0.3433008E+02, 0.0000000E+00, 0.0000000E+00, 0.3828637E+01, 0.3050145E+02,
 0.1468000E+02, 0.3433037E+02, 0.0000000E+00, 0.0000000E+00, 0.3828809E+01, 0.3050156E+02,
 0.1470000E+02, 0.3433065E+02, 0.0000000E+00, 0.0000000E+00, 0.3828980E+01, 0.3050167E+02,
 0.1472000E+02, 0.3433094E+02, 0.0000000E+00, 0.0000000E+00, 0.3829151E+01, 0.3050178E+02,
 0.1474000E+02, 0.3433122E+02, 0.0000000E+00, 0.0000000E+00, 0.3829322E+01, 0.3050190E+02,
 0.1476000E+02, 0.3433150E+02, 0.0000000E+00, 0.0000000E+00, 0.3829492E+01, 0.3050201E+02,
 0.1478000E+02, 0.3433178E+02, 0.0000000E+00, 0.0000000E+00, 0.3829662E+01, 0.3050212E+02,
 0.1480000E+02, 0.3433206E+02, 0.0000000E+00, 0.0000000E+00, 0.3829831E+01, 0.3050223E+02,
 0.1482000E+02, 0.3433234E+02, 0.0000000E+00, 0.0000000E+00, 0.3830000E+01, 0.3050234E+02,
 0.1484000E+02, 0.3433262E+02, 0.0000000E+00, 0.0000000E+00, 0.3830169E+01, 0.3050245E+02,
 0.1486000E+02, 0.3433290E+02, 0.0000000E+00, 0.0000000E+00, 0.3830338E+01, 0.3050256E+02,
 0.1488000E+02, 0.3433318E+02, 0.0000000E+00, 0.0000000E+00, 0.3830505E+01, 0.3050267E+02,
 0.1490000E+02, 0.3433346E+02, 0.0000000E+00, 0.0000000E+00, 0.3830673E+01, 0.3050278E+02,
 0.1492000E+02, 0.3433373E+02, 0.0000000E+00, 0.0000000E+00, 0.3830840E+01, 0.3050289E+02,
 0.1494000E+02, 0.3433401E+02, 0.0000000E+00, 0.0000000E+00, 0.3831007E+01, 0.3050300E+02,
 0.1496000E+02, 0.3433428E+02, 0.0000000E+00, 0.0000000E+00, 0.3831174E+01, 0.3050311E+02,
 0.1498000E+02, 0.3433456E+02, 0.0000000E+00, 0.0000000E+00, 0.3831340E+01, 0.3050322E+02,
 0.1500000E+02, 0.3433483E+02, 0.0000000E+00, 0.0000000E+00, 0.3831506E+01, 0.3050333E+02,
 0.1500000E+02, 0.3433254E+02, 0.0000000E+00, 0.0000000E+00, 0.3831506E+01, 0.3050104E+02,
 0.1502000E+02, 0.3441666E+02, 0.0000000E+00, 0.0000000E+00, 0.3859299E+01, 0.3055736E+02,
 0.1504000E+02, 0.3447943E+02, 0.0000000E+00, 0.0000000E+00, 0.3888602E+01, 0.3059083E+02,
 0.1506000E+02, 0.3453754E+02, 0.0000000E+00, 0.0000000E+00, 0.3918174E+01, 0.3061937E+02,
 0.1508000E+02, 0.3459414E+02, 0.0000000E+00, 0.0000000E+00, 0.3947708E+01, 0.3064643E+02,
 0.1510000E+02, 0.3465013E+02, 0.0000000E+00, 0.0000000E+00, 0.3977099E+01, 0.3067303E+02,
 0.1512000E+02, 0.3470592E+02, 0.0000000E+00, 0.0000000E+00, 0.4006299E+01, 0.3069962E+02,
 0.1514000E+02, 0.3476179E+02, 0.0000000E+00, 0.0000000E+00, 0.4035288E+01, 0.3072650E+02,
 0.1516000E+02, 0.3481803E+02, 0.0000000E+00, 0.0000000E+00, 0.4064058E+01, 0.3075397E+02,
 0.1518000E+02, 0.3487502E+02, 0.0000000E+00, 0.0000000E+00, 0.4092609E+01, 0.3078241E+02,
 0.1520000E+02, 0.3493332E+02, 0.0000000E+00, 0.0000000E+00, 0.4120947E+01, 0.3081237E+02,
 0.1522000E+02, 0.3499364E+02, 0.0000000E+00, 0.0000000E+00, 0.4149080E+01, 0.3084456E+02,
 0.1524000E+02, 0.3505691E+02, 0.0000000E+00, 0.0000000E+00, 0.4177016E+01, 0.3087990E+02,
 0.1526000E+02, 0.3512419E+02, 0.0000000E+00, 0.0000000E+00, 0.4204760E+01, 0.3091943E+02,
 0.1528000E+02, 0.3519663E+02, 0.0000000E+00, 0.0000000E+00, 0.4232317E+01, 0.3096431E+02,
 0.1530000E+02, 0.3527542E+02, 0.0000000E+00, 0.0000000E+00, 0.4259689E+01, 0.3101574E+02,
 0.1532000E+02, 0.3536173E+02, 0.0000000E+00, 0.0000000E+00, 0.4286872E+01, 0.3107486E+02,
 0.1534000E+02, 0.3545663E+02, 0.0000000E+00, 0.0000000E+00, 0.4313864E+01, 0.3114277E+02,
 0.1536000E+02, 0.3556108E+02, 0.0000000E+00, 0.0000000E+00, 0.4340660E+01, 0.3122042E+02,
 0.1538000E+02, 0.3567583E+02, 0.0000000E+00, 0.0000000E+00, 0.4367255E+01, 0.3130858E+02,
 0.1540000E+02, 0.3580150E+02, 0.0000000E+00, 0.0000000E+00, 0.4393642E+01, 0.3140786E+02,
 0.1542000E+02, 0.3593849E+02, 0.0000000E+00, 0.0000000E+00, 0.4419815E+01, 0.3151867E+02,
 0.1544000E+02, 0.3608701E+02, 0.0000000E+00, 0.0000000E+00, 0.4445762E+01, 0.3164124E+02,
 0.1546000E+02, 0.3624710E+02, 0.0000000E+00, 0.0000000E+00, 0.4471475E+01, 0.3177562E+02,
 0.1548000E+02, 0.3641864E+02, 0.0000000E+00, 0.0000000E+00, 0.4496942E+01, 0.3192171E+02,
 0.1550000E+02, 0.3660140E+02, 0.0000000E+00, 0.0000000E+00, 0.4522151E+01, 0.3207925E+02,
 0.1552000E+02, 0.3679499E+02, 0.0000000E+00, 0.0000000E+00, 0.4547091E+01, 0.3224790E+02,
 0.1554000E+02, 0.3699897E+02, 0.0000000E+00, 0.0000000E+00, 0.4571753E+01, 0.3242722E+02,
 0.1556000E+02, 0.3721281E+02, 0.0000000E+00, 0.0000000E+00, 0.4596125E+01, 0.3261668E+02,
 0.1558000E+02, 0.3743593E+02, 0.0000000E+00, 0.0000000E+00, 0.4620201E+01, 0.3281573E+02,
 0.1560000E+02, 0.3766772E+02, 0.0000000E+00, 0.0000000E+00, 0.4643972E+01, 0.3302375E+02,
 0.1562000E+02, 0.3790752E+02, 0.0000000E+00, 0.0000000E+00, 0.4667433E+01, 0.3324009E+02,
 0.1564000E+02, 0.3815467E+02, 0.0000000E+00, 0.0000000E+00, 0.4690579E+01, 0.3346409E+02,
 0.1566000E+02, 0.3840849E+02, 0.0000000E+00, 0.0000000E+00, 0.4713406E+01, 0.3369509E+02,
 0.1568000E+02, 0.3866832E+02, 0.0000000E+00, 0.0000000E+00, 0.4735911E+01, 0.3393240E+02,
 0.1570000E+02, 0.3893346E+02, 0.0000000E+00, 0.0000000E+00, 0.4758094E+01, 0.3417537E+02,
 0.1572000E+02, 0.3920328E+02, 0.0000000E+00, 0.0000000E+00, 0.4779953E+01, 0.3442332E+02,
 0.1574000E+02, 0.3947712E+02, 0.0000000E+00, 0.0000000E+00, 0.4801488E+01, 0.3467563E+02,
 0.1576000E+02, 0.3975435E+02, 0.0000000E+00, 0.0000000E+00, 0.4822701E+01, 0.3493164E+02,
 0.1578000E+02, 0.4003438E+02, 0.0000000E+00, 0.0000000E+00, 0.4843595E+01, 0.3519078E+02,
 0.1580000E+02, 0.4031664E+02, 0.0000000E+00, 0.0000000E+00, 0.4864169E+01, 0.3545247E+02,
 0.1582000E+02, 0.4060057E+02, 0.0000000E+00, 0.0000000E+00, 0.4884429E+01, 0.3571614E+02,
 0.1584000E+02, 0.4088567E+02, 0.0000000E+00, 0.0000000E+00, 0.4904377E+01, 0.3598129E+02,
 0.1586000E+02, 0.4117144E+02, 0.0000000E+00, 0.0000000E+00, 0.4924016E+01, 0.3624743E+02,
 0.1588000E+02, 0.4145745E+02, 0.0000000E+00, 0.0000000E+00, 0.4943353E+01, 0.3651409E+02,
 0.1590000E+02, 0.4174326E+02, 0.0000000E+00, 0.0000000E+00, 0.4962391E+01, 0.3678086E+02,
 0.1592000E+02, 0.4202847E+02, 0.0000000E+00, 0.0000000E+00, 0.4981135E+01, 0.3704734E+02,
 0.1594000E+02, 0.4231274E+02, 0.0000000E+00, 0.0000000E+00, 0.4999590E+01, 0.3731315E+02,
 0.1596000E+02, 0.4259573E+02, 0.0000000E+00, 0.0000000E+00, 0.5017761E+01, 0.3757796E+02,
 0.1598000E+02, 0.4287712E+02, 0.0000000E+00, 0.0000000E+00, 0.5035654E+01, 0.3784147E+02,
 0.1600000E+02, 0.4315665E+02, 0.0000000E+00, 0.0000000E+00, 0.5053275E+01, 0.3810338E+02,
 0.1602000E+02, 0.4343407E+02, 0.0000000E+00, 0.0000000E+00, 0.5070628E+01, 0.3836344E+02,
 0.1604000E+02, 0.4370913E+02, 0.0000000E+00, 0.0000000E+00, 0.5087719E+01, 0.3862141E+02,
 0.1606000E+02, 0.4398164E+02, 0.0000000E+00, 0.0000000E+00, 0.5104556E+01, 0.3887708E+02,
 0.1608000E+02, 0.4425140E+02, 0.0000000E+00, 0.0000000E+00, 0.5121142E+01, 0.3913026E+02,
 0.1610000E+02, 0.4451826E+02, 0.0000000E+00, 0.0000000E+00, 0.5137485E+01, 0.3938078E+02,
 0.1612000E+02, 0.4478208E+02, 0.0000000E+00, 0.0000000E+00, 0.5153589E+01, 0.3962849E+02,
 0.1614000E+02, 0.4504271E+02, 0.0000000E+00, 0.0000000E+00, 0.5169460E+01, 0.3987325E+02,
 0.1616000E+02, 0.4530006E+02, 0.0000000E+00, 0.0000000E+00, 0.5185104E+01, 0.4011496E+02,
 0.1618000E+02, 0.4555403E+02, 0.0000000E+00, 0.0000000E+00, 0.5200528E+01, 0.4035350E+02,
 0.1620000E+02, 0.4580454E+02, 0.0000000E+00, 0.0000000E+00, 0.5215736E+01, 0.4058881E+02,
 0.1622000E+02, 0.4605152E+02, 0.0000000E+00, 0.0000000E+00, 0.5230734E+01, 0.4082079E+02,
 0.1624000E+02, 0.4629492E+02, 0.0000000E+00, 0.0000000E+00, 0.5245528E+01, 0.4104939E+02,
 0.1626000E+02, 0.4653469E+02, 0.0000000E+00, 0.0000000E+00, 0.5260122E+01, 0.4127457E+02,
 0.1628000E+02, 0.4677082E+02, 0.0000000E+00, 0.0000000E+00, 0.5274524E+01, 0.4149630E+02,
 0.1630000E+02, 0.4700327E+02, 0.0000000E+00, 0.0000000E+00, 0.5288737E+01, 0.4171453E+02,
 0.1632000E+02, 0.4723205E+02, 0.0000000E+00, 0.0000000E+00, 0.5302768E+01, 0.4192928E+02,
 0.1634000E+02, 0.4745715E+02, 0.0000000E+00, 0.0000000E+00, 0.5316621E+01, 0.4214053E+02,
 0.1636000E+02, 0.4767859E+02, 0.0000000E+00, 0.0000000E+00, 0.5330302E+01, 0.4234828E+02,
 0.1638000E+02, 0.4789637E+02, 0.0000000E+00, 0.0000000E+00, 0.5343816E+01, 0.4255256E+02,
 0.1640000E+02, 0.4811055E+02, 0.0000000E+00, 0.0000000E+00, 0.5357168E+01, 0.4275338E+02,
 0.1642000E+02, 0.4832114E+02, 0.0000000E+00, 0.0000000E+00, 0.5370362E+01, 0.4295077E+02,
 0.1644000E+02, 0.4852819E+02, 0.0000000E+00, 0.0000000E+00, 0.5383404E+01, 0.4314478E+02,
 0.1646000E+02, 0.4873175E+02, 0.0000000E+00, 0.0000000E+00, 0.5396298E+01, 0.4333545E+02,
 0.1648000E+02, 0.4893188E+02, 0.0000000E+00, 0.0000000E+00, 0.5409050E+01, 0.4352283E+02,
 0.1650000E+02, 0.4912865E+02, 0.0000000E+00, 0.0000000E+00, 0.5421663E+01, 0.4370698E+02,
 0.1652000E+02, 0.4932211E+02, 0.0000000E+00, 0.0000000E+00, 0.5434143E+01, 0.4388797E+02,
 0.1654000E+02, 0.4951236E+02, 0.0000000E+00, 0.0000000E+00, 0.5446492E+01, 0.4406586E+02,
 0.1656000E+02, 0.4969946E+02, 0.0000000E+00, 0.0000000E+00, 0.5458717E+01, 0.4424074E+02,
 0.1658000E+02, 0.4988350E+02, 0.0000000E+00, 0.0000000E+00, 0.5470822E+01, 0.4441267E+02,
 0.1660000E+02, 0.5006457E+02, 0.0000000E+00, 0.0000000E+00, 0.5482809E+01, 0.4458176E+02,
 0.1662000E+02, 0.5024276E+02, 0.0000000E+00, 0.0000000E+00, 0.5494684E+01, 0.4474808E+02,
 0.1664000E+02, 0.5041818E+02, 0.0000000E+00, 0.0000000E+00, 0.5506451E+01, 0.4491172E+02,
 0.1666000E+02, 0.5059091E+02, 0.0000000E+00, 0.0000000E+00, 0.5518112E+01, 0.4507280E+02,
 0.1668000E+02, 0.5076106E+02, 0.0000000E+00, 0.0000000E+00, 0.5529673E+01, 0.4523139E+02,
 0.1670000E+02, 0.5092874E+02, 0.0000000E+00, 0.0000000E+00, 0.5541135E+01, 0.4538760E+02,
 0.1672000E+02, 0.5109405E+02, 0.0000000E+00, 0.0000000E+00, 0.5552504E+01, 0.4554154E+02,
 0.1674000E+02, 0.5125709E+02, 0.0000000E+00, 0.0000000E+00, 0.5563783E+01, 0.4569331E+02,
 0.1676000E+02, 0.5141797E+02, 0.0000000E+00, 0.0000000E+00, 0.5574974E+01, 0.4584300E+02,
 0.1678000E+02, 0.5157681E+02, 0.0000000E+00, 0.0000000E+00, 0.5586081E+01, 0.4599073E+02,
 0.1680000E+02, 0.5173371E+02, 0.0000000E+00, 0.0000000E+00, 0.5597106E+01, 0.4613660E+02,
 0.1682000E+02, 0.5188877E+02, 0.0000000E+00, 0.0000000E+00, 0.5608054E+01, 0.4628072E+02,
 0.1684000E+02, 0.5204211E+02, 0.0000000E+00, 0.0000000E+00, 0.5618927E+01, 0.4642319E+02,
 0.1686000E+02, 0.5219384E+02, 0.0000000E+00, 0.0000000E+00, 0.5629727E+01, 0.4656411E+02,
 0.1688000E+02, 0.5234405E+02, 0.0000000E+00, 0.0000000E+00, 0.5640458E+01, 0.4670358E+02,
 0.1690000E+02, 0.5249285E+02, 0.0000000E+00, 0.0000000E+00, 0.5651122E+01, 0.4684173E+02,
 0.1692000E+02, 0.5264035E+02, 0.0000000E+00, 0.0000000E+00, 0.5661720E+01, 0.4697863E+02,
 0.1694000E+02, 0.5278666E+02, 0.0000000E+00, 0.0000000E+00, 0.5672256E+01, 0.4711440E+02,
 0.1696000E+02, 0.5293185E+02, 0.0000000E+00, 0.0000000E+00, 0.5682732E+01, 0.4724912E+02,
 0.1698000E+02, 0.5307605E+02, 0.0000000E+00, 0.0000000E+00, 0.5693151E+01, 0.4738289E+02,
 0.1700000E+02, 0.5321933E+02, 0.0000000E+00, 0.0000000E+00, 0.5703513E+01, 0.4751582E+02,
 0.1702000E+02, 0.5336180E+02, 0.0000000E+00, 0.0000000E+00, 0.5713820E+01, 0.4764798E+02,
 0.1704000E+02, 0.5350354E+02, 0.0000000E+00, 0.0000000E+00, 0.5724076E+01, 0.4777947E+02,
 0.1706000E+02, 0.5364465E+02, 0.0000000E+00, 0.0000000E+00, 0.5734282E+01, 0.4791037E+02,
 0.1708000E+02, 0.5378521E+02, 0.0000000E+00, 0.0000000E+00, 0.5744439E+01, 0.4804077E+02,
 0.1710000E+02, 0.5392530E+02, 0.0000000E+00, 0.0000000E+00, 0.5754549E+01, 0.4817075E+02,
 0.1712000E+02, 0.5406500E+02, 0.0000000E+00, 0.0000000E+00, 0.5764613E+01, 0.4830038E+02,
 0.1714000E+02, 0.5420439E+02, 0.0000000E+00, 0.0000000E+00, 0.5774633E+01, 0.4842976E+02,
 0.1716000E+02, 0.5434355E+02, 0.0000000E+00, 0.0000000E+00, 0.5784610E+01, 0.4855894E+02,
 0.1718000E+02, 0.5448255E+02, 0.0000000E+00, 0.0000000E+00, 0.5794546E+01, 0.4868800E+02,
