@TAUE1,TAUE2,TAUE89  vs t@
X,TAUE1,TAUE2,TAUE89
 0.2034000E+02, 0.2226132E+01, 0.2672331E+01, 0.2159760E+01,
 0.2036000E+02, 0.2228219E+01, 0.2671030E+01, 0.2159163E+01,
 0.2038000E+02, 0.2230290E+01, 0.2669730E+01, 0.2158572E+01,
 0.2040000E+02, 0.2232346E+01, 0.2668431E+01, 0.2157984E+01,
 0.2042000E+02, 0.2234385E+01, 0.2667133E+01, 0.2157402E+01,
 0.2044000E+02, 0.2236408E+01, 0.2665837E+01, 0.2156823E+01,
 0.2046000E+02, 0.2238416E+01, 0.2664543E+01, 0.2156249E+01,
 0.2048000E+02, 0.2240408E+01, 0.2663251E+01, 0.2155679E+01,
 0.2050000E+02, 0.2242384E+01, 0.2661961E+01, 0.2155113E+01,
 0.2052000E+02, 0.2244345E+01, 0.2660673E+01, 0.2154551E+01,
 0.2054000E+02, 0.2246291E+01, 0.2659388E+01, 0.2153994E+01,
 0.2056000E+02, 0.2248221E+01, 0.2658105E+01, 0.2153441E+01,
 0.2058000E+02, 0.2250137E+01, 0.2656826E+01, 0.2152892E+01,
 0.2060000E+02, 0.2252037E+01, 0.2655549E+01, 0.2152347E+01,
 0.2062000E+02, 0.2253922E+01, 0.2654275E+01, 0.2151806E+01,
 0.2064000E+02, 0.2255792E+01, 0.2653005E+01, 0.2151269E+01,
 0.2066000E+02, 0.2257648E+01, 0.2651738E+01, 0.2150737E+01,
 0.2068000E+02, 0.2259489E+01, 0.2650475E+01, 0.2150208E+01,
 0.2070000E+02, 0.2261315E+01, 0.2649216E+01, 0.2149684E+01,
 0.2072000E+02, 0.2263127E+01, 0.2647960E+01, 0.2149163E+01,
 0.2074000E+02, 0.2264924E+01, 0.2646708E+01, 0.2148647E+01,
 0.2076000E+02, 0.2266707E+01, 0.2645461E+01, 0.2148134E+01,
 0.2078000E+02, 0.2268476E+01, 0.2644217E+01, 0.2147626E+01,
 0.2080000E+02, 0.2270231E+01, 0.2642979E+01, 0.2147121E+01,
 0.2082000E+02, 0.2271971E+01, 0.2641744E+01, 0.2146621E+01,
 0.2084000E+02, 0.2273698E+01, 0.2640514E+01, 0.2146124E+01,
 0.2086000E+02, 0.2275411E+01, 0.2639288E+01, 0.2145631E+01,
 0.2088000E+02, 0.2277110E+01, 0.2638068E+01, 0.2145142E+01,
 0.2090000E+02, 0.2278796E+01, 0.2636852E+01, 0.2144656E+01,
 0.2092000E+02, 0.2280468E+01, 0.2635641E+01, 0.2144175E+01,
 0.2094000E+02, 0.2282126E+01, 0.2634435E+01, 0.2143697E+01,
 0.2096000E+02, 0.2283771E+01, 0.2633234E+01, 0.2143223E+01,
 0.2098000E+02, 0.2285403E+01, 0.2632038E+01, 0.2142752E+01,
 0.2100000E+02, 0.2287021E+01, 0.2630847E+01, 0.2142286E+01,
 0.2102000E+02, 0.2288627E+01, 0.2629662E+01, 0.2141823E+01,
 0.2104000E+02, 0.2290219E+01, 0.2628482E+01, 0.2141364E+01,
 0.2106000E+02, 0.2291799E+01, 0.2627308E+01, 0.2140908E+01,
 0.2108000E+02, 0.2293365E+01, 0.2626138E+01, 0.2140456E+01,
 0.2110000E+02, 0.2294919E+01, 0.2624975E+01, 0.2140007E+01,
 0.2112000E+02, 0.2296460E+01, 0.2623817E+01, 0.2139562E+01,
 0.2114000E+02, 0.2297989E+01, 0.2622665E+01, 0.2139121E+01,
 0.2116000E+02, 0.2299505E+01, 0.2621518E+01, 0.2138683E+01,
 0.2118000E+02, 0.2301008E+01, 0.2620378E+01, 0.2138249E+01,
 0.2120000E+02, 0.2302500E+01, 0.2619243E+01, 0.2137818E+01,
 0.2122000E+02, 0.2303979E+01, 0.2618114E+01, 0.2137391E+01,
 0.2124000E+02, 0.2305446E+01, 0.2616990E+01, 0.2136967E+01,
 0.2126000E+02, 0.2306901E+01, 0.2615873E+01, 0.2136546E+01,
 0.2128000E+02, 0.2308344E+01, 0.2614762E+01, 0.2136129E+01,
 0.2130000E+02, 0.2309775E+01, 0.2613657E+01, 0.2135715E+01,
 0.2132000E+02, 0.2311194E+01, 0.2612557E+01, 0.2135305E+01,
 0.2134000E+02, 0.2312602E+01, 0.2611464E+01, 0.2134897E+01,
 0.2136000E+02, 0.2313998E+01, 0.2610377E+01, 0.2134494E+01,
 0.2138000E+02, 0.2315382E+01, 0.2609296E+01, 0.2134093E+01,
 0.2140000E+02, 0.2316755E+01, 0.2608221E+01, 0.2133696E+01,
 0.2142000E+02, 0.2318116E+01, 0.2607152E+01, 0.2133302E+01,
 0.2144000E+02, 0.2319467E+01, 0.2606090E+01, 0.2132911E+01,
 0.2146000E+02, 0.2320806E+01, 0.2605033E+01, 0.2132523E+01,
 0.2148000E+02, 0.2322134E+01, 0.2603983E+01, 0.2132139E+01,
 0.2150000E+02, 0.2323451E+01, 0.2602939E+01, 0.2131757E+01,
 0.2152000E+02, 0.2324757E+01, 0.2601902E+01, 0.2131379E+01,
 0.2154000E+02, 0.2326051E+01, 0.2600870E+01, 0.2131004E+01,
 0.2156000E+02, 0.2327336E+01, 0.2599845E+01, 0.2130632E+01,
 0.2158000E+02, 0.2328609E+01, 0.2598826E+01, 0.2130263E+01,
 0.2160000E+02, 0.2329872E+01, 0.2597814E+01, 0.2129897E+01,
 0.2162000E+02, 0.2331125E+01, 0.2596807E+01, 0.2129534E+01,
 0.2164000E+02, 0.2332366E+01, 0.2595808E+01, 0.2129174E+01,
 0.2166000E+02, 0.2333598E+01, 0.2594814E+01, 0.2128817E+01,
 0.2168000E+02, 0.2334819E+01, 0.2593827E+01, 0.2128463E+01,
 0.2170000E+02, 0.2336030E+01, 0.2592845E+01, 0.2128112E+01,
 0.2172000E+02, 0.2337230E+01, 0.2591871E+01, 0.2127764E+01,
 0.2174000E+02, 0.2338421E+01, 0.2590902E+01, 0.2127419E+01,
 0.2176000E+02, 0.2339601E+01, 0.2589940E+01, 0.2127076E+01,
 0.2178000E+02, 0.2340772E+01, 0.2588984E+01, 0.2126737E+01,
 0.2180000E+02, 0.2341933E+01, 0.2588035E+01, 0.2126400E+01,
 0.2182000E+02, 0.2343084E+01, 0.2587091E+01, 0.2126066E+01,
 0.2184000E+02, 0.2344225E+01, 0.2586154E+01, 0.2125735E+01,
 0.2186000E+02, 0.2345356E+01, 0.2585224E+01, 0.2125407E+01,
 0.2188000E+02, 0.2346478E+01, 0.2584299E+01, 0.2125081E+01,
 0.2190000E+02, 0.2347591E+01, 0.2583381E+01, 0.2124758E+01,
 0.2192000E+02, 0.2348694E+01, 0.2582469E+01, 0.2124438E+01,
 0.2194000E+02, 0.2349788E+01, 0.2581563E+01, 0.2124121E+01,
 0.2196000E+02, 0.2350872E+01, 0.2580663E+01, 0.2123806E+01,
 0.2198000E+02, 0.2351948E+01, 0.2579770E+01, 0.2123494E+01,
 0.2200000E+02, 0.2353014E+01, 0.2578883E+01, 0.2123184E+01,
 0.2202000E+02, 0.2354071E+01, 0.2578002E+01, 0.2122878E+01,
 0.2204000E+02, 0.2355119E+01, 0.2577127E+01, 0.2122573E+01,
 0.2206000E+02, 0.2356158E+01, 0.2576258E+01, 0.2122272E+01,
 0.2208000E+02, 0.2357188E+01, 0.2575396E+01, 0.2121972E+01,
 0.2210000E+02, 0.2358210E+01, 0.2574539E+01, 0.2121676E+01,
 0.2212000E+02, 0.2359223E+01, 0.2573689E+01, 0.2121382E+01,
 0.2214000E+02, 0.2360227E+01, 0.2572845E+01, 0.2121090E+01,
 0.2216000E+02, 0.2361223E+01, 0.2572006E+01, 0.2120801E+01,
 0.2218000E+02, 0.2362210E+01, 0.2571174E+01, 0.2120514E+01,
 0.2220000E+02, 0.2363189E+01, 0.2570348E+01, 0.2120230E+01,
 0.2222000E+02, 0.2364159E+01, 0.2569527E+01, 0.2119948E+01,
 0.2224000E+02, 0.2365121E+01, 0.2568713E+01, 0.2119669E+01,
 0.2226000E+02, 0.2366075E+01, 0.2567904E+01, 0.2119392E+01,
 0.2228000E+02, 0.2367020E+01, 0.2567102E+01, 0.2119117E+01,
 0.2230000E+02, 0.2367957E+01, 0.2566305E+01, 0.2118845E+01,
 0.2232000E+02, 0.2368887E+01, 0.2565515E+01, 0.2118575E+01,
 0.2234000E+02, 0.2369808E+01, 0.2564730E+01, 0.2118307E+01,
 0.2236000E+02, 0.2370722E+01, 0.2563951E+01, 0.2118042E+01,
 0.2238000E+02, 0.2371627E+01, 0.2563177E+01, 0.2117778E+01,
 0.2240000E+02, 0.2372525E+01, 0.2562410E+01, 0.2117517E+01,
 0.2242000E+02, 0.2373415E+01, 0.2561648E+01, 0.2117259E+01,
 0.2244000E+02, 0.2374298E+01, 0.2560892E+01, 0.2117002E+01,
 0.2246000E+02, 0.2375173E+01, 0.2560142E+01, 0.2116748E+01,
 0.2248000E+02, 0.2376040E+01, 0.2559397E+01, 0.2116496E+01,
 0.2250000E+02, 0.2376900E+01, 0.2558658E+01, 0.2116246E+01,
 0.2252000E+02, 0.2377752E+01, 0.2557924E+01, 0.2115999E+01,
 0.2254000E+02, 0.2378597E+01, 0.2557197E+01, 0.2115753E+01,
 0.2256000E+02, 0.2379435E+01, 0.2556474E+01, 0.2115510E+01,
 0.2258000E+02, 0.2380265E+01, 0.2555758E+01, 0.2115268E+01,
 0.2260000E+02, 0.2381088E+01, 0.2555046E+01, 0.2115029E+01,
 0.2262000E+02, 0.2381905E+01, 0.2554340E+01, 0.2114792E+01,
 0.2264000E+02, 0.2382714E+01, 0.2553640E+01, 0.2114557E+01,
 0.2266000E+02, 0.2383516E+01, 0.2552945E+01, 0.2114324E+01,
 0.2268000E+02, 0.2384311E+01, 0.2552255E+01, 0.2114093E+01,
 0.2270000E+02, 0.2385099E+01, 0.2551571E+01, 0.2113863E+01,
 0.2272000E+02, 0.2385880E+01, 0.2550892E+01, 0.2113636E+01,
 0.2274000E+02, 0.2386655E+01, 0.2550219E+01, 0.2113411E+01,
 0.2276000E+02, 0.2387423E+01, 0.2549550E+01, 0.2113188E+01,
 0.2278000E+02, 0.2388184E+01, 0.2548887E+01, 0.2112967E+01,
 0.2280000E+02, 0.2388938E+01, 0.2548229E+01, 0.2112748E+01,
 0.2282000E+02, 0.2389686E+01, 0.2547577E+01, 0.2112530E+01,
 0.2284000E+02, 0.2390428E+01, 0.2546929E+01, 0.2112315E+01,
 0.2286000E+02, 0.2391163E+01, 0.2546287E+01, 0.2112101E+01,
 0.2288000E+02, 0.2391891E+01, 0.2545649E+01, 0.2111889E+01,
 0.2290000E+02, 0.2392614E+01, 0.2545017E+01, 0.2111680E+01,
 0.2292000E+02, 0.2393330E+01, 0.2544390E+01, 0.2111471E+01,
 0.2294000E+02, 0.2394039E+01, 0.2543768E+01, 0.2111265E+01,
 0.2296000E+02, 0.2394743E+01, 0.2543150E+01, 0.2111061E+01,
 0.2298000E+02, 0.2395440E+01, 0.2542538E+01, 0.2110858E+01,
 0.2300000E+02, 0.2396131E+01, 0.2541930E+01, 0.2110657E+01,
 0.2302000E+02, 0.2396816E+01, 0.2541328E+01, 0.2110458E+01,
 0.2304000E+02, 0.2397496E+01, 0.2540730E+01, 0.2110261E+01,
 0.2306000E+02, 0.2398169E+01, 0.2540137E+01, 0.2110065E+01,
 0.2308000E+02, 0.2398836E+01, 0.2539549E+01, 0.2109871E+01,
 0.2310000E+02, 0.2399498E+01, 0.2538966E+01, 0.2109679E+01,
 0.2312000E+02, 0.2400153E+01, 0.2538387E+01, 0.2109488E+01,
 0.2314000E+02, 0.2400803E+01, 0.2537813E+01, 0.2109299E+01,
 0.2316000E+02, 0.2401448E+01, 0.2537244E+01, 0.2109112E+01,
 0.2318000E+02, 0.2402086E+01, 0.2536679E+01, 0.2108927E+01,
 0.2320000E+02, 0.2402719E+01, 0.2536119E+01, 0.2108743E+01,
 0.2322000E+02, 0.2403347E+01, 0.2535563E+01, 0.2108560E+01,
 0.2324000E+02, 0.2403969E+01, 0.2535012E+01, 0.2108380E+01,
 0.2326000E+02, 0.2404585E+01, 0.2534466E+01, 0.2108201E+01,
 0.2328000E+02, 0.2405196E+01, 0.2533924E+01, 0.2108023E+01,
 0.2330000E+02, 0.2405802E+01, 0.2533387E+01, 0.2107847E+01,
 0.2332000E+02, 0.2406402E+01, 0.2532854E+01, 0.2107672E+01,
 0.2334000E+02, 0.2406997E+01, 0.2532325E+01, 0.2107500E+01,
 0.2336000E+02, 0.2407587E+01, 0.2531801E+01, 0.2107328E+01,
 0.2338000E+02, 0.2408171E+01, 0.2531281E+01, 0.2107158E+01,
 0.2340000E+02, 0.2408751E+01, 0.2530765E+01, 0.2106990E+01,
 0.2342000E+02, 0.2409325E+01, 0.2530253E+01, 0.2106823E+01,
 0.2344000E+02, 0.2409894E+01, 0.2529746E+01, 0.2106658E+01,
 0.2346000E+02, 0.2410459E+01, 0.2529243E+01, 0.2106494E+01,
 0.2348000E+02, 0.2411018E+01, 0.2528744E+01, 0.2106331E+01,
 0.2350000E+02, 0.2411572E+01, 0.2528250E+01, 0.2106170E+01,
 0.2352000E+02, 0.2412122E+01, 0.2527759E+01, 0.2106011E+01,
 0.2354000E+02, 0.2412666E+01, 0.2527272E+01, 0.2105853E+01,
 0.2356000E+02, 0.2413206E+01, 0.2526790E+01, 0.2105696E+01,
 0.2358000E+02, 0.2413741E+01, 0.2526312E+01, 0.2105540E+01,
 0.2360000E+02, 0.2414271E+01, 0.2525837E+01, 0.2105386E+01,
 0.2362000E+02, 0.2414797E+01, 0.2525367E+01, 0.2105234E+01,
 0.2364000E+02, 0.2415318E+01, 0.2524900E+01, 0.2105082E+01,
 0.2366000E+02, 0.2415834E+01, 0.2524438E+01, 0.2104932E+01,
 0.2368000E+02, 0.2416346E+01, 0.2523979E+01, 0.2104784E+01,
 0.2370000E+02, 0.2416853E+01, 0.2523524E+01, 0.2104636E+01,
 0.2372000E+02, 0.2417356E+01, 0.2523073E+01, 0.2104490E+01,
 0.2374000E+02, 0.2417854E+01, 0.2522626E+01, 0.2104346E+01,
 0.2376000E+02, 0.2418348E+01, 0.2522183E+01, 0.2104202E+01,
 0.2378000E+02, 0.2418837E+01, 0.2521743E+01, 0.2104060E+01,
 0.2380000E+02, 0.2419322E+01, 0.2521307E+01, 0.2103919E+01,
 0.2382000E+02, 0.2419803E+01, 0.2520875E+01, 0.2103780E+01,
 0.2384000E+02, 0.2420280E+01, 0.2520446E+01, 0.2103641E+01,
 0.2386000E+02, 0.2420752E+01, 0.2520021E+01, 0.2103504E+01,
 0.2388000E+02, 0.2421220E+01, 0.2519600E+01, 0.2103368E+01,
 0.2390000E+02, 0.2421684E+01, 0.2519182E+01, 0.2103234E+01,
 0.2392000E+02, 0.2422144E+01, 0.2518768E+01, 0.2103100E+01,
 0.2394000E+02, 0.2422599E+01, 0.2518357E+01, 0.2102968E+01,
 0.2396000E+02, 0.2423051E+01, 0.2517950E+01, 0.2102837E+01,
 0.2398000E+02, 0.2423499E+01, 0.2517546E+01, 0.2102706E+01,
 0.2400000E+02, 0.2423942E+01, 0.2517146E+01, 0.2102578E+01,
 0.2402000E+02, 0.2424382E+01, 0.2516749E+01, 0.2102450E+01,
 0.2404000E+02, 0.2424818E+01, 0.2516356E+01, 0.2102324E+01,
 0.2406000E+02, 0.2425250E+01, 0.2515966E+01, 0.2102198E+01,
 0.2408000E+02, 0.2425678E+01, 0.2515579E+01, 0.2102074E+01,
 0.2410000E+02, 0.2426102E+01, 0.2515196E+01, 0.2101951E+01,
 0.2412000E+02, 0.2426522E+01, 0.2514816E+01, 0.2101829E+01,
 0.2414000E+02, 0.2426939E+01, 0.2514439E+01, 0.2101708E+01,
 0.2416000E+02, 0.2427352E+01, 0.2514065E+01, 0.2101588E+01,
 0.2418000E+02, 0.2427761E+01, 0.2513695E+01, 0.2101469E+01,
 0.2420000E+02, 0.2428167E+01, 0.2513327E+01, 0.2101351E+01,
 0.2422000E+02, 0.2428569E+01, 0.2512963E+01, 0.2101235E+01,
 0.2424000E+02, 0.2428967E+01, 0.2512603E+01, 0.2101119E+01,
 0.2426000E+02, 0.2429362E+01, 0.2512245E+01, 0.2101004E+01,
 0.2428000E+02, 0.2429754E+01, 0.2511890E+01, 0.2100891E+01,
 0.2430000E+02, 0.2430141E+01, 0.2511538E+01, 0.2100778E+01,
 0.2432000E+02, 0.2430526E+01, 0.2511190E+01, 0.2100667E+01,
 0.2434000E+02, 0.2430907E+01, 0.2510844E+01, 0.2100556E+01,
 0.2436000E+02, 0.2431284E+01, 0.2510501E+01, 0.2100447E+01,
 0.2438000E+02, 0.2431659E+01, 0.2510162E+01, 0.2100338E+01,
 0.2440000E+02, 0.2432029E+01, 0.2509825E+01, 0.2100230E+01,
 0.2442000E+02, 0.2432397E+01, 0.2509491E+01, 0.2100124E+01,
 0.2444000E+02, 0.2432761E+01, 0.2509160E+01, 0.2100018E+01,
 0.2446000E+02, 0.2433122E+01, 0.2508832E+01, 0.2099914E+01,
 0.2448000E+02, 0.2433480E+01, 0.2508507E+01, 0.2099810E+01,
 0.2450000E+02, 0.2433834E+01, 0.2508185E+01, 0.2099707E+01,
 0.2452000E+02, 0.2434186E+01, 0.2507865E+01, 0.2099605E+01,
 0.2454000E+02, 0.2434534E+01, 0.2507549E+01, 0.2099504E+01,
 0.2456000E+02, 0.2434879E+01, 0.2507235E+01, 0.2099404E+01,
 0.2458000E+02, 0.2435220E+01, 0.2506923E+01, 0.2099305E+01,
 0.2460000E+02, 0.2435560E+01, 0.2506615E+01, 0.2099206E+01,
 0.2462000E+02, 0.2435895E+01, 0.2506309E+01, 0.2099109E+01,
 0.2464000E+02, 0.2436228E+01, 0.2506006E+01, 0.2099012E+01,
 0.2466000E+02, 0.2436558E+01, 0.2505705E+01, 0.2098917E+01,
 0.2468000E+02, 0.2436885E+01, 0.2505407E+01, 0.2098822E+01,
 0.2470000E+02, 0.2437209E+01, 0.2505112E+01, 0.2098728E+01,
 0.2472000E+02, 0.2437530E+01, 0.2504819E+01, 0.2098635E+01,
 0.2474000E+02, 0.2437848E+01, 0.2504529E+01, 0.2098543E+01,
 0.2476000E+02, 0.2438163E+01, 0.2504241E+01, 0.2098451E+01,
 0.2478000E+02, 0.2438476E+01, 0.2503957E+01, 0.2098361E+01,
 0.2480000E+02, 0.2438785E+01, 0.2503674E+01, 0.2098271E+01,
 0.2482000E+02, 0.2439092E+01, 0.2503394E+01, 0.2098182E+01,
 0.2484000E+02, 0.2439396E+01, 0.2503116E+01, 0.2098094E+01,
 0.2486000E+02, 0.2439698E+01, 0.2502841E+01, 0.2098006E+01,
 0.2488000E+02, 0.2439996E+01, 0.2502568E+01, 0.2097919E+01,
 0.2490000E+02, 0.2440292E+01, 0.2502298E+01, 0.2097834E+01,
 0.2492000E+02, 0.2440586E+01, 0.2502030E+01, 0.2097749E+01,
 0.2494000E+02, 0.2440876E+01, 0.2501764E+01, 0.2097664E+01,
 0.2496000E+02, 0.2441164E+01, 0.2501501E+01, 0.2097581E+01,
 0.2498000E+02, 0.2441450E+01, 0.2501240E+01, 0.2097498E+01,
 0.2500000E+02, 0.2441733E+01, 0.2500981E+01, 0.2097416E+01,
 0.2502000E+02, 0.2442013E+01, 0.2500725E+01, 0.2097335E+01,
 0.2504000E+02, 0.2442291E+01, 0.2500471E+01, 0.2097254E+01,
 0.2506000E+02, 0.2442566E+01, 0.2500219E+01, 0.2097175E+01,
 0.2508000E+02, 0.2442839E+01, 0.2499969E+01, 0.2097095E+01,
 0.2510000E+02, 0.2443110E+01, 0.2499722E+01, 0.2097017E+01,
 0.2512000E+02, 0.2443377E+01, 0.2499476E+01, 0.2096939E+01,
 0.2514000E+02, 0.2443643E+01, 0.2499233E+01, 0.2096863E+01,
 0.2516000E+02, 0.2443906E+01, 0.2498992E+01, 0.2096786E+01,
 0.2518000E+02, 0.2444167E+01, 0.2498753E+01, 0.2096711E+01,
 0.2520000E+02, 0.2444425E+01, 0.2498517E+01, 0.2096636E+01,
 0.2522000E+02, 0.2444681E+01, 0.2498282E+01, 0.2096561E+01,
 0.2524000E+02, 0.2444935E+01, 0.2498049E+01, 0.2096488E+01,
 0.2526000E+02, 0.2445186E+01, 0.2497819E+01, 0.2096415E+01,
 0.2528000E+02, 0.2445436E+01, 0.2497590E+01, 0.2096343E+01,
 0.2530000E+02, 0.2445683E+01, 0.2497364E+01, 0.2096271E+01,
 0.2532000E+02, 0.2445927E+01, 0.2497139E+01, 0.2096200E+01,
 0.2534000E+02, 0.2446170E+01, 0.2496917E+01, 0.2096130E+01,
 0.2536000E+02, 0.2446410E+01, 0.2496697E+01, 0.2096061E+01,
 0.2538000E+02, 0.2446648E+01, 0.2496478E+01, 0.2095992E+01,
 0.2540000E+02, 0.2446884E+01, 0.2496262E+01, 0.2095923E+01,
 0.2542000E+02, 0.2447118E+01, 0.2496047E+01, 0.2095855E+01,
 0.2544000E+02, 0.2447350E+01, 0.2495834E+01, 0.2095788E+01,
 0.2546000E+02, 0.2447579E+01, 0.2495623E+01, 0.2095722E+01,
 0.2548000E+02, 0.2447807E+01, 0.2495414E+01, 0.2095656E+01,
 0.2550000E+02, 0.2448032E+01, 0.2495207E+01, 0.2095591E+01,
 0.2552000E+02, 0.2448256E+01, 0.2495002E+01, 0.2095526E+01,
 0.2554000E+02, 0.2448478E+01, 0.2494799E+01, 0.2095462E+01,
 0.2556000E+02, 0.2448697E+01, 0.2494597E+01, 0.2095398E+01,
 0.2558000E+02, 0.2448914E+01, 0.2494397E+01, 0.2095335E+01,
 0.2560000E+02, 0.2449130E+01, 0.2494199E+01, 0.2095273E+01,
 0.2562000E+02, 0.2449343E+01, 0.2494003E+01, 0.2095211E+01,
 0.2564000E+02, 0.2449555E+01, 0.2493809E+01, 0.2095150E+01,
 0.2566000E+02, 0.2449765E+01, 0.2493616E+01, 0.2095089E+01,
 0.2568000E+02, 0.2449972E+01, 0.2493425E+01, 0.2095029E+01,
 0.2570000E+02, 0.2450178E+01, 0.2493235E+01, 0.2094969E+01,
 0.2572000E+02, 0.2450382E+01, 0.2493048E+01, 0.2094910E+01,
 0.2574000E+02, 0.2450585E+01, 0.2492862E+01, 0.2094851E+01,
 0.2576000E+02, 0.2450785E+01, 0.2492677E+01, 0.2094793E+01,
 0.2578000E+02, 0.2450984E+01, 0.2492495E+01, 0.2094736E+01,
 0.2580000E+02, 0.2451180E+01, 0.2492314E+01, 0.2094679E+01,
 0.2582000E+02, 0.2451375E+01, 0.2492134E+01, 0.2094622E+01,
 0.2584000E+02, 0.2451568E+01, 0.2491956E+01, 0.2094566E+01,
 0.2586000E+02, 0.2451760E+01, 0.2491780E+01, 0.2094511E+01,
 0.2588000E+02, 0.2451950E+01, 0.2491606E+01, 0.2094456E+01,
 0.2590000E+02, 0.2452137E+01, 0.2491432E+01, 0.2094402E+01,
 0.2592000E+02, 0.2452324E+01, 0.2491261E+01, 0.2094348E+01,
 0.2594000E+02, 0.2452508E+01, 0.2491091E+01, 0.2094294E+01,
 0.2596000E+02, 0.2452691E+01, 0.2490922E+01, 0.2094241E+01,
 0.2598000E+02, 0.2452873E+01, 0.2490756E+01, 0.2094189E+01,
 0.2600000E+02, 0.2453052E+01, 0.2490590E+01, 0.2094137E+01,
 0.2602000E+02, 0.2453230E+01, 0.2490426E+01, 0.2094085E+01,
 0.2604000E+02, 0.2453407E+01, 0.2490263E+01, 0.2094034E+01,
 0.2606000E+02, 0.2453581E+01, 0.2490103E+01, 0.2093983E+01,
 0.2608000E+02, 0.2453754E+01, 0.2489943E+01, 0.2093933E+01,
 0.2610000E+02, 0.2453926E+01, 0.2489785E+01, 0.2093884E+01,
 0.2612000E+02, 0.2454096E+01, 0.2489628E+01, 0.2093834E+01,
 0.2614000E+02, 0.2454265E+01, 0.2489473E+01, 0.2093786E+01,
 0.2616000E+02, 0.2454432E+01, 0.2489319E+01, 0.2093737E+01,
 0.2618000E+02, 0.2454597E+01, 0.2489166E+01, 0.2093689E+01,
 0.2620000E+02, 0.2454761E+01, 0.2489015E+01, 0.2093642E+01,
 0.2622000E+02, 0.2454924E+01, 0.2488865E+01, 0.2093595E+01,
 0.2624000E+02, 0.2455085E+01, 0.2488717E+01, 0.2093548E+01,
 0.2626000E+02, 0.2455244E+01, 0.2488569E+01, 0.2093502E+01,
 0.2628000E+02, 0.2455402E+01, 0.2488424E+01, 0.2093457E+01,
 0.2630000E+02, 0.2455559E+01, 0.2488279E+01, 0.2093411E+01,
 0.2632000E+02, 0.2455714E+01, 0.2488136E+01, 0.2093366E+01,
 0.2634000E+02, 0.2455868E+01, 0.2487994E+01, 0.2093322E+01,
 0.2636000E+02, 0.2456020E+01, 0.2487853E+01, 0.2093277E+01,
 0.2638000E+02, 0.2456171E+01, 0.2487714E+01, 0.2093234E+01,
 0.2640000E+02, 0.2456321E+01, 0.2487576E+01, 0.2093190E+01,
 0.2642000E+02, 0.2456469E+01, 0.2487439E+01, 0.2093148E+01,
 0.2644000E+02, 0.2456616E+01, 0.2487303E+01, 0.2093105E+01,
 0.2646000E+02, 0.2456762E+01, 0.2487169E+01, 0.2093063E+01,
 0.2648000E+02, 0.2456906E+01, 0.2487036E+01, 0.2093021E+01,
 0.2650000E+02, 0.2457049E+01, 0.2486903E+01, 0.2092980E+01,
 0.2652000E+02, 0.2457191E+01, 0.2486773E+01, 0.2092939E+01,
 0.2654000E+02, 0.2457331E+01, 0.2486643E+01, 0.2092898E+01,
 0.2656000E+02, 0.2457470E+01, 0.2486515E+01, 0.2092858E+01,
 0.2658000E+02, 0.2457608E+01, 0.2486387E+01, 0.2092818E+01,
 0.2660000E+02, 0.2457745E+01, 0.2486261E+01, 0.2092779E+01,
 0.2662000E+02, 0.2457880E+01, 0.2486136E+01, 0.2092739E+01,
 0.2664000E+02, 0.2458014E+01, 0.2486012E+01, 0.2092701E+01,
 0.2666000E+02, 0.2458147E+01, 0.2485889E+01, 0.2092662E+01,
 0.2668000E+02, 0.2458279E+01, 0.2485768E+01, 0.2092624E+01,
 0.2670000E+02, 0.2458409E+01, 0.2485647E+01, 0.2092586E+01,
 0.2672000E+02, 0.2458538E+01, 0.2485528E+01, 0.2092549E+01,
 0.2674000E+02, 0.2458666E+01, 0.2485409E+01, 0.2092512E+01,
 0.2676000E+02, 0.2458793E+01, 0.2485292E+01, 0.2092475E+01,
 0.2678000E+02, 0.2458919E+01, 0.2485176E+01, 0.2092439E+01,
 0.2680000E+02, 0.2459044E+01, 0.2485060E+01, 0.2092403E+01,
 0.2682000E+02, 0.2459167E+01, 0.2484946E+01, 0.2092367E+01,
 0.2684000E+02, 0.2459290E+01, 0.2484833E+01, 0.2092332E+01,
 0.2686000E+02, 0.2459411E+01, 0.2484721E+01, 0.2092296E+01,
 0.2688000E+02, 0.2459531E+01, 0.2484610E+01, 0.2092262E+01,
 0.2690000E+02, 0.2459650E+01, 0.2484500E+01, 0.2092227E+01,
 0.2692000E+02, 0.2459768E+01, 0.2484391E+01, 0.2092193E+01,
 0.2694000E+02, 0.2459885E+01, 0.2484282E+01, 0.2092159E+01,
 0.2696000E+02, 0.2460001E+01, 0.2484175E+01, 0.2092126E+01,
 0.2698000E+02, 0.2460116E+01, 0.2484069E+01, 0.2092093E+01,
 0.2700000E+02, 0.2460229E+01, 0.2483964E+01, 0.2092060E+01,
 0.2702000E+02, 0.2460342E+01, 0.2483860E+01, 0.2092027E+01,
 0.2704000E+02, 0.2460454E+01, 0.2483757E+01, 0.2091995E+01,
 0.2706000E+02, 0.2460564E+01, 0.2483654E+01, 0.2091963E+01,
 0.2708000E+02, 0.2460674E+01, 0.2483553E+01, 0.2091931E+01,
 0.2710000E+02, 0.2460783E+01, 0.2483452E+01, 0.2091900E+01,
 0.2712000E+02, 0.2460890E+01, 0.2483352E+01, 0.2091869E+01,
