@TAUE1,TAUE2,TAUE89  vs t@
X,TAUE1,TAUE2,TAUE89
 0.7264000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7266000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7268000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7270000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7272000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7274000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7276000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7278000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7280000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7282000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7284000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7286000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7288000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7290000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7292000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7294000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7296000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7298000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7300000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7302000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7304000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7306000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7308000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7310000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7312000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7314000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7316000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7318000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7320000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7322000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7324000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7326000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7328000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7330000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7332000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7334000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7336000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7338000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7340000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7342000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7344000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7346000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7348000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7350000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7352000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7354000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7356000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7358000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7360000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7362000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7364000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7366000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7368000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7370000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7372000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7374000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7376000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7378000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7380000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7382000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7384000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7386000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7388000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7390000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7392000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7394000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7396000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7398000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7400000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7402000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7404000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7406000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7408000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7410000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7412000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7414000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7416000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7418000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7420000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7422000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7424000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7426000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7428000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7430000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7432000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7434000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7436000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7438000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7440000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7442000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7444000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7446000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7448000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7450000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7452000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7454000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7456000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7458000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7460000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7462000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7464000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7466000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7468000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7470000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7472000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7474000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7476000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7478000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7480000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7482000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7484000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7486000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7488000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7490000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7492000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7494000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7496000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7498000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7500000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7502000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7504000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7506000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7508000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7510000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7512000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7514000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7516000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7518000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7520000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7522000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7524000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7526000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7528000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7530000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7532000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7534000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7536000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7538000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7540000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7542000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7544000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7546000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7548000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7550000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7552000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7554000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7556000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7558000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7560000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7562000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7564000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7566000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7568000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7570000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7572000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7574000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7576000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7578000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7580000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7582000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7584000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7586000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7588000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7590000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7592000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7594000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7596000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7598000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7600000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7602000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7604000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7606000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7608000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7610000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7612000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7614000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7616000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7618000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7620000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7622000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7624000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7626000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7628000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7630000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7632000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7634000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7636000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7638000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7640000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7642000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7644000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7646000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7648000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7650000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7652000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7654000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7656000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7658000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7660000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7662000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7664000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7666000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7668000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7670000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7672000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7674000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7676000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7678000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7680000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7682000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7684000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7686000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7688000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7690000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7692000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7694000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7696000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7698000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7700000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7702000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7704000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7706000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7708000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7710000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7712000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7714000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7716000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7718000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7720000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7722000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7724000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7726000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7728000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7730000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7732000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7734000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7736000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7738000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7740000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7742000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7744000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7746000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7748000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7750000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7752000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7754000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7756000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7758000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7760000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7762000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7764000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7766000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7768000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7770000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7772000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7774000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7776000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7778000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7780000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7782000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7784000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7786000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7788000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7790000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7792000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7794000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7796000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7798000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7800000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7802000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7804000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7806000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7808000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7810000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7812000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7814000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7816000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7818000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7820000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7822000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7824000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7826000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7828000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7830000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7832000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7834000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7836000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7838000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7840000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7842000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7844000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7846000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7848000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7850000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7852000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7854000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7856000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7858000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7860000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7862000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7864000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7866000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7868000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7870000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7872000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7874000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7876000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7878000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7880000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7882000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7884000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7886000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7888000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7890000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7892000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7894000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7896000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7898000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7900000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7902000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7904000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7906000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7908000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7910000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7912000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7914000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7916000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7918000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7920000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7922000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7924000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7926000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7928000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7930000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7932000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7934000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7936000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7938000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7940000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
 0.7942000E+02, 0.2472540E+01, 0.2472540E+01, 0.2088502E+01,
