@TE,TD,<TE>,<TD> [keV]  vs t@
X,TE,TD,<TE>,<TD>
 0.5380000E+00, 0.5021324E+01, 0.5009848E+01, 0.3244323E+01, 0.2897991E+01,
 0.5400000E+00, 0.5021470E+01, 0.5009985E+01, 0.3245549E+01, 0.2898850E+01,
 0.5420000E+00, 0.5021615E+01, 0.5010122E+01, 0.3246776E+01, 0.2899712E+01,
 0.5440000E+00, 0.5021760E+01, 0.5010259E+01, 0.3248006E+01, 0.2900576E+01,
 0.5460000E+00, 0.5021906E+01, 0.5010396E+01, 0.3249237E+01, 0.2901443E+01,
 0.5480000E+00, 0.5022052E+01, 0.5010533E+01, 0.3250470E+01, 0.2902313E+01,
 0.5500000E+00, 0.5022197E+01, 0.5010671E+01, 0.3251705E+01, 0.2903185E+01,
 0.5520000E+00, 0.5022343E+01, 0.5010808E+01, 0.3252942E+01, 0.2904059E+01,
 0.5540000E+00, 0.5022489E+01, 0.5010945E+01, 0.3254180E+01, 0.2904937E+01,
 0.5560000E+00, 0.5022635E+01, 0.5011082E+01, 0.3255421E+01, 0.2905816E+01,
 0.5580000E+00, 0.5022780E+01, 0.5011219E+01, 0.3256663E+01, 0.2906698E+01,
 0.5600000E+00, 0.5022926E+01, 0.5011356E+01, 0.3257906E+01, 0.2907583E+01,
 0.5620000E+00, 0.5023072E+01, 0.5011493E+01, 0.3259151E+01, 0.2908470E+01,
 0.5640000E+00, 0.5023218E+01, 0.5011630E+01, 0.3260398E+01, 0.2909359E+01,
 0.5660000E+00, 0.5023364E+01, 0.5011767E+01, 0.3261647E+01, 0.2910250E+01,
 0.5680000E+00, 0.5023510E+01, 0.5011905E+01, 0.3262897E+01, 0.2911144E+01,
 0.5700000E+00, 0.5023655E+01, 0.5012042E+01, 0.3264148E+01, 0.2912040E+01,
 0.5720000E+00, 0.5023802E+01, 0.5012179E+01, 0.3265402E+01, 0.2912939E+01,
 0.5740000E+00, 0.5023948E+01, 0.5012316E+01, 0.3266657E+01, 0.2913840E+01,
 0.5760000E+00, 0.5024094E+01, 0.5012453E+01, 0.3267913E+01, 0.2914742E+01,
 0.5780000E+00, 0.5024240E+01, 0.5012590E+01, 0.3269171E+01, 0.2915648E+01,
 0.5800000E+00, 0.5024386E+01, 0.5012727E+01, 0.3270430E+01, 0.2916555E+01,
 0.5820000E+00, 0.5024532E+01, 0.5012865E+01, 0.3271691E+01, 0.2917464E+01,
 0.5840000E+00, 0.5024678E+01, 0.5013001E+01, 0.3272954E+01, 0.2918376E+01,
 0.5860000E+00, 0.5024824E+01, 0.5013139E+01, 0.3274218E+01, 0.2919290E+01,
 0.5880000E+00, 0.5024971E+01, 0.5013276E+01, 0.3275483E+01, 0.2920205E+01,
 0.5900000E+00, 0.5025117E+01, 0.5013413E+01, 0.3276750E+01, 0.2921123E+01,
 0.5920000E+00, 0.5025263E+01, 0.5013550E+01, 0.3278018E+01, 0.2922043E+01,
 0.5940000E+00, 0.5025409E+01, 0.5013687E+01, 0.3279288E+01, 0.2922965E+01,
 0.5960000E+00, 0.5025556E+01, 0.5013824E+01, 0.3280559E+01, 0.2923889E+01,
 0.5980000E+00, 0.5025702E+01, 0.5013961E+01, 0.3281831E+01, 0.2924815E+01,
 0.6000000E+00, 0.5025848E+01, 0.5014099E+01, 0.3283105E+01, 0.2925743E+01,
 0.6020000E+00, 0.5025995E+01, 0.5014235E+01, 0.3284379E+01, 0.2926672E+01,
 0.6040000E+00, 0.5026141E+01, 0.5014373E+01, 0.3285656E+01, 0.2927604E+01,
 0.6060000E+00, 0.5026288E+01, 0.5014510E+01, 0.3286934E+01, 0.2928538E+01,
 0.6080000E+00, 0.5026434E+01, 0.5014647E+01, 0.3288213E+01, 0.2929473E+01,
 0.6100000E+00, 0.5026580E+01, 0.5014784E+01, 0.3289493E+01, 0.2930411E+01,
 0.6120000E+00, 0.5026727E+01, 0.5014921E+01, 0.3290774E+01, 0.2931350E+01,
 0.6140000E+00, 0.5026873E+01, 0.5015058E+01, 0.3292057E+01, 0.2932291E+01,
 0.6160000E+00, 0.5027020E+01, 0.5015195E+01, 0.3293341E+01, 0.2933234E+01,
 0.6180000E+00, 0.5027166E+01, 0.5015332E+01, 0.3294626E+01, 0.2934178E+01,
 0.6200000E+00, 0.5027313E+01, 0.5015469E+01, 0.3295912E+01, 0.2935125E+01,
 0.6220000E+00, 0.5027460E+01, 0.5015606E+01, 0.3297200E+01, 0.2936073E+01,
 0.6240000E+00, 0.5027606E+01, 0.5015743E+01, 0.3298488E+01, 0.2937023E+01,
 0.6260000E+00, 0.5027752E+01, 0.5015880E+01, 0.3299778E+01, 0.2937975E+01,
 0.6280000E+00, 0.5027899E+01, 0.5016017E+01, 0.3301069E+01, 0.2938928E+01,
 0.6300000E+00, 0.5028046E+01, 0.5016154E+01, 0.3302361E+01, 0.2939883E+01,
 0.6320000E+00, 0.5028193E+01, 0.5016291E+01, 0.3303654E+01, 0.2940840E+01,
 0.6340000E+00, 0.5028339E+01, 0.5016428E+01, 0.3304949E+01, 0.2941799E+01,
 0.6360000E+00, 0.5028486E+01, 0.5016565E+01, 0.3306244E+01, 0.2942759E+01,
 0.6380000E+00, 0.5028632E+01, 0.5016702E+01, 0.3307541E+01, 0.2943720E+01,
 0.6400000E+00, 0.5028779E+01, 0.5016839E+01, 0.3308838E+01, 0.2944684E+01,
 0.6420000E+00, 0.5028926E+01, 0.5016976E+01, 0.3310137E+01, 0.2945649E+01,
 0.6440000E+00, 0.5029072E+01, 0.5017113E+01, 0.3311436E+01, 0.2946615E+01,
 0.6460000E+00, 0.5029219E+01, 0.5017250E+01, 0.3312737E+01, 0.2947583E+01,
 0.6480000E+00, 0.5029366E+01, 0.5017386E+01, 0.3314038E+01, 0.2948553E+01,
 0.6500000E+00, 0.5029513E+01, 0.5017523E+01, 0.3315341E+01, 0.2949524E+01,
 0.6520000E+00, 0.5029659E+01, 0.5017660E+01, 0.3316644E+01, 0.2950497E+01,
 0.6540000E+00, 0.5029806E+01, 0.5017797E+01, 0.3317949E+01, 0.2951472E+01,
 0.6560000E+00, 0.5029953E+01, 0.5017934E+01, 0.3319254E+01, 0.2952447E+01,
 0.6580000E+00, 0.5030100E+01, 0.5018071E+01, 0.3320560E+01, 0.2953424E+01,
 0.6600000E+00, 0.5030247E+01, 0.5018208E+01, 0.3321868E+01, 0.2954403E+01,
 0.6620000E+00, 0.5030393E+01, 0.5018344E+01, 0.3323176E+01, 0.2955384E+01,
 0.6640000E+00, 0.5030540E+01, 0.5018481E+01, 0.3324485E+01, 0.2956365E+01,
 0.6660000E+00, 0.5030687E+01, 0.5018618E+01, 0.3325795E+01, 0.2957348E+01,
 0.6680000E+00, 0.5030834E+01, 0.5018755E+01, 0.3327106E+01, 0.2958333E+01,
 0.6700000E+00, 0.5030981E+01, 0.5018891E+01, 0.3328417E+01, 0.2959319E+01,
 0.6720000E+00, 0.5031127E+01, 0.5019028E+01, 0.3329730E+01, 0.2960306E+01,
 0.6740000E+00, 0.5031274E+01, 0.5019165E+01, 0.3331043E+01, 0.2961294E+01,
 0.6760000E+00, 0.5031421E+01, 0.5019302E+01, 0.3332357E+01, 0.2962285E+01,
 0.6780000E+00, 0.5031568E+01, 0.5019438E+01, 0.3333672E+01, 0.2963276E+01,
 0.6800000E+00, 0.5031715E+01, 0.5019575E+01, 0.3334988E+01, 0.2964269E+01,
 0.6820000E+00, 0.5031862E+01, 0.5019711E+01, 0.3336304E+01, 0.2965263E+01,
 0.6840000E+00, 0.5032009E+01, 0.5019848E+01, 0.3337621E+01, 0.2966258E+01,
 0.6860000E+00, 0.5032156E+01, 0.5019985E+01, 0.3338939E+01, 0.2967255E+01,
 0.6880000E+00, 0.5032302E+01, 0.5020122E+01, 0.3340258E+01, 0.2968253E+01,
 0.6900000E+00, 0.5032449E+01, 0.5020258E+01, 0.3341578E+01, 0.2969252E+01,
 0.6920000E+00, 0.5032596E+01, 0.5020395E+01, 0.3342898E+01, 0.2970252E+01,
 0.6940000E+00, 0.5032743E+01, 0.5020532E+01, 0.3344219E+01, 0.2971254E+01,
 0.6960000E+00, 0.5032890E+01, 0.5020668E+01, 0.3345540E+01, 0.2972257E+01,
 0.6980000E+00, 0.5033037E+01, 0.5020804E+01, 0.3346863E+01, 0.2973261E+01,
 0.7000000E+00, 0.5033184E+01, 0.5020941E+01, 0.3348186E+01, 0.2974267E+01,
 0.7020000E+00, 0.5033330E+01, 0.5021078E+01, 0.3349509E+01, 0.2975273E+01,
 0.7040000E+00, 0.5033477E+01, 0.5021214E+01, 0.3350834E+01, 0.2976281E+01,
 0.7060000E+00, 0.5033624E+01, 0.5021351E+01, 0.3352159E+01, 0.2977290E+01,
 0.7080000E+00, 0.5033771E+01, 0.5021487E+01, 0.3353484E+01, 0.2978300E+01,
 0.7100000E+00, 0.5033918E+01, 0.5021624E+01, 0.3354810E+01, 0.2979311E+01,
 0.7120000E+00, 0.5034065E+01, 0.5021760E+01, 0.3356137E+01, 0.2980324E+01,
 0.7140000E+00, 0.5034212E+01, 0.5021896E+01, 0.3357465E+01, 0.2981337E+01,
 0.7160000E+00, 0.5034359E+01, 0.5022033E+01, 0.3358793E+01, 0.2982352E+01,
 0.7180000E+00, 0.5034505E+01, 0.5022170E+01, 0.3360121E+01, 0.2983367E+01,
 0.7200000E+00, 0.5034652E+01, 0.5022306E+01, 0.3361450E+01, 0.2984384E+01,
 0.7220000E+00, 0.5034799E+01, 0.5022442E+01, 0.3362780E+01, 0.2985402E+01,
 0.7240000E+00, 0.5034946E+01, 0.5022579E+01, 0.3364110E+01, 0.2986421E+01,
 0.7260000E+00, 0.5035093E+01, 0.5022715E+01, 0.3365441E+01, 0.2987441E+01,
 0.7280000E+00, 0.5035240E+01, 0.5022851E+01, 0.3366773E+01, 0.2988462E+01,
 0.7300000E+00, 0.5035387E+01, 0.5022988E+01, 0.3368105E+01, 0.2989485E+01,
 0.7320000E+00, 0.5035533E+01, 0.5023124E+01, 0.3369437E+01, 0.2990508E+01,
 0.7340000E+00, 0.5035680E+01, 0.5023261E+01, 0.3370770E+01, 0.2991532E+01,
 0.7360000E+00, 0.5035827E+01, 0.5023396E+01, 0.3372103E+01, 0.2992557E+01,
 0.7380000E+00, 0.5035974E+01, 0.5023533E+01, 0.3373437E+01, 0.2993583E+01,
 0.7400000E+00, 0.5036121E+01, 0.5023669E+01, 0.3374772E+01, 0.2994610E+01,
 0.7420000E+00, 0.5036268E+01, 0.5023806E+01, 0.3376107E+01, 0.2995638E+01,
 0.7440000E+00, 0.5036415E+01, 0.5023942E+01, 0.3377442E+01, 0.2996667E+01,
 0.7460000E+00, 0.5036561E+01, 0.5024078E+01, 0.3378778E+01, 0.2997698E+01,
 0.7480000E+00, 0.5036708E+01, 0.5024214E+01, 0.3380114E+01, 0.2998729E+01,
 0.7500000E+00, 0.5036855E+01, 0.5024351E+01, 0.3381450E+01, 0.2999760E+01,
 0.7520000E+00, 0.5037002E+01, 0.5024487E+01, 0.3382787E+01, 0.3000793E+01,
 0.7540000E+00, 0.5037149E+01, 0.5024623E+01, 0.3384125E+01, 0.3001827E+01,
 0.7560000E+00, 0.5037296E+01, 0.5024759E+01, 0.3385463E+01, 0.3002862E+01,
 0.7580000E+00, 0.5037443E+01, 0.5024895E+01, 0.3386801E+01, 0.3003897E+01,
 0.7600000E+00, 0.5037590E+01, 0.5025032E+01, 0.3388140E+01, 0.3004934E+01,
 0.7620000E+00, 0.5037736E+01, 0.5025167E+01, 0.3389479E+01, 0.3005971E+01,
 0.7640000E+00, 0.5037883E+01, 0.5025304E+01, 0.3390818E+01, 0.3007009E+01,
 0.7660000E+00, 0.5038030E+01, 0.5025440E+01, 0.3392158E+01, 0.3008048E+01,
 0.7680000E+00, 0.5038177E+01, 0.5025576E+01, 0.3393498E+01, 0.3009088E+01,
 0.7700000E+00, 0.5038323E+01, 0.5025712E+01, 0.3394838E+01, 0.3010128E+01,
 0.7720000E+00, 0.5038470E+01, 0.5025848E+01, 0.3396179E+01, 0.3011170E+01,
 0.7740000E+00, 0.5038617E+01, 0.5025984E+01, 0.3397520E+01, 0.3012212E+01,
 0.7760000E+00, 0.5038764E+01, 0.5026121E+01, 0.3398862E+01, 0.3013255E+01,
 0.7780000E+00, 0.5038910E+01, 0.5026257E+01, 0.3400203E+01, 0.3014299E+01,
 0.7800000E+00, 0.5039057E+01, 0.5026393E+01, 0.3401546E+01, 0.3015344E+01,
 0.7820000E+00, 0.5039204E+01, 0.5026529E+01, 0.3402888E+01, 0.3016389E+01,
 0.7840000E+00, 0.5039351E+01, 0.5026665E+01, 0.3404230E+01, 0.3017435E+01,
 0.7860000E+00, 0.5039497E+01, 0.5026801E+01, 0.3405573E+01, 0.3018482E+01,
 0.7880000E+00, 0.5039644E+01, 0.5026937E+01, 0.3406916E+01, 0.3019530E+01,
 0.7900000E+00, 0.5039791E+01, 0.5027073E+01, 0.3408260E+01, 0.3020578E+01,
 0.7920000E+00, 0.5039938E+01, 0.5027209E+01, 0.3409604E+01, 0.3021628E+01,
 0.7940000E+00, 0.5040084E+01, 0.5027345E+01, 0.3410948E+01, 0.3022677E+01,
 0.7960000E+00, 0.5040231E+01, 0.5027481E+01, 0.3412292E+01, 0.3023728E+01,
 0.7980000E+00, 0.5040378E+01, 0.5027617E+01, 0.3413636E+01, 0.3024779E+01,
 0.8000000E+00, 0.5040524E+01, 0.5027753E+01, 0.3414981E+01, 0.3025831E+01,
 0.8020000E+00, 0.5040671E+01, 0.5027889E+01, 0.3416326E+01, 0.3026884E+01,
 0.8040000E+00, 0.5040818E+01, 0.5028025E+01, 0.3417671E+01, 0.3027937E+01,
 0.8060000E+00, 0.5040965E+01, 0.5028161E+01, 0.3419016E+01, 0.3028991E+01,
 0.8080000E+00, 0.5041111E+01, 0.5028297E+01, 0.3420362E+01, 0.3030046E+01,
 0.8100000E+00, 0.5041258E+01, 0.5028433E+01, 0.3421707E+01, 0.3031101E+01,
 0.8120000E+00, 0.5041405E+01, 0.5028569E+01, 0.3423053E+01, 0.3032157E+01,
 0.8140000E+00, 0.5041552E+01, 0.5028705E+01, 0.3424399E+01, 0.3033213E+01,
 0.8160000E+00, 0.5041698E+01, 0.5028841E+01, 0.3425745E+01, 0.3034271E+01,
 0.8180000E+00, 0.5041845E+01, 0.5028977E+01, 0.3427092E+01, 0.3035328E+01,
 0.8200000E+00, 0.5041992E+01, 0.5029113E+01, 0.3428438E+01, 0.3036387E+01,
 0.8220000E+00, 0.5042138E+01, 0.5029249E+01, 0.3429785E+01, 0.3037446E+01,
 0.8240000E+00, 0.5042285E+01, 0.5029386E+01, 0.3431132E+01, 0.3038505E+01,
 0.8260000E+00, 0.5042431E+01, 0.5029521E+01, 0.3432479E+01, 0.3039565E+01,
 0.8280000E+00, 0.5042578E+01, 0.5029657E+01, 0.3433826E+01, 0.3040626E+01,
 0.8300000E+00, 0.5042725E+01, 0.5029793E+01, 0.3435173E+01, 0.3041687E+01,
 0.8320000E+00, 0.5042871E+01, 0.5029930E+01, 0.3436521E+01, 0.3042749E+01,
 0.8340000E+00, 0.5043018E+01, 0.5030066E+01, 0.3437868E+01, 0.3043811E+01,
 0.8360000E+00, 0.5043165E+01, 0.5030201E+01, 0.3439216E+01, 0.3044874E+01,
 0.8380000E+00, 0.5043311E+01, 0.5030337E+01, 0.3440563E+01, 0.3045938E+01,
 0.8400000E+00, 0.5043458E+01, 0.5030474E+01, 0.3441911E+01, 0.3047001E+01,
 0.8420000E+00, 0.5043604E+01, 0.5030610E+01, 0.3443259E+01, 0.3048066E+01,
 0.8440000E+00, 0.5043751E+01, 0.5030746E+01, 0.3444607E+01, 0.3049131E+01,
 0.8460000E+00, 0.5043898E+01, 0.5030882E+01, 0.3445955E+01, 0.3050196E+01,
 0.8480000E+00, 0.5044044E+01, 0.5031018E+01, 0.3447303E+01, 0.3051262E+01,
 0.8500000E+00, 0.5044191E+01, 0.5031154E+01, 0.3448651E+01, 0.3052328E+01,
 0.8520000E+00, 0.5044337E+01, 0.5031290E+01, 0.3449999E+01, 0.3053395E+01,
 0.8540000E+00, 0.5044484E+01, 0.5031426E+01, 0.3451348E+01, 0.3054463E+01,
 0.8560000E+00, 0.5044631E+01, 0.5031562E+01, 0.3452696E+01, 0.3055530E+01,
 0.8580000E+00, 0.5044777E+01, 0.5031698E+01, 0.3454044E+01, 0.3056599E+01,
 0.8600000E+00, 0.5044924E+01, 0.5031834E+01, 0.3455393E+01, 0.3057667E+01,
 0.8620000E+00, 0.5045070E+01, 0.5031971E+01, 0.3456741E+01, 0.3058736E+01,
 0.8640000E+00, 0.5045217E+01, 0.5032107E+01, 0.3458090E+01, 0.3059806E+01,
 0.8660000E+00, 0.5045363E+01, 0.5032243E+01, 0.3459438E+01, 0.3060876E+01,
 0.8680000E+00, 0.5045510E+01, 0.5032379E+01, 0.3460787E+01, 0.3061946E+01,
 0.8700000E+00, 0.5045657E+01, 0.5032515E+01, 0.3462135E+01, 0.3063017E+01,
 0.8720000E+00, 0.5045803E+01, 0.5032651E+01, 0.3463484E+01, 0.3064088E+01,
 0.8740000E+00, 0.5045949E+01, 0.5032788E+01, 0.3464832E+01, 0.3065160E+01,
 0.8760000E+00, 0.5046096E+01, 0.5032924E+01, 0.3466181E+01, 0.3066231E+01,
 0.8780000E+00, 0.5046243E+01, 0.5033060E+01, 0.3467529E+01, 0.3067304E+01,
 0.8800000E+00, 0.5046389E+01, 0.5033196E+01, 0.3468878E+01, 0.3068377E+01,
 0.8820000E+00, 0.5046536E+01, 0.5033333E+01, 0.3470226E+01, 0.3069450E+01,
 0.8840000E+00, 0.5046682E+01, 0.5033469E+01, 0.3471575E+01, 0.3070523E+01,
 0.8860000E+00, 0.5046829E+01, 0.5033606E+01, 0.3472923E+01, 0.3071597E+01,
 0.8880000E+00, 0.5046976E+01, 0.5033742E+01, 0.3474271E+01, 0.3072671E+01,
 0.8900000E+00, 0.5047122E+01, 0.5033878E+01, 0.3475620E+01, 0.3073745E+01,
 0.8920000E+00, 0.5047269E+01, 0.5034015E+01, 0.3476968E+01, 0.3074820E+01,
 0.8940000E+00, 0.5047415E+01, 0.5034151E+01, 0.3478316E+01, 0.3075895E+01,
 0.8960000E+00, 0.5047562E+01, 0.5034287E+01, 0.3479664E+01, 0.3076971E+01,
 0.8980000E+00, 0.5047709E+01, 0.5034424E+01, 0.3481012E+01, 0.3078046E+01,
 0.9000000E+00, 0.5047855E+01, 0.5034560E+01, 0.3482360E+01, 0.3079122E+01,
 0.9020000E+00, 0.5048002E+01, 0.5034697E+01, 0.3483708E+01, 0.3080199E+01,
 0.9040000E+00, 0.5048148E+01, 0.5034833E+01, 0.3485056E+01, 0.3081275E+01,
 0.9060000E+00, 0.5048295E+01, 0.5034970E+01, 0.3486404E+01, 0.3082352E+01,
 0.9080000E+00, 0.5048441E+01, 0.5035107E+01, 0.3487751E+01, 0.3083429E+01,
 0.9100000E+00, 0.5048588E+01, 0.5035244E+01, 0.3489099E+01, 0.3084507E+01,
 0.9120000E+00, 0.5048735E+01, 0.5035380E+01, 0.3490447E+01, 0.3085584E+01,
 0.9140000E+00, 0.5048882E+01, 0.5035517E+01, 0.3491794E+01, 0.3086662E+01,
 0.9160000E+00, 0.5049028E+01, 0.5035654E+01, 0.3493141E+01, 0.3087740E+01,
 0.9180000E+00, 0.5049175E+01, 0.5035790E+01, 0.3494488E+01, 0.3088819E+01,
 0.9200000E+00, 0.5049321E+01, 0.5035927E+01, 0.3495836E+01, 0.3089897E+01,
 0.9220000E+00, 0.5049468E+01, 0.5036064E+01, 0.3497183E+01, 0.3090976E+01,
 0.9240000E+00, 0.5049614E+01, 0.5036201E+01, 0.3498529E+01, 0.3092056E+01,
 0.9260000E+00, 0.5049761E+01, 0.5036338E+01, 0.3499876E+01, 0.3093135E+01,
 0.9280000E+00, 0.5049908E+01, 0.5036475E+01, 0.3501223E+01, 0.3094214E+01,
 0.9300000E+00, 0.5050055E+01, 0.5036612E+01, 0.3502569E+01, 0.3095294E+01,
 0.9320000E+00, 0.5050201E+01, 0.5036749E+01, 0.3503916E+01, 0.3096374E+01,
 0.9340000E+00, 0.5050348E+01, 0.5036886E+01, 0.3505262E+01, 0.3097455E+01,
 0.9360000E+00, 0.5050495E+01, 0.5037023E+01, 0.3506608E+01, 0.3098535E+01,
 0.9380000E+00, 0.5050642E+01, 0.5037160E+01, 0.3507953E+01, 0.3099615E+01,
 0.9400000E+00, 0.5050788E+01, 0.5037298E+01, 0.3509299E+01, 0.3100696E+01,
 0.9420000E+00, 0.5050935E+01, 0.5037435E+01, 0.3510645E+01, 0.3101777E+01,
 0.9440000E+00, 0.5051082E+01, 0.5037572E+01, 0.3511990E+01, 0.3102858E+01,
 0.9460000E+00, 0.5051229E+01, 0.5037710E+01, 0.3513335E+01, 0.3103940E+01,
 0.9480000E+00, 0.5051375E+01, 0.5037847E+01, 0.3514680E+01, 0.3105021E+01,
 0.9500000E+00, 0.5051522E+01, 0.5037985E+01, 0.3516025E+01, 0.3106102E+01,
 0.9520000E+00, 0.5051669E+01, 0.5038122E+01, 0.3517370E+01, 0.3107184E+01,
 0.9540000E+00, 0.5051816E+01, 0.5038260E+01, 0.3518714E+01, 0.3108266E+01,
 0.9560000E+00, 0.5051963E+01, 0.5038398E+01, 0.3520059E+01, 0.3109348E+01,
 0.9580000E+00, 0.5052110E+01, 0.5038535E+01, 0.3521403E+01, 0.3110430E+01,
 0.9600000E+00, 0.5052257E+01, 0.5038673E+01, 0.3522747E+01, 0.3111512E+01,
 0.9620000E+00, 0.5052404E+01, 0.5038811E+01, 0.3524091E+01, 0.3112595E+01,
 0.9640000E+00, 0.5052551E+01, 0.5038949E+01, 0.3525434E+01, 0.3113678E+01,
 0.9660000E+00, 0.5052698E+01, 0.5039087E+01, 0.3526778E+01, 0.3114760E+01,
 0.9680000E+00, 0.5052845E+01, 0.5039225E+01, 0.3528121E+01, 0.3115843E+01,
 0.9700000E+00, 0.5052992E+01, 0.5039363E+01, 0.3529464E+01, 0.3116926E+01,
 0.9720000E+00, 0.5053139E+01, 0.5039501E+01, 0.3530806E+01, 0.3118009E+01,
 0.9740000E+00, 0.5053286E+01, 0.5039639E+01, 0.3532149E+01, 0.3119092E+01,
 0.9760000E+00, 0.5053433E+01, 0.5039778E+01, 0.3533491E+01, 0.3120175E+01,
 0.9780000E+00, 0.5053580E+01, 0.5039916E+01, 0.3534833E+01, 0.3121258E+01,
 0.9800000E+00, 0.5053728E+01, 0.5040055E+01, 0.3536175E+01, 0.3122341E+01,
 0.9820000E+00, 0.5053875E+01, 0.5040193E+01, 0.3537516E+01, 0.3123425E+01,
 0.9840000E+00, 0.5054022E+01, 0.5040332E+01, 0.3538858E+01, 0.3124508E+01,
 0.9860000E+00, 0.5054170E+01, 0.5040471E+01, 0.3540199E+01, 0.3125591E+01,
 0.9880000E+00, 0.5054317E+01, 0.5040609E+01, 0.3541540E+01, 0.3126675E+01,
 0.9900000E+00, 0.5054464E+01, 0.5040748E+01, 0.3542880E+01, 0.3127759E+01,
 0.9920000E+00, 0.5054612E+01, 0.5040887E+01, 0.3544221E+01, 0.3128842E+01,
 0.9940000E+00, 0.5054759E+01, 0.5041026E+01, 0.3545561E+01, 0.3129926E+01,
 0.9960000E+00, 0.5054906E+01, 0.5041165E+01, 0.3546901E+01, 0.3131010E+01,
 0.9980000E+00, 0.5055054E+01, 0.5041305E+01, 0.3548240E+01, 0.3132093E+01,
 0.1000000E+01, 0.5055202E+01, 0.5041444E+01, 0.3549580E+01, 0.3133177E+01,
 0.1002000E+01, 0.5055349E+01, 0.5041584E+01, 0.3550919E+01, 0.3134261E+01,
 0.1004000E+01, 0.5055497E+01, 0.5041723E+01, 0.3552258E+01, 0.3135345E+01,
 0.1006000E+01, 0.5055644E+01, 0.5041862E+01, 0.3553596E+01, 0.3136429E+01,
 0.1008000E+01, 0.5055792E+01, 0.5042002E+01, 0.3554935E+01, 0.3137512E+01,
 0.1010000E+01, 0.5055940E+01, 0.5042142E+01, 0.3556273E+01, 0.3138596E+01,
 0.1012000E+01, 0.5056087E+01, 0.5042282E+01, 0.3557610E+01, 0.3139680E+01,
 0.1014000E+01, 0.5056235E+01, 0.5042422E+01, 0.3558948E+01, 0.3140764E+01,
 0.1016000E+01, 0.5056383E+01, 0.5042562E+01, 0.3560285E+01, 0.3141848E+01,
 0.1018000E+01, 0.5056531E+01, 0.5042702E+01, 0.3561622E+01, 0.3142932E+01,
 0.1020000E+01, 0.5056679E+01, 0.5042842E+01, 0.3562958E+01, 0.3144016E+01,
 0.1022000E+01, 0.5056827E+01, 0.5042983E+01, 0.3564295E+01, 0.3145100E+01,
 0.1024000E+01, 0.5056975E+01, 0.5043123E+01, 0.3565631E+01, 0.3146183E+01,
 0.1026000E+01, 0.5057123E+01, 0.5043264E+01, 0.3566966E+01, 0.3147267E+01,
 0.1028000E+01, 0.5057271E+01, 0.5043405E+01, 0.3568302E+01, 0.3148351E+01,
 0.1030000E+01, 0.5057419E+01, 0.5043546E+01, 0.3569637E+01, 0.3149435E+01,
 0.1032000E+01, 0.5057568E+01, 0.5043687E+01, 0.3570972E+01, 0.3150518E+01,
 0.1034000E+01, 0.5057716E+01, 0.5043828E+01, 0.3572306E+01, 0.3151602E+01,
 0.1036000E+01, 0.5057864E+01, 0.5043969E+01, 0.3573640E+01, 0.3152686E+01,
 0.1038000E+01, 0.5058013E+01, 0.5044110E+01, 0.3574974E+01, 0.3153769E+01,
 0.1040000E+01, 0.5058161E+01, 0.5044252E+01, 0.3576308E+01, 0.3154853E+01,
 0.1042000E+01, 0.5058310E+01, 0.5044394E+01, 0.3577641E+01, 0.3155936E+01,
 0.1044000E+01, 0.5058458E+01, 0.5044535E+01, 0.3578974E+01, 0.3157020E+01,
 0.1046000E+01, 0.5058607E+01, 0.5044677E+01, 0.3580307E+01, 0.3158103E+01,
 0.1048000E+01, 0.5058756E+01, 0.5044819E+01, 0.3581639E+01, 0.3159186E+01,
 0.1050000E+01, 0.5058905E+01, 0.5044961E+01, 0.3582971E+01, 0.3160269E+01,
 0.1052000E+01, 0.5059054E+01, 0.5045104E+01, 0.3584302E+01, 0.3161353E+01,
 0.1054000E+01, 0.5059203E+01, 0.5045246E+01, 0.3585634E+01, 0.3162436E+01,
 0.1056000E+01, 0.5059351E+01, 0.5045389E+01, 0.3586965E+01, 0.3163519E+01,
 0.1058000E+01, 0.5059501E+01, 0.5045532E+01, 0.3588295E+01, 0.3164602E+01,
 0.1060000E+01, 0.5059650E+01, 0.5045675E+01, 0.3589626E+01, 0.3165684E+01,
 0.1062000E+01, 0.5059799E+01, 0.5045818E+01, 0.3590955E+01, 0.3166767E+01,
 0.1064000E+01, 0.5059948E+01, 0.5045961E+01, 0.3592285E+01, 0.3167850E+01,
 0.1066000E+01, 0.5060098E+01, 0.5046104E+01, 0.3593615E+01, 0.3168932E+01,
 0.1068000E+01, 0.5060247E+01, 0.5046248E+01, 0.3594943E+01, 0.3170015E+01,
 0.1070000E+01, 0.5060397E+01, 0.5046391E+01, 0.3596272E+01, 0.3171097E+01,
 0.1072000E+01, 0.5060546E+01, 0.5046535E+01, 0.3597600E+01, 0.3172179E+01,
 0.1074000E+01, 0.5060696E+01, 0.5046679E+01, 0.3598928E+01, 0.3173262E+01,
 0.1076000E+01, 0.5060846E+01, 0.5046824E+01, 0.3600255E+01, 0.3174344E+01,
 0.1078000E+01, 0.5060996E+01, 0.5046968E+01, 0.3601583E+01, 0.3175426E+01,
 0.1080000E+01, 0.5061146E+01, 0.5047113E+01, 0.3602910E+01, 0.3176507E+01,
 0.1082000E+01, 0.5061296E+01, 0.5047257E+01, 0.3604236E+01, 0.3177589E+01,
