@PIN,POH,PNB,PRF,PNF,PEX [MW]  vs t@
X,PIN,POH,PNB,PRF,PNF,PEX
 0.5892000E+01, 0.4562150E+03, 0.1967494E+02, 0.0000000E+00, 0.1050000E+03, 0.3315400E+03, 0.1050000E+03,
 0.5894000E+01, 0.4564694E+03, 0.1966896E+02, 0.0000000E+00, 0.1050000E+03, 0.3318005E+03, 0.1050000E+03,
 0.5896000E+01, 0.4567240E+03, 0.1966299E+02, 0.0000000E+00, 0.1050000E+03, 0.3320610E+03, 0.1050000E+03,
 0.5898000E+01, 0.4569785E+03, 0.1965702E+02, 0.0000000E+00, 0.1050000E+03, 0.3323215E+03, 0.1050000E+03,
 0.5900000E+01, 0.4572332E+03, 0.1965105E+02, 0.0000000E+00, 0.1050000E+03, 0.3325821E+03, 0.1050000E+03,
 0.5902000E+01, 0.4574879E+03, 0.1964507E+02, 0.0000000E+00, 0.1050000E+03, 0.3328428E+03, 0.1050000E+03,
 0.5904000E+01, 0.4577426E+03, 0.1963910E+02, 0.0000000E+00, 0.1050000E+03, 0.3331035E+03, 0.1050000E+03,
 0.5906000E+01, 0.4579975E+03, 0.1963313E+02, 0.0000000E+00, 0.1050000E+03, 0.3333643E+03, 0.1050000E+03,
 0.5908000E+01, 0.4582523E+03, 0.1962716E+02, 0.0000000E+00, 0.1050000E+03, 0.3336252E+03, 0.1050000E+03,
 0.5910000E+01, 0.4585073E+03, 0.1962119E+02, 0.0000000E+00, 0.1050000E+03, 0.3338861E+03, 0.1050000E+03,
 0.5912000E+01, 0.4587623E+03, 0.1961522E+02, 0.0000000E+00, 0.1050000E+03, 0.3341471E+03, 0.1050000E+03,
 0.5914000E+01, 0.4590173E+03, 0.1960925E+02, 0.0000000E+00, 0.1050000E+03, 0.3344081E+03, 0.1050000E+03,
 0.5916000E+01, 0.4592725E+03, 0.1960327E+02, 0.0000000E+00, 0.1050000E+03, 0.3346692E+03, 0.1050000E+03,
 0.5918000E+01, 0.4595276E+03, 0.1959730E+02, 0.0000000E+00, 0.1050000E+03, 0.3349303E+03, 0.1050000E+03,
 0.5920000E+01, 0.4597828E+03, 0.1959133E+02, 0.0000000E+00, 0.1050000E+03, 0.3351915E+03, 0.1050000E+03,
 0.5922000E+01, 0.4600381E+03, 0.1958536E+02, 0.0000000E+00, 0.1050000E+03, 0.3354528E+03, 0.1050000E+03,
 0.5924000E+01, 0.4602935E+03, 0.1957939E+02, 0.0000000E+00, 0.1050000E+03, 0.3357141E+03, 0.1050000E+03,
 0.5926000E+01, 0.4605489E+03, 0.1957342E+02, 0.0000000E+00, 0.1050000E+03, 0.3359755E+03, 0.1050000E+03,
 0.5928000E+01, 0.4608043E+03, 0.1956746E+02, 0.0000000E+00, 0.1050000E+03, 0.3362369E+03, 0.1050000E+03,
 0.5930000E+01, 0.4610598E+03, 0.1956149E+02, 0.0000000E+00, 0.1050000E+03, 0.3364984E+03, 0.1050000E+03,
 0.5932000E+01, 0.4613154E+03, 0.1955552E+02, 0.0000000E+00, 0.1050000E+03, 0.3367599E+03, 0.1050000E+03,
 0.5934000E+01, 0.4615710E+03, 0.1954955E+02, 0.0000000E+00, 0.1050000E+03, 0.3370215E+03, 0.1050000E+03,
 0.5936000E+01, 0.4618267E+03, 0.1954358E+02, 0.0000000E+00, 0.1050000E+03, 0.3372831E+03, 0.1050000E+03,
 0.5938000E+01, 0.4620825E+03, 0.1953761E+02, 0.0000000E+00, 0.1050000E+03, 0.3375448E+03, 0.1050000E+03,
 0.5940000E+01, 0.4623383E+03, 0.1953164E+02, 0.0000000E+00, 0.1050000E+03, 0.3378066E+03, 0.1050000E+03,
 0.5942000E+01, 0.4625941E+03, 0.1952568E+02, 0.0000000E+00, 0.1050000E+03, 0.3380684E+03, 0.1050000E+03,
 0.5944000E+01, 0.4628500E+03, 0.1951971E+02, 0.0000000E+00, 0.1050000E+03, 0.3383303E+03, 0.1050000E+03,
 0.5946000E+01, 0.4631060E+03, 0.1951374E+02, 0.0000000E+00, 0.1050000E+03, 0.3385922E+03, 0.1050000E+03,
 0.5948000E+01, 0.4633620E+03, 0.1950778E+02, 0.0000000E+00, 0.1050000E+03, 0.3388542E+03, 0.1050000E+03,
 0.5950000E+01, 0.4636180E+03, 0.1950181E+02, 0.0000000E+00, 0.1050000E+03, 0.3391162E+03, 0.1050000E+03,
 0.5952000E+01, 0.4638741E+03, 0.1949585E+02, 0.0000000E+00, 0.1050000E+03, 0.3393783E+03, 0.1050000E+03,
 0.5954000E+01, 0.4641303E+03, 0.1948988E+02, 0.0000000E+00, 0.1050000E+03, 0.3396404E+03, 0.1050000E+03,
 0.5956000E+01, 0.4643865E+03, 0.1948392E+02, 0.0000000E+00, 0.1050000E+03, 0.3399026E+03, 0.1050000E+03,
 0.5958000E+01, 0.4646428E+03, 0.1947795E+02, 0.0000000E+00, 0.1050000E+03, 0.3401649E+03, 0.1050000E+03,
 0.5960000E+01, 0.4648991E+03, 0.1947199E+02, 0.0000000E+00, 0.1050000E+03, 0.3404272E+03, 0.1050000E+03,
 0.5962000E+01, 0.4651555E+03, 0.1946602E+02, 0.0000000E+00, 0.1050000E+03, 0.3406895E+03, 0.1050000E+03,
 0.5964000E+01, 0.4654120E+03, 0.1946006E+02, 0.0000000E+00, 0.1050000E+03, 0.3409519E+03, 0.1050000E+03,
 0.5966000E+01, 0.4656685E+03, 0.1945410E+02, 0.0000000E+00, 0.1050000E+03, 0.3412144E+03, 0.1050000E+03,
 0.5968000E+01, 0.4659250E+03, 0.1944814E+02, 0.0000000E+00, 0.1050000E+03, 0.3414769E+03, 0.1050000E+03,
 0.5970000E+01, 0.4661816E+03, 0.1944217E+02, 0.0000000E+00, 0.1050000E+03, 0.3417394E+03, 0.1050000E+03,
 0.5972000E+01, 0.4664382E+03, 0.1943621E+02, 0.0000000E+00, 0.1050000E+03, 0.3420020E+03, 0.1050000E+03,
 0.5974000E+01, 0.4666949E+03, 0.1943025E+02, 0.0000000E+00, 0.1050000E+03, 0.3422647E+03, 0.1050000E+03,
 0.5976000E+01, 0.4669517E+03, 0.1942429E+02, 0.0000000E+00, 0.1050000E+03, 0.3425274E+03, 0.1050000E+03,
 0.5978000E+01, 0.4672085E+03, 0.1941833E+02, 0.0000000E+00, 0.1050000E+03, 0.3427902E+03, 0.1050000E+03,
 0.5980000E+01, 0.4674653E+03, 0.1941237E+02, 0.0000000E+00, 0.1050000E+03, 0.3430529E+03, 0.1050000E+03,
 0.5982000E+01, 0.4677222E+03, 0.1940641E+02, 0.0000000E+00, 0.1050000E+03, 0.3433158E+03, 0.1050000E+03,
 0.5984000E+01, 0.4679792E+03, 0.1940045E+02, 0.0000000E+00, 0.1050000E+03, 0.3435787E+03, 0.1050000E+03,
 0.5986000E+01, 0.4682362E+03, 0.1939450E+02, 0.0000000E+00, 0.1050000E+03, 0.3438417E+03, 0.1050000E+03,
 0.5988000E+01, 0.4684932E+03, 0.1938854E+02, 0.0000000E+00, 0.1050000E+03, 0.3441047E+03, 0.1050000E+03,
 0.5990000E+01, 0.4687503E+03, 0.1938258E+02, 0.0000000E+00, 0.1050000E+03, 0.3443677E+03, 0.1050000E+03,
 0.5992000E+01, 0.4690075E+03, 0.1937662E+02, 0.0000000E+00, 0.1050000E+03, 0.3446309E+03, 0.1050000E+03,
 0.5994000E+01, 0.4692647E+03, 0.1937067E+02, 0.0000000E+00, 0.1050000E+03, 0.3448940E+03, 0.1050000E+03,
 0.5996000E+01, 0.4695219E+03, 0.1936471E+02, 0.0000000E+00, 0.1050000E+03, 0.3451572E+03, 0.1050000E+03,
 0.5998000E+01, 0.4697792E+03, 0.1935876E+02, 0.0000000E+00, 0.1050000E+03, 0.3454204E+03, 0.1050000E+03,
 0.6000000E+01, 0.4700366E+03, 0.1935280E+02, 0.0000000E+00, 0.1050000E+03, 0.3456837E+03, 0.1050000E+03,
 0.6002000E+01, 0.4702939E+03, 0.1934685E+02, 0.0000000E+00, 0.1050000E+03, 0.3459471E+03, 0.1050000E+03,
 0.6004000E+01, 0.4705514E+03, 0.1934089E+02, 0.0000000E+00, 0.1050000E+03, 0.3462105E+03, 0.1050000E+03,
 0.6006000E+01, 0.4708089E+03, 0.1933494E+02, 0.0000000E+00, 0.1050000E+03, 0.3464739E+03, 0.1050000E+03,
 0.6008000E+01, 0.4710664E+03, 0.1932899E+02, 0.0000000E+00, 0.1050000E+03, 0.3467374E+03, 0.1050000E+03,
 0.6010000E+01, 0.4713240E+03, 0.1932304E+02, 0.0000000E+00, 0.1050000E+03, 0.3470009E+03, 0.1050000E+03,
 0.6012000E+01, 0.4715816E+03, 0.1931709E+02, 0.0000000E+00, 0.1050000E+03, 0.3472645E+03, 0.1050000E+03,
 0.6014000E+01, 0.4718393E+03, 0.1931114E+02, 0.0000000E+00, 0.1050000E+03, 0.3475281E+03, 0.1050000E+03,
 0.6016000E+01, 0.4720970E+03, 0.1930519E+02, 0.0000000E+00, 0.1050000E+03, 0.3477918E+03, 0.1050000E+03,
 0.6018000E+01, 0.4723548E+03, 0.1929924E+02, 0.0000000E+00, 0.1050000E+03, 0.3480555E+03, 0.1050000E+03,
 0.6020000E+01, 0.4726126E+03, 0.1929329E+02, 0.0000000E+00, 0.1050000E+03, 0.3483193E+03, 0.1050000E+03,
 0.6022000E+01, 0.4728705E+03, 0.1928734E+02, 0.0000000E+00, 0.1050000E+03, 0.3485831E+03, 0.1050000E+03,
 0.6024000E+01, 0.4731284E+03, 0.1928139E+02, 0.0000000E+00, 0.1050000E+03, 0.3488470E+03, 0.1050000E+03,
 0.6026000E+01, 0.4733863E+03, 0.1927545E+02, 0.0000000E+00, 0.1050000E+03, 0.3491109E+03, 0.1050000E+03,
 0.6028000E+01, 0.4736443E+03, 0.1926950E+02, 0.0000000E+00, 0.1050000E+03, 0.3493748E+03, 0.1050000E+03,
 0.6030000E+01, 0.4739023E+03, 0.1926356E+02, 0.0000000E+00, 0.1050000E+03, 0.3496388E+03, 0.1050000E+03,
 0.6032000E+01, 0.4741604E+03, 0.1925761E+02, 0.0000000E+00, 0.1050000E+03, 0.3499028E+03, 0.1050000E+03,
 0.6034000E+01, 0.4744185E+03, 0.1925167E+02, 0.0000000E+00, 0.1050000E+03, 0.3501669E+03, 0.1050000E+03,
 0.6036000E+01, 0.4746767E+03, 0.1924573E+02, 0.0000000E+00, 0.1050000E+03, 0.3504310E+03, 0.1050000E+03,
 0.6038000E+01, 0.4749349E+03, 0.1923978E+02, 0.0000000E+00, 0.1050000E+03, 0.3506952E+03, 0.1050000E+03,
 0.6040000E+01, 0.4751932E+03, 0.1923384E+02, 0.0000000E+00, 0.1050000E+03, 0.3509594E+03, 0.1050000E+03,
 0.6042000E+01, 0.4754515E+03, 0.1922790E+02, 0.0000000E+00, 0.1050000E+03, 0.3512236E+03, 0.1050000E+03,
 0.6044000E+01, 0.4757098E+03, 0.1922196E+02, 0.0000000E+00, 0.1050000E+03, 0.3514879E+03, 0.1050000E+03,
 0.6046000E+01, 0.4759682E+03, 0.1921602E+02, 0.0000000E+00, 0.1050000E+03, 0.3517522E+03, 0.1050000E+03,
 0.6048000E+01, 0.4762267E+03, 0.1921008E+02, 0.0000000E+00, 0.1050000E+03, 0.3520166E+03, 0.1050000E+03,
 0.6050000E+01, 0.4764851E+03, 0.1920414E+02, 0.0000000E+00, 0.1050000E+03, 0.3522810E+03, 0.1050000E+03,
 0.6052000E+01, 0.4767437E+03, 0.1919821E+02, 0.0000000E+00, 0.1050000E+03, 0.3525455E+03, 0.1050000E+03,
 0.6054000E+01, 0.4770022E+03, 0.1919227E+02, 0.0000000E+00, 0.1050000E+03, 0.3528099E+03, 0.1050000E+03,
 0.6056000E+01, 0.4772608E+03, 0.1918633E+02, 0.0000000E+00, 0.1050000E+03, 0.3530745E+03, 0.1050000E+03,
 0.6058000E+01, 0.4775195E+03, 0.1918040E+02, 0.0000000E+00, 0.1050000E+03, 0.3533391E+03, 0.1050000E+03,
 0.6060000E+01, 0.4777781E+03, 0.1917446E+02, 0.0000000E+00, 0.1050000E+03, 0.3536037E+03, 0.1050000E+03,
 0.6062000E+01, 0.4780369E+03, 0.1916853E+02, 0.0000000E+00, 0.1050000E+03, 0.3538683E+03, 0.1050000E+03,
 0.6064000E+01, 0.4782956E+03, 0.1916260E+02, 0.0000000E+00, 0.1050000E+03, 0.3541330E+03, 0.1050000E+03,
 0.6066000E+01, 0.4785544E+03, 0.1915666E+02, 0.0000000E+00, 0.1050000E+03, 0.3543978E+03, 0.1050000E+03,
 0.6068000E+01, 0.4788133E+03, 0.1915073E+02, 0.0000000E+00, 0.1050000E+03, 0.3546625E+03, 0.1050000E+03,
 0.6070000E+01, 0.4790722E+03, 0.1914480E+02, 0.0000000E+00, 0.1050000E+03, 0.3549274E+03, 0.1050000E+03,
 0.6072000E+01, 0.4793311E+03, 0.1913887E+02, 0.0000000E+00, 0.1050000E+03, 0.3551922E+03, 0.1050000E+03,
 0.6074000E+01, 0.4795901E+03, 0.1913294E+02, 0.0000000E+00, 0.1050000E+03, 0.3554571E+03, 0.1050000E+03,
 0.6076000E+01, 0.4798491E+03, 0.1912702E+02, 0.0000000E+00, 0.1050000E+03, 0.3557220E+03, 0.1050000E+03,
 0.6078000E+01, 0.4801081E+03, 0.1912109E+02, 0.0000000E+00, 0.1050000E+03, 0.3559870E+03, 0.1050000E+03,
 0.6080000E+01, 0.4803672E+03, 0.1911516E+02, 0.0000000E+00, 0.1050000E+03, 0.3562520E+03, 0.1050000E+03,
 0.6082000E+01, 0.4806263E+03, 0.1910924E+02, 0.0000000E+00, 0.1050000E+03, 0.3565171E+03, 0.1050000E+03,
 0.6084000E+01, 0.4808854E+03, 0.1910331E+02, 0.0000000E+00, 0.1050000E+03, 0.3567821E+03, 0.1050000E+03,
 0.6086000E+01, 0.4811447E+03, 0.1909739E+02, 0.0000000E+00, 0.1050000E+03, 0.3570472E+03, 0.1050000E+03,
 0.6088000E+01, 0.4814039E+03, 0.1909147E+02, 0.0000000E+00, 0.1050000E+03, 0.3573124E+03, 0.1050000E+03,
 0.6090000E+01, 0.4816631E+03, 0.1908555E+02, 0.0000000E+00, 0.1050000E+03, 0.3575776E+03, 0.1050000E+03,
 0.6092000E+01, 0.4819225E+03, 0.1907963E+02, 0.0000000E+00, 0.1050000E+03, 0.3578428E+03, 0.1050000E+03,
 0.6094000E+01, 0.4821818E+03, 0.1907371E+02, 0.0000000E+00, 0.1050000E+03, 0.3581081E+03, 0.1050000E+03,
 0.6096000E+01, 0.4824412E+03, 0.1906779E+02, 0.0000000E+00, 0.1050000E+03, 0.3583734E+03, 0.1050000E+03,
 0.6098000E+01, 0.4827006E+03, 0.1906187E+02, 0.0000000E+00, 0.1050000E+03, 0.3586387E+03, 0.1050000E+03,
 0.6100000E+01, 0.4829601E+03, 0.1905595E+02, 0.0000000E+00, 0.1050000E+03, 0.3589041E+03, 0.1050000E+03,
 0.6102000E+01, 0.4832195E+03, 0.1905004E+02, 0.0000000E+00, 0.1050000E+03, 0.3591695E+03, 0.1050000E+03,
 0.6104000E+01, 0.4834791E+03, 0.1904412E+02, 0.0000000E+00, 0.1050000E+03, 0.3594350E+03, 0.1050000E+03,
 0.6106000E+01, 0.4837386E+03, 0.1903821E+02, 0.0000000E+00, 0.1050000E+03, 0.3597004E+03, 0.1050000E+03,
 0.6108000E+01, 0.4839982E+03, 0.1903229E+02, 0.0000000E+00, 0.1050000E+03, 0.3599659E+03, 0.1050000E+03,
 0.6110000E+01, 0.4842579E+03, 0.1902638E+02, 0.0000000E+00, 0.1050000E+03, 0.3602315E+03, 0.1050000E+03,
 0.6112000E+01, 0.4845175E+03, 0.1902047E+02, 0.0000000E+00, 0.1050000E+03, 0.3604971E+03, 0.1050000E+03,
 0.6114000E+01, 0.4847772E+03, 0.1901456E+02, 0.0000000E+00, 0.1050000E+03, 0.3607627E+03, 0.1050000E+03,
 0.6116000E+01, 0.4850370E+03, 0.1900865E+02, 0.0000000E+00, 0.1050000E+03, 0.3610283E+03, 0.1050000E+03,
 0.6118000E+01, 0.4852967E+03, 0.1900274E+02, 0.0000000E+00, 0.1050000E+03, 0.3612940E+03, 0.1050000E+03,
 0.6120000E+01, 0.4855565E+03, 0.1899683E+02, 0.0000000E+00, 0.1050000E+03, 0.3615597E+03, 0.1050000E+03,
 0.6122000E+01, 0.4858164E+03, 0.1899092E+02, 0.0000000E+00, 0.1050000E+03, 0.3618254E+03, 0.1050000E+03,
 0.6124000E+01, 0.4860762E+03, 0.1898502E+02, 0.0000000E+00, 0.1050000E+03, 0.3620912E+03, 0.1050000E+03,
 0.6126000E+01, 0.4863362E+03, 0.1897911E+02, 0.0000000E+00, 0.1050000E+03, 0.3623570E+03, 0.1050000E+03,
 0.6128000E+01, 0.4865961E+03, 0.1897321E+02, 0.0000000E+00, 0.1050000E+03, 0.3626229E+03, 0.1050000E+03,
 0.6130000E+01, 0.4868560E+03, 0.1896731E+02, 0.0000000E+00, 0.1050000E+03, 0.3628887E+03, 0.1050000E+03,
 0.6132000E+01, 0.4871161E+03, 0.1896141E+02, 0.0000000E+00, 0.1050000E+03, 0.3631546E+03, 0.1050000E+03,
 0.6134000E+01, 0.4873761E+03, 0.1895551E+02, 0.0000000E+00, 0.1050000E+03, 0.3634206E+03, 0.1050000E+03,
 0.6136000E+01, 0.4876361E+03, 0.1894961E+02, 0.0000000E+00, 0.1050000E+03, 0.3636865E+03, 0.1050000E+03,
 0.6138000E+01, 0.4878962E+03, 0.1894371E+02, 0.0000000E+00, 0.1050000E+03, 0.3639525E+03, 0.1050000E+03,
 0.6140000E+01, 0.4881564E+03, 0.1893781E+02, 0.0000000E+00, 0.1050000E+03, 0.3642186E+03, 0.1050000E+03,
 0.6142000E+01, 0.4884165E+03, 0.1893192E+02, 0.0000000E+00, 0.1050000E+03, 0.3644846E+03, 0.1050000E+03,
 0.6144000E+01, 0.4886767E+03, 0.1892602E+02, 0.0000000E+00, 0.1050000E+03, 0.3647507E+03, 0.1050000E+03,
 0.6146000E+01, 0.4889369E+03, 0.1892013E+02, 0.0000000E+00, 0.1050000E+03, 0.3650168E+03, 0.1050000E+03,
 0.6148000E+01, 0.4891972E+03, 0.1891423E+02, 0.0000000E+00, 0.1050000E+03, 0.3652830E+03, 0.1050000E+03,
 0.6150000E+01, 0.4894575E+03, 0.1890834E+02, 0.0000000E+00, 0.1050000E+03, 0.3655491E+03, 0.1050000E+03,
 0.6152000E+01, 0.4897178E+03, 0.1890245E+02, 0.0000000E+00, 0.1050000E+03, 0.3658153E+03, 0.1050000E+03,
 0.6154000E+01, 0.4899781E+03, 0.1889656E+02, 0.0000000E+00, 0.1050000E+03, 0.3660815E+03, 0.1050000E+03,
 0.6156000E+01, 0.4902385E+03, 0.1889067E+02, 0.0000000E+00, 0.1050000E+03, 0.3663478E+03, 0.1050000E+03,
 0.6158000E+01, 0.4904989E+03, 0.1888479E+02, 0.0000000E+00, 0.1050000E+03, 0.3666141E+03, 0.1050000E+03,
 0.6160000E+01, 0.4907593E+03, 0.1887890E+02, 0.0000000E+00, 0.1050000E+03, 0.3668804E+03, 0.1050000E+03,
 0.6162000E+01, 0.4910197E+03, 0.1887302E+02, 0.0000000E+00, 0.1050000E+03, 0.3671467E+03, 0.1050000E+03,
 0.6164000E+01, 0.4912802E+03, 0.1886713E+02, 0.0000000E+00, 0.1050000E+03, 0.3674131E+03, 0.1050000E+03,
 0.6166000E+01, 0.4915407E+03, 0.1886125E+02, 0.0000000E+00, 0.1050000E+03, 0.3676795E+03, 0.1050000E+03,
 0.6168000E+01, 0.4918013E+03, 0.1885537E+02, 0.0000000E+00, 0.1050000E+03, 0.3679459E+03, 0.1050000E+03,
 0.6170000E+01, 0.4920619E+03, 0.1884949E+02, 0.0000000E+00, 0.1050000E+03, 0.3682124E+03, 0.1050000E+03,
 0.6172000E+01, 0.4923224E+03, 0.1884361E+02, 0.0000000E+00, 0.1050000E+03, 0.3684788E+03, 0.1050000E+03,
 0.6174000E+01, 0.4925831E+03, 0.1883773E+02, 0.0000000E+00, 0.1050000E+03, 0.3687453E+03, 0.1050000E+03,
 0.6176000E+01, 0.4928437E+03, 0.1883185E+02, 0.0000000E+00, 0.1050000E+03, 0.3690118E+03, 0.1050000E+03,
 0.6178000E+01, 0.4931044E+03, 0.1882598E+02, 0.0000000E+00, 0.1050000E+03, 0.3692784E+03, 0.1050000E+03,
 0.6180000E+01, 0.4933651E+03, 0.1882010E+02, 0.0000000E+00, 0.1050000E+03, 0.3695450E+03, 0.1050000E+03,
 0.6182000E+01, 0.4936258E+03, 0.1881423E+02, 0.0000000E+00, 0.1050000E+03, 0.3698116E+03, 0.1050000E+03,
 0.6184000E+01, 0.4938866E+03, 0.1880836E+02, 0.0000000E+00, 0.1050000E+03, 0.3700782E+03, 0.1050000E+03,
 0.6186000E+01, 0.4941473E+03, 0.1880249E+02, 0.0000000E+00, 0.1050000E+03, 0.3703448E+03, 0.1050000E+03,
 0.6188000E+01, 0.4944081E+03, 0.1879662E+02, 0.0000000E+00, 0.1050000E+03, 0.3706115E+03, 0.1050000E+03,
 0.6190000E+01, 0.4946689E+03, 0.1879075E+02, 0.0000000E+00, 0.1050000E+03, 0.3708782E+03, 0.1050000E+03,
 0.6192000E+01, 0.4949298E+03, 0.1878488E+02, 0.0000000E+00, 0.1050000E+03, 0.3711449E+03, 0.1050000E+03,
 0.6194000E+01, 0.4951907E+03, 0.1877902E+02, 0.0000000E+00, 0.1050000E+03, 0.3714117E+03, 0.1050000E+03,
 0.6196000E+01, 0.4954516E+03, 0.1877315E+02, 0.0000000E+00, 0.1050000E+03, 0.3716784E+03, 0.1050000E+03,
 0.6198000E+01, 0.4957125E+03, 0.1876729E+02, 0.0000000E+00, 0.1050000E+03, 0.3719452E+03, 0.1050000E+03,
 0.6200000E+01, 0.4959734E+03, 0.1876143E+02, 0.0000000E+00, 0.1050000E+03, 0.3722120E+03, 0.1050000E+03,
 0.6202000E+01, 0.4962344E+03, 0.1875557E+02, 0.0000000E+00, 0.1050000E+03, 0.3724789E+03, 0.1050000E+03,
 0.6204000E+01, 0.4964954E+03, 0.1874971E+02, 0.0000000E+00, 0.1050000E+03, 0.3727457E+03, 0.1050000E+03,
 0.6206000E+01, 0.4967564E+03, 0.1874385E+02, 0.0000000E+00, 0.1050000E+03, 0.3730126E+03, 0.1050000E+03,
 0.6208000E+01, 0.4970175E+03, 0.1873799E+02, 0.0000000E+00, 0.1050000E+03, 0.3732795E+03, 0.1050000E+03,
 0.6210000E+01, 0.4972785E+03, 0.1873214E+02, 0.0000000E+00, 0.1050000E+03, 0.3735464E+03, 0.1050000E+03,
 0.6212000E+01, 0.4975396E+03, 0.1872628E+02, 0.0000000E+00, 0.1050000E+03, 0.3738133E+03, 0.1050000E+03,
 0.6214000E+01, 0.4978007E+03, 0.1872043E+02, 0.0000000E+00, 0.1050000E+03, 0.3740803E+03, 0.1050000E+03,
 0.6216000E+01, 0.4980619E+03, 0.1871458E+02, 0.0000000E+00, 0.1050000E+03, 0.3743473E+03, 0.1050000E+03,
 0.6218000E+01, 0.4983230E+03, 0.1870873E+02, 0.0000000E+00, 0.1050000E+03, 0.3746143E+03, 0.1050000E+03,
 0.6220000E+01, 0.4985842E+03, 0.1870288E+02, 0.0000000E+00, 0.1050000E+03, 0.3748813E+03, 0.1050000E+03,
 0.6222000E+01, 0.4988454E+03, 0.1869703E+02, 0.0000000E+00, 0.1050000E+03, 0.3751483E+03, 0.1050000E+03,
 0.6224000E+01, 0.4991066E+03, 0.1869118E+02, 0.0000000E+00, 0.1050000E+03, 0.3754154E+03, 0.1050000E+03,
 0.6226000E+01, 0.4993678E+03, 0.1868534E+02, 0.0000000E+00, 0.1050000E+03, 0.3756825E+03, 0.1050000E+03,
 0.6228000E+01, 0.4996291E+03, 0.1867949E+02, 0.0000000E+00, 0.1050000E+03, 0.3759496E+03, 0.1050000E+03,
 0.6230000E+01, 0.4998903E+03, 0.1867365E+02, 0.0000000E+00, 0.1050000E+03, 0.3762167E+03, 0.1050000E+03,
 0.6232000E+01, 0.5001516E+03, 0.1866781E+02, 0.0000000E+00, 0.1050000E+03, 0.3764838E+03, 0.1050000E+03,
 0.6234000E+01, 0.5004129E+03, 0.1866197E+02, 0.0000000E+00, 0.1050000E+03, 0.3767509E+03, 0.1050000E+03,
 0.6236000E+01, 0.5006743E+03, 0.1865613E+02, 0.0000000E+00, 0.1050000E+03, 0.3770181E+03, 0.1050000E+03,
 0.6238000E+01, 0.5009356E+03, 0.1865030E+02, 0.0000000E+00, 0.1050000E+03, 0.3772853E+03, 0.1050000E+03,
 0.6240000E+01, 0.5011970E+03, 0.1864446E+02, 0.0000000E+00, 0.1050000E+03, 0.3775525E+03, 0.1050000E+03,
 0.6242000E+01, 0.5014583E+03, 0.1863863E+02, 0.0000000E+00, 0.1050000E+03, 0.3778197E+03, 0.1050000E+03,
 0.6244000E+01, 0.5017198E+03, 0.1863279E+02, 0.0000000E+00, 0.1050000E+03, 0.3780869E+03, 0.1050000E+03,
 0.6246000E+01, 0.5019812E+03, 0.1862696E+02, 0.0000000E+00, 0.1050000E+03, 0.3783542E+03, 0.1050000E+03,
 0.6248000E+01, 0.5022426E+03, 0.1862113E+02, 0.0000000E+00, 0.1050000E+03, 0.3786215E+03, 0.1050000E+03,
 0.6250000E+01, 0.5025041E+03, 0.1861530E+02, 0.0000000E+00, 0.1050000E+03, 0.3788888E+03, 0.1050000E+03,
 0.6252000E+01, 0.5027655E+03, 0.1860948E+02, 0.0000000E+00, 0.1050000E+03, 0.3791561E+03, 0.1050000E+03,
 0.6254000E+01, 0.5030270E+03, 0.1860365E+02, 0.0000000E+00, 0.1050000E+03, 0.3794234E+03, 0.1050000E+03,
 0.6256000E+01, 0.5032885E+03, 0.1859783E+02, 0.0000000E+00, 0.1050000E+03, 0.3796907E+03, 0.1050000E+03,
 0.6258000E+01, 0.5035500E+03, 0.1859200E+02, 0.0000000E+00, 0.1050000E+03, 0.3799580E+03, 0.1050000E+03,
 0.6260000E+01, 0.5038116E+03, 0.1858618E+02, 0.0000000E+00, 0.1050000E+03, 0.3802254E+03, 0.1050000E+03,
 0.6262000E+01, 0.5040731E+03, 0.1858036E+02, 0.0000000E+00, 0.1050000E+03, 0.3804928E+03, 0.1050000E+03,
 0.6264000E+01, 0.5043347E+03, 0.1857454E+02, 0.0000000E+00, 0.1050000E+03, 0.3807602E+03, 0.1050000E+03,
 0.6266000E+01, 0.5045963E+03, 0.1856873E+02, 0.0000000E+00, 0.1050000E+03, 0.3810276E+03, 0.1050000E+03,
 0.6268000E+01, 0.5048579E+03, 0.1856291E+02, 0.0000000E+00, 0.1050000E+03, 0.3812950E+03, 0.1050000E+03,
 0.6270000E+01, 0.5051195E+03, 0.1855710E+02, 0.0000000E+00, 0.1050000E+03, 0.3815624E+03, 0.1050000E+03,
 0.6272000E+01, 0.5053811E+03, 0.1855129E+02, 0.0000000E+00, 0.1050000E+03, 0.3818298E+03, 0.1050000E+03,
 0.6274000E+01, 0.5056428E+03, 0.1854548E+02, 0.0000000E+00, 0.1050000E+03, 0.3820973E+03, 0.1050000E+03,
 0.6276000E+01, 0.5059044E+03, 0.1853967E+02, 0.0000000E+00, 0.1050000E+03, 0.3823647E+03, 0.1050000E+03,
 0.6278000E+01, 0.5061661E+03, 0.1853386E+02, 0.0000000E+00, 0.1050000E+03, 0.3826322E+03, 0.1050000E+03,
 0.6280000E+01, 0.5064278E+03, 0.1852805E+02, 0.0000000E+00, 0.1050000E+03, 0.3828997E+03, 0.1050000E+03,
 0.6282000E+01, 0.5066895E+03, 0.1852225E+02, 0.0000000E+00, 0.1050000E+03, 0.3831672E+03, 0.1050000E+03,
