@PIN,POH,PNB,PRF,PNF,PEX [MW]  vs t@
X,PIN,POH,PNB,PRF,PNF,PEX
 0.1142000E+01, 0.1674464E+03, 0.3045271E+02, 0.0000000E+00, 0.1050000E+03, 0.3199367E+02, 0.1050000E+03,
 0.1144000E+01, 0.1674793E+03, 0.3044603E+02, 0.0000000E+00, 0.1050000E+03, 0.3203325E+02, 0.1050000E+03,
 0.1146000E+01, 0.1675122E+03, 0.3043935E+02, 0.0000000E+00, 0.1050000E+03, 0.3207283E+02, 0.1050000E+03,
 0.1148000E+01, 0.1675451E+03, 0.3043266E+02, 0.0000000E+00, 0.1050000E+03, 0.3211243E+02, 0.1050000E+03,
 0.1150000E+01, 0.1675780E+03, 0.3042596E+02, 0.0000000E+00, 0.1050000E+03, 0.3215203E+02, 0.1050000E+03,
 0.1152000E+01, 0.1676109E+03, 0.3041927E+02, 0.0000000E+00, 0.1050000E+03, 0.3219164E+02, 0.1050000E+03,
 0.1154000E+01, 0.1676438E+03, 0.3041256E+02, 0.0000000E+00, 0.1050000E+03, 0.3223126E+02, 0.1050000E+03,
 0.1156000E+01, 0.1676767E+03, 0.3040586E+02, 0.0000000E+00, 0.1050000E+03, 0.3227088E+02, 0.1050000E+03,
 0.1158000E+01, 0.1677097E+03, 0.3039914E+02, 0.0000000E+00, 0.1050000E+03, 0.3231051E+02, 0.1050000E+03,
 0.1160000E+01, 0.1677426E+03, 0.3039243E+02, 0.0000000E+00, 0.1050000E+03, 0.3235015E+02, 0.1050000E+03,
 0.1162000E+01, 0.1677755E+03, 0.3038571E+02, 0.0000000E+00, 0.1050000E+03, 0.3238980E+02, 0.1050000E+03,
 0.1164000E+01, 0.1678084E+03, 0.3037898E+02, 0.0000000E+00, 0.1050000E+03, 0.3242945E+02, 0.1050000E+03,
 0.1166000E+01, 0.1678414E+03, 0.3037225E+02, 0.0000000E+00, 0.1050000E+03, 0.3246912E+02, 0.1050000E+03,
 0.1168000E+01, 0.1678743E+03, 0.3036552E+02, 0.0000000E+00, 0.1050000E+03, 0.3250879E+02, 0.1050000E+03,
 0.1170000E+01, 0.1679072E+03, 0.3035878E+02, 0.0000000E+00, 0.1050000E+03, 0.3254846E+02, 0.1050000E+03,
 0.1172000E+01, 0.1679402E+03, 0.3035204E+02, 0.0000000E+00, 0.1050000E+03, 0.3258815E+02, 0.1050000E+03,
 0.1174000E+01, 0.1679731E+03, 0.3034529E+02, 0.0000000E+00, 0.1050000E+03, 0.3262784E+02, 0.1050000E+03,
 0.1176000E+01, 0.1680061E+03, 0.3033855E+02, 0.0000000E+00, 0.1050000E+03, 0.3266754E+02, 0.1050000E+03,
 0.1178000E+01, 0.1680390E+03, 0.3033180E+02, 0.0000000E+00, 0.1050000E+03, 0.3270725E+02, 0.1050000E+03,
 0.1180000E+01, 0.1680720E+03, 0.3032504E+02, 0.0000000E+00, 0.1050000E+03, 0.3274697E+02, 0.1050000E+03,
 0.1182000E+01, 0.1681050E+03, 0.3031828E+02, 0.0000000E+00, 0.1050000E+03, 0.3278669E+02, 0.1050000E+03,
 0.1184000E+01, 0.1681379E+03, 0.3031152E+02, 0.0000000E+00, 0.1050000E+03, 0.3282642E+02, 0.1050000E+03,
 0.1186000E+01, 0.1681709E+03, 0.3030476E+02, 0.0000000E+00, 0.1050000E+03, 0.3286616E+02, 0.1050000E+03,
 0.1188000E+01, 0.1682039E+03, 0.3029799E+02, 0.0000000E+00, 0.1050000E+03, 0.3290591E+02, 0.1050000E+03,
 0.1190000E+01, 0.1682369E+03, 0.3029122E+02, 0.0000000E+00, 0.1050000E+03, 0.3294567E+02, 0.1050000E+03,
 0.1192000E+01, 0.1682699E+03, 0.3028445E+02, 0.0000000E+00, 0.1050000E+03, 0.3298543E+02, 0.1050000E+03,
 0.1194000E+01, 0.1683029E+03, 0.3027768E+02, 0.0000000E+00, 0.1050000E+03, 0.3302520E+02, 0.1050000E+03,
 0.1196000E+01, 0.1683359E+03, 0.3027090E+02, 0.0000000E+00, 0.1050000E+03, 0.3306499E+02, 0.1050000E+03,
 0.1198000E+01, 0.1683689E+03, 0.3026412E+02, 0.0000000E+00, 0.1050000E+03, 0.3310477E+02, 0.1050000E+03,
 0.1200000E+01, 0.1684019E+03, 0.3025734E+02, 0.0000000E+00, 0.1050000E+03, 0.3314457E+02, 0.1050000E+03,
 0.1202000E+01, 0.1684349E+03, 0.3025055E+02, 0.0000000E+00, 0.1050000E+03, 0.3318438E+02, 0.1050000E+03,
 0.1204000E+01, 0.1684680E+03, 0.3024376E+02, 0.0000000E+00, 0.1050000E+03, 0.3322419E+02, 0.1050000E+03,
 0.1206000E+01, 0.1685010E+03, 0.3023698E+02, 0.0000000E+00, 0.1050000E+03, 0.3326402E+02, 0.1050000E+03,
 0.1208000E+01, 0.1685340E+03, 0.3023019E+02, 0.0000000E+00, 0.1050000E+03, 0.3330385E+02, 0.1050000E+03,
 0.1210000E+01, 0.1685671E+03, 0.3022340E+02, 0.0000000E+00, 0.1050000E+03, 0.3334369E+02, 0.1050000E+03,
 0.1212000E+01, 0.1686001E+03, 0.3021660E+02, 0.0000000E+00, 0.1050000E+03, 0.3338354E+02, 0.1050000E+03,
 0.1214000E+01, 0.1686332E+03, 0.3020981E+02, 0.0000000E+00, 0.1050000E+03, 0.3342339E+02, 0.1050000E+03,
 0.1216000E+01, 0.1686663E+03, 0.3020301E+02, 0.0000000E+00, 0.1050000E+03, 0.3346326E+02, 0.1050000E+03,
 0.1218000E+01, 0.1686993E+03, 0.3019621E+02, 0.0000000E+00, 0.1050000E+03, 0.3350314E+02, 0.1050000E+03,
 0.1220000E+01, 0.1687324E+03, 0.3018941E+02, 0.0000000E+00, 0.1050000E+03, 0.3354302E+02, 0.1050000E+03,
 0.1222000E+01, 0.1687655E+03, 0.3018261E+02, 0.0000000E+00, 0.1050000E+03, 0.3358291E+02, 0.1050000E+03,
 0.1224000E+01, 0.1687986E+03, 0.3017581E+02, 0.0000000E+00, 0.1050000E+03, 0.3362281E+02, 0.1050000E+03,
 0.1226000E+01, 0.1688317E+03, 0.3016901E+02, 0.0000000E+00, 0.1050000E+03, 0.3366272E+02, 0.1050000E+03,
 0.1228000E+01, 0.1688649E+03, 0.3016221E+02, 0.0000000E+00, 0.1050000E+03, 0.3370264E+02, 0.1050000E+03,
 0.1230000E+01, 0.1688980E+03, 0.3015540E+02, 0.0000000E+00, 0.1050000E+03, 0.3374257E+02, 0.1050000E+03,
 0.1232000E+01, 0.1689311E+03, 0.3014860E+02, 0.0000000E+00, 0.1050000E+03, 0.3378251E+02, 0.1050000E+03,
 0.1234000E+01, 0.1689642E+03, 0.3014179E+02, 0.0000000E+00, 0.1050000E+03, 0.3382245E+02, 0.1050000E+03,
 0.1236000E+01, 0.1689974E+03, 0.3013498E+02, 0.0000000E+00, 0.1050000E+03, 0.3386240E+02, 0.1050000E+03,
 0.1238000E+01, 0.1690305E+03, 0.3012818E+02, 0.0000000E+00, 0.1050000E+03, 0.3390237E+02, 0.1050000E+03,
 0.1240000E+01, 0.1690637E+03, 0.3012137E+02, 0.0000000E+00, 0.1050000E+03, 0.3394234E+02, 0.1050000E+03,
 0.1242000E+01, 0.1690969E+03, 0.3011456E+02, 0.0000000E+00, 0.1050000E+03, 0.3398232E+02, 0.1050000E+03,
 0.1244000E+01, 0.1691301E+03, 0.3010776E+02, 0.0000000E+00, 0.1050000E+03, 0.3402232E+02, 0.1050000E+03,
 0.1246000E+01, 0.1691633E+03, 0.3010095E+02, 0.0000000E+00, 0.1050000E+03, 0.3406232E+02, 0.1050000E+03,
 0.1248000E+01, 0.1691965E+03, 0.3009414E+02, 0.0000000E+00, 0.1050000E+03, 0.3410233E+02, 0.1050000E+03,
 0.1250000E+01, 0.1692297E+03, 0.3008733E+02, 0.0000000E+00, 0.1050000E+03, 0.3414235E+02, 0.1050000E+03,
 0.1252000E+01, 0.1692629E+03, 0.3008052E+02, 0.0000000E+00, 0.1050000E+03, 0.3418238E+02, 0.1050000E+03,
 0.1254000E+01, 0.1692961E+03, 0.3007372E+02, 0.0000000E+00, 0.1050000E+03, 0.3422242E+02, 0.1050000E+03,
 0.1256000E+01, 0.1693294E+03, 0.3006691E+02, 0.0000000E+00, 0.1050000E+03, 0.3426247E+02, 0.1050000E+03,
 0.1258000E+01, 0.1693626E+03, 0.3006010E+02, 0.0000000E+00, 0.1050000E+03, 0.3430252E+02, 0.1050000E+03,
 0.1260000E+01, 0.1693959E+03, 0.3005330E+02, 0.0000000E+00, 0.1050000E+03, 0.3434259E+02, 0.1050000E+03,
 0.1262000E+01, 0.1694292E+03, 0.3004649E+02, 0.0000000E+00, 0.1050000E+03, 0.3438267E+02, 0.1050000E+03,
 0.1264000E+01, 0.1694624E+03, 0.3003968E+02, 0.0000000E+00, 0.1050000E+03, 0.3442276E+02, 0.1050000E+03,
 0.1266000E+01, 0.1694957E+03, 0.3003288E+02, 0.0000000E+00, 0.1050000E+03, 0.3446286E+02, 0.1050000E+03,
 0.1268000E+01, 0.1695290E+03, 0.3002607E+02, 0.0000000E+00, 0.1050000E+03, 0.3450296E+02, 0.1050000E+03,
 0.1270000E+01, 0.1695623E+03, 0.3001927E+02, 0.0000000E+00, 0.1050000E+03, 0.3454308E+02, 0.1050000E+03,
 0.1272000E+01, 0.1695957E+03, 0.3001247E+02, 0.0000000E+00, 0.1050000E+03, 0.3458321E+02, 0.1050000E+03,
 0.1274000E+01, 0.1696290E+03, 0.3000566E+02, 0.0000000E+00, 0.1050000E+03, 0.3462334E+02, 0.1050000E+03,
 0.1276000E+01, 0.1696624E+03, 0.2999886E+02, 0.0000000E+00, 0.1050000E+03, 0.3466349E+02, 0.1050000E+03,
 0.1278000E+01, 0.1696957E+03, 0.2999206E+02, 0.0000000E+00, 0.1050000E+03, 0.3470365E+02, 0.1050000E+03,
 0.1280000E+01, 0.1697291E+03, 0.2998527E+02, 0.0000000E+00, 0.1050000E+03, 0.3474382E+02, 0.1050000E+03,
 0.1282000E+01, 0.1697625E+03, 0.2997847E+02, 0.0000000E+00, 0.1050000E+03, 0.3478399E+02, 0.1050000E+03,
 0.1284000E+01, 0.1697959E+03, 0.2997167E+02, 0.0000000E+00, 0.1050000E+03, 0.3482418E+02, 0.1050000E+03,
 0.1286000E+01, 0.1698293E+03, 0.2996488E+02, 0.0000000E+00, 0.1050000E+03, 0.3486438E+02, 0.1050000E+03,
 0.1288000E+01, 0.1698627E+03, 0.2995808E+02, 0.0000000E+00, 0.1050000E+03, 0.3490459E+02, 0.1050000E+03,
 0.1290000E+01, 0.1698961E+03, 0.2995129E+02, 0.0000000E+00, 0.1050000E+03, 0.3494481E+02, 0.1050000E+03,
 0.1292000E+01, 0.1699295E+03, 0.2994450E+02, 0.0000000E+00, 0.1050000E+03, 0.3498503E+02, 0.1050000E+03,
 0.1294000E+01, 0.1699630E+03, 0.2993771E+02, 0.0000000E+00, 0.1050000E+03, 0.3502528E+02, 0.1050000E+03,
 0.1296000E+01, 0.1699964E+03, 0.2993092E+02, 0.0000000E+00, 0.1050000E+03, 0.3506553E+02, 0.1050000E+03,
 0.1298000E+01, 0.1700299E+03, 0.2992414E+02, 0.0000000E+00, 0.1050000E+03, 0.3510579E+02, 0.1050000E+03,
 0.1300000E+01, 0.1700634E+03, 0.2991735E+02, 0.0000000E+00, 0.1050000E+03, 0.3514606E+02, 0.1050000E+03,
 0.1302000E+01, 0.1700969E+03, 0.2991057E+02, 0.0000000E+00, 0.1050000E+03, 0.3518634E+02, 0.1050000E+03,
 0.1304000E+01, 0.1701304E+03, 0.2990379E+02, 0.0000000E+00, 0.1050000E+03, 0.3522663E+02, 0.1050000E+03,
 0.1306000E+01, 0.1701640E+03, 0.2989702E+02, 0.0000000E+00, 0.1050000E+03, 0.3526694E+02, 0.1050000E+03,
 0.1308000E+01, 0.1701975E+03, 0.2989024E+02, 0.0000000E+00, 0.1050000E+03, 0.3530725E+02, 0.1050000E+03,
 0.1310000E+01, 0.1702310E+03, 0.2988347E+02, 0.0000000E+00, 0.1050000E+03, 0.3534758E+02, 0.1050000E+03,
 0.1312000E+01, 0.1702646E+03, 0.2987670E+02, 0.0000000E+00, 0.1050000E+03, 0.3538792E+02, 0.1050000E+03,
 0.1314000E+01, 0.1702982E+03, 0.2986993E+02, 0.0000000E+00, 0.1050000E+03, 0.3542826E+02, 0.1050000E+03,
 0.1316000E+01, 0.1703318E+03, 0.2986316E+02, 0.0000000E+00, 0.1050000E+03, 0.3546862E+02, 0.1050000E+03,
 0.1318000E+01, 0.1703654E+03, 0.2985639E+02, 0.0000000E+00, 0.1050000E+03, 0.3550899E+02, 0.1050000E+03,
 0.1320000E+01, 0.1703990E+03, 0.2984963E+02, 0.0000000E+00, 0.1050000E+03, 0.3554937E+02, 0.1050000E+03,
 0.1322000E+01, 0.1704326E+03, 0.2984287E+02, 0.0000000E+00, 0.1050000E+03, 0.3558976E+02, 0.1050000E+03,
 0.1324000E+01, 0.1704663E+03, 0.2983611E+02, 0.0000000E+00, 0.1050000E+03, 0.3563017E+02, 0.1050000E+03,
 0.1326000E+01, 0.1704999E+03, 0.2982936E+02, 0.0000000E+00, 0.1050000E+03, 0.3567058E+02, 0.1050000E+03,
 0.1328000E+01, 0.1705336E+03, 0.2982261E+02, 0.0000000E+00, 0.1050000E+03, 0.3571101E+02, 0.1050000E+03,
 0.1330000E+01, 0.1705673E+03, 0.2981586E+02, 0.0000000E+00, 0.1050000E+03, 0.3575144E+02, 0.1050000E+03,
 0.1332000E+01, 0.1706010E+03, 0.2980911E+02, 0.0000000E+00, 0.1050000E+03, 0.3579189E+02, 0.1050000E+03,
 0.1334000E+01, 0.1706347E+03, 0.2980237E+02, 0.0000000E+00, 0.1050000E+03, 0.3583235E+02, 0.1050000E+03,
 0.1336000E+01, 0.1706684E+03, 0.2979563E+02, 0.0000000E+00, 0.1050000E+03, 0.3587282E+02, 0.1050000E+03,
 0.1338000E+01, 0.1707022E+03, 0.2978889E+02, 0.0000000E+00, 0.1050000E+03, 0.3591330E+02, 0.1050000E+03,
 0.1340000E+01, 0.1707359E+03, 0.2978215E+02, 0.0000000E+00, 0.1050000E+03, 0.3595380E+02, 0.1050000E+03,
 0.1342000E+01, 0.1707697E+03, 0.2977542E+02, 0.0000000E+00, 0.1050000E+03, 0.3599430E+02, 0.1050000E+03,
 0.1344000E+01, 0.1708035E+03, 0.2976869E+02, 0.0000000E+00, 0.1050000E+03, 0.3603482E+02, 0.1050000E+03,
 0.1346000E+01, 0.1708373E+03, 0.2976197E+02, 0.0000000E+00, 0.1050000E+03, 0.3607535E+02, 0.1050000E+03,
 0.1348000E+01, 0.1708711E+03, 0.2975525E+02, 0.0000000E+00, 0.1050000E+03, 0.3611589E+02, 0.1050000E+03,
 0.1350000E+01, 0.1709050E+03, 0.2974853E+02, 0.0000000E+00, 0.1050000E+03, 0.3615644E+02, 0.1050000E+03,
 0.1352000E+01, 0.1709388E+03, 0.2974181E+02, 0.0000000E+00, 0.1050000E+03, 0.3619700E+02, 0.1050000E+03,
 0.1354000E+01, 0.1709727E+03, 0.2973510E+02, 0.0000000E+00, 0.1050000E+03, 0.3623758E+02, 0.1050000E+03,
 0.1356000E+01, 0.1710065E+03, 0.2972839E+02, 0.0000000E+00, 0.1050000E+03, 0.3627817E+02, 0.1050000E+03,
 0.1358000E+01, 0.1710405E+03, 0.2972168E+02, 0.0000000E+00, 0.1050000E+03, 0.3631877E+02, 0.1050000E+03,
 0.1360000E+01, 0.1710744E+03, 0.2971498E+02, 0.0000000E+00, 0.1050000E+03, 0.3635938E+02, 0.1050000E+03,
 0.1362000E+01, 0.1711083E+03, 0.2970828E+02, 0.0000000E+00, 0.1050000E+03, 0.3640000E+02, 0.1050000E+03,
 0.1364000E+01, 0.1711422E+03, 0.2970158E+02, 0.0000000E+00, 0.1050000E+03, 0.3644064E+02, 0.1050000E+03,
 0.1366000E+01, 0.1711762E+03, 0.2969489E+02, 0.0000000E+00, 0.1050000E+03, 0.3648129E+02, 0.1050000E+03,
 0.1368000E+01, 0.1712101E+03, 0.2968820E+02, 0.0000000E+00, 0.1050000E+03, 0.3652195E+02, 0.1050000E+03,
 0.1370000E+01, 0.1712441E+03, 0.2968152E+02, 0.0000000E+00, 0.1050000E+03, 0.3656262E+02, 0.1050000E+03,
 0.1372000E+01, 0.1712781E+03, 0.2967484E+02, 0.0000000E+00, 0.1050000E+03, 0.3660330E+02, 0.1050000E+03,
 0.1374000E+01, 0.1713122E+03, 0.2966816E+02, 0.0000000E+00, 0.1050000E+03, 0.3664400E+02, 0.1050000E+03,
 0.1376000E+01, 0.1713462E+03, 0.2966149E+02, 0.0000000E+00, 0.1050000E+03, 0.3668471E+02, 0.1050000E+03,
 0.1378000E+01, 0.1713802E+03, 0.2965482E+02, 0.0000000E+00, 0.1050000E+03, 0.3672543E+02, 0.1050000E+03,
 0.1380000E+01, 0.1714143E+03, 0.2964815E+02, 0.0000000E+00, 0.1050000E+03, 0.3676616E+02, 0.1050000E+03,
 0.1382000E+01, 0.1714484E+03, 0.2964149E+02, 0.0000000E+00, 0.1050000E+03, 0.3680691E+02, 0.1050000E+03,
 0.1384000E+01, 0.1714825E+03, 0.2963483E+02, 0.0000000E+00, 0.1050000E+03, 0.3684767E+02, 0.1050000E+03,
 0.1386000E+01, 0.1715166E+03, 0.2962818E+02, 0.0000000E+00, 0.1050000E+03, 0.3688844E+02, 0.1050000E+03,
 0.1388000E+01, 0.1715508E+03, 0.2962153E+02, 0.0000000E+00, 0.1050000E+03, 0.3692922E+02, 0.1050000E+03,
 0.1390000E+01, 0.1715849E+03, 0.2961488E+02, 0.0000000E+00, 0.1050000E+03, 0.3697002E+02, 0.1050000E+03,
 0.1392000E+01, 0.1716191E+03, 0.2960824E+02, 0.0000000E+00, 0.1050000E+03, 0.3701083E+02, 0.1050000E+03,
 0.1394000E+01, 0.1716533E+03, 0.2960160E+02, 0.0000000E+00, 0.1050000E+03, 0.3705165E+02, 0.1050000E+03,
 0.1396000E+01, 0.1716875E+03, 0.2959497E+02, 0.0000000E+00, 0.1050000E+03, 0.3709248E+02, 0.1050000E+03,
 0.1398000E+01, 0.1717217E+03, 0.2958834E+02, 0.0000000E+00, 0.1050000E+03, 0.3713333E+02, 0.1050000E+03,
 0.1400000E+01, 0.1717559E+03, 0.2958172E+02, 0.0000000E+00, 0.1050000E+03, 0.3717419E+02, 0.1050000E+03,
 0.1402000E+01, 0.1717902E+03, 0.2957510E+02, 0.0000000E+00, 0.1050000E+03, 0.3721507E+02, 0.1050000E+03,
 0.1404000E+01, 0.1718244E+03, 0.2956848E+02, 0.0000000E+00, 0.1050000E+03, 0.3725595E+02, 0.1050000E+03,
 0.1406000E+01, 0.1718587E+03, 0.2956187E+02, 0.0000000E+00, 0.1050000E+03, 0.3729685E+02, 0.1050000E+03,
 0.1408000E+01, 0.1718930E+03, 0.2955526E+02, 0.0000000E+00, 0.1050000E+03, 0.3733776E+02, 0.1050000E+03,
 0.1410000E+01, 0.1719274E+03, 0.2954866E+02, 0.0000000E+00, 0.1050000E+03, 0.3737869E+02, 0.1050000E+03,
 0.1412000E+01, 0.1719617E+03, 0.2954206E+02, 0.0000000E+00, 0.1050000E+03, 0.3741963E+02, 0.1050000E+03,
 0.1414000E+01, 0.1719960E+03, 0.2953547E+02, 0.0000000E+00, 0.1050000E+03, 0.3746058E+02, 0.1050000E+03,
 0.1416000E+01, 0.1720304E+03, 0.2952888E+02, 0.0000000E+00, 0.1050000E+03, 0.3750155E+02, 0.1050000E+03,
 0.1418000E+01, 0.1720648E+03, 0.2952229E+02, 0.0000000E+00, 0.1050000E+03, 0.3754253E+02, 0.1050000E+03,
 0.1420000E+01, 0.1720992E+03, 0.2951571E+02, 0.0000000E+00, 0.1050000E+03, 0.3758352E+02, 0.1050000E+03,
 0.1422000E+01, 0.1721337E+03, 0.2950914E+02, 0.0000000E+00, 0.1050000E+03, 0.3762452E+02, 0.1050000E+03,
 0.1424000E+01, 0.1721681E+03, 0.2950257E+02, 0.0000000E+00, 0.1050000E+03, 0.3766554E+02, 0.1050000E+03,
 0.1426000E+01, 0.1722026E+03, 0.2949600E+02, 0.0000000E+00, 0.1050000E+03, 0.3770658E+02, 0.1050000E+03,
 0.1428000E+01, 0.1722371E+03, 0.2948944E+02, 0.0000000E+00, 0.1050000E+03, 0.3774762E+02, 0.1050000E+03,
 0.1430000E+01, 0.1722716E+03, 0.2948289E+02, 0.0000000E+00, 0.1050000E+03, 0.3778868E+02, 0.1050000E+03,
 0.1432000E+01, 0.1723061E+03, 0.2947634E+02, 0.0000000E+00, 0.1050000E+03, 0.3782976E+02, 0.1050000E+03,
 0.1434000E+01, 0.1723406E+03, 0.2946979E+02, 0.0000000E+00, 0.1050000E+03, 0.3787085E+02, 0.1050000E+03,
 0.1436000E+01, 0.1723752E+03, 0.2946325E+02, 0.0000000E+00, 0.1050000E+03, 0.3791195E+02, 0.1050000E+03,
 0.1438000E+01, 0.1724098E+03, 0.2945671E+02, 0.0000000E+00, 0.1050000E+03, 0.3795306E+02, 0.1050000E+03,
 0.1440000E+01, 0.1724444E+03, 0.2945018E+02, 0.0000000E+00, 0.1050000E+03, 0.3799419E+02, 0.1050000E+03,
 0.1442000E+01, 0.1724790E+03, 0.2944366E+02, 0.0000000E+00, 0.1050000E+03, 0.3803533E+02, 0.1050000E+03,
 0.1444000E+01, 0.1725136E+03, 0.2943713E+02, 0.0000000E+00, 0.1050000E+03, 0.3807648E+02, 0.1050000E+03,
 0.1446000E+01, 0.1725483E+03, 0.2943062E+02, 0.0000000E+00, 0.1050000E+03, 0.3811765E+02, 0.1050000E+03,
 0.1448000E+01, 0.1725829E+03, 0.2942410E+02, 0.0000000E+00, 0.1050000E+03, 0.3815883E+02, 0.1050000E+03,
 0.1450000E+01, 0.1726176E+03, 0.2941760E+02, 0.0000000E+00, 0.1050000E+03, 0.3820002E+02, 0.1050000E+03,
 0.1452000E+01, 0.1726523E+03, 0.2941110E+02, 0.0000000E+00, 0.1050000E+03, 0.3824123E+02, 0.1050000E+03,
 0.1454000E+01, 0.1726871E+03, 0.2940460E+02, 0.0000000E+00, 0.1050000E+03, 0.3828246E+02, 0.1050000E+03,
 0.1456000E+01, 0.1727218E+03, 0.2939811E+02, 0.0000000E+00, 0.1050000E+03, 0.3832370E+02, 0.1050000E+03,
 0.1458000E+01, 0.1727566E+03, 0.2939163E+02, 0.0000000E+00, 0.1050000E+03, 0.3836495E+02, 0.1050000E+03,
 0.1460000E+01, 0.1727914E+03, 0.2938515E+02, 0.0000000E+00, 0.1050000E+03, 0.3840621E+02, 0.1050000E+03,
 0.1462000E+01, 0.1728262E+03, 0.2937867E+02, 0.0000000E+00, 0.1050000E+03, 0.3844749E+02, 0.1050000E+03,
 0.1464000E+01, 0.1728610E+03, 0.2937220E+02, 0.0000000E+00, 0.1050000E+03, 0.3848879E+02, 0.1050000E+03,
 0.1466000E+01, 0.1728958E+03, 0.2936574E+02, 0.0000000E+00, 0.1050000E+03, 0.3853010E+02, 0.1050000E+03,
 0.1468000E+01, 0.1729307E+03, 0.2935928E+02, 0.0000000E+00, 0.1050000E+03, 0.3857142E+02, 0.1050000E+03,
 0.1470000E+01, 0.1729656E+03, 0.2935283E+02, 0.0000000E+00, 0.1050000E+03, 0.3861276E+02, 0.1050000E+03,
 0.1472000E+01, 0.1730005E+03, 0.2934638E+02, 0.0000000E+00, 0.1050000E+03, 0.3865411E+02, 0.1050000E+03,
 0.1474000E+01, 0.1730354E+03, 0.2933994E+02, 0.0000000E+00, 0.1050000E+03, 0.3869548E+02, 0.1050000E+03,
 0.1476000E+01, 0.1730704E+03, 0.2933350E+02, 0.0000000E+00, 0.1050000E+03, 0.3873687E+02, 0.1050000E+03,
 0.1478000E+01, 0.1731053E+03, 0.2932707E+02, 0.0000000E+00, 0.1050000E+03, 0.3877826E+02, 0.1050000E+03,
 0.1480000E+01, 0.1731403E+03, 0.2932064E+02, 0.0000000E+00, 0.1050000E+03, 0.3881968E+02, 0.1050000E+03,
 0.1482000E+01, 0.1731753E+03, 0.2931422E+02, 0.0000000E+00, 0.1050000E+03, 0.3886110E+02, 0.1050000E+03,
 0.1484000E+01, 0.1732104E+03, 0.2930781E+02, 0.0000000E+00, 0.1050000E+03, 0.3890255E+02, 0.1050000E+03,
 0.1486000E+01, 0.1732454E+03, 0.2930140E+02, 0.0000000E+00, 0.1050000E+03, 0.3894401E+02, 0.1050000E+03,
 0.1488000E+01, 0.1732805E+03, 0.2929499E+02, 0.0000000E+00, 0.1050000E+03, 0.3898548E+02, 0.1050000E+03,
 0.1490000E+01, 0.1733156E+03, 0.2928860E+02, 0.0000000E+00, 0.1050000E+03, 0.3902697E+02, 0.1050000E+03,
 0.1492000E+01, 0.1733507E+03, 0.2928220E+02, 0.0000000E+00, 0.1050000E+03, 0.3906847E+02, 0.1050000E+03,
 0.1494000E+01, 0.1733858E+03, 0.2927582E+02, 0.0000000E+00, 0.1050000E+03, 0.3911000E+02, 0.1050000E+03,
 0.1496000E+01, 0.1734210E+03, 0.2926944E+02, 0.0000000E+00, 0.1050000E+03, 0.3915153E+02, 0.1050000E+03,
 0.1498000E+01, 0.1734561E+03, 0.2926306E+02, 0.0000000E+00, 0.1050000E+03, 0.3919308E+02, 0.1050000E+03,
 0.1500000E+01, 0.1734913E+03, 0.2925669E+02, 0.0000000E+00, 0.1050000E+03, 0.3923465E+02, 0.1050000E+03,
 0.1500000E+01, 0.1734913E+03, 0.2925669E+02, 0.0000000E+00, 0.1050000E+03, 0.3923465E+02, 0.1050000E+03,
 0.1502000E+01, 0.1735266E+03, 0.2925033E+02, 0.0000000E+00, 0.1050000E+03, 0.3927623E+02, 0.1050000E+03,
 0.1504000E+01, 0.1735618E+03, 0.2924397E+02, 0.0000000E+00, 0.1050000E+03, 0.3931783E+02, 0.1050000E+03,
 0.1506000E+01, 0.1735971E+03, 0.2923762E+02, 0.0000000E+00, 0.1050000E+03, 0.3935944E+02, 0.1050000E+03,
 0.1508000E+01, 0.1736323E+03, 0.2923127E+02, 0.0000000E+00, 0.1050000E+03, 0.3940107E+02, 0.1050000E+03,
 0.1510000E+01, 0.1736676E+03, 0.2922493E+02, 0.0000000E+00, 0.1050000E+03, 0.3944272E+02, 0.1050000E+03,
 0.1512000E+01, 0.1737030E+03, 0.2921859E+02, 0.0000000E+00, 0.1050000E+03, 0.3948438E+02, 0.1050000E+03,
 0.1514000E+01, 0.1737383E+03, 0.2921226E+02, 0.0000000E+00, 0.1050000E+03, 0.3952606E+02, 0.1050000E+03,
 0.1516000E+01, 0.1737737E+03, 0.2920594E+02, 0.0000000E+00, 0.1050000E+03, 0.3956776E+02, 0.1050000E+03,
 0.1518000E+01, 0.1738091E+03, 0.2919962E+02, 0.0000000E+00, 0.1050000E+03, 0.3960947E+02, 0.1050000E+03,
 0.1520000E+01, 0.1738445E+03, 0.2919331E+02, 0.0000000E+00, 0.1050000E+03, 0.3965120E+02, 0.1050000E+03,
 0.1522000E+01, 0.1738799E+03, 0.2918701E+02, 0.0000000E+00, 0.1050000E+03, 0.3969294E+02, 0.1050000E+03,
 0.1524000E+01, 0.1739154E+03, 0.2918071E+02, 0.0000000E+00, 0.1050000E+03, 0.3973470E+02, 0.1050000E+03,
 0.1526000E+01, 0.1739509E+03, 0.2917441E+02, 0.0000000E+00, 0.1050000E+03, 0.3977647E+02, 0.1050000E+03,
 0.1528000E+01, 0.1739864E+03, 0.2916813E+02, 0.0000000E+00, 0.1050000E+03, 0.3981827E+02, 0.1050000E+03,
 0.1530000E+01, 0.1740219E+03, 0.2916184E+02, 0.0000000E+00, 0.1050000E+03, 0.3986008E+02, 0.1050000E+03,
