@AJBS [MA/m^2]  vs r@
X,AJBS_1,AJBS_2,AJBS_3,AJBS_4,AJBS_5,AJBS_6,AJBS_7,AJBS_8,AJBS_9,AJBS_10,AJBS_11,AJBS_12,AJBS_13,AJBS_14,AJBS_15,AJBS_16,AJBS_17,AJBS_18,AJBS_19,AJBS_20,AJBS_21,AJBS_22,AJBS_23,AJBS_24,AJBS_25,AJBS_26,AJBS_27,AJBS_28,AJBS_29,AJBS_30,AJBS_31,AJBS_32,AJBS_33,AJBS_34,AJBS_35,AJBS_36,AJBS_37,AJBS_38,AJBS_39,AJBS_40,AJBS_41,AJBS_42,AJBS_43,AJBS_44,AJBS_45,AJBS_46,AJBS_47,AJBS_48,AJBS_49,AJBS_50,AJBS_51,AJBS_52,AJBS_53,AJBS_54,AJBS_55,AJBS_56,AJBS_57,AJBS_58,AJBS_59,AJBS_60,AJBS_61,AJBS_62,AJBS_63,AJBS_64,AJBS_65,AJBS_66,AJBS_67,AJBS_68,AJBS_69,AJBS_70,AJBS_71,AJBS_72,AJBS_73,AJBS_74,AJBS_75,AJBS_76,AJBS_77,AJBS_78,AJBS_79,AJBS_80,AJBS_81,AJBS_82,AJBS_83,AJBS_84,AJBS_85,AJBS_86,AJBS_87,AJBS_88,AJBS_89,AJBS_90,AJBS_91,AJBS_92,AJBS_93,AJBS_94,AJBS_95,AJBS_96,AJBS_97,AJBS_98,AJBS_99,AJBS_100,AJBS_101,AJBS_102,AJBS_103
 0.6900000E+00, 0.7466811E-01, 0.7298252E-01, 0.6850610E-01, 0.6294161E-01, 0.6036870E-01, 0.5933475E-01, 0.5907166E-01, 0.5931830E-01, 0.5992480E-01, 0.6076830E-01, 0.6175490E-01, 0.6281742E-01, 0.6390942E-01, 0.6499951E-01, 0.6606724E-01, 0.6709991E-01, 0.6709991E-01, 0.6808950E-01, 0.6903107E-01, 0.6992415E-01, 0.7077025E-01, 0.7157165E-01, 0.7233085E-01, 0.7305028E-01, 0.7373204E-01, 0.7437757E-01, 0.7498698E-01, 0.7554972E-01, 0.7603545E-01, 0.7651798E-01, 0.7701646E-01, 0.7750861E-01, 0.7801683E-01, 0.7854631E-01, 0.7908538E-01, 0.7964605E-01, 0.8023265E-01, 0.8023265E-01, 0.8083998E-01, 0.8147842E-01, 0.8215006E-01, 0.8285687E-01, 0.8360589E-01, 0.8439844E-01, 0.8523905E-01, 0.8612901E-01, 0.8707030E-01, 0.8806396E-01, 0.8911122E-01, 0.9021276E-01, 0.9136874E-01, 0.9257951E-01, 0.9384616E-01, 0.9517040E-01, 0.9655347E-01, 0.9799500E-01, 0.9949341E-01, 0.1010466E+00, 0.1026519E+00, 0.1043063E+00, 0.1060060E+00, 0.1077469E+00, 0.1095242E+00, 0.1113330E+00, 0.1131683E+00, 0.1150251E+00, 0.1168985E+00, 0.1187839E+00, 0.1206769E+00, 0.1225734E+00, 0.1244693E+00, 0.1263608E+00, 0.1282438E+00, 0.1301132E+00, 0.1319563E+00, 0.1281670E+00, 0.1307742E+00, 0.1347164E+00, 0.1383629E+00, 0.1416385E+00, 0.1446124E+00, 0.1473515E+00, 0.1499068E+00, 0.1523154E+00, 0.1546040E+00, 0.1567919E+00, 0.1588932E+00, 0.1609179E+00, 0.1628733E+00, 0.1647647E+00, 0.1665961E+00, 0.1683702E+00, 0.1700892E+00, 0.1717547E+00, 0.1733679E+00, 0.1749299E+00, 0.1764414E+00, 0.1779035E+00, 0.1793167E+00, 0.1806817E+00, 0.1819994E+00, 0.1832703E+00, 0.1844946E+00,
 0.7100000E+00, 0.7618985E-01, 0.7182056E-01, 0.6648707E-01, 0.6030763E-01, 0.5737108E-01, 0.5611553E-01, 0.5571332E-01, 0.5585441E-01, 0.5637425E-01, 0.5714647E-01, 0.5807466E-01, 0.5908892E-01, 0.6014033E-01, 0.6119555E-01, 0.6223262E-01, 0.6323776E-01, 0.6323776E-01, 0.6420231E-01, 0.6512088E-01, 0.6599237E-01, 0.6681798E-01, 0.6759977E-01, 0.6834014E-01, 0.6904146E-01, 0.6970580E-01, 0.7033461E-01, 0.7092815E-01, 0.7147812E-01, 0.7195651E-01, 0.7242488E-01, 0.7290699E-01, 0.7338385E-01, 0.7387407E-01, 0.7438470E-01, 0.7490517E-01, 0.7544530E-01, 0.7601043E-01, 0.7601043E-01, 0.7659574E-01, 0.7721014E-01, 0.7785666E-01, 0.7853674E-01, 0.7925720E-01, 0.8001956E-01, 0.8082811E-01, 0.8168432E-01, 0.8259011E-01, 0.8354653E-01, 0.8455480E-01, 0.8561563E-01, 0.8672920E-01, 0.8789582E-01, 0.8911648E-01, 0.9039279E-01, 0.9172601E-01, 0.9311592E-01, 0.9456108E-01, 0.9605945E-01, 0.9760855E-01, 0.9920540E-01, 0.1008465E+00, 0.1025276E+00, 0.1042444E+00, 0.1059921E+00, 0.1077656E+00, 0.1095603E+00, 0.1113713E+00, 0.1131942E+00, 0.1150248E+00, 0.1168588E+00, 0.1186926E+00, 0.1205222E+00, 0.1223437E+00, 0.1241521E+00, 0.1259336E+00, 0.1216290E+00, 0.1246566E+00, 0.1286878E+00, 0.1323422E+00, 0.1355984E+00, 0.1385405E+00, 0.1412415E+00, 0.1437552E+00, 0.1461206E+00, 0.1483654E+00, 0.1505096E+00, 0.1525677E+00, 0.1545500E+00, 0.1564640E+00, 0.1583152E+00, 0.1601075E+00, 0.1618438E+00, 0.1635263E+00, 0.1651565E+00, 0.1667357E+00, 0.1682650E+00, 0.1697451E+00, 0.1711770E+00, 0.1725612E+00, 0.1738985E+00, 0.1751896E+00, 0.1764351E+00, 0.1776349E+00,
 0.7300000E+00, 0.7770092E-01, 0.7035877E-01, 0.6415451E-01, 0.5750123E-01, 0.5428550E-01, 0.5285222E-01, 0.5233517E-01, 0.5238597E-01, 0.5282830E-01, 0.5353393E-01, 0.5440529E-01, 0.5537089E-01, 0.5638013E-01, 0.5739826E-01, 0.5840217E-01, 0.5937724E-01, 0.5937724E-01, 0.6031430E-01, 0.6120754E-01, 0.6205536E-01, 0.6285860E-01, 0.6361915E-01, 0.6433929E-01, 0.6502128E-01, 0.6566718E-01, 0.6627842E-01, 0.6685536E-01, 0.6739143E-01, 0.6786084E-01, 0.6831473E-01, 0.6878034E-01, 0.6924170E-01, 0.6971413E-01, 0.7020610E-01, 0.7070813E-01, 0.7122814E-01, 0.7177220E-01, 0.7177220E-01, 0.7233596E-01, 0.7292700E-01, 0.7354908E-01, 0.7420328E-01, 0.7489610E-01, 0.7562931E-01, 0.7640693E-01, 0.7723060E-01, 0.7810217E-01, 0.7902274E-01, 0.7999346E-01, 0.8101510E-01, 0.8208787E-01, 0.8321205E-01, 0.8438852E-01, 0.8561882E-01, 0.8690421E-01, 0.8824462E-01, 0.8963871E-01, 0.9108455E-01, 0.9257974E-01, 0.9412144E-01, 0.9570624E-01, 0.9733020E-01, 0.9898897E-01, 0.1006779E+00, 0.1023923E+00, 0.1041274E+00, 0.1058786E+00, 0.1076417E+00, 0.1094123E+00, 0.1111866E+00, 0.1129609E+00, 0.1147313E+00, 0.1164941E+00, 0.1182443E+00, 0.1199672E+00, 0.1152256E+00, 0.1187208E+00, 0.1228455E+00, 0.1265096E+00, 0.1297485E+00, 0.1326612E+00, 0.1353267E+00, 0.1378017E+00, 0.1401267E+00, 0.1423307E+00, 0.1444341E+00, 0.1464519E+00, 0.1483946E+00, 0.1502700E+00, 0.1520837E+00, 0.1538396E+00, 0.1555406E+00, 0.1571891E+00, 0.1587865E+00, 0.1603342E+00, 0.1618331E+00, 0.1632841E+00, 0.1646880E+00, 0.1660454E+00, 0.1673571E+00, 0.1686236E+00, 0.1698455E+00, 0.1710229E+00,
 0.7500000E+00, 0.7916601E-01, 0.6861376E-01, 0.6151379E-01, 0.5452388E-01, 0.5111225E-01, 0.4954667E-01, 0.4893989E-01, 0.4891570E-01, 0.4928932E-01, 0.4993237E-01, 0.5074760E-01, 0.5166307E-01, 0.5262743E-01, 0.5360508E-01, 0.5457220E-01, 0.5551355E-01, 0.5551355E-01, 0.5641957E-01, 0.5728417E-01, 0.5810528E-01, 0.5888342E-01, 0.5962028E-01, 0.6031798E-01, 0.6097871E-01, 0.6160443E-01, 0.6219656E-01, 0.6275554E-01, 0.6327613E-01, 0.6373461E-01, 0.6417326E-01, 0.6462181E-01, 0.6506705E-01, 0.6552143E-01, 0.6599447E-01, 0.6647779E-01, 0.6697760E-01, 0.6750052E-01, 0.6750052E-01, 0.6804267E-01, 0.6861047E-01, 0.6920825E-01, 0.6983679E-01, 0.7050230E-01, 0.7120676E-01, 0.7195392E-01, 0.7274558E-01, 0.7358353E-01, 0.7446890E-01, 0.7540282E-01, 0.7638607E-01, 0.7741892E-01, 0.7850160E-01, 0.7963496E-01, 0.8082043E-01, 0.8205929E-01, 0.8335159E-01, 0.8469611E-01, 0.8609100E-01, 0.8753399E-01, 0.8902232E-01, 0.9055272E-01, 0.9212142E-01, 0.9372421E-01, 0.9535659E-01, 0.9701397E-01, 0.9869179E-01, 0.1003856E+00, 0.1020911E+00, 0.1038044E+00, 0.1055215E+00, 0.1072389E+00, 0.1089529E+00, 0.1106599E+00, 0.1123548E+00, 0.1140225E+00, 0.1089585E+00, 0.1129640E+00, 0.1171873E+00, 0.1208644E+00, 0.1240892E+00, 0.1269761E+00, 0.1296096E+00, 0.1320495E+00, 0.1343379E+00, 0.1365046E+00, 0.1385709E+00, 0.1405519E+00, 0.1424586E+00, 0.1442988E+00, 0.1460783E+00, 0.1478010E+00, 0.1494701E+00, 0.1510876E+00, 0.1526552E+00, 0.1541743E+00, 0.1556457E+00, 0.1570704E+00, 0.1584490E+00, 0.1597823E+00, 0.1610708E+00, 0.1623153E+00, 0.1635161E+00, 0.1646733E+00,
 0.7700000E+00, 0.8046587E-01, 0.6659652E-01, 0.5857578E-01, 0.5138809E-01, 0.4786447E-01, 0.4621378E-01, 0.4554328E-01, 0.4545933E-01, 0.4577249E-01, 0.4635613E-01, 0.4711480E-01, 0.4797739E-01, 0.4889271E-01, 0.4982501E-01, 0.5075019E-01, 0.5165268E-01, 0.5165268E-01, 0.5252272E-01, 0.5335398E-01, 0.5414402E-01, 0.5489308E-01, 0.5560262E-01, 0.5627459E-01, 0.5691105E-01, 0.5751387E-01, 0.5808444E-01, 0.5862319E-01, 0.5912595E-01, 0.5957093E-01, 0.5999292E-01, 0.6042321E-01, 0.6085105E-01, 0.6128642E-01, 0.6173958E-01, 0.6220316E-01, 0.6268194E-01, 0.6318286E-01, 0.6318286E-01, 0.6370256E-01, 0.6424640E-01, 0.6481910E-01, 0.6542131E-01, 0.6605889E-01, 0.6673397E-01, 0.6745008E-01, 0.6820918E-01, 0.6901296E-01, 0.6986260E-01, 0.7075922E-01, 0.7170364E-01, 0.7269614E-01, 0.7373699E-01, 0.7482696E-01, 0.7596742E-01, 0.7715970E-01, 0.7840391E-01, 0.7969897E-01, 0.8104315E-01, 0.8243425E-01, 0.8386967E-01, 0.8534626E-01, 0.8686040E-01, 0.8840801E-01, 0.8998478E-01, 0.9158626E-01, 0.9320801E-01, 0.9484572E-01, 0.9649527E-01, 0.9815276E-01, 0.9981447E-01, 0.1014769E+00, 0.1031366E+00, 0.1047899E+00, 0.1064322E+00, 0.1080479E+00, 0.1028170E+00, 0.1073656E+00, 0.1116902E+00, 0.1153821E+00, 0.1185949E+00, 0.1214583E+00, 0.1240625E+00, 0.1264700E+00, 0.1287245E+00, 0.1308566E+00, 0.1328883E+00, 0.1348352E+00, 0.1367084E+00, 0.1385160E+00, 0.1402637E+00, 0.1419557E+00, 0.1435950E+00, 0.1451838E+00, 0.1467239E+00, 0.1482165E+00, 0.1496625E+00, 0.1510628E+00, 0.1524181E+00, 0.1537291E+00, 0.1549963E+00, 0.1562205E+00, 0.1574019E+00, 0.1585407E+00,
 0.7900000E+00, 0.8157396E-01, 0.6433217E-01, 0.5536962E-01, 0.4812625E-01, 0.4457469E-01, 0.4288661E-01, 0.4217849E-01, 0.4204968E-01, 0.4231016E-01, 0.4283695E-01, 0.4353790E-01, 0.4434395E-01, 0.4520504E-01, 0.4608597E-01, 0.4696285E-01, 0.4782011E-01, 0.4782011E-01, 0.4864794E-01, 0.4943994E-01, 0.5019338E-01, 0.5090822E-01, 0.5158569E-01, 0.5222755E-01, 0.5283572E-01, 0.5341193E-01, 0.5395749E-01, 0.5447287E-01, 0.5495465E-01, 0.5538294E-01, 0.5578613E-01, 0.5619624E-01, 0.5660471E-01, 0.5701940E-01, 0.5745097E-01, 0.5789304E-01, 0.5834915E-01, 0.5882640E-01, 0.5882640E-01, 0.5932192E-01, 0.5984016E-01, 0.6038612E-01, 0.6096032E-01, 0.6156828E-01, 0.6221228E-01, 0.6289564E-01, 0.6362040E-01, 0.6438822E-01, 0.6520032E-01, 0.6605781E-01, 0.6696155E-01, 0.6791189E-01, 0.6890911E-01, 0.6995396E-01, 0.7104778E-01, 0.7219189E-01, 0.7338655E-01, 0.7463079E-01, 0.7592300E-01, 0.7726111E-01, 0.7864266E-01, 0.8006465E-01, 0.8152360E-01, 0.8301565E-01, 0.8453660E-01, 0.8608218E-01, 0.8764809E-01, 0.8923016E-01, 0.9082442E-01, 0.9242707E-01, 0.9403455E-01, 0.9564346E-01, 0.9725054E-01, 0.9885239E-01, 0.1004446E+00, 0.1020118E+00, 0.9682626E-01, 0.1019481E+00, 0.1063791E+00, 0.1100902E+00, 0.1132955E+00, 0.1161398E+00, 0.1187190E+00, 0.1210983E+00, 0.1233229E+00, 0.1254246E+00, 0.1274258E+00, 0.1293423E+00, 0.1311858E+00, 0.1329643E+00, 0.1346837E+00, 0.1363483E+00, 0.1379612E+00, 0.1395247E+00, 0.1410403E+00, 0.1425094E+00, 0.1439329E+00, 0.1453117E+00, 0.1466464E+00, 0.1479378E+00, 0.1491864E+00, 0.1503927E+00, 0.1515573E+00, 0.1526799E+00,
 0.8100000E+00, 0.8251251E-01, 0.6175054E-01, 0.5186142E-01, 0.4472057E-01, 0.4122795E-01, 0.3955029E-01, 0.3883006E-01, 0.3867059E-01, 0.3888553E-01, 0.3935743E-01, 0.3999879E-01, 0.4074375E-01, 0.4154427E-01, 0.4236643E-01, 0.4318706E-01, 0.4399096E-01, 0.4399096E-01, 0.4476852E-01, 0.4551343E-01, 0.4622278E-01, 0.4689630E-01, 0.4753502E-01, 0.4814051E-01, 0.4871450E-01, 0.4925857E-01, 0.4977396E-01, 0.5026111E-01, 0.5071720E-01, 0.5112421E-01, 0.5150510E-01, 0.5189173E-01, 0.5227743E-01, 0.5266828E-01, 0.5307504E-01, 0.5349222E-01, 0.5392237E-01, 0.5437253E-01, 0.5437253E-01, 0.5484031E-01, 0.5532940E-01, 0.5584487E-01, 0.5638724E-01, 0.5696160E-01, 0.5757038E-01, 0.5821665E-01, 0.5890254E-01, 0.5962968E-01, 0.6039931E-01, 0.6121256E-01, 0.6207034E-01, 0.6297307E-01, 0.6392107E-01, 0.6491511E-01, 0.6595650E-01, 0.6704662E-01, 0.6818582E-01, 0.6937330E-01, 0.7060760E-01, 0.7188682E-01, 0.7320864E-01, 0.7457029E-01, 0.7596848E-01, 0.7739951E-01, 0.7885943E-01, 0.8034410E-01, 0.8184944E-01, 0.8337144E-01, 0.8490627E-01, 0.8645029E-01, 0.8800008E-01, 0.8955245E-01, 0.9110431E-01, 0.9265258E-01, 0.9419340E-01, 0.9571236E-01, 0.9087176E-01, 0.9658854E-01, 0.1011288E+00, 0.1048618E+00, 0.1080626E+00, 0.1108909E+00, 0.1134481E+00, 0.1158023E+00, 0.1180002E+00, 0.1200743E+00, 0.1220478E+00, 0.1239368E+00, 0.1257533E+00, 0.1275053E+00, 0.1291991E+00, 0.1308389E+00, 0.1324279E+00, 0.1339682E+00, 0.1354617E+00, 0.1369096E+00, 0.1383128E+00, 0.1396723E+00, 0.1409885E+00, 0.1422623E+00, 0.1434942E+00, 0.1446847E+00, 0.1458342E+00, 0.1469425E+00,
 0.8300000E+00, 0.8317344E-01, 0.5886248E-01, 0.4811718E-01, 0.4123075E-01, 0.3786844E-01, 0.3623768E-01, 0.3552461E-01, 0.3534612E-01, 0.3552290E-01, 0.3594402E-01, 0.3652712E-01, 0.3721002E-01, 0.3794722E-01, 0.3870649E-01, 0.3946581E-01, 0.4021068E-01, 0.4021068E-01, 0.4093190E-01, 0.4162346E-01, 0.4228244E-01, 0.4290847E-01, 0.4350241E-01, 0.4406568E-01, 0.4459983E-01, 0.4510636E-01, 0.4558636E-01, 0.4604028E-01, 0.4646581E-01, 0.4684675E-01, 0.4720155E-01, 0.4756103E-01, 0.4792017E-01, 0.4828358E-01, 0.4866175E-01, 0.4905008E-01, 0.4945029E-01, 0.4986919E-01, 0.4986919E-01, 0.5030484E-01, 0.5076028E-01, 0.5124050E-01, 0.5174601E-01, 0.5228151E-01, 0.5284944E-01, 0.5345269E-01, 0.5409339E-01, 0.5477314E-01, 0.5549320E-01, 0.5625473E-01, 0.5705867E-01, 0.5790554E-01, 0.5879572E-01, 0.5973001E-01, 0.6070973E-01, 0.6173630E-01, 0.6281023E-01, 0.6393088E-01, 0.6509700E-01, 0.6630692E-01, 0.6755854E-01, 0.6884932E-01, 0.7017623E-01, 0.7153584E-01, 0.7292444E-01, 0.7433817E-01, 0.7577315E-01, 0.7722560E-01, 0.7869190E-01, 0.8016860E-01, 0.8165251E-01, 0.8314063E-01, 0.8463017E-01, 0.8611850E-01, 0.8760254E-01, 0.8907021E-01, 0.8494987E-01, 0.9127426E-01, 0.9592657E-01, 0.9968524E-01, 0.1028854E+00, 0.1057016E+00, 0.1082409E+00, 0.1105738E+00, 0.1127486E+00, 0.1147988E+00, 0.1167481E+00, 0.1186131E+00, 0.1204059E+00, 0.1221349E+00, 0.1238062E+00, 0.1254243E+00, 0.1269924E+00, 0.1285127E+00, 0.1299870E+00, 0.1314166E+00, 0.1328024E+00, 0.1341452E+00, 0.1354457E+00, 0.1367045E+00, 0.1379222E+00, 0.1390993E+00, 0.1402362E+00, 0.1413327E+00,
 0.8500000E+00, 0.8334181E-01, 0.5615118E-01, 0.4457011E-01, 0.3797606E-01, 0.3474049E-01, 0.3315176E-01, 0.3244537E-01, 0.3225284E-01, 0.3240094E-01, 0.3278356E-01, 0.3332194E-01, 0.3395641E-01, 0.3464323E-01, 0.3535148E-01, 0.3606006E-01, 0.3675514E-01, 0.3675514E-01, 0.3742802E-01, 0.3807304E-01, 0.3868747E-01, 0.3927092E-01, 0.3982426E-01, 0.4034884E-01, 0.4084617E-01, 0.4131766E-01, 0.4176440E-01, 0.4218685E-01, 0.4258312E-01, 0.4293869E-01, 0.4326846E-01, 0.4360197E-01, 0.4393549E-01, 0.4427248E-01, 0.4462305E-01, 0.4498331E-01, 0.4535436E-01, 0.4574272E-01, 0.4574272E-01, 0.4614679E-01, 0.4656908E-01, 0.4701442E-01, 0.4748331E-01, 0.4798004E-01, 0.4850705E-01, 0.4906699E-01, 0.4966199E-01, 0.5029356E-01, 0.5096299E-01, 0.5167141E-01, 0.5241981E-01, 0.5320878E-01, 0.5403877E-01, 0.5491062E-01, 0.5582571E-01, 0.5678545E-01, 0.5779051E-01, 0.5884049E-01, 0.5993437E-01, 0.6107074E-01, 0.6224781E-01, 0.6346332E-01, 0.6471457E-01, 0.6599849E-01, 0.6731167E-01, 0.6865059E-01, 0.7001168E-01, 0.7139142E-01, 0.7278648E-01, 0.7419369E-01, 0.7561012E-01, 0.7703305E-01, 0.7846010E-01, 0.7988922E-01, 0.8131851E-01, 0.8273960E-01, 0.7972363E-01, 0.8670784E-01, 0.9150994E-01, 0.9532627E-01, 0.9855361E-01, 0.1013824E+00, 0.1039259E+00, 0.1062581E+00, 0.1084292E+00, 0.1104737E+00, 0.1124161E+00, 0.1142736E+00, 0.1160586E+00, 0.1177798E+00, 0.1194435E+00, 0.1210542E+00, 0.1226152E+00, 0.1241289E+00, 0.1255970E+00, 0.1270208E+00, 0.1284013E+00, 0.1297393E+00, 0.1310355E+00, 0.1322904E+00, 0.1335047E+00, 0.1346788E+00, 0.1358132E+00, 0.1369075E+00,
 0.8700000E+00, 0.8317047E-01, 0.5338698E-01, 0.4090590E-01, 0.3452335E-01, 0.3135264E-01, 0.2977684E-01, 0.2906685E-01, 0.2886127E-01, 0.2898927E-01, 0.2934718E-01, 0.2985809E-01, 0.3046348E-01, 0.3112033E-01, 0.3179818E-01, 0.3247625E-01, 0.3314096E-01, 0.3314096E-01, 0.3378385E-01, 0.3439942E-01, 0.3498510E-01, 0.3554056E-01, 0.3606668E-01, 0.3656485E-01, 0.3703660E-01, 0.3748335E-01, 0.3790624E-01, 0.3830579E-01, 0.3868049E-01, 0.3901710E-01, 0.3932799E-01, 0.3964171E-01, 0.3995549E-01, 0.4027196E-01, 0.4060087E-01, 0.4093885E-01, 0.4128656E-01, 0.4165019E-01, 0.4165019E-01, 0.4202842E-01, 0.4242327E-01, 0.4283943E-01, 0.4327731E-01, 0.4374083E-01, 0.4423231E-01, 0.4475416E-01, 0.4530838E-01, 0.4589636E-01, 0.4651926E-01, 0.4717815E-01, 0.4787393E-01, 0.4860714E-01, 0.4937825E-01, 0.5018802E-01, 0.5103782E-01, 0.5192894E-01, 0.5286216E-01, 0.5383722E-01, 0.5485331E-01, 0.5590925E-01, 0.5700354E-01, 0.5813429E-01, 0.5929918E-01, 0.6049553E-01, 0.6172039E-01, 0.6297068E-01, 0.6424326E-01, 0.6553510E-01, 0.6684324E-01, 0.6816496E-01, 0.6949775E-01, 0.7083939E-01, 0.7218806E-01, 0.7354252E-01, 0.7490253E-01, 0.7626522E-01, 0.7480603E-01, 0.8246634E-01, 0.8743346E-01, 0.9132025E-01, 0.9458509E-01, 0.9743492E-01, 0.9998991E-01, 0.1023275E+00, 0.1045000E+00, 0.1065433E+00, 0.1084827E+00, 0.1103362E+00, 0.1121164E+00, 0.1138323E+00, 0.1154905E+00, 0.1170958E+00, 0.1186514E+00, 0.1201598E+00, 0.1216228E+00, 0.1230418E+00, 0.1244178E+00, 0.1257516E+00, 0.1270438E+00, 0.1282952E+00, 0.1295062E+00, 0.1306774E+00, 0.1318092E+00, 0.1329011E+00,
 0.8900000E+00, 0.8251689E-01, 0.4902992E-01, 0.3543053E-01, 0.2932782E-01, 0.2630270E-01, 0.2480103E-01, 0.2412198E-01, 0.2391768E-01, 0.2402554E-01, 0.2434903E-01, 0.2481718E-01, 0.2537584E-01, 0.2598491E-01, 0.2661572E-01, 0.2724848E-01, 0.2787012E-01, 0.2787012E-01, 0.2847234E-01, 0.2904973E-01, 0.2959953E-01, 0.3012126E-01, 0.3061561E-01, 0.3108378E-01, 0.3152715E-01, 0.3194702E-01, 0.3234442E-01, 0.3271986E-01, 0.3307203E-01, 0.3338884E-01, 0.3368055E-01, 0.3397446E-01, 0.3426853E-01, 0.3456472E-01, 0.3487237E-01, 0.3518853E-01, 0.3551349E-01, 0.3585312E-01, 0.3585312E-01, 0.3620628E-01, 0.3657463E-01, 0.3696259E-01, 0.3737053E-01, 0.3780194E-01, 0.3825902E-01, 0.3874388E-01, 0.3925831E-01, 0.3980349E-01, 0.4038040E-01, 0.4098988E-01, 0.4163260E-01, 0.4230896E-01, 0.4301919E-01, 0.4376383E-01, 0.4454378E-01, 0.4536039E-01, 0.4621407E-01, 0.4710446E-01, 0.4803065E-01, 0.4899149E-01, 0.4998554E-01, 0.5101103E-01, 0.5206588E-01, 0.5314770E-01, 0.5425394E-01, 0.5538194E-01, 0.5652906E-01, 0.5769277E-01, 0.5887072E-01, 0.6006077E-01, 0.6126103E-01, 0.6247000E-01, 0.6368672E-01, 0.6491113E-01, 0.6614520E-01, 0.6739388E-01, 0.6792582E-01, 0.7597958E-01, 0.8095228E-01, 0.8478896E-01, 0.8799076E-01, 0.9077389E-01, 0.9326139E-01, 0.9553184E-01, 0.9763795E-01, 0.9961601E-01, 0.1014914E+00, 0.1032820E+00, 0.1050006E+00, 0.1066563E+00, 0.1082557E+00, 0.1098035E+00, 0.1113031E+00, 0.1127569E+00, 0.1141668E+00, 0.1155342E+00, 0.1168601E+00, 0.1181454E+00, 0.1193906E+00, 0.1205965E+00, 0.1217637E+00, 0.1228925E+00, 0.1239834E+00, 0.1250362E+00,
 0.9100000E+00, 0.7974031E-01, 0.4240426E-01, 0.2748556E-01, 0.2218870E-01, 0.1963748E-01, 0.1839028E-01, 0.1782892E-01, 0.1765633E-01, 0.1773726E-01, 0.1799384E-01, 0.1836966E-01, 0.1882177E-01, 0.1931809E-01, 0.1983538E-01, 0.2035729E-01, 0.2087278E-01, 0.2087278E-01, 0.2137455E-01, 0.2185808E-01, 0.2232015E-01, 0.2276022E-01, 0.2317855E-01, 0.2357590E-01, 0.2395321E-01, 0.2431139E-01, 0.2465116E-01, 0.2497282E-01, 0.2527519E-01, 0.2554797E-01, 0.2579899E-01, 0.2605197E-01, 0.2630555E-01, 0.2656110E-01, 0.2682680E-01, 0.2710028E-01, 0.2738163E-01, 0.2767599E-01, 0.2767599E-01, 0.2798250E-01, 0.2830250E-01, 0.2863993E-01, 0.2899513E-01, 0.2937117E-01, 0.2977004E-01, 0.3019360E-01, 0.3064348E-01, 0.3112075E-01, 0.3162628E-01, 0.3216080E-01, 0.3272492E-01, 0.3331892E-01, 0.3394297E-01, 0.3459744E-01, 0.3528276E-01, 0.3600049E-01, 0.3675059E-01, 0.3753254E-01, 0.3834535E-01, 0.3918777E-01, 0.4005829E-01, 0.4095512E-01, 0.4187619E-01, 0.4281922E-01, 0.4378178E-01, 0.4476144E-01, 0.4575582E-01, 0.4676273E-01, 0.4778020E-01, 0.4880659E-01, 0.4984060E-01, 0.5088149E-01, 0.5192933E-01, 0.5298577E-01, 0.5405629E-01, 0.5516092E-01, 0.5803005E-01, 0.6580805E-01, 0.7042989E-01, 0.7395676E-01, 0.7688690E-01, 0.7942823E-01, 0.8169733E-01, 0.8376823E-01, 0.8569054E-01, 0.8749846E-01, 0.8921605E-01, 0.9086049E-01, 0.9244417E-01, 0.9397621E-01, 0.9546343E-01, 0.9691101E-01, 0.9832310E-01, 0.9970313E-01, 0.1010541E+00, 0.1023790E+00, 0.1036810E+00, 0.1049634E+00, 0.1062309E+00, 0.1074894E+00, 0.1087479E+00, 0.1100213E+00, 0.1113386E+00, 0.1127750E+00,
