@BETAa,BETA0,[%],BETAN  vs t@
X,Y1,Y2,Y3
 0.5664000E+01, 0.1915080E+01, 0.1224675E+02, 0.2141734E+01,
 0.5666000E+01, 0.1916175E+01, 0.1225875E+02, 0.2142959E+01,
 0.5668000E+01, 0.1917270E+01, 0.1227076E+02, 0.2144184E+01,
 0.5670000E+01, 0.1918367E+01, 0.1228276E+02, 0.2145410E+01,
 0.5672000E+01, 0.1919464E+01, 0.1229477E+02, 0.2146637E+01,
 0.5674000E+01, 0.1920562E+01, 0.1230677E+02, 0.2147865E+01,
 0.5676000E+01, 0.1921660E+01, 0.1231878E+02, 0.2149093E+01,
 0.5678000E+01, 0.1922759E+01, 0.1233078E+02, 0.2150322E+01,
 0.5680000E+01, 0.1923859E+01, 0.1234278E+02, 0.2151552E+01,
 0.5682000E+01, 0.1924959E+01, 0.1235479E+02, 0.2152783E+01,
 0.5684000E+01, 0.1926060E+01, 0.1236679E+02, 0.2154014E+01,
 0.5686000E+01, 0.1927162E+01, 0.1237879E+02, 0.2155246E+01,
 0.5688000E+01, 0.1928264E+01, 0.1239079E+02, 0.2156479E+01,
 0.5690000E+01, 0.1929368E+01, 0.1240279E+02, 0.2157713E+01,
 0.5692000E+01, 0.1930471E+01, 0.1241479E+02, 0.2158947E+01,
 0.5694000E+01, 0.1931576E+01, 0.1242680E+02, 0.2160182E+01,
 0.5696000E+01, 0.1932681E+01, 0.1243880E+02, 0.2161418E+01,
 0.5698000E+01, 0.1933786E+01, 0.1245080E+02, 0.2162655E+01,
 0.5700000E+01, 0.1934893E+01, 0.1246280E+02, 0.2163892E+01,
 0.5702000E+01, 0.1936000E+01, 0.1247479E+02, 0.2165130E+01,
 0.5704000E+01, 0.1937107E+01, 0.1248679E+02, 0.2166369E+01,
 0.5706000E+01, 0.1938216E+01, 0.1249879E+02, 0.2167608E+01,
 0.5708000E+01, 0.1939325E+01, 0.1251079E+02, 0.2168849E+01,
 0.5710000E+01, 0.1940434E+01, 0.1252279E+02, 0.2170089E+01,
 0.5712000E+01, 0.1941545E+01, 0.1253479E+02, 0.2171331E+01,
 0.5714000E+01, 0.1942656E+01, 0.1254679E+02, 0.2172574E+01,
 0.5716000E+01, 0.1943767E+01, 0.1255878E+02, 0.2173817E+01,
 0.5718000E+01, 0.1944879E+01, 0.1257078E+02, 0.2175061E+01,
 0.5720000E+01, 0.1945992E+01, 0.1258278E+02, 0.2176305E+01,
 0.5722000E+01, 0.1947106E+01, 0.1259477E+02, 0.2177551E+01,
 0.5724000E+01, 0.1948220E+01, 0.1260677E+02, 0.2178797E+01,
 0.5726000E+01, 0.1949335E+01, 0.1261877E+02, 0.2180044E+01,
 0.5728000E+01, 0.1950451E+01, 0.1263076E+02, 0.2181291E+01,
 0.5730000E+01, 0.1951567E+01, 0.1264276E+02, 0.2182540E+01,
 0.5732000E+01, 0.1952684E+01, 0.1265476E+02, 0.2183789E+01,
 0.5734000E+01, 0.1953801E+01, 0.1266675E+02, 0.2185039E+01,
 0.5736000E+01, 0.1954919E+01, 0.1267875E+02, 0.2186289E+01,
 0.5738000E+01, 0.1956038E+01, 0.1269075E+02, 0.2187540E+01,
 0.5740000E+01, 0.1957158E+01, 0.1270274E+02, 0.2188792E+01,
 0.5742000E+01, 0.1958278E+01, 0.1271474E+02, 0.2190045E+01,
 0.5744000E+01, 0.1959399E+01, 0.1272673E+02, 0.2191298E+01,
 0.5746000E+01, 0.1960520E+01, 0.1273873E+02, 0.2192553E+01,
 0.5748000E+01, 0.1961642E+01, 0.1275072E+02, 0.2193807E+01,
 0.5750000E+01, 0.1962765E+01, 0.1276272E+02, 0.2195063E+01,
 0.5752000E+01, 0.1963888E+01, 0.1277471E+02, 0.2196319E+01,
 0.5754000E+01, 0.1965012E+01, 0.1278671E+02, 0.2197577E+01,
 0.5756000E+01, 0.1966137E+01, 0.1279871E+02, 0.2198834E+01,
 0.5758000E+01, 0.1967263E+01, 0.1281070E+02, 0.2200093E+01,
 0.5760000E+01, 0.1968388E+01, 0.1282270E+02, 0.2201352E+01,
 0.5762000E+01, 0.1969515E+01, 0.1283469E+02, 0.2202612E+01,
 0.5764000E+01, 0.1970642E+01, 0.1284669E+02, 0.2203872E+01,
 0.5766000E+01, 0.1971770E+01, 0.1285868E+02, 0.2205134E+01,
 0.5768000E+01, 0.1972899E+01, 0.1287068E+02, 0.2206396E+01,
 0.5770000E+01, 0.1974028E+01, 0.1288267E+02, 0.2207659E+01,
 0.5772000E+01, 0.1975158E+01, 0.1289467E+02, 0.2208922E+01,
 0.5774000E+01, 0.1976288E+01, 0.1290666E+02, 0.2210187E+01,
 0.5776000E+01, 0.1977419E+01, 0.1291866E+02, 0.2211452E+01,
 0.5778000E+01, 0.1978551E+01, 0.1293066E+02, 0.2212718E+01,
 0.5780000E+01, 0.1979684E+01, 0.1294265E+02, 0.2213984E+01,
 0.5782000E+01, 0.1980817E+01, 0.1295465E+02, 0.2215251E+01,
 0.5784000E+01, 0.1981950E+01, 0.1296664E+02, 0.2216519E+01,
 0.5786000E+01, 0.1983085E+01, 0.1297864E+02, 0.2217788E+01,
 0.5788000E+01, 0.1984220E+01, 0.1299064E+02, 0.2219057E+01,
 0.5790000E+01, 0.1985355E+01, 0.1300263E+02, 0.2220327E+01,
 0.5792000E+01, 0.1986491E+01, 0.1301463E+02, 0.2221598E+01,
 0.5794000E+01, 0.1987628E+01, 0.1302663E+02, 0.2222869E+01,
 0.5796000E+01, 0.1988766E+01, 0.1303862E+02, 0.2224141E+01,
 0.5798000E+01, 0.1989904E+01, 0.1305062E+02, 0.2225414E+01,
 0.5800000E+01, 0.1991043E+01, 0.1306262E+02, 0.2226688E+01,
 0.5802000E+01, 0.1992182E+01, 0.1307462E+02, 0.2227962E+01,
 0.5804000E+01, 0.1993323E+01, 0.1308661E+02, 0.2229237E+01,
 0.5806000E+01, 0.1994463E+01, 0.1309861E+02, 0.2230513E+01,
 0.5808000E+01, 0.1995605E+01, 0.1311061E+02, 0.2231789E+01,
 0.5810000E+01, 0.1996747E+01, 0.1312261E+02, 0.2233067E+01,
 0.5812000E+01, 0.1997889E+01, 0.1313461E+02, 0.2234344E+01,
 0.5814000E+01, 0.1999032E+01, 0.1314660E+02, 0.2235623E+01,
 0.5816000E+01, 0.2000176E+01, 0.1315860E+02, 0.2236902E+01,
 0.5818000E+01, 0.2001321E+01, 0.1317060E+02, 0.2238182E+01,
 0.5820000E+01, 0.2002466E+01, 0.1318260E+02, 0.2239463E+01,
 0.5822000E+01, 0.2003612E+01, 0.1319460E+02, 0.2240744E+01,
 0.5824000E+01, 0.2004758E+01, 0.1320660E+02, 0.2242026E+01,
 0.5826000E+01, 0.2005905E+01, 0.1321860E+02, 0.2243309E+01,
 0.5828000E+01, 0.2007053E+01, 0.1323060E+02, 0.2244593E+01,
 0.5830000E+01, 0.2008201E+01, 0.1324260E+02, 0.2245877E+01,
 0.5832000E+01, 0.2009351E+01, 0.1325461E+02, 0.2247162E+01,
 0.5834000E+01, 0.2010500E+01, 0.1326661E+02, 0.2248448E+01,
 0.5836000E+01, 0.2011650E+01, 0.1327861E+02, 0.2249734E+01,
 0.5838000E+01, 0.2012801E+01, 0.1329061E+02, 0.2251021E+01,
 0.5840000E+01, 0.2013952E+01, 0.1330261E+02, 0.2252309E+01,
 0.5842000E+01, 0.2015105E+01, 0.1331462E+02, 0.2253597E+01,
 0.5844000E+01, 0.2016257E+01, 0.1332662E+02, 0.2254886E+01,
 0.5846000E+01, 0.2017411E+01, 0.1333862E+02, 0.2256176E+01,
 0.5848000E+01, 0.2018565E+01, 0.1335063E+02, 0.2257467E+01,
 0.5850000E+01, 0.2019719E+01, 0.1336263E+02, 0.2258758E+01,
 0.5852000E+01, 0.2020875E+01, 0.1337463E+02, 0.2260050E+01,
 0.5854000E+01, 0.2022030E+01, 0.1338664E+02, 0.2261343E+01,
 0.5856000E+01, 0.2023187E+01, 0.1339864E+02, 0.2262636E+01,
 0.5858000E+01, 0.2024344E+01, 0.1341065E+02, 0.2263930E+01,
 0.5860000E+01, 0.2025502E+01, 0.1342265E+02, 0.2265225E+01,
 0.5862000E+01, 0.2026660E+01, 0.1343466E+02, 0.2266521E+01,
 0.5864000E+01, 0.2027819E+01, 0.1344667E+02, 0.2267817E+01,
 0.5866000E+01, 0.2028979E+01, 0.1345868E+02, 0.2269113E+01,
 0.5868000E+01, 0.2030139E+01, 0.1347068E+02, 0.2270411E+01,
 0.5870000E+01, 0.2031300E+01, 0.1348269E+02, 0.2271709E+01,
 0.5872000E+01, 0.2032461E+01, 0.1349470E+02, 0.2273008E+01,
 0.5874000E+01, 0.2033623E+01, 0.1350671E+02, 0.2274307E+01,
 0.5876000E+01, 0.2034786E+01, 0.1351872E+02, 0.2275608E+01,
 0.5878000E+01, 0.2035949E+01, 0.1353073E+02, 0.2276909E+01,
 0.5880000E+01, 0.2037113E+01, 0.1354274E+02, 0.2278211E+01,
 0.5882000E+01, 0.2038278E+01, 0.1355475E+02, 0.2279513E+01,
 0.5884000E+01, 0.2039443E+01, 0.1356676E+02, 0.2280816E+01,
 0.5886000E+01, 0.2040609E+01, 0.1357877E+02, 0.2282120E+01,
 0.5888000E+01, 0.2041775E+01, 0.1359078E+02, 0.2283424E+01,
 0.5890000E+01, 0.2042942E+01, 0.1360279E+02, 0.2284729E+01,
 0.5892000E+01, 0.2044110E+01, 0.1361481E+02, 0.2286035E+01,
 0.5894000E+01, 0.2045278E+01, 0.1362682E+02, 0.2287342E+01,
 0.5896000E+01, 0.2046447E+01, 0.1363883E+02, 0.2288649E+01,
 0.5898000E+01, 0.2047616E+01, 0.1365085E+02, 0.2289957E+01,
 0.5900000E+01, 0.2048786E+01, 0.1366286E+02, 0.2291265E+01,
 0.5902000E+01, 0.2049957E+01, 0.1367488E+02, 0.2292575E+01,
 0.5904000E+01, 0.2051128E+01, 0.1368689E+02, 0.2293885E+01,
 0.5906000E+01, 0.2052300E+01, 0.1369891E+02, 0.2295195E+01,
 0.5908000E+01, 0.2053473E+01, 0.1371093E+02, 0.2296507E+01,
 0.5910000E+01, 0.2054646E+01, 0.1372295E+02, 0.2297818E+01,
 0.5912000E+01, 0.2055820E+01, 0.1373496E+02, 0.2299131E+01,
 0.5914000E+01, 0.2056994E+01, 0.1374698E+02, 0.2300445E+01,
 0.5916000E+01, 0.2058169E+01, 0.1375900E+02, 0.2301759E+01,
 0.5918000E+01, 0.2059345E+01, 0.1377102E+02, 0.2303073E+01,
 0.5920000E+01, 0.2060521E+01, 0.1378304E+02, 0.2304389E+01,
 0.5922000E+01, 0.2061698E+01, 0.1379506E+02, 0.2305705E+01,
 0.5924000E+01, 0.2062875E+01, 0.1380708E+02, 0.2307021E+01,
 0.5926000E+01, 0.2064053E+01, 0.1381910E+02, 0.2308339E+01,
 0.5928000E+01, 0.2065232E+01, 0.1383113E+02, 0.2309657E+01,
 0.5930000E+01, 0.2066411E+01, 0.1384315E+02, 0.2310976E+01,
 0.5932000E+01, 0.2067591E+01, 0.1385517E+02, 0.2312295E+01,
 0.5934000E+01, 0.2068771E+01, 0.1386720E+02, 0.2313615E+01,
 0.5936000E+01, 0.2069952E+01, 0.1387922E+02, 0.2314936E+01,
 0.5938000E+01, 0.2071134E+01, 0.1389125E+02, 0.2316258E+01,
 0.5940000E+01, 0.2072316E+01, 0.1390327E+02, 0.2317580E+01,
 0.5942000E+01, 0.2073499E+01, 0.1391530E+02, 0.2318902E+01,
 0.5944000E+01, 0.2074682E+01, 0.1392733E+02, 0.2320226E+01,
 0.5946000E+01, 0.2075866E+01, 0.1393935E+02, 0.2321550E+01,
 0.5948000E+01, 0.2077051E+01, 0.1395139E+02, 0.2322875E+01,
 0.5950000E+01, 0.2078236E+01, 0.1396341E+02, 0.2324200E+01,
 0.5952000E+01, 0.2079422E+01, 0.1397544E+02, 0.2325527E+01,
 0.5954000E+01, 0.2080608E+01, 0.1398747E+02, 0.2326854E+01,
 0.5956000E+01, 0.2081795E+01, 0.1399950E+02, 0.2328181E+01,
 0.5958000E+01, 0.2082983E+01, 0.1401154E+02, 0.2329509E+01,
 0.5960000E+01, 0.2084171E+01, 0.1402357E+02, 0.2330838E+01,
 0.5962000E+01, 0.2085360E+01, 0.1403560E+02, 0.2332168E+01,
 0.5964000E+01, 0.2086550E+01, 0.1404763E+02, 0.2333498E+01,
 0.5966000E+01, 0.2087739E+01, 0.1405967E+02, 0.2334829E+01,
 0.5968000E+01, 0.2088930E+01, 0.1407170E+02, 0.2336160E+01,
 0.5970000E+01, 0.2090121E+01, 0.1408374E+02, 0.2337492E+01,
 0.5972000E+01, 0.2091313E+01, 0.1409578E+02, 0.2338825E+01,
 0.5974000E+01, 0.2092505E+01, 0.1410781E+02, 0.2340159E+01,
 0.5976000E+01, 0.2093698E+01, 0.1411985E+02, 0.2341493E+01,
 0.5978000E+01, 0.2094892E+01, 0.1413189E+02, 0.2342827E+01,
 0.5980000E+01, 0.2096086E+01, 0.1414393E+02, 0.2344163E+01,
 0.5982000E+01, 0.2097281E+01, 0.1415597E+02, 0.2345499E+01,
 0.5984000E+01, 0.2098476E+01, 0.1416801E+02, 0.2346836E+01,
 0.5986000E+01, 0.2099672E+01, 0.1418005E+02, 0.2348173E+01,
 0.5988000E+01, 0.2100868E+01, 0.1419209E+02, 0.2349511E+01,
 0.5990000E+01, 0.2102066E+01, 0.1420413E+02, 0.2350850E+01,
 0.5992000E+01, 0.2103263E+01, 0.1421618E+02, 0.2352190E+01,
 0.5994000E+01, 0.2104462E+01, 0.1422822E+02, 0.2353530E+01,
 0.5996000E+01, 0.2105660E+01, 0.1424026E+02, 0.2354871E+01,
 0.5998000E+01, 0.2106860E+01, 0.1425231E+02, 0.2356212E+01,
 0.6000000E+01, 0.2108060E+01, 0.1426435E+02, 0.2357554E+01,
 0.6002000E+01, 0.2109261E+01, 0.1427640E+02, 0.2358897E+01,
 0.6004000E+01, 0.2110461E+01, 0.1428845E+02, 0.2360240E+01,
 0.6006000E+01, 0.2111663E+01, 0.1430050E+02, 0.2361584E+01,
 0.6008000E+01, 0.2112866E+01, 0.1431255E+02, 0.2362929E+01,
 0.6010000E+01, 0.2114069E+01, 0.1432460E+02, 0.2364274E+01,
 0.6012000E+01, 0.2115272E+01, 0.1433665E+02, 0.2365620E+01,
 0.6014000E+01, 0.2116476E+01, 0.1434870E+02, 0.2366966E+01,
 0.6016000E+01, 0.2117681E+01, 0.1436075E+02, 0.2368314E+01,
 0.6018000E+01, 0.2118886E+01, 0.1437280E+02, 0.2369662E+01,
 0.6020000E+01, 0.2120092E+01, 0.1438485E+02, 0.2371010E+01,
 0.6022000E+01, 0.2121298E+01, 0.1439691E+02, 0.2372359E+01,
 0.6024000E+01, 0.2122505E+01, 0.1440896E+02, 0.2373709E+01,
 0.6026000E+01, 0.2123713E+01, 0.1442102E+02, 0.2375060E+01,
 0.6028000E+01, 0.2124921E+01, 0.1443307E+02, 0.2376411E+01,
 0.6030000E+01, 0.2126130E+01, 0.1444513E+02, 0.2377763E+01,
 0.6032000E+01, 0.2127339E+01, 0.1445719E+02, 0.2379115E+01,
 0.6034000E+01, 0.2128549E+01, 0.1446925E+02, 0.2380468E+01,
 0.6036000E+01, 0.2129760E+01, 0.1448131E+02, 0.2381822E+01,
 0.6038000E+01, 0.2130970E+01, 0.1449337E+02, 0.2383176E+01,
 0.6040000E+01, 0.2132182E+01, 0.1450543E+02, 0.2384531E+01,
 0.6042000E+01, 0.2133394E+01, 0.1451749E+02, 0.2385887E+01,
 0.6044000E+01, 0.2134607E+01, 0.1452955E+02, 0.2387243E+01,
 0.6046000E+01, 0.2135820E+01, 0.1454161E+02, 0.2388600E+01,
 0.6048000E+01, 0.2137034E+01, 0.1455368E+02, 0.2389957E+01,
 0.6050000E+01, 0.2138248E+01, 0.1456574E+02, 0.2391315E+01,
 0.6052000E+01, 0.2139463E+01, 0.1457781E+02, 0.2392674E+01,
 0.6054000E+01, 0.2140679E+01, 0.1458987E+02, 0.2394034E+01,
 0.6056000E+01, 0.2141895E+01, 0.1460194E+02, 0.2395394E+01,
 0.6058000E+01, 0.2143112E+01, 0.1461401E+02, 0.2396755E+01,
 0.6060000E+01, 0.2144329E+01, 0.1462608E+02, 0.2398116E+01,
 0.6062000E+01, 0.2145547E+01, 0.1463815E+02, 0.2399478E+01,
 0.6064000E+01, 0.2146766E+01, 0.1465022E+02, 0.2400841E+01,
 0.6066000E+01, 0.2147985E+01, 0.1466229E+02, 0.2402204E+01,
 0.6068000E+01, 0.2149204E+01, 0.1467436E+02, 0.2403568E+01,
 0.6070000E+01, 0.2150424E+01, 0.1468643E+02, 0.2404932E+01,
 0.6072000E+01, 0.2151645E+01, 0.1469851E+02, 0.2406297E+01,
 0.6074000E+01, 0.2152866E+01, 0.1471058E+02, 0.2407663E+01,
 0.6076000E+01, 0.2154088E+01, 0.1472266E+02, 0.2409029E+01,
 0.6078000E+01, 0.2155310E+01, 0.1473473E+02, 0.2410396E+01,
 0.6080000E+01, 0.2156533E+01, 0.1474681E+02, 0.2411764E+01,
 0.6082000E+01, 0.2157757E+01, 0.1475888E+02, 0.2413132E+01,
 0.6084000E+01, 0.2158981E+01, 0.1477096E+02, 0.2414501E+01,
 0.6086000E+01, 0.2160205E+01, 0.1478304E+02, 0.2415871E+01,
 0.6088000E+01, 0.2161430E+01, 0.1479512E+02, 0.2417241E+01,
 0.6090000E+01, 0.2162656E+01, 0.1480720E+02, 0.2418612E+01,
 0.6092000E+01, 0.2163882E+01, 0.1481928E+02, 0.2419983E+01,
 0.6094000E+01, 0.2165109E+01, 0.1483137E+02, 0.2421355E+01,
 0.6096000E+01, 0.2166336E+01, 0.1484345E+02, 0.2422728E+01,
 0.6098000E+01, 0.2167564E+01, 0.1485553E+02, 0.2424101E+01,
 0.6100000E+01, 0.2168793E+01, 0.1486762E+02, 0.2425475E+01,
 0.6102000E+01, 0.2170022E+01, 0.1487970E+02, 0.2426849E+01,
 0.6104000E+01, 0.2171251E+01, 0.1489179E+02, 0.2428224E+01,
 0.6106000E+01, 0.2172482E+01, 0.1490388E+02, 0.2429600E+01,
 0.6108000E+01, 0.2173712E+01, 0.1491597E+02, 0.2430976E+01,
 0.6110000E+01, 0.2174943E+01, 0.1492805E+02, 0.2432353E+01,
 0.6112000E+01, 0.2176175E+01, 0.1494014E+02, 0.2433731E+01,
 0.6114000E+01, 0.2177408E+01, 0.1495223E+02, 0.2435109E+01,
 0.6116000E+01, 0.2178640E+01, 0.1496433E+02, 0.2436488E+01,
 0.6118000E+01, 0.2179874E+01, 0.1497642E+02, 0.2437867E+01,
 0.6120000E+01, 0.2181108E+01, 0.1498851E+02, 0.2439247E+01,
 0.6122000E+01, 0.2182343E+01, 0.1500060E+02, 0.2440628E+01,
 0.6124000E+01, 0.2183578E+01, 0.1501270E+02, 0.2442009E+01,
 0.6126000E+01, 0.2184813E+01, 0.1502479E+02, 0.2443391E+01,
 0.6128000E+01, 0.2186049E+01, 0.1503689E+02, 0.2444773E+01,
 0.6130000E+01, 0.2187286E+01, 0.1504899E+02, 0.2446157E+01,
 0.6132000E+01, 0.2188523E+01, 0.1506108E+02, 0.2447540E+01,
 0.6134000E+01, 0.2189761E+01, 0.1507318E+02, 0.2448925E+01,
 0.6136000E+01, 0.2190999E+01, 0.1508528E+02, 0.2450310E+01,
 0.6138000E+01, 0.2192238E+01, 0.1509738E+02, 0.2451695E+01,
 0.6140000E+01, 0.2193478E+01, 0.1510949E+02, 0.2453081E+01,
 0.6142000E+01, 0.2194717E+01, 0.1512159E+02, 0.2454468E+01,
 0.6144000E+01, 0.2195958E+01, 0.1513369E+02, 0.2455855E+01,
 0.6146000E+01, 0.2197199E+01, 0.1514579E+02, 0.2457243E+01,
 0.6148000E+01, 0.2198441E+01, 0.1515790E+02, 0.2458632E+01,
 0.6150000E+01, 0.2199683E+01, 0.1517000E+02, 0.2460021E+01,
 0.6152000E+01, 0.2200925E+01, 0.1518211E+02, 0.2461410E+01,
 0.6154000E+01, 0.2202169E+01, 0.1519422E+02, 0.2462801E+01,
 0.6156000E+01, 0.2203412E+01, 0.1520633E+02, 0.2464191E+01,
 0.6158000E+01, 0.2204657E+01, 0.1521843E+02, 0.2465583E+01,
 0.6160000E+01, 0.2205901E+01, 0.1523054E+02, 0.2466975E+01,
 0.6162000E+01, 0.2207147E+01, 0.1524265E+02, 0.2468368E+01,
 0.6164000E+01, 0.2208393E+01, 0.1525477E+02, 0.2469761E+01,
 0.6166000E+01, 0.2209639E+01, 0.1526688E+02, 0.2471155E+01,
 0.6168000E+01, 0.2210886E+01, 0.1527899E+02, 0.2472549E+01,
 0.6170000E+01, 0.2212133E+01, 0.1529110E+02, 0.2473945E+01,
 0.6172000E+01, 0.2213381E+01, 0.1530322E+02, 0.2475340E+01,
 0.6174000E+01, 0.2214630E+01, 0.1531533E+02, 0.2476737E+01,
 0.6176000E+01, 0.2215879E+01, 0.1532745E+02, 0.2478134E+01,
 0.6178000E+01, 0.2217128E+01, 0.1533957E+02, 0.2479531E+01,
 0.6180000E+01, 0.2218379E+01, 0.1535169E+02, 0.2480929E+01,
 0.6182000E+01, 0.2219629E+01, 0.1536380E+02, 0.2482328E+01,
 0.6184000E+01, 0.2220880E+01, 0.1537592E+02, 0.2483727E+01,
 0.6186000E+01, 0.2222132E+01, 0.1538804E+02, 0.2485127E+01,
 0.6188000E+01, 0.2223384E+01, 0.1540017E+02, 0.2486527E+01,
 0.6190000E+01, 0.2224637E+01, 0.1541229E+02, 0.2487928E+01,
 0.6192000E+01, 0.2225890E+01, 0.1542441E+02, 0.2489330E+01,
 0.6194000E+01, 0.2227144E+01, 0.1543653E+02, 0.2490732E+01,
 0.6196000E+01, 0.2228398E+01, 0.1544866E+02, 0.2492135E+01,
 0.6198000E+01, 0.2229653E+01, 0.1546078E+02, 0.2493538E+01,
 0.6200000E+01, 0.2230908E+01, 0.1547291E+02, 0.2494942E+01,
 0.6202000E+01, 0.2232164E+01, 0.1548504E+02, 0.2496346E+01,
 0.6204000E+01, 0.2233421E+01, 0.1549717E+02, 0.2497751E+01,
 0.6206000E+01, 0.2234677E+01, 0.1550929E+02, 0.2499157E+01,
 0.6208000E+01, 0.2235935E+01, 0.1552142E+02, 0.2500563E+01,
 0.6210000E+01, 0.2237193E+01, 0.1553355E+02, 0.2501970E+01,
 0.6212000E+01, 0.2238451E+01, 0.1554569E+02, 0.2503377E+01,
 0.6214000E+01, 0.2239710E+01, 0.1555782E+02, 0.2504785E+01,
 0.6216000E+01, 0.2240969E+01, 0.1556995E+02, 0.2506194E+01,
 0.6218000E+01, 0.2242229E+01, 0.1558208E+02, 0.2507603E+01,
 0.6220000E+01, 0.2243490E+01, 0.1559422E+02, 0.2509012E+01,
 0.6222000E+01, 0.2244751E+01, 0.1560635E+02, 0.2510423E+01,
 0.6224000E+01, 0.2246012E+01, 0.1561849E+02, 0.2511833E+01,
 0.6226000E+01, 0.2247274E+01, 0.1563063E+02, 0.2513245E+01,
 0.6228000E+01, 0.2248537E+01, 0.1564277E+02, 0.2514657E+01,
 0.6230000E+01, 0.2249800E+01, 0.1565490E+02, 0.2516069E+01,
 0.6232000E+01, 0.2251064E+01, 0.1566704E+02, 0.2517483E+01,
 0.6234000E+01, 0.2252328E+01, 0.1567918E+02, 0.2518896E+01,
 0.6236000E+01, 0.2253592E+01, 0.1569133E+02, 0.2520311E+01,
 0.6238000E+01, 0.2254857E+01, 0.1570347E+02, 0.2521725E+01,
 0.6240000E+01, 0.2256123E+01, 0.1571561E+02, 0.2523141E+01,
 0.6242000E+01, 0.2257389E+01, 0.1572775E+02, 0.2524557E+01,
 0.6244000E+01, 0.2258656E+01, 0.1573990E+02, 0.2525973E+01,
 0.6246000E+01, 0.2259923E+01, 0.1575204E+02, 0.2527390E+01,
 0.6248000E+01, 0.2261190E+01, 0.1576419E+02, 0.2528808E+01,
 0.6250000E+01, 0.2262458E+01, 0.1577633E+02, 0.2530226E+01,
 0.6252000E+01, 0.2263727E+01, 0.1578848E+02, 0.2531645E+01,
 0.6254000E+01, 0.2264996E+01, 0.1580063E+02, 0.2533064E+01,
 0.6256000E+01, 0.2266266E+01, 0.1581278E+02, 0.2534484E+01,
 0.6258000E+01, 0.2267536E+01, 0.1582493E+02, 0.2535904E+01,
 0.6260000E+01, 0.2268806E+01, 0.1583708E+02, 0.2537325E+01,
 0.6262000E+01, 0.2270077E+01, 0.1584923E+02, 0.2538747E+01,
 0.6264000E+01, 0.2271349E+01, 0.1586138E+02, 0.2540169E+01,
 0.6266000E+01, 0.2272621E+01, 0.1587354E+02, 0.2541592E+01,
 0.6268000E+01, 0.2273894E+01, 0.1588569E+02, 0.2543015E+01,
 0.6270000E+01, 0.2275167E+01, 0.1589785E+02, 0.2544439E+01,
 0.6272000E+01, 0.2276441E+01, 0.1591000E+02, 0.2545863E+01,
 0.6274000E+01, 0.2277715E+01, 0.1592216E+02, 0.2547288E+01,
 0.6276000E+01, 0.2278989E+01, 0.1593432E+02, 0.2548713E+01,
 0.6278000E+01, 0.2280264E+01, 0.1594647E+02, 0.2550139E+01,
 0.6280000E+01, 0.2281540E+01, 0.1595863E+02, 0.2551566E+01,
 0.6282000E+01, 0.2282816E+01, 0.1597079E+02, 0.2552993E+01,
 0.6284000E+01, 0.2284092E+01, 0.1598295E+02, 0.2554420E+01,
 0.6286000E+01, 0.2285369E+01, 0.1599511E+02, 0.2555848E+01,
 0.6288000E+01, 0.2286647E+01, 0.1600727E+02, 0.2557277E+01,
 0.6290000E+01, 0.2287925E+01, 0.1601944E+02, 0.2558707E+01,
 0.6292000E+01, 0.2289204E+01, 0.1603160E+02, 0.2560137E+01,
 0.6294000E+01, 0.2290483E+01, 0.1604376E+02, 0.2561567E+01,
 0.6296000E+01, 0.2291762E+01, 0.1605593E+02, 0.2562998E+01,
 0.6298000E+01, 0.2293042E+01, 0.1606809E+02, 0.2564429E+01,
 0.6300000E+01, 0.2294322E+01, 0.1608026E+02, 0.2565861E+01,
 0.6302000E+01, 0.2295604E+01, 0.1609243E+02, 0.2567294E+01,
 0.6304000E+01, 0.2296885E+01, 0.1610460E+02, 0.2568727E+01,
 0.6306000E+01, 0.2298167E+01, 0.1611677E+02, 0.2570160E+01,
 0.6308000E+01, 0.2299449E+01, 0.1612893E+02, 0.2571594E+01,
 0.6310000E+01, 0.2300732E+01, 0.1614110E+02, 0.2573029E+01,
 0.6312000E+01, 0.2302015E+01, 0.1615327E+02, 0.2574465E+01,
 0.6314000E+01, 0.2303299E+01, 0.1616545E+02, 0.2575900E+01,
 0.6316000E+01, 0.2304583E+01, 0.1617762E+02, 0.2577336E+01,
 0.6318000E+01, 0.2305868E+01, 0.1618979E+02, 0.2578773E+01,
 0.6320000E+01, 0.2307153E+01, 0.1620197E+02, 0.2580210E+01,
 0.6322000E+01, 0.2308439E+01, 0.1621414E+02, 0.2581648E+01,
 0.6324000E+01, 0.2309725E+01, 0.1622631E+02, 0.2583087E+01,
 0.6326000E+01, 0.2311012E+01, 0.1623849E+02, 0.2584526E+01,
 0.6328000E+01, 0.2312299E+01, 0.1625067E+02, 0.2585965E+01,
 0.6330000E+01, 0.2313586E+01, 0.1626285E+02, 0.2587405E+01,
 0.6332000E+01, 0.2314875E+01, 0.1627502E+02, 0.2588846E+01,
 0.6334000E+01, 0.2316163E+01, 0.1628720E+02, 0.2590287E+01,
 0.6336000E+01, 0.2317452E+01, 0.1629938E+02, 0.2591728E+01,
 0.6338000E+01, 0.2318742E+01, 0.1631156E+02, 0.2593171E+01,
 0.6340000E+01, 0.2320032E+01, 0.1632374E+02, 0.2594613E+01,
 0.6342000E+01, 0.2321322E+01, 0.1633593E+02, 0.2596056E+01,
