@BETAa,BETA0,[%],BETAN  vs t@
X,Y1,Y2,Y3
 0.1718000E+01, 0.8566012E+00, 0.1856560E+01, 0.9579820E+00,
 0.1720000E+01, 0.8568656E+00, 0.1856857E+01, 0.9582778E+00,
 0.1722000E+01, 0.8571302E+00, 0.1857157E+01, 0.9585736E+00,
 0.1724000E+01, 0.8573946E+00, 0.1857460E+01, 0.9588693E+00,
 0.1726000E+01, 0.8576590E+00, 0.1857766E+01, 0.9591650E+00,
 0.1728000E+01, 0.8579234E+00, 0.1858074E+01, 0.9594607E+00,
 0.1730000E+01, 0.8581876E+00, 0.1858386E+01, 0.9597561E+00,
 0.1732000E+01, 0.8584519E+00, 0.1858700E+01, 0.9600518E+00,
 0.1734000E+01, 0.8587161E+00, 0.1859018E+01, 0.9603473E+00,
 0.1736000E+01, 0.8589803E+00, 0.1859338E+01, 0.9606428E+00,
 0.1738000E+01, 0.8592445E+00, 0.1859662E+01, 0.9609382E+00,
 0.1740000E+01, 0.8595086E+00, 0.1859988E+01, 0.9612335E+00,
 0.1742000E+01, 0.8597726E+00, 0.1860317E+01, 0.9615288E+00,
 0.1744000E+01, 0.8600366E+00, 0.1860650E+01, 0.9618241E+00,
 0.1746000E+01, 0.8603005E+00, 0.1860985E+01, 0.9621192E+00,
 0.1748000E+01, 0.8605645E+00, 0.1861324E+01, 0.9624144E+00,
 0.1750000E+01, 0.8608285E+00, 0.1861665E+01, 0.9627096E+00,
 0.1752000E+01, 0.8610923E+00, 0.1862010E+01, 0.9630046E+00,
 0.1754000E+01, 0.8613561E+00, 0.1862357E+01, 0.9632998E+00,
 0.1756000E+01, 0.8616199E+00, 0.1862708E+01, 0.9635948E+00,
 0.1758000E+01, 0.8618837E+00, 0.1863062E+01, 0.9638898E+00,
 0.1760000E+01, 0.8621474E+00, 0.1863420E+01, 0.9641846E+00,
 0.1762000E+01, 0.8624110E+00, 0.1863780E+01, 0.9644795E+00,
 0.1764000E+01, 0.8626747E+00, 0.1864143E+01, 0.9647744E+00,
 0.1766000E+01, 0.8629383E+00, 0.1864510E+01, 0.9650692E+00,
 0.1768000E+01, 0.8632019E+00, 0.1864880E+01, 0.9653640E+00,
 0.1770000E+01, 0.8634655E+00, 0.1865254E+01, 0.9656587E+00,
 0.1772000E+01, 0.8637289E+00, 0.1865630E+01, 0.9659534E+00,
 0.1774000E+01, 0.8639925E+00, 0.1866010E+01, 0.9662481E+00,
 0.1776000E+01, 0.8642559E+00, 0.1866393E+01, 0.9665427E+00,
 0.1778000E+01, 0.8645193E+00, 0.1866779E+01, 0.9668373E+00,
 0.1780000E+01, 0.8647826E+00, 0.1867169E+01, 0.9671318E+00,
 0.1782000E+01, 0.8650459E+00, 0.1867562E+01, 0.9674262E+00,
 0.1784000E+01, 0.8653092E+00, 0.1867958E+01, 0.9677207E+00,
 0.1786000E+01, 0.8655725E+00, 0.1868358E+01, 0.9680151E+00,
 0.1788000E+01, 0.8658358E+00, 0.1868761E+01, 0.9683096E+00,
 0.1790000E+01, 0.8660990E+00, 0.1869168E+01, 0.9686040E+00,
 0.1792000E+01, 0.8663622E+00, 0.1869578E+01, 0.9688982E+00,
 0.1794000E+01, 0.8666252E+00, 0.1869991E+01, 0.9691925E+00,
 0.1796000E+01, 0.8668883E+00, 0.1870408E+01, 0.9694867E+00,
 0.1798000E+01, 0.8671515E+00, 0.1870828E+01, 0.9697810E+00,
 0.1800000E+01, 0.8674146E+00, 0.1871251E+01, 0.9700752E+00,
 0.1802000E+01, 0.8676776E+00, 0.1871678E+01, 0.9703693E+00,
 0.1804000E+01, 0.8679406E+00, 0.1872109E+01, 0.9706635E+00,
 0.1806000E+01, 0.8682036E+00, 0.1872543E+01, 0.9709576E+00,
 0.1808000E+01, 0.8684665E+00, 0.1872981E+01, 0.9712517E+00,
 0.1810000E+01, 0.8687294E+00, 0.1873422E+01, 0.9715457E+00,
 0.1812000E+01, 0.8689923E+00, 0.1873866E+01, 0.9718397E+00,
 0.1814000E+01, 0.8692551E+00, 0.1874315E+01, 0.9721336E+00,
 0.1816000E+01, 0.8695180E+00, 0.1874766E+01, 0.9724275E+00,
 0.1818000E+01, 0.8697808E+00, 0.1875221E+01, 0.9727215E+00,
 0.1820000E+01, 0.8700435E+00, 0.1875680E+01, 0.9730153E+00,
 0.1822000E+01, 0.8703063E+00, 0.1876143E+01, 0.9733092E+00,
 0.1824000E+01, 0.8705691E+00, 0.1876609E+01, 0.9736030E+00,
 0.1826000E+01, 0.8708317E+00, 0.1877078E+01, 0.9738967E+00,
 0.1828000E+01, 0.8710944E+00, 0.1877552E+01, 0.9741906E+00,
 0.1830000E+01, 0.8713570E+00, 0.1878029E+01, 0.9744843E+00,
 0.1832000E+01, 0.8716197E+00, 0.1878509E+01, 0.9747781E+00,
 0.1834000E+01, 0.8718823E+00, 0.1878993E+01, 0.9750717E+00,
 0.1836000E+01, 0.8721448E+00, 0.1879481E+01, 0.9753653E+00,
 0.1838000E+01, 0.8724074E+00, 0.1879973E+01, 0.9756590E+00,
 0.1840000E+01, 0.8726699E+00, 0.1880468E+01, 0.9759526E+00,
 0.1842000E+01, 0.8729325E+00, 0.1880967E+01, 0.9762462E+00,
 0.1844000E+01, 0.8731949E+00, 0.1881469E+01, 0.9765397E+00,
 0.1846000E+01, 0.8734574E+00, 0.1881975E+01, 0.9768333E+00,
 0.1848000E+01, 0.8737199E+00, 0.1882485E+01, 0.9771268E+00,
 0.1850000E+01, 0.8739824E+00, 0.1882999E+01, 0.9774203E+00,
 0.1852000E+01, 0.8742447E+00, 0.1883516E+01, 0.9777137E+00,
 0.1854000E+01, 0.8745071E+00, 0.1884037E+01, 0.9780072E+00,
 0.1856000E+01, 0.8747695E+00, 0.1884562E+01, 0.9783006E+00,
 0.1858000E+01, 0.8750318E+00, 0.1885091E+01, 0.9785940E+00,
 0.1860000E+01, 0.8752941E+00, 0.1885623E+01, 0.9788873E+00,
 0.1862000E+01, 0.8755565E+00, 0.1886159E+01, 0.9791808E+00,
 0.1864000E+01, 0.8758187E+00, 0.1886699E+01, 0.9794740E+00,
 0.1866000E+01, 0.8760811E+00, 0.1887243E+01, 0.9797674E+00,
 0.1868000E+01, 0.8763434E+00, 0.1887790E+01, 0.9800608E+00,
 0.1870000E+01, 0.8766055E+00, 0.1888341E+01, 0.9803540E+00,
 0.1872000E+01, 0.8768678E+00, 0.1888896E+01, 0.9806472E+00,
 0.1874000E+01, 0.8771300E+00, 0.1889455E+01, 0.9809405E+00,
 0.1876000E+01, 0.8773922E+00, 0.1890018E+01, 0.9812337E+00,
 0.1878000E+01, 0.8776544E+00, 0.1890584E+01, 0.9815269E+00,
 0.1880000E+01, 0.8779165E+00, 0.1891154E+01, 0.9818201E+00,
 0.1882000E+01, 0.8781787E+00, 0.1891729E+01, 0.9821133E+00,
 0.1884000E+01, 0.8784408E+00, 0.1892306E+01, 0.9824064E+00,
 0.1886000E+01, 0.8787029E+00, 0.1892888E+01, 0.9826996E+00,
 0.1888000E+01, 0.8789650E+00, 0.1893473E+01, 0.9829927E+00,
 0.1890000E+01, 0.8792272E+00, 0.1894063E+01, 0.9832858E+00,
 0.1892000E+01, 0.8794892E+00, 0.1894656E+01, 0.9835790E+00,
 0.1894000E+01, 0.8797513E+00, 0.1895253E+01, 0.9838721E+00,
 0.1896000E+01, 0.8800134E+00, 0.1895854E+01, 0.9841651E+00,
 0.1898000E+01, 0.8802754E+00, 0.1896458E+01, 0.9844581E+00,
 0.1900000E+01, 0.8805375E+00, 0.1897067E+01, 0.9847512E+00,
 0.1902000E+01, 0.8807994E+00, 0.1897679E+01, 0.9850442E+00,
 0.1904000E+01, 0.8810615E+00, 0.1898295E+01, 0.9853373E+00,
 0.1906000E+01, 0.8813235E+00, 0.1898915E+01, 0.9856303E+00,
 0.1908000E+01, 0.8815855E+00, 0.1899539E+01, 0.9859233E+00,
 0.1910000E+01, 0.8818474E+00, 0.1900167E+01, 0.9862162E+00,
 0.1912000E+01, 0.8821095E+00, 0.1900798E+01, 0.9865093E+00,
 0.1914000E+01, 0.8823714E+00, 0.1901434E+01, 0.9868023E+00,
 0.1916000E+01, 0.8826334E+00, 0.1902073E+01, 0.9870952E+00,
 0.1918000E+01, 0.8828954E+00, 0.1902716E+01, 0.9873883E+00,
 0.1920000E+01, 0.8831574E+00, 0.1903363E+01, 0.9876812E+00,
 0.1922000E+01, 0.8834193E+00, 0.1904014E+01, 0.9879741E+00,
 0.1924000E+01, 0.8836812E+00, 0.1904668E+01, 0.9882671E+00,
 0.1926000E+01, 0.8839431E+00, 0.1905327E+01, 0.9885600E+00,
 0.1928000E+01, 0.8842051E+00, 0.1905989E+01, 0.9888530E+00,
 0.1930000E+01, 0.8844670E+00, 0.1906655E+01, 0.9891459E+00,
 0.1932000E+01, 0.8847289E+00, 0.1907325E+01, 0.9894388E+00,
 0.1934000E+01, 0.8849909E+00, 0.1907999E+01, 0.9897317E+00,
 0.1936000E+01, 0.8852528E+00, 0.1908677E+01, 0.9900246E+00,
 0.1938000E+01, 0.8855146E+00, 0.1909358E+01, 0.9903175E+00,
 0.1940000E+01, 0.8857765E+00, 0.1910043E+01, 0.9906104E+00,
 0.1942000E+01, 0.8860384E+00, 0.1910733E+01, 0.9909033E+00,
 0.1944000E+01, 0.8863003E+00, 0.1911425E+01, 0.9911962E+00,
 0.1946000E+01, 0.8865623E+00, 0.1912122E+01, 0.9914891E+00,
 0.1948000E+01, 0.8868242E+00, 0.1912823E+01, 0.9917820E+00,
 0.1950000E+01, 0.8870860E+00, 0.1913527E+01, 0.9920748E+00,
 0.1952000E+01, 0.8873479E+00, 0.1914235E+01, 0.9923677E+00,
 0.1954000E+01, 0.8876098E+00, 0.1914947E+01, 0.9926606E+00,
 0.1956000E+01, 0.8878717E+00, 0.1915663E+01, 0.9929535E+00,
 0.1958000E+01, 0.8881336E+00, 0.1916382E+01, 0.9932464E+00,
 0.1960000E+01, 0.8883955E+00, 0.1917106E+01, 0.9935393E+00,
 0.1962000E+01, 0.8886574E+00, 0.1917833E+01, 0.9938322E+00,
 0.1964000E+01, 0.8889193E+00, 0.1918564E+01, 0.9941251E+00,
 0.1966000E+01, 0.8891813E+00, 0.1919298E+01, 0.9944180E+00,
 0.1968000E+01, 0.8894432E+00, 0.1920037E+01, 0.9947109E+00,
 0.1970000E+01, 0.8897050E+00, 0.1920779E+01, 0.9950038E+00,
 0.1972000E+01, 0.8899669E+00, 0.1921525E+01, 0.9952967E+00,
 0.1974000E+01, 0.8902289E+00, 0.1922274E+01, 0.9955896E+00,
 0.1976000E+01, 0.8904908E+00, 0.1923028E+01, 0.9958825E+00,
 0.1978000E+01, 0.8907527E+00, 0.1923785E+01, 0.9961755E+00,
 0.1980000E+01, 0.8910146E+00, 0.1924546E+01, 0.9964684E+00,
 0.1982000E+01, 0.8912767E+00, 0.1925310E+01, 0.9967614E+00,
 0.1984000E+01, 0.8915385E+00, 0.1926078E+01, 0.9970543E+00,
 0.1986000E+01, 0.8918005E+00, 0.1926851E+01, 0.9973473E+00,
 0.1988000E+01, 0.8920625E+00, 0.1927626E+01, 0.9976403E+00,
 0.1990000E+01, 0.8923244E+00, 0.1928406E+01, 0.9979331E+00,
 0.1992000E+01, 0.8925864E+00, 0.1929189E+01, 0.9982262E+00,
 0.1994000E+01, 0.8928483E+00, 0.1929976E+01, 0.9985191E+00,
 0.1996000E+01, 0.8931104E+00, 0.1930766E+01, 0.9988122E+00,
 0.1998000E+01, 0.8933724E+00, 0.1931560E+01, 0.9991052E+00,
 0.2000000E+01, 0.8936344E+00, 0.1932358E+01, 0.9993982E+00,
 0.2002000E+01, 0.8938965E+00, 0.1933159E+01, 0.9996913E+00,
 0.2004000E+01, 0.8941584E+00, 0.1933964E+01, 0.9999843E+00,
 0.2006000E+01, 0.8944205E+00, 0.1934773E+01, 0.1000277E+01,
 0.2008000E+01, 0.8946826E+00, 0.1935585E+01, 0.1000570E+01,
 0.2010000E+01, 0.8949447E+00, 0.1936401E+01, 0.1000864E+01,
 0.2012000E+01, 0.8952067E+00, 0.1937220E+01, 0.1001157E+01,
 0.2014000E+01, 0.8954688E+00, 0.1938044E+01, 0.1001450E+01,
 0.2016000E+01, 0.8957309E+00, 0.1938870E+01, 0.1001743E+01,
 0.2018000E+01, 0.8959931E+00, 0.1939701E+01, 0.1002036E+01,
 0.2020000E+01, 0.8962551E+00, 0.1940534E+01, 0.1002329E+01,
 0.2022000E+01, 0.8965173E+00, 0.1941372E+01, 0.1002622E+01,
 0.2024000E+01, 0.8967794E+00, 0.1942213E+01, 0.1002916E+01,
 0.2026000E+01, 0.8970416E+00, 0.1943057E+01, 0.1003209E+01,
 0.2028000E+01, 0.8973039E+00, 0.1943905E+01, 0.1003502E+01,
 0.2030000E+01, 0.8975660E+00, 0.1944757E+01, 0.1003795E+01,
 0.2032000E+01, 0.8978283E+00, 0.1945612E+01, 0.1004089E+01,
 0.2034000E+01, 0.8980905E+00, 0.1946471E+01, 0.1004382E+01,
 0.2036000E+01, 0.8983528E+00, 0.1947333E+01, 0.1004675E+01,
 0.2038000E+01, 0.8986151E+00, 0.1948199E+01, 0.1004968E+01,
 0.2040000E+01, 0.8988773E+00, 0.1949068E+01, 0.1005262E+01,
 0.2042000E+01, 0.8991397E+00, 0.1949940E+01, 0.1005555E+01,
 0.2044000E+01, 0.8994020E+00, 0.1950816E+01, 0.1005848E+01,
 0.2046000E+01, 0.8996644E+00, 0.1951696E+01, 0.1006142E+01,
 0.2048000E+01, 0.8999268E+00, 0.1952579E+01, 0.1006435E+01,
 0.2050000E+01, 0.9001892E+00, 0.1953465E+01, 0.1006729E+01,
 0.2052000E+01, 0.9004517E+00, 0.1954355E+01, 0.1007022E+01,
 0.2054000E+01, 0.9007141E+00, 0.1955249E+01, 0.1007316E+01,
 0.2056000E+01, 0.9009765E+00, 0.1956145E+01, 0.1007609E+01,
 0.2058000E+01, 0.9012390E+00, 0.1957045E+01, 0.1007903E+01,
 0.2060000E+01, 0.9015015E+00, 0.1957949E+01, 0.1008196E+01,
 0.2062000E+01, 0.9017641E+00, 0.1958856E+01, 0.1008490E+01,
 0.2064000E+01, 0.9020266E+00, 0.1959766E+01, 0.1008784E+01,
 0.2066000E+01, 0.9022893E+00, 0.1960680E+01, 0.1009077E+01,
 0.2068000E+01, 0.9025519E+00, 0.1961596E+01, 0.1009371E+01,
 0.2070000E+01, 0.9028145E+00, 0.1962517E+01, 0.1009665E+01,
 0.2072000E+01, 0.9030771E+00, 0.1963441E+01, 0.1009959E+01,
 0.2074000E+01, 0.9033399E+00, 0.1964368E+01, 0.1010252E+01,
 0.2076000E+01, 0.9036026E+00, 0.1965298E+01, 0.1010546E+01,
 0.2078000E+01, 0.9038653E+00, 0.1966231E+01, 0.1010840E+01,
 0.2080000E+01, 0.9041281E+00, 0.1967168E+01, 0.1011134E+01,
 0.2082000E+01, 0.9043909E+00, 0.1968109E+01, 0.1011428E+01,
 0.2084000E+01, 0.9046537E+00, 0.1969052E+01, 0.1011722E+01,
 0.2086000E+01, 0.9049166E+00, 0.1969999E+01, 0.1012016E+01,
 0.2088000E+01, 0.9051795E+00, 0.1970949E+01, 0.1012310E+01,
 0.2090000E+01, 0.9054424E+00, 0.1971902E+01, 0.1012604E+01,
 0.2092000E+01, 0.9057053E+00, 0.1972859E+01, 0.1012898E+01,
 0.2094000E+01, 0.9059684E+00, 0.1973819E+01, 0.1013192E+01,
 0.2096000E+01, 0.9062313E+00, 0.1974782E+01, 0.1013486E+01,
 0.2098000E+01, 0.9064944E+00, 0.1975748E+01, 0.1013780E+01,
 0.2100000E+01, 0.9067575E+00, 0.1976717E+01, 0.1014074E+01,
 0.2102000E+01, 0.9070206E+00, 0.1977690E+01, 0.1014369E+01,
 0.2104000E+01, 0.9072837E+00, 0.1978666E+01, 0.1014663E+01,
 0.2106000E+01, 0.9075469E+00, 0.1979645E+01, 0.1014957E+01,
 0.2108000E+01, 0.9078102E+00, 0.1980627E+01, 0.1015252E+01,
 0.2110000E+01, 0.9080734E+00, 0.1981613E+01, 0.1015546E+01,
 0.2112000E+01, 0.9083367E+00, 0.1982601E+01, 0.1015841E+01,
 0.2114000E+01, 0.9086000E+00, 0.1983593E+01, 0.1016135E+01,
 0.2116000E+01, 0.9088634E+00, 0.1984588E+01, 0.1016430E+01,
 0.2118000E+01, 0.9091268E+00, 0.1985586E+01, 0.1016724E+01,
 0.2120000E+01, 0.9093902E+00, 0.1986587E+01, 0.1017019E+01,
 0.2122000E+01, 0.9096537E+00, 0.1987591E+01, 0.1017313E+01,
 0.2124000E+01, 0.9099172E+00, 0.1988598E+01, 0.1017608E+01,
 0.2126000E+01, 0.9101808E+00, 0.1989609E+01, 0.1017903E+01,
 0.2128000E+01, 0.9104444E+00, 0.1990623E+01, 0.1018198E+01,
 0.2130000E+01, 0.9107080E+00, 0.1991639E+01, 0.1018493E+01,
 0.2132000E+01, 0.9109717E+00, 0.1992659E+01, 0.1018787E+01,
 0.2134000E+01, 0.9112355E+00, 0.1993681E+01, 0.1019082E+01,
 0.2136000E+01, 0.9114992E+00, 0.1994707E+01, 0.1019377E+01,
 0.2138000E+01, 0.9117630E+00, 0.1995736E+01, 0.1019672E+01,
 0.2140000E+01, 0.9120268E+00, 0.1996768E+01, 0.1019967E+01,
 0.2142000E+01, 0.9122907E+00, 0.1997803E+01, 0.1020262E+01,
 0.2144000E+01, 0.9125547E+00, 0.1998841E+01, 0.1020558E+01,
 0.2146000E+01, 0.9128186E+00, 0.1999882E+01, 0.1020853E+01,
 0.2148000E+01, 0.9130826E+00, 0.2000926E+01, 0.1021148E+01,
 0.2150000E+01, 0.9133466E+00, 0.2001973E+01, 0.1021443E+01,
 0.2152000E+01, 0.9136108E+00, 0.2003023E+01, 0.1021739E+01,
 0.2154000E+01, 0.9138750E+00, 0.2004076E+01, 0.1022034E+01,
 0.2156000E+01, 0.9141391E+00, 0.2005131E+01, 0.1022330E+01,
 0.2158000E+01, 0.9144034E+00, 0.2006191E+01, 0.1022625E+01,
 0.2160000E+01, 0.9146677E+00, 0.2007252E+01, 0.1022921E+01,
 0.2162000E+01, 0.9149320E+00, 0.2008317E+01, 0.1023216E+01,
 0.2164000E+01, 0.9151964E+00, 0.2009385E+01, 0.1023512E+01,
 0.2166000E+01, 0.9154609E+00, 0.2010456E+01, 0.1023808E+01,
 0.2168000E+01, 0.9157254E+00, 0.2011529E+01, 0.1024104E+01,
 0.2170000E+01, 0.9159899E+00, 0.2012606E+01, 0.1024400E+01,
 0.2172000E+01, 0.9162545E+00, 0.2013685E+01, 0.1024696E+01,
 0.2174000E+01, 0.9165192E+00, 0.2014768E+01, 0.1024992E+01,
 0.2176000E+01, 0.9167839E+00, 0.2015853E+01, 0.1025288E+01,
 0.2178000E+01, 0.9170486E+00, 0.2016941E+01, 0.1025584E+01,
 0.2180000E+01, 0.9173135E+00, 0.2018032E+01, 0.1025880E+01,
 0.2182000E+01, 0.9175784E+00, 0.2019126E+01, 0.1026176E+01,
 0.2184000E+01, 0.9178433E+00, 0.2020223E+01, 0.1026472E+01,
 0.2186000E+01, 0.9181082E+00, 0.2021323E+01, 0.1026769E+01,
 0.2188000E+01, 0.9183733E+00, 0.2022425E+01, 0.1027065E+01,
 0.2190000E+01, 0.9186383E+00, 0.2023531E+01, 0.1027362E+01,
 0.2192000E+01, 0.9189035E+00, 0.2024639E+01, 0.1027658E+01,
 0.2194000E+01, 0.9191687E+00, 0.2025750E+01, 0.1027955E+01,
 0.2196000E+01, 0.9194340E+00, 0.2026864E+01, 0.1028251E+01,
 0.2198000E+01, 0.9196993E+00, 0.2027981E+01, 0.1028548E+01,
 0.2200000E+01, 0.9199647E+00, 0.2029100E+01, 0.1028845E+01,
 0.2202000E+01, 0.9202302E+00, 0.2030223E+01, 0.1029142E+01,
 0.2204000E+01, 0.9204956E+00, 0.2031348E+01, 0.1029438E+01,
 0.2206000E+01, 0.9207612E+00, 0.2032476E+01, 0.1029736E+01,
 0.2208000E+01, 0.9210268E+00, 0.2033607E+01, 0.1030033E+01,
 0.2210000E+01, 0.9212925E+00, 0.2034740E+01, 0.1030330E+01,
 0.2212000E+01, 0.9215582E+00, 0.2035877E+01, 0.1030627E+01,
 0.2214000E+01, 0.9218240E+00, 0.2037016E+01, 0.1030924E+01,
 0.2216000E+01, 0.9220899E+00, 0.2038158E+01, 0.1031222E+01,
 0.2218000E+01, 0.9223558E+00, 0.2039303E+01, 0.1031519E+01,
 0.2220000E+01, 0.9226218E+00, 0.2040450E+01, 0.1031816E+01,
 0.2222000E+01, 0.9228879E+00, 0.2041600E+01, 0.1032114E+01,
 0.2224000E+01, 0.9231541E+00, 0.2042753E+01, 0.1032412E+01,
 0.2226000E+01, 0.9234202E+00, 0.2043909E+01, 0.1032709E+01,
 0.2228000E+01, 0.9236865E+00, 0.2045067E+01, 0.1033007E+01,
 0.2230000E+01, 0.9239528E+00, 0.2046229E+01, 0.1033305E+01,
 0.2232000E+01, 0.9242192E+00, 0.2047393E+01, 0.1033603E+01,
 0.2234000E+01, 0.9244856E+00, 0.2048559E+01, 0.1033901E+01,
 0.2236000E+01, 0.9247522E+00, 0.2049728E+01, 0.1034199E+01,
 0.2238000E+01, 0.9250188E+00, 0.2050901E+01, 0.1034497E+01,
 0.2240000E+01, 0.9252855E+00, 0.2052075E+01, 0.1034795E+01,
 0.2242000E+01, 0.9255522E+00, 0.2053253E+01, 0.1035094E+01,
 0.2244000E+01, 0.9258190E+00, 0.2054433E+01, 0.1035392E+01,
 0.2246000E+01, 0.9260859E+00, 0.2055616E+01, 0.1035691E+01,
 0.2248000E+01, 0.9263529E+00, 0.2056801E+01, 0.1035989E+01,
 0.2250000E+01, 0.9266199E+00, 0.2057990E+01, 0.1036288E+01,
 0.2252000E+01, 0.9268870E+00, 0.2059180E+01, 0.1036586E+01,
 0.2254000E+01, 0.9271542E+00, 0.2060374E+01, 0.1036885E+01,
 0.2256000E+01, 0.9274215E+00, 0.2061570E+01, 0.1037184E+01,
 0.2258000E+01, 0.9276888E+00, 0.2062769E+01, 0.1037483E+01,
 0.2260000E+01, 0.9279562E+00, 0.2063971E+01, 0.1037782E+01,
 0.2262000E+01, 0.9282237E+00, 0.2065175E+01, 0.1038081E+01,
 0.2264000E+01, 0.9284912E+00, 0.2066381E+01, 0.1038381E+01,
 0.2266000E+01, 0.9287589E+00, 0.2067591E+01, 0.1038680E+01,
 0.2268000E+01, 0.9290267E+00, 0.2068803E+01, 0.1038979E+01,
 0.2270000E+01, 0.9292944E+00, 0.2070018E+01, 0.1039279E+01,
 0.2272000E+01, 0.9295624E+00, 0.2071235E+01, 0.1039578E+01,
 0.2274000E+01, 0.9298303E+00, 0.2072455E+01, 0.1039878E+01,
 0.2276000E+01, 0.9300984E+00, 0.2073678E+01, 0.1040178E+01,
 0.2278000E+01, 0.9303665E+00, 0.2074903E+01, 0.1040478E+01,
 0.2280000E+01, 0.9306347E+00, 0.2076131E+01, 0.1040778E+01,
 0.2282000E+01, 0.9309030E+00, 0.2077361E+01, 0.1041078E+01,
 0.2284000E+01, 0.9311714E+00, 0.2078594E+01, 0.1041378E+01,
 0.2286000E+01, 0.9314398E+00, 0.2079830E+01, 0.1041678E+01,
 0.2288000E+01, 0.9317084E+00, 0.2081068E+01, 0.1041978E+01,
 0.2290000E+01, 0.9319770E+00, 0.2082309E+01, 0.1042279E+01,
 0.2292000E+01, 0.9322457E+00, 0.2083552E+01, 0.1042579E+01,
 0.2294000E+01, 0.9325145E+00, 0.2084798E+01, 0.1042880E+01,
 0.2296000E+01, 0.9327834E+00, 0.2086047E+01, 0.1043181E+01,
 0.2298000E+01, 0.9330524E+00, 0.2087298E+01, 0.1043481E+01,
 0.2300000E+01, 0.9333215E+00, 0.2088552E+01, 0.1043782E+01,
 0.2302000E+01, 0.9335907E+00, 0.2089808E+01, 0.1044083E+01,
 0.2304000E+01, 0.9338599E+00, 0.2091067E+01, 0.1044385E+01,
 0.2306000E+01, 0.9341293E+00, 0.2092328E+01, 0.1044686E+01,
 0.2308000E+01, 0.9343987E+00, 0.2093592E+01, 0.1044987E+01,
 0.2310000E+01, 0.9346682E+00, 0.2094858E+01, 0.1045289E+01,
 0.2312000E+01, 0.9349379E+00, 0.2096127E+01, 0.1045590E+01,
 0.2314000E+01, 0.9352076E+00, 0.2097399E+01, 0.1045892E+01,
 0.2316000E+01, 0.9354774E+00, 0.2098673E+01, 0.1046193E+01,
 0.2318000E+01, 0.9357473E+00, 0.2099950E+01, 0.1046495E+01,
 0.2320000E+01, 0.9360173E+00, 0.2101229E+01, 0.1046797E+01,
 0.2322000E+01, 0.9362875E+00, 0.2102511E+01, 0.1047099E+01,
 0.2324000E+01, 0.9365577E+00, 0.2103795E+01, 0.1047402E+01,
 0.2326000E+01, 0.9368279E+00, 0.2105082E+01, 0.1047704E+01,
 0.2328000E+01, 0.9370983E+00, 0.2106371E+01, 0.1048006E+01,
 0.2330000E+01, 0.9373688E+00, 0.2107663E+01, 0.1048309E+01,
 0.2332000E+01, 0.9376394E+00, 0.2108958E+01, 0.1048611E+01,
 0.2334000E+01, 0.9379101E+00, 0.2110254E+01, 0.1048914E+01,
 0.2336000E+01, 0.9381808E+00, 0.2111554E+01, 0.1049217E+01,
 0.2338000E+01, 0.9384518E+00, 0.2112856E+01, 0.1049520E+01,
 0.2340000E+01, 0.9387228E+00, 0.2114160E+01, 0.1049823E+01,
 0.2342000E+01, 0.9389939E+00, 0.2115467E+01, 0.1050126E+01,
 0.2344000E+01, 0.9392651E+00, 0.2116776E+01, 0.1050429E+01,
 0.2346000E+01, 0.9395364E+00, 0.2118088E+01, 0.1050733E+01,
 0.2348000E+01, 0.9398078E+00, 0.2119403E+01, 0.1051036E+01,
 0.2350000E+01, 0.9400793E+00, 0.2120719E+01, 0.1051340E+01,
 0.2352000E+01, 0.9403510E+00, 0.2122039E+01, 0.1051644E+01,
 0.2354000E+01, 0.9406227E+00, 0.2123361E+01, 0.1051948E+01,
 0.2356000E+01, 0.9408946E+00, 0.2124685E+01, 0.1052252E+01,
 0.2358000E+01, 0.9411666E+00, 0.2126012E+01, 0.1052556E+01,
 0.2360000E+01, 0.9414386E+00, 0.2127341E+01, 0.1052860E+01,
 0.2362000E+01, 0.9417108E+00, 0.2128673E+01, 0.1053165E+01,
 0.2364000E+01, 0.9419830E+00, 0.2130008E+01, 0.1053469E+01,
 0.2366000E+01, 0.9422554E+00, 0.2131344E+01, 0.1053774E+01,
 0.2368000E+01, 0.9425279E+00, 0.2132684E+01, 0.1054078E+01,
 0.2370000E+01, 0.9428006E+00, 0.2134025E+01, 0.1054383E+01,
 0.2372000E+01, 0.9430733E+00, 0.2135369E+01, 0.1054688E+01,
 0.2374000E+01, 0.9433462E+00, 0.2136716E+01, 0.1054994E+01,
 0.2376000E+01, 0.9436192E+00, 0.2138065E+01, 0.1055299E+01,
 0.2378000E+01, 0.9438922E+00, 0.2139417E+01, 0.1055604E+01,
 0.2380000E+01, 0.9441655E+00, 0.2140771E+01, 0.1055910E+01,
 0.2382000E+01, 0.9444389E+00, 0.2142128E+01, 0.1056216E+01,
 0.2384000E+01, 0.9447123E+00, 0.2143486E+01, 0.1056521E+01,
 0.2386000E+01, 0.9449858E+00, 0.2144848E+01, 0.1056827E+01,
 0.2388000E+01, 0.9452595E+00, 0.2146212E+01, 0.1057133E+01,
 0.2390000E+01, 0.9455333E+00, 0.2147578E+01, 0.1057440E+01,
 0.2392000E+01, 0.9458073E+00, 0.2148947E+01, 0.1057746E+01,
 0.2394000E+01, 0.9460813E+00, 0.2150318E+01, 0.1058052E+01,
 0.2396000E+01, 0.9463555E+00, 0.2151692E+01, 0.1058359E+01,
