@PIN [MW/m^3]  vs r@
X,PIN_1,PIN_2,PIN_3,PIN_4,PIN_5,PIN_6,PIN_7,PIN_8,PIN_9,PIN_10,PIN_11,PIN_12,PIN_13,PIN_14,PIN_15,PIN_16,PIN_17,PIN_18,PIN_19,PIN_20,PIN_21,PIN_22,PIN_23,PIN_24,PIN_25,PIN_26,PIN_27,PIN_28,PIN_29,PIN_30,PIN_31,PIN_32,PIN_33,PIN_34,PIN_35,PIN_36,PIN_37,PIN_38,PIN_39,PIN_40,PIN_41,PIN_42,PIN_43,PIN_44,PIN_45,PIN_46,PIN_47,PIN_48,PIN_49,PIN_50,PIN_51,PIN_52,PIN_53,PIN_54,PIN_55,PIN_56,PIN_57,PIN_58,PIN_59,PIN_60,PIN_61,PIN_62,PIN_63,PIN_64,PIN_65,PIN_66,PIN_67,PIN_68,PIN_69,PIN_70,PIN_71,PIN_72,PIN_73,PIN_74,PIN_75,PIN_76,PIN_77,PIN_78,PIN_79,PIN_80,PIN_81,PIN_82,PIN_83,PIN_84,PIN_85,PIN_86,PIN_87,PIN_88,PIN_89,PIN_90,PIN_91,PIN_92,PIN_93,PIN_94,PIN_95,PIN_96,PIN_97,PIN_98,PIN_99,PIN_100,PIN_101,PIN_102,PIN_103
 0.6900000E+00, 0.1497581E-02, 0.1777284E-02, 0.1529401E-02, 0.1216221E-02, 0.1006048E-02, 0.8761761E-03, 0.7984511E-03, 0.7519101E-03, 0.7221425E-03, 0.7022999E-03, 0.6887843E-03, 0.6789154E-03, 0.6710940E-03, 0.6646673E-03, 0.6594149E-03, 0.6550202E-03, 0.6550202E-03, 0.2979676E-02, 0.2444152E-02, 0.2163243E-02, 0.1910833E-02, 0.1724914E-02, 0.1603756E-02, 0.1528169E-02, 0.1481503E-02, 0.1452656E-02, 0.1434746E-02, 0.1423577E-02, 0.1416588E-02, 0.1412205E-02, 0.1409451E-02, 0.1407718E-02, 0.1406628E-02, 0.1405941E-02, 0.1405509E-02, 0.1405236E-02, 0.1405065E-02, 0.1405065E-02, 0.1404957E-02, 0.1404888E-02, 0.1404845E-02, 0.1404818E-02, 0.1404801E-02, 0.1404791E-02, 0.1404784E-02, 0.1404779E-02, 0.1404777E-02, 0.1404775E-02, 0.1404774E-02, 0.1404773E-02, 0.1404773E-02, 0.1404773E-02, 0.1404773E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02, 0.1404772E-02,
 0.7100000E+00, 0.1499070E-02, 0.1874591E-02, 0.1674343E-02, 0.1383191E-02, 0.1182560E-02, 0.1057467E-02, 0.9822125E-03, 0.9371265E-03, 0.9083337E-03, 0.8891416E-03, 0.8760826E-03, 0.8665727E-03, 0.8590556E-03, 0.8528790E-03, 0.8478301E-03, 0.8436100E-03, 0.8436100E-03, 0.2538091E-02, 0.1982528E-02, 0.1700922E-02, 0.1445472E-02, 0.1253131E-02, 0.1124891E-02, 0.1043227E-02, 0.9919690E-03, 0.9598932E-03, 0.9398065E-03, 0.9272082E-03, 0.9192953E-03, 0.9143197E-03, 0.9111887E-03, 0.9092173E-03, 0.9079757E-03, 0.9071936E-03, 0.9067008E-03, 0.9063903E-03, 0.9061946E-03, 0.9061946E-03, 0.9060713E-03, 0.9059936E-03, 0.9059446E-03, 0.9059138E-03, 0.9058943E-03, 0.9058820E-03, 0.9058743E-03, 0.9058695E-03, 0.9058664E-03, 0.9058645E-03, 0.9058632E-03, 0.9058625E-03, 0.9058620E-03, 0.9058617E-03, 0.9058615E-03, 0.9058614E-03, 0.9058613E-03, 0.9058613E-03, 0.9058612E-03, 0.9058612E-03, 0.9058612E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03, 0.9058611E-03,
 0.7300000E+00, 0.1602445E-02, 0.2079889E-02, 0.1915657E-02, 0.1641511E-02, 0.1447492E-02, 0.1325357E-02, 0.1251481E-02, 0.1207173E-02, 0.1178907E-02, 0.1160064E-02, 0.1147252E-02, 0.1137943E-02, 0.1130601E-02, 0.1124569E-02, 0.1119637E-02, 0.1115518E-02, 0.1115518E-02, 0.2236759E-02, 0.1654944E-02, 0.1369452E-02, 0.1109456E-02, 0.9111472E-03, 0.7772034E-03, 0.6909310E-03, 0.6362910E-03, 0.6018733E-03, 0.5802216E-03, 0.5666005E-03, 0.5580279E-03, 0.5526307E-03, 0.5492315E-03, 0.5470903E-03, 0.5457412E-03, 0.5448912E-03, 0.5443555E-03, 0.5440179E-03, 0.5438052E-03, 0.5438052E-03, 0.5436712E-03, 0.5435867E-03, 0.5435335E-03, 0.5434999E-03, 0.5434788E-03, 0.5434655E-03, 0.5434570E-03, 0.5434518E-03, 0.5434484E-03, 0.5434463E-03, 0.5434450E-03, 0.5434442E-03, 0.5434437E-03, 0.5434433E-03, 0.5434431E-03, 0.5434430E-03, 0.5434429E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03, 0.5434428E-03,
 0.7500000E+00, 0.1738265E-02, 0.2320837E-02, 0.2185976E-02, 0.1928730E-02, 0.1741740E-02, 0.1622812E-02, 0.1550454E-02, 0.1506985E-02, 0.1479270E-02, 0.1460787E-02, 0.1448226E-02, 0.1439116E-02, 0.1431945E-02, 0.1426053E-02, 0.1421234E-02, 0.1417213E-02, 0.1417213E-02, 0.2040748E-02, 0.1431586E-02, 0.1141043E-02, 0.8762216E-03, 0.6727944E-03, 0.5344582E-03, 0.4448306E-03, 0.3878007E-03, 0.3517552E-03, 0.3290263E-03, 0.3147048E-03, 0.3056823E-03, 0.2999980E-03, 0.2964165E-03, 0.2941598E-03, 0.2927378E-03, 0.2918417E-03, 0.2912770E-03, 0.2909211E-03, 0.2906968E-03, 0.2906968E-03, 0.2905555E-03, 0.2904664E-03, 0.2904103E-03, 0.2903749E-03, 0.2903526E-03, 0.2903386E-03, 0.2903297E-03, 0.2903241E-03, 0.2903206E-03, 0.2903184E-03, 0.2903170E-03, 0.2903161E-03, 0.2903156E-03, 0.2903152E-03, 0.2903150E-03, 0.2903149E-03, 0.2903148E-03, 0.2903147E-03, 0.2903147E-03, 0.2903147E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03, 0.2903146E-03,
 0.7700000E+00, 0.2015895E-02, 0.2726840E-02, 0.2613057E-02, 0.2366605E-02, 0.2182657E-02, 0.2064379E-02, 0.1991967E-02, 0.1948373E-02, 0.1920579E-02, 0.1902035E-02, 0.1889434E-02, 0.1880308E-02, 0.1873136E-02, 0.1867243E-02, 0.1862422E-02, 0.1858401E-02, 0.1858401E-02, 0.2006489E-02, 0.1354285E-02, 0.1051074E-02, 0.7751553E-03, 0.5626120E-03, 0.4177288E-03, 0.3236576E-03, 0.2636931E-03, 0.2257415E-03, 0.2017877E-03, 0.1866846E-03, 0.1771657E-03, 0.1711670E-03, 0.1673867E-03, 0.1650045E-03, 0.1635033E-03, 0.1625572E-03, 0.1619610E-03, 0.1615852E-03, 0.1613485E-03, 0.1613485E-03, 0.1611992E-03, 0.1611052E-03, 0.1610459E-03, 0.1610086E-03, 0.1609850E-03, 0.1609702E-03, 0.1609608E-03, 0.1609550E-03, 0.1609512E-03, 0.1609489E-03, 0.1609474E-03, 0.1609465E-03, 0.1609459E-03, 0.1609456E-03, 0.1609453E-03, 0.1609452E-03, 0.1609451E-03, 0.1609450E-03, 0.1609450E-03, 0.1609450E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03, 0.1609449E-03,
 0.7900000E+00, 0.2495608E-02, 0.3378873E-02, 0.3279320E-02, 0.3036489E-02, 0.2850446E-02, 0.2729410E-02, 0.2654811E-02, 0.2609777E-02, 0.2581052E-02, 0.2561874E-02, 0.2548839E-02, 0.2539411E-02, 0.2532010E-02, 0.2525928E-02, 0.2520951E-02, 0.2516801E-02, 0.2516801E-02, 0.2180554E-02, 0.1458670E-02, 0.1130466E-02, 0.8326973E-03, 0.6033342E-03, 0.4470642E-03, 0.3456341E-03, 0.2809861E-03, 0.2400701E-03, 0.2142442E-03, 0.1979601E-03, 0.1876964E-03, 0.1812282E-03, 0.1771520E-03, 0.1745833E-03, 0.1729645E-03, 0.1719444E-03, 0.1713014E-03, 0.1708963E-03, 0.1706410E-03, 0.1706410E-03, 0.1704801E-03, 0.1703787E-03, 0.1703147E-03, 0.1702745E-03, 0.1702491E-03, 0.1702331E-03, 0.1702230E-03, 0.1702166E-03, 0.1702126E-03, 0.1702101E-03, 0.1702085E-03, 0.1702075E-03, 0.1702069E-03, 0.1702065E-03, 0.1702063E-03, 0.1702061E-03, 0.1702060E-03, 0.1702059E-03, 0.1702059E-03, 0.1702059E-03, 0.1702059E-03, 0.1702059E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03, 0.1702058E-03,
 0.8100000E+00, 0.3086454E-02, 0.4179477E-02, 0.4091512E-02, 0.3852560E-02, 0.3664721E-02, 0.3540962E-02, 0.3464117E-02, 0.3417570E-02, 0.3387848E-02, 0.3367984E-02, 0.3354478E-02, 0.3344715E-02, 0.3337059E-02, 0.3330766E-02, 0.3325614E-02, 0.3321320E-02, 0.3321320E-02, 0.2526110E-02, 0.1716375E-02, 0.1354405E-02, 0.1026817E-02, 0.7746840E-03, 0.6031544E-03, 0.4919652E-03, 0.4211621E-03, 0.3763771E-03, 0.3481198E-03, 0.3303069E-03, 0.3190812E-03, 0.3120075E-03, 0.3075499E-03, 0.3047410E-03, 0.3029708E-03, 0.3018553E-03, 0.3011523E-03, 0.3007093E-03, 0.3004301E-03, 0.3004301E-03, 0.3002542E-03, 0.3001433E-03, 0.3000734E-03, 0.3000294E-03, 0.3000016E-03, 0.2999841E-03, 0.2999731E-03, 0.2999661E-03, 0.2999618E-03, 0.2999590E-03, 0.2999573E-03, 0.2999562E-03, 0.2999555E-03, 0.2999550E-03, 0.2999548E-03, 0.2999546E-03, 0.2999545E-03, 0.2999544E-03, 0.2999544E-03, 0.2999544E-03, 0.2999544E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03, 0.2999543E-03,
 0.8300000E+00, 0.3333601E-02, 0.4575416E-02, 0.4503011E-02, 0.4287315E-02, 0.4113582E-02, 0.3997601E-02, 0.3925011E-02, 0.3880866E-02, 0.3852633E-02, 0.3833737E-02, 0.3820883E-02, 0.3811593E-02, 0.3804312E-02, 0.3798325E-02, 0.3793422E-02, 0.3789336E-02, 0.3789336E-02, 0.2738284E-02, 0.1885086E-02, 0.1507098E-02, 0.1164996E-02, 0.9014875E-03, 0.7222692E-03, 0.6061597E-03, 0.5322587E-03, 0.4855304E-03, 0.4560538E-03, 0.4374751E-03, 0.4257680E-03, 0.4183913E-03, 0.4137431E-03, 0.4108140E-03, 0.4089682E-03, 0.4078051E-03, 0.4070720E-03, 0.4066101E-03, 0.4063190E-03, 0.4063190E-03, 0.4061355E-03, 0.4060199E-03, 0.4059470E-03, 0.4059011E-03, 0.4058722E-03, 0.4058539E-03, 0.4058425E-03, 0.4058352E-03, 0.4058307E-03, 0.4058278E-03, 0.4058260E-03, 0.4058248E-03, 0.4058241E-03, 0.4058236E-03, 0.4058233E-03, 0.4058232E-03, 0.4058231E-03, 0.4058230E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03, 0.4058229E-03,
 0.8500000E+00, 0.3160309E-02, 0.4441734E-02, 0.4387125E-02, 0.4211553E-02, 0.4066855E-02, 0.3968942E-02, 0.3907144E-02, 0.3869392E-02, 0.3845196E-02, 0.3828977E-02, 0.3817933E-02, 0.3809952E-02, 0.3803698E-02, 0.3798553E-02, 0.3794338E-02, 0.3790825E-02, 0.3790825E-02, 0.2709916E-02, 0.1873747E-02, 0.1504251E-02, 0.1169395E-02, 0.9110918E-03, 0.7353335E-03, 0.6214574E-03, 0.5489803E-03, 0.5031547E-03, 0.4742489E-03, 0.4560305E-03, 0.4445507E-03, 0.4373173E-03, 0.4327594E-03, 0.4298874E-03, 0.4280775E-03, 0.4269369E-03, 0.4262182E-03, 0.4257652E-03, 0.4254798E-03, 0.4254798E-03, 0.4252999E-03, 0.4251865E-03, 0.4251150E-03, 0.4250700E-03, 0.4250416E-03, 0.4250238E-03, 0.4250125E-03, 0.4250054E-03, 0.4250009E-03, 0.4249981E-03, 0.4249963E-03, 0.4249952E-03, 0.4249945E-03, 0.4249940E-03, 0.4249937E-03, 0.4249936E-03, 0.4249935E-03, 0.4249934E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03, 0.4249933E-03,
 0.8700000E+00, 0.2592510E-02, 0.3767834E-02, 0.3731729E-02, 0.3608000E-02, 0.3503544E-02, 0.3431770E-02, 0.3386029E-02, 0.3357932E-02, 0.3339873E-02, 0.3327742E-02, 0.3319472E-02, 0.3313493E-02, 0.3308807E-02, 0.3304951E-02, 0.3301790E-02, 0.3299154E-02, 0.3299154E-02, 0.2406810E-02, 0.1654079E-02, 0.1318678E-02, 0.1013741E-02, 0.7781885E-03, 0.6179045E-03, 0.5140773E-03, 0.4480076E-03, 0.4062380E-03, 0.3798925E-03, 0.3632885E-03, 0.3528263E-03, 0.3462342E-03, 0.3420804E-03, 0.3394630E-03, 0.3378136E-03, 0.3367742E-03, 0.3361191E-03, 0.3357064E-03, 0.3354462E-03, 0.3354462E-03, 0.3352823E-03, 0.3351789E-03, 0.3351138E-03, 0.3350728E-03, 0.3350470E-03, 0.3350307E-03, 0.3350204E-03, 0.3350139E-03, 0.3350098E-03, 0.3350073E-03, 0.3350056E-03, 0.3350046E-03, 0.3350040E-03, 0.3350036E-03, 0.3350033E-03, 0.3350032E-03, 0.3350030E-03, 0.3350030E-03, 0.3350030E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03, 0.3350029E-03,
 0.8900000E+00, 0.5515086E-02, 0.7450550E-02, 0.7410083E-02, 0.7263351E-02, 0.7136144E-02, 0.7047168E-02, 0.6989819E-02, 0.6954358E-02, 0.6931482E-02, 0.6916077E-02, 0.6905558E-02, 0.6897948E-02, 0.6891981E-02, 0.6887067E-02, 0.6883036E-02, 0.6879675E-02, 0.6879675E-02, 0.5135157E-02, 0.3927687E-02, 0.3380218E-02, 0.2880429E-02, 0.2495010E-02, 0.2234076E-02, 0.2065907E-02, 0.1959308E-02, 0.1892098E-02, 0.1849781E-02, 0.1823142E-02, 0.1806369E-02, 0.1795806E-02, 0.1789152E-02, 0.1784959E-02, 0.1782318E-02, 0.1780653E-02, 0.1779605E-02, 0.1778944E-02, 0.1778527E-02, 0.1778527E-02, 0.1778265E-02, 0.1778099E-02, 0.1777995E-02, 0.1777929E-02, 0.1777888E-02, 0.1777862E-02, 0.1777845E-02, 0.1777835E-02, 0.1777828E-02, 0.1777824E-02, 0.1777822E-02, 0.1777820E-02, 0.1777819E-02, 0.1777818E-02, 0.1777818E-02, 0.1777818E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02, 0.1777817E-02,
 0.9100000E+00, 0.2816532E-01, 0.3539182E-01, 0.3529207E-01, 0.3491392E-01, 0.3457741E-01, 0.3433765E-01, 0.3418125E-01, 0.3408384E-01, 0.3402074E-01, 0.3397812E-01, 0.3394897E-01, 0.3392786E-01, 0.3391130E-01, 0.3389765E-01, 0.3388644E-01, 0.3387710E-01, 0.3387710E-01, 0.2685421E-01, 0.2239659E-01, 0.2029097E-01, 0.1833045E-01, 0.1679971E-01, 0.1575781E-01, 0.1508526E-01, 0.1465891E-01, 0.1439019E-01, 0.1422106E-01, 0.1411462E-01, 0.1404762E-01, 0.1400543E-01, 0.1397885E-01, 0.1396211E-01, 0.1395156E-01, 0.1394492E-01, 0.1394073E-01, 0.1393809E-01, 0.1393643E-01, 0.1393643E-01, 0.1393538E-01, 0.1393472E-01, 0.1393430E-01, 0.1393404E-01, 0.1393387E-01, 0.1393377E-01, 0.1393370E-01, 0.1393366E-01, 0.1393364E-01, 0.1393362E-01, 0.1393361E-01, 0.1393360E-01, 0.1393360E-01, 0.1393360E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01, 0.1393359E-01,
