@BETAPa,BETAP0  vs t@
X,BETAPa,BETAP0
 0.2088000E+02, 0.8983485E+00, 0.5186552E+01,
 0.2090000E+02, 0.8994204E+00, 0.5193357E+01,
 0.2092000E+02, 0.9004846E+00, 0.5200114E+01,
 0.2094000E+02, 0.9015412E+00, 0.5206825E+01,
 0.2096000E+02, 0.9025902E+00, 0.5213490E+01,
 0.2098000E+02, 0.9036317E+00, 0.5220109E+01,
 0.2100000E+02, 0.9046656E+00, 0.5226681E+01,
 0.2102000E+02, 0.9056920E+00, 0.5233208E+01,
 0.2104000E+02, 0.9067110E+00, 0.5239689E+01,
 0.2106000E+02, 0.9077226E+00, 0.5246125E+01,
 0.2108000E+02, 0.9087268E+00, 0.5252516E+01,
 0.2110000E+02, 0.9097236E+00, 0.5258862E+01,
 0.2112000E+02, 0.9107133E+00, 0.5265163E+01,
 0.2114000E+02, 0.9116955E+00, 0.5271420E+01,
 0.2116000E+02, 0.9126706E+00, 0.5277633E+01,
 0.2118000E+02, 0.9136384E+00, 0.5283801E+01,
 0.2120000E+02, 0.9145992E+00, 0.5289926E+01,
 0.2122000E+02, 0.9155527E+00, 0.5296006E+01,
 0.2124000E+02, 0.9164993E+00, 0.5302043E+01,
 0.2126000E+02, 0.9174387E+00, 0.5308038E+01,
 0.2128000E+02, 0.9183712E+00, 0.5313989E+01,
 0.2130000E+02, 0.9192967E+00, 0.5319897E+01,
 0.2132000E+02, 0.9202152E+00, 0.5325763E+01,
 0.2134000E+02, 0.9211269E+00, 0.5331586E+01,
 0.2136000E+02, 0.9220317E+00, 0.5337368E+01,
 0.2138000E+02, 0.9229297E+00, 0.5343107E+01,
 0.2140000E+02, 0.9238209E+00, 0.5348804E+01,
 0.2142000E+02, 0.9247054E+00, 0.5354460E+01,
 0.2144000E+02, 0.9255831E+00, 0.5360075E+01,
 0.2146000E+02, 0.9264542E+00, 0.5365648E+01,
 0.2148000E+02, 0.9273187E+00, 0.5371181E+01,
 0.2150000E+02, 0.9281766E+00, 0.5376673E+01,
 0.2152000E+02, 0.9290279E+00, 0.5382125E+01,
 0.2154000E+02, 0.9298728E+00, 0.5387536E+01,
 0.2156000E+02, 0.9307111E+00, 0.5392908E+01,
 0.2158000E+02, 0.9315430E+00, 0.5398239E+01,
 0.2160000E+02, 0.9323685E+00, 0.5403531E+01,
 0.2162000E+02, 0.9331876E+00, 0.5408784E+01,
 0.2164000E+02, 0.9340004E+00, 0.5413998E+01,
 0.2166000E+02, 0.9348069E+00, 0.5419172E+01,
 0.2168000E+02, 0.9356073E+00, 0.5424308E+01,
 0.2170000E+02, 0.9364013E+00, 0.5429406E+01,
 0.2172000E+02, 0.9371892E+00, 0.5434465E+01,
 0.2174000E+02, 0.9379710E+00, 0.5439487E+01,
 0.2176000E+02, 0.9387466E+00, 0.5444470E+01,
 0.2178000E+02, 0.9395162E+00, 0.5449416E+01,
 0.2180000E+02, 0.9402798E+00, 0.5454324E+01,
 0.2182000E+02, 0.9410374E+00, 0.5459195E+01,
 0.2184000E+02, 0.9417891E+00, 0.5464030E+01,
 0.2186000E+02, 0.9425349E+00, 0.5468827E+01,
 0.2188000E+02, 0.9432747E+00, 0.5473588E+01,
 0.2190000E+02, 0.9440088E+00, 0.5478313E+01,
 0.2192000E+02, 0.9447370E+00, 0.5483002E+01,
 0.2194000E+02, 0.9454595E+00, 0.5487655E+01,
 0.2196000E+02, 0.9461762E+00, 0.5492272E+01,
 0.2198000E+02, 0.9468873E+00, 0.5496853E+01,
 0.2200000E+02, 0.9475927E+00, 0.5501400E+01,
 0.2202000E+02, 0.9482926E+00, 0.5505911E+01,
 0.2204000E+02, 0.9489868E+00, 0.5510388E+01,
 0.2206000E+02, 0.9496755E+00, 0.5514830E+01,
 0.2208000E+02, 0.9503587E+00, 0.5519238E+01,
 0.2210000E+02, 0.9510365E+00, 0.5523612E+01,
 0.2212000E+02, 0.9517087E+00, 0.5527951E+01,
 0.2214000E+02, 0.9523757E+00, 0.5532258E+01,
 0.2216000E+02, 0.9530372E+00, 0.5536530E+01,
 0.2218000E+02, 0.9536934E+00, 0.5540769E+01,
 0.2220000E+02, 0.9543444E+00, 0.5544975E+01,
 0.2222000E+02, 0.9549901E+00, 0.5549148E+01,
 0.2224000E+02, 0.9556306E+00, 0.5553288E+01,
 0.2226000E+02, 0.9562659E+00, 0.5557396E+01,
 0.2228000E+02, 0.9568961E+00, 0.5561472E+01,
 0.2230000E+02, 0.9575211E+00, 0.5565516E+01,
 0.2232000E+02, 0.9581411E+00, 0.5569528E+01,
 0.2234000E+02, 0.9587561E+00, 0.5573508E+01,
 0.2236000E+02, 0.9593660E+00, 0.5577457E+01,
 0.2238000E+02, 0.9599710E+00, 0.5581375E+01,
 0.2240000E+02, 0.9605711E+00, 0.5585261E+01,
 0.2242000E+02, 0.9611663E+00, 0.5589117E+01,
 0.2244000E+02, 0.9617565E+00, 0.5592942E+01,
 0.2246000E+02, 0.9623420E+00, 0.5596737E+01,
 0.2248000E+02, 0.9629226E+00, 0.5600502E+01,
 0.2250000E+02, 0.9634986E+00, 0.5604236E+01,
 0.2252000E+02, 0.9640697E+00, 0.5607941E+01,
 0.2254000E+02, 0.9646362E+00, 0.5611616E+01,
 0.2256000E+02, 0.9651980E+00, 0.5615262E+01,
 0.2258000E+02, 0.9657553E+00, 0.5618878E+01,
 0.2260000E+02, 0.9663079E+00, 0.5622466E+01,
 0.2262000E+02, 0.9668559E+00, 0.5626024E+01,
 0.2264000E+02, 0.9673994E+00, 0.5629554E+01,
 0.2266000E+02, 0.9679384E+00, 0.5633056E+01,
 0.2268000E+02, 0.9684730E+00, 0.5636529E+01,
 0.2270000E+02, 0.9690031E+00, 0.5639975E+01,
 0.2272000E+02, 0.9695289E+00, 0.5643393E+01,
 0.2274000E+02, 0.9700502E+00, 0.5646783E+01,
 0.2276000E+02, 0.9705673E+00, 0.5650145E+01,
 0.2278000E+02, 0.9710800E+00, 0.5653481E+01,
 0.2280000E+02, 0.9715885E+00, 0.5656789E+01,
 0.2282000E+02, 0.9720927E+00, 0.5660070E+01,
 0.2284000E+02, 0.9725927E+00, 0.5663325E+01,
 0.2286000E+02, 0.9730886E+00, 0.5666553E+01,
 0.2288000E+02, 0.9735802E+00, 0.5669755E+01,
 0.2290000E+02, 0.9740679E+00, 0.5672931E+01,
 0.2292000E+02, 0.9745513E+00, 0.5676080E+01,
 0.2294000E+02, 0.9750308E+00, 0.5679204E+01,
 0.2296000E+02, 0.9755062E+00, 0.5682303E+01,
 0.2298000E+02, 0.9759777E+00, 0.5685376E+01,
 0.2300000E+02, 0.9764451E+00, 0.5688424E+01,
 0.2302000E+02, 0.9769087E+00, 0.5691447E+01,
 0.2304000E+02, 0.9773683E+00, 0.5694445E+01,
 0.2306000E+02, 0.9778241E+00, 0.5697418E+01,
 0.2308000E+02, 0.9782760E+00, 0.5700367E+01,
 0.2310000E+02, 0.9787241E+00, 0.5703291E+01,
 0.2312000E+02, 0.9791685E+00, 0.5706192E+01,
 0.2314000E+02, 0.9796090E+00, 0.5709068E+01,
 0.2316000E+02, 0.9800459E+00, 0.5711921E+01,
 0.2318000E+02, 0.9804790E+00, 0.5714750E+01,
 0.2320000E+02, 0.9809085E+00, 0.5717556E+01,
 0.2322000E+02, 0.9813343E+00, 0.5720338E+01,
 0.2324000E+02, 0.9817566E+00, 0.5723097E+01,
 0.2326000E+02, 0.9821752E+00, 0.5725834E+01,
 0.2328000E+02, 0.9825903E+00, 0.5728547E+01,
 0.2330000E+02, 0.9830018E+00, 0.5731238E+01,
 0.2332000E+02, 0.9834099E+00, 0.5733907E+01,
 0.2334000E+02, 0.9838145E+00, 0.5736553E+01,
 0.2336000E+02, 0.9842156E+00, 0.5739178E+01,
 0.2338000E+02, 0.9846133E+00, 0.5741780E+01,
 0.2340000E+02, 0.9850076E+00, 0.5744360E+01,
 0.2342000E+02, 0.9853985E+00, 0.5746920E+01,
 0.2344000E+02, 0.9857861E+00, 0.5749457E+01,
 0.2346000E+02, 0.9861704E+00, 0.5751974E+01,
 0.2348000E+02, 0.9865514E+00, 0.5754469E+01,
 0.2350000E+02, 0.9869291E+00, 0.5756943E+01,
 0.2352000E+02, 0.9873036E+00, 0.5759397E+01,
 0.2354000E+02, 0.9876749E+00, 0.5761829E+01,
 0.2356000E+02, 0.9880430E+00, 0.5764242E+01,
 0.2358000E+02, 0.9884079E+00, 0.5766634E+01,
 0.2360000E+02, 0.9887697E+00, 0.5769006E+01,
 0.2362000E+02, 0.9891284E+00, 0.5771358E+01,
 0.2364000E+02, 0.9894840E+00, 0.5773690E+01,
 0.2366000E+02, 0.9898366E+00, 0.5776002E+01,
 0.2368000E+02, 0.9901860E+00, 0.5778295E+01,
 0.2370000E+02, 0.9905325E+00, 0.5780569E+01,
 0.2372000E+02, 0.9908760E+00, 0.5782823E+01,
 0.2374000E+02, 0.9912166E+00, 0.5785058E+01,
 0.2376000E+02, 0.9915542E+00, 0.5787274E+01,
 0.2378000E+02, 0.9918888E+00, 0.5789471E+01,
 0.2380000E+02, 0.9922206E+00, 0.5791650E+01,
 0.2382000E+02, 0.9925495E+00, 0.5793810E+01,
 0.2384000E+02, 0.9928756E+00, 0.5795952E+01,
 0.2386000E+02, 0.9931989E+00, 0.5798075E+01,
 0.2388000E+02, 0.9935193E+00, 0.5800181E+01,
 0.2390000E+02, 0.9938369E+00, 0.5802269E+01,
 0.2392000E+02, 0.9941519E+00, 0.5804338E+01,
 0.2394000E+02, 0.9944640E+00, 0.5806390E+01,
 0.2396000E+02, 0.9947735E+00, 0.5808425E+01,
 0.2398000E+02, 0.9950803E+00, 0.5810442E+01,
 0.2400000E+02, 0.9953844E+00, 0.5812442E+01,
 0.2402000E+02, 0.9956858E+00, 0.5814425E+01,
 0.2404000E+02, 0.9959847E+00, 0.5816391E+01,
 0.2406000E+02, 0.9962809E+00, 0.5818339E+01,
 0.2408000E+02, 0.9965746E+00, 0.5820272E+01,
 0.2410000E+02, 0.9968656E+00, 0.5822187E+01,
 0.2412000E+02, 0.9971542E+00, 0.5824087E+01,
 0.2414000E+02, 0.9974403E+00, 0.5825970E+01,
 0.2416000E+02, 0.9977238E+00, 0.5827837E+01,
 0.2418000E+02, 0.9980049E+00, 0.5829687E+01,
 0.2420000E+02, 0.9982834E+00, 0.5831522E+01,
 0.2422000E+02, 0.9985597E+00, 0.5833341E+01,
 0.2424000E+02, 0.9988334E+00, 0.5835145E+01,
 0.2426000E+02, 0.9991047E+00, 0.5836932E+01,
 0.2428000E+02, 0.9993737E+00, 0.5838705E+01,
 0.2430000E+02, 0.9996403E+00, 0.5840462E+01,
 0.2432000E+02, 0.9999047E+00, 0.5842204E+01,
 0.2434000E+02, 0.1000167E+01, 0.5843931E+01,
 0.2436000E+02, 0.1000426E+01, 0.5845643E+01,
 0.2438000E+02, 0.1000684E+01, 0.5847340E+01,
 0.2440000E+02, 0.1000939E+01, 0.5849022E+01,
 0.2442000E+02, 0.1001192E+01, 0.5850690E+01,
 0.2444000E+02, 0.1001442E+01, 0.5852344E+01,
 0.2446000E+02, 0.1001691E+01, 0.5853982E+01,
 0.2448000E+02, 0.1001937E+01, 0.5855608E+01,
 0.2450000E+02, 0.1002181E+01, 0.5857218E+01,
 0.2452000E+02, 0.1002423E+01, 0.5858815E+01,
 0.2454000E+02, 0.1002663E+01, 0.5860398E+01,
 0.2456000E+02, 0.1002901E+01, 0.5861968E+01,
 0.2458000E+02, 0.1003137E+01, 0.5863523E+01,
 0.2460000E+02, 0.1003370E+01, 0.5865065E+01,
 0.2462000E+02, 0.1003602E+01, 0.5866593E+01,
 0.2464000E+02, 0.1003831E+01, 0.5868109E+01,
 0.2466000E+02, 0.1004058E+01, 0.5869611E+01,
 0.2468000E+02, 0.1004284E+01, 0.5871100E+01,
 0.2470000E+02, 0.1004507E+01, 0.5872576E+01,
 0.2472000E+02, 0.1004729E+01, 0.5874039E+01,
 0.2474000E+02, 0.1004948E+01, 0.5875490E+01,
 0.2476000E+02, 0.1005166E+01, 0.5876927E+01,
 0.2478000E+02, 0.1005381E+01, 0.5878352E+01,
 0.2480000E+02, 0.1005595E+01, 0.5879765E+01,
 0.2482000E+02, 0.1005807E+01, 0.5881166E+01,
 0.2484000E+02, 0.1006017E+01, 0.5882554E+01,
 0.2486000E+02, 0.1006225E+01, 0.5883929E+01,
 0.2488000E+02, 0.1006431E+01, 0.5885293E+01,
 0.2490000E+02, 0.1006636E+01, 0.5886645E+01,
 0.2492000E+02, 0.1006838E+01, 0.5887985E+01,
 0.2494000E+02, 0.1007039E+01, 0.5889314E+01,
 0.2496000E+02, 0.1007238E+01, 0.5890630E+01,
 0.2498000E+02, 0.1007436E+01, 0.5891936E+01,
 0.2500000E+02, 0.1007631E+01, 0.5893229E+01,
 0.2502000E+02, 0.1007825E+01, 0.5894512E+01,
 0.2504000E+02, 0.1008017E+01, 0.5895782E+01,
 0.2506000E+02, 0.1008207E+01, 0.5897043E+01,
 0.2508000E+02, 0.1008396E+01, 0.5898292E+01,
 0.2510000E+02, 0.1008583E+01, 0.5899529E+01,
 0.2512000E+02, 0.1008768E+01, 0.5900756E+01,
 0.2514000E+02, 0.1008952E+01, 0.5901972E+01,
 0.2516000E+02, 0.1009134E+01, 0.5903178E+01,
 0.2518000E+02, 0.1009314E+01, 0.5904373E+01,
 0.2520000E+02, 0.1009493E+01, 0.5905557E+01,
 0.2522000E+02, 0.1009670E+01, 0.5906731E+01,
 0.2524000E+02, 0.1009846E+01, 0.5907894E+01,
 0.2526000E+02, 0.1010020E+01, 0.5909047E+01,
 0.2528000E+02, 0.1010193E+01, 0.5910191E+01,
 0.2530000E+02, 0.1010364E+01, 0.5911324E+01,
 0.2532000E+02, 0.1010533E+01, 0.5912446E+01,
 0.2534000E+02, 0.1010701E+01, 0.5913559E+01,
 0.2536000E+02, 0.1010868E+01, 0.5914662E+01,
 0.2538000E+02, 0.1011033E+01, 0.5915756E+01,
 0.2540000E+02, 0.1011196E+01, 0.5916840E+01,
 0.2542000E+02, 0.1011358E+01, 0.5917914E+01,
 0.2544000E+02, 0.1011519E+01, 0.5918978E+01,
 0.2546000E+02, 0.1011678E+01, 0.5920033E+01,
 0.2548000E+02, 0.1011836E+01, 0.5921080E+01,
 0.2550000E+02, 0.1011992E+01, 0.5922116E+01,
 0.2552000E+02, 0.1012147E+01, 0.5923143E+01,
 0.2554000E+02, 0.1012300E+01, 0.5924162E+01,
 0.2556000E+02, 0.1012452E+01, 0.5925171E+01,
 0.2558000E+02, 0.1012603E+01, 0.5926171E+01,
 0.2560000E+02, 0.1012753E+01, 0.5927163E+01,
 0.2562000E+02, 0.1012901E+01, 0.5928145E+01,
 0.2564000E+02, 0.1013048E+01, 0.5929120E+01,
 0.2566000E+02, 0.1013193E+01, 0.5930085E+01,
 0.2568000E+02, 0.1013337E+01, 0.5931041E+01,
 0.2570000E+02, 0.1013480E+01, 0.5931990E+01,
 0.2572000E+02, 0.1013622E+01, 0.5932930E+01,
 0.2574000E+02, 0.1013762E+01, 0.5933861E+01,
 0.2576000E+02, 0.1013901E+01, 0.5934784E+01,
 0.2578000E+02, 0.1014039E+01, 0.5935699E+01,
 0.2580000E+02, 0.1014175E+01, 0.5936605E+01,
 0.2582000E+02, 0.1014311E+01, 0.5937504E+01,
 0.2584000E+02, 0.1014445E+01, 0.5938395E+01,
 0.2586000E+02, 0.1014578E+01, 0.5939278E+01,
 0.2588000E+02, 0.1014709E+01, 0.5940152E+01,
 0.2590000E+02, 0.1014840E+01, 0.5941020E+01,
 0.2592000E+02, 0.1014969E+01, 0.5941879E+01,
 0.2594000E+02, 0.1015098E+01, 0.5942730E+01,
 0.2596000E+02, 0.1015225E+01, 0.5943574E+01,
 0.2598000E+02, 0.1015351E+01, 0.5944411E+01,
 0.2600000E+02, 0.1015475E+01, 0.5945240E+01,
 0.2602000E+02, 0.1015599E+01, 0.5946062E+01,
 0.2604000E+02, 0.1015722E+01, 0.5946876E+01,
 0.2606000E+02, 0.1015843E+01, 0.5947683E+01,
 0.2608000E+02, 0.1015963E+01, 0.5948483E+01,
 0.2610000E+02, 0.1016083E+01, 0.5949275E+01,
 0.2612000E+02, 0.1016201E+01, 0.5950061E+01,
 0.2614000E+02, 0.1016318E+01, 0.5950840E+01,
 0.2616000E+02, 0.1016434E+01, 0.5951612E+01,
 0.2618000E+02, 0.1016549E+01, 0.5952376E+01,
 0.2620000E+02, 0.1016663E+01, 0.5953134E+01,
 0.2622000E+02, 0.1016776E+01, 0.5953885E+01,
 0.2624000E+02, 0.1016888E+01, 0.5954629E+01,
 0.2626000E+02, 0.1016999E+01, 0.5955367E+01,
 0.2628000E+02, 0.1017109E+01, 0.5956098E+01,
 0.2630000E+02, 0.1017218E+01, 0.5956822E+01,
 0.2632000E+02, 0.1017326E+01, 0.5957541E+01,
 0.2634000E+02, 0.1017433E+01, 0.5958252E+01,
 0.2636000E+02, 0.1017539E+01, 0.5958958E+01,
 0.2638000E+02, 0.1017644E+01, 0.5959656E+01,
 0.2640000E+02, 0.1017748E+01, 0.5960349E+01,
 0.2642000E+02, 0.1017851E+01, 0.5961035E+01,
 0.2644000E+02, 0.1017953E+01, 0.5961716E+01,
 0.2646000E+02, 0.1018055E+01, 0.5962390E+01,
 0.2648000E+02, 0.1018155E+01, 0.5963058E+01,
 0.2650000E+02, 0.1018255E+01, 0.5963720E+01,
 0.2652000E+02, 0.1018353E+01, 0.5964376E+01,
 0.2654000E+02, 0.1018451E+01, 0.5965026E+01,
 0.2656000E+02, 0.1018548E+01, 0.5965671E+01,
 0.2658000E+02, 0.1018644E+01, 0.5966309E+01,
 0.2660000E+02, 0.1018739E+01, 0.5966942E+01,
 0.2662000E+02, 0.1018833E+01, 0.5967569E+01,
 0.2664000E+02, 0.1018926E+01, 0.5968191E+01,
 0.2666000E+02, 0.1019019E+01, 0.5968807E+01,
 0.2668000E+02, 0.1019111E+01, 0.5969417E+01,
 0.2670000E+02, 0.1019202E+01, 0.5970022E+01,
 0.2672000E+02, 0.1019292E+01, 0.5970622E+01,
 0.2674000E+02, 0.1019381E+01, 0.5971216E+01,
 0.2676000E+02, 0.1019469E+01, 0.5971805E+01,
 0.2678000E+02, 0.1019557E+01, 0.5972388E+01,
 0.2680000E+02, 0.1019644E+01, 0.5972966E+01,
 0.2682000E+02, 0.1019730E+01, 0.5973539E+01,
 0.2684000E+02, 0.1019815E+01, 0.5974107E+01,
 0.2686000E+02, 0.1019899E+01, 0.5974669E+01,
 0.2688000E+02, 0.1019983E+01, 0.5975227E+01,
 0.2690000E+02, 0.1020066E+01, 0.5975780E+01,
 0.2692000E+02, 0.1020148E+01, 0.5976327E+01,
 0.2694000E+02, 0.1020230E+01, 0.5976870E+01,
 0.2696000E+02, 0.1020310E+01, 0.5977407E+01,
 0.2698000E+02, 0.1020390E+01, 0.5977941E+01,
 0.2700000E+02, 0.1020470E+01, 0.5978468E+01,
 0.2702000E+02, 0.1020548E+01, 0.5978992E+01,
 0.2704000E+02, 0.1020626E+01, 0.5979510E+01,
 0.2706000E+02, 0.1020703E+01, 0.5980024E+01,
 0.2708000E+02, 0.1020780E+01, 0.5980534E+01,
 0.2710000E+02, 0.1020855E+01, 0.5981039E+01,
 0.2712000E+02, 0.1020930E+01, 0.5981539E+01,
 0.2714000E+02, 0.1021005E+01, 0.5982034E+01,
 0.2716000E+02, 0.1021078E+01, 0.5982525E+01,
 0.2718000E+02, 0.1021152E+01, 0.5983012E+01,
 0.2720000E+02, 0.1021224E+01, 0.5983494E+01,
 0.2722000E+02, 0.1021296E+01, 0.5983972E+01,
 0.2724000E+02, 0.1021367E+01, 0.5984446E+01,
 0.2726000E+02, 0.1021437E+01, 0.5984915E+01,
 0.2728000E+02, 0.1021507E+01, 0.5985380E+01,
 0.2730000E+02, 0.1021576E+01, 0.5985841E+01,
 0.2732000E+02, 0.1021644E+01, 0.5986298E+01,
 0.2734000E+02, 0.1021712E+01, 0.5986751E+01,
 0.2736000E+02, 0.1021780E+01, 0.5987199E+01,
 0.2738000E+02, 0.1021846E+01, 0.5987643E+01,
 0.2740000E+02, 0.1021912E+01, 0.5988084E+01,
 0.2742000E+02, 0.1021978E+01, 0.5988520E+01,
 0.2744000E+02, 0.1022043E+01, 0.5988953E+01,
 0.2746000E+02, 0.1022107E+01, 0.5989381E+01,
 0.2748000E+02, 0.1022171E+01, 0.5989806E+01,
 0.2750000E+02, 0.1022234E+01, 0.5990227E+01,
 0.2752000E+02, 0.1022296E+01, 0.5990644E+01,
 0.2754000E+02, 0.1022358E+01, 0.5991057E+01,
 0.2756000E+02, 0.1022420E+01, 0.5991467E+01,
 0.2758000E+02, 0.1022480E+01, 0.5991872E+01,
 0.2760000E+02, 0.1022541E+01, 0.5992274E+01,
 0.2762000E+02, 0.1022600E+01, 0.5992673E+01,
 0.2764000E+02, 0.1022660E+01, 0.5993068E+01,
 0.2766000E+02, 0.1022718E+01, 0.5993459E+01,
 0.2768000E+02, 0.1022776E+01, 0.5993847E+01,
 0.2770000E+02, 0.1022834E+01, 0.5994231E+01,
 0.2772000E+02, 0.1022891E+01, 0.5994612E+01,
 0.2774000E+02, 0.1022948E+01, 0.5994989E+01,
 0.2776000E+02, 0.1023004E+01, 0.5995363E+01,
 0.2778000E+02, 0.1023059E+01, 0.5995733E+01,
 0.2780000E+02, 0.1023114E+01, 0.5996100E+01,
 0.2782000E+02, 0.1023169E+01, 0.5996464E+01,
 0.2784000E+02, 0.1023223E+01, 0.5996824E+01,
 0.2786000E+02, 0.1023276E+01, 0.5997182E+01,
 0.2788000E+02, 0.1023329E+01, 0.5997536E+01,
 0.2790000E+02, 0.1023382E+01, 0.5997886E+01,
 0.2792000E+02, 0.1023434E+01, 0.5998234E+01,
 0.2794000E+02, 0.1023486E+01, 0.5998578E+01,
 0.2796000E+02, 0.1023537E+01, 0.5998919E+01,
 0.2798000E+02, 0.1023587E+01, 0.5999258E+01,
 0.2800000E+02, 0.1023638E+01, 0.5999593E+01,
 0.2802000E+02, 0.1023687E+01, 0.5999925E+01,
 0.2804000E+02, 0.1023737E+01, 0.6000254E+01,
 0.2806000E+02, 0.1023785E+01, 0.6000580E+01,
 0.2808000E+02, 0.1023834E+01, 0.6000903E+01,
 0.2810000E+02, 0.1023882E+01, 0.6001223E+01,
 0.2812000E+02, 0.1023929E+01, 0.6001540E+01,
 0.2814000E+02, 0.1023976E+01, 0.6001854E+01,
 0.2816000E+02, 0.1024023E+01, 0.6002166E+01,
 0.2818000E+02, 0.1024069E+01, 0.6002475E+01,
 0.2820000E+02, 0.1024115E+01, 0.6002780E+01,
 0.2822000E+02, 0.1024161E+01, 0.6003084E+01,
 0.2824000E+02, 0.1024205E+01, 0.6003384E+01,
 0.2826000E+02, 0.1024250E+01, 0.6003682E+01,
 0.2828000E+02, 0.1024294E+01, 0.6003976E+01,
 0.2830000E+02, 0.1024338E+01, 0.6004269E+01,
 0.2832000E+02, 0.1024381E+01, 0.6004558E+01,
 0.2834000E+02, 0.1024424E+01, 0.6004845E+01,
 0.2836000E+02, 0.1024467E+01, 0.6005129E+01,
 0.2838000E+02, 0.1024509E+01, 0.6005411E+01,
 0.2840000E+02, 0.1024551E+01, 0.6005690E+01,
 0.2842000E+02, 0.1024592E+01, 0.6005967E+01,
 0.2844000E+02, 0.1024633E+01, 0.6006241E+01,
 0.2846000E+02, 0.1024674E+01, 0.6006512E+01,
 0.2848000E+02, 0.1024714E+01, 0.6006782E+01,
 0.2850000E+02, 0.1024754E+01, 0.6007048E+01,
 0.2852000E+02, 0.1024794E+01, 0.6007312E+01,
 0.2854000E+02, 0.1024833E+01, 0.6007574E+01,
 0.2856000E+02, 0.1024872E+01, 0.6007833E+01,
 0.2858000E+02, 0.1024910E+01, 0.6008090E+01,
 0.2860000E+02, 0.1024948E+01, 0.6008346E+01,
 0.2862000E+02, 0.1024986E+01, 0.6008598E+01,
 0.2864000E+02, 0.1025024E+01, 0.6008848E+01,
 0.2866000E+02, 0.1025061E+01, 0.6009096E+01,
 0.2868000E+02, 0.1025097E+01, 0.6009341E+01,
 0.2870000E+02, 0.1025134E+01, 0.6009584E+01,
 0.2872000E+02, 0.1025170E+01, 0.6009826E+01,
 0.2874000E+02, 0.1025206E+01, 0.6010065E+01,
 0.2876000E+02, 0.1025241E+01, 0.6010302E+01,
 0.2878000E+02, 0.1025276E+01, 0.6010536E+01,
 0.2880000E+02, 0.1025311E+01, 0.6010768E+01,
 0.2882000E+02, 0.1025346E+01, 0.6010999E+01,
 0.2884000E+02, 0.1025380E+01, 0.6011227E+01,
 0.2886000E+02, 0.1025414E+01, 0.6011453E+01,
 0.2888000E+02, 0.1025447E+01, 0.6011677E+01,
 0.2890000E+02, 0.1025480E+01, 0.6011899E+01,
 0.2892000E+02, 0.1025513E+01, 0.6012119E+01,
 0.2894000E+02, 0.1025546E+01, 0.6012337E+01,
 0.2896000E+02, 0.1025578E+01, 0.6012553E+01,
 0.2898000E+02, 0.1025610E+01, 0.6012767E+01,
 0.2900000E+02, 0.1025642E+01, 0.6012980E+01,
 0.2902000E+02, 0.1025673E+01, 0.6013189E+01,
 0.2904000E+02, 0.1025705E+01, 0.6013398E+01,
 0.2906000E+02, 0.1025735E+01, 0.6013604E+01,
 0.2908000E+02, 0.1025766E+01, 0.6013809E+01,
 0.2910000E+02, 0.1025796E+01, 0.6014011E+01,
 0.2912000E+02, 0.1025826E+01, 0.6014212E+01,
 0.2914000E+02, 0.1025856E+01, 0.6014411E+01,
 0.2916000E+02, 0.1025886E+01, 0.6014608E+01,
 0.2918000E+02, 0.1025915E+01, 0.6014803E+01,
 0.2920000E+02, 0.1025944E+01, 0.6014997E+01,
 0.2922000E+02, 0.1025973E+01, 0.6015188E+01,
 0.2924000E+02, 0.1026001E+01, 0.6015378E+01,
 0.2926000E+02, 0.1026029E+01, 0.6015567E+01,
 0.2928000E+02, 0.1026057E+01, 0.6015753E+01,
 0.2930000E+02, 0.1026085E+01, 0.6015938E+01,
 0.2932000E+02, 0.1026112E+01, 0.6016121E+01,
 0.2934000E+02, 0.1026139E+01, 0.6016303E+01,
 0.2936000E+02, 0.1026166E+01, 0.6016482E+01,
 0.2938000E+02, 0.1026193E+01, 0.6016661E+01,
 0.2940000E+02, 0.1026219E+01, 0.6016837E+01,
 0.2942000E+02, 0.1026245E+01, 0.6017012E+01,
 0.2944000E+02, 0.1026271E+01, 0.6017185E+01,
 0.2946000E+02, 0.1026297E+01, 0.6017357E+01,
 0.2948000E+02, 0.1026322E+01, 0.6017527E+01,
 0.2950000E+02, 0.1026348E+01, 0.6017696E+01,
 0.2952000E+02, 0.1026373E+01, 0.6017863E+01,
 0.2954000E+02, 0.1026397E+01, 0.6018029E+01,
 0.2956000E+02, 0.1026422E+01, 0.6018193E+01,
 0.2958000E+02, 0.1026446E+01, 0.6018355E+01,
 0.2960000E+02, 0.1026470E+01, 0.6018516E+01,
 0.2962000E+02, 0.1026494E+01, 0.6018676E+01,
 0.2964000E+02, 0.1026518E+01, 0.6018834E+01,
 0.2966000E+02, 0.1026541E+01, 0.6018991E+01,
 0.2968000E+02, 0.1026565E+01, 0.6019146E+01,
 0.2970000E+02, 0.1026588E+01, 0.6019300E+01,
 0.2972000E+02, 0.1026610E+01, 0.6019452E+01,
 0.2974000E+02, 0.1026633E+01, 0.6019603E+01,
 0.2976000E+02, 0.1026655E+01, 0.6019753E+01,
 0.2978000E+02, 0.1026677E+01, 0.6019901E+01,
 0.2980000E+02, 0.1026700E+01, 0.6020048E+01,
 0.2982000E+02, 0.1026721E+01, 0.6020194E+01,
 0.2984000E+02, 0.1026743E+01, 0.6020338E+01,
 0.2986000E+02, 0.1026764E+01, 0.6020481E+01,
