theta_rad / psi_index,   1,   2,   3,   4,   5,   6,   7,   8,   9,  10,  11,  12,  13,  14,  15,  16,  17,  18,  19,  20,  21,  22,  23,  24,  25,  26,  27,  28,  29,  30,  31,  32,  33,  34,  35,  36,  37,  38,  39,  40,  41,  42,  43,  44,  45,  46,  47,  48,  49,  50
  0.19634954E+01,  0.85609226E+01,  0.85396042E+01,  0.85159426E+01,  0.84897394E+01,  0.84616919E+01,  0.84322920E+01,  0.84019394E+01,  0.83708754E+01,  0.83389063E+01,  0.83058519E+01,  0.82714825E+01,  0.82355957E+01,  0.81981335E+01,  0.81590633E+01,  0.81182842E+01,  0.80758419E+01,  0.80320206E+01,  0.79867806E+01,  0.79394083E+01,  0.78907690E+01,  0.78414612E+01,  0.77907772E+01,  0.77460451E+01,  0.77068195E+01,  0.76667490E+01,  0.76240921E+01,  0.75789175E+01,  0.75308189E+01,  0.74796305E+01,  0.74251714E+01,  0.73671417E+01,  0.73051891E+01,  0.72388926E+01,  0.71677117E+01,  0.70909524E+01,  0.70076761E+01,  0.69165764E+01,  0.68158607E+01,  0.67031221E+01,  0.65740118E+01,  0.64212127E+01,  0.62314081E+01,  0.59828844E+01,  0.57230935E+01,  0.56759014E+01,  0.56287098E+01,  0.55815177E+01,  0.55343256E+01,  0.54871340E+01,  0.54399419E+01
  0.20616702E+01,  0.85609226E+01,  0.85357552E+01,  0.85081120E+01,  0.84777470E+01,  0.84453630E+01,  0.84115295E+01,  0.83766356E+01,  0.83409681E+01,  0.83043661E+01,  0.82665977E+01,  0.82274532E+01,  0.81867104E+01,  0.81442795E+01,  0.81001301E+01,  0.80541887E+01,  0.80064869E+01,  0.79572892E+01,  0.79065790E+01,  0.78537130E+01,  0.77994752E+01,  0.77444263E+01,  0.76874118E+01,  0.76368728E+01,  0.75925655E+01,  0.75473413E+01,  0.74993935E+01,  0.74488478E+01,  0.73952932E+01,  0.73385701E+01,  0.72784801E+01,  0.72147274E+01,  0.71469646E+01,  0.70747819E+01,  0.69976578E+01,  0.69149394E+01,  0.68257575E+01,  0.67289352E+01,  0.66229105E+01,  0.65056739E+01,  0.63736835E+01,  0.62213445E+01,  0.60396194E+01,  0.58119135E+01,  0.55716987E+01,  0.55219893E+01,  0.54722795E+01,  0.54225702E+01,  0.53728604E+01,  0.53231511E+01,  0.52734413E+01
  0.21598449E+01,  0.85609226E+01,  0.85323744E+01,  0.85012465E+01,  0.84672499E+01,  0.84310560E+01,  0.83933115E+01,  0.83543997E+01,  0.83146210E+01,  0.82738876E+01,  0.82319221E+01,  0.81885204E+01,  0.81434565E+01,  0.80966206E+01,  0.80479603E+01,  0.79974217E+01,  0.79450622E+01,  0.78911219E+01,  0.78356061E+01,  0.77778530E+01,  0.77184563E+01,  0.76581640E+01,  0.75960975E+01,  0.75406008E+01,  0.74914012E+01,  0.74412160E+01,  0.73885145E+01,  0.73332629E+01,  0.72750311E+01,  0.72136645E+01,  0.71489706E+01,  0.70806704E+01,  0.70084419E+01,  0.69319110E+01,  0.68506093E+01,  0.67639623E+01,  0.66712241E+01,  0.65714025E+01,  0.64632220E+01,  0.63450890E+01,  0.62141695E+01,  0.60661349E+01,  0.58945580E+01,  0.56855779E+01,  0.54637027E+01,  0.54121976E+01,  0.53606920E+01,  0.53091865E+01,  0.52576809E+01,  0.52061753E+01,  0.51546698E+01
  0.22580197E+01,  0.85609226E+01,  0.85294342E+01,  0.84952812E+01,  0.84581575E+01,  0.84186716E+01,  0.83775234E+01,  0.83351250E+01,  0.82917595E+01,  0.82473946E+01,  0.82017679E+01,  0.81546431E+01,  0.81058102E+01,  0.80551405E+01,  0.80025711E+01,  0.79480548E+01,  0.78916688E+01,  0.78336573E+01,  0.77740078E+01,  0.77121215E+01,  0.76484528E+01,  0.75837440E+01,  0.75171866E+01,  0.74571595E+01,  0.74035535E+01,  0.73490582E+01,  0.72922139E+01,  0.72329268E+01,  0.71707916E+01,  0.71056552E+01,  0.70373397E+01,  0.69655938E+01,  0.68901305E+01,  0.68106222E+01,  0.67266665E+01,  0.66377769E+01,  0.65433354E+01,  0.64425273E+01,  0.63343225E+01,  0.62174449E+01,  0.60895610E+01,  0.59471827E+01,  0.57856174E+01,  0.55937090E+01,  0.53904858E+01,  0.53377624E+01,  0.52850394E+01,  0.52323165E+01,  0.51795936E+01,  0.51268702E+01,  0.50741472E+01
  0.23561945E+01,  0.85609226E+01,  0.85269012E+01,  0.84901476E+01,  0.84503613E+01,  0.84080706E+01,  0.83639975E+01,  0.83186169E+01,  0.82721825E+01,  0.82246885E+01,  0.81759071E+01,  0.81255932E+01,  0.80735273E+01,  0.80195856E+01,  0.79636869E+01,  0.79057951E+01,  0.78460031E+01,  0.77845569E+01,  0.77214403E+01,  0.76560831E+01,  0.75888591E+01,  0.75203991E+01,  0.74500723E+01,  0.73861828E+01,  0.73288727E+01,  0.72706881E+01,  0.72103124E+01,  0.71476493E+01,  0.70823264E+01,  0.70141997E+01,  0.69431133E+01,  0.68688440E+01,  0.67911444E+01,  0.67097373E+01,  0.66242824E+01,  0.65343795E+01,  0.64395232E+01,  0.63390498E+01,  0.62321258E+01,  0.61177263E+01,  0.59938931E+01,  0.58577971E+01,  0.57062497E+01,  0.55314050E+01,  0.53494587E+01,  0.52960534E+01,  0.52426481E+01,  0.51892428E+01,  0.51358376E+01,  0.50824323E+01,  0.50290270E+01
  0.24543693E+01,  0.85609226E+01,  0.85247450E+01,  0.84857788E+01,  0.84437428E+01,  0.83991041E+01,  0.83525581E+01,  0.83046551E+01,  0.82556362E+01,  0.82055054E+01,  0.81540499E+01,  0.81010408E+01,  0.80462580E+01,  0.79895673E+01,  0.79308867E+01,  0.78701839E+01,  0.78075690E+01,  0.77432904E+01,  0.76773334E+01,  0.76091309E+01,  0.75390210E+01,  0.74675150E+01,  0.73940539E+01,  0.73270030E+01,  0.72666054E+01,  0.72053580E+01,  0.71420546E+01,  0.70766406E+01,  0.70087738E+01,  0.69383287E+01,  0.68651729E+01,  0.67891154E+01,  0.67099476E+01,  0.66274390E+01,  0.65413113E+01,  0.64512405E+01,  0.63568220E+01,  0.62575231E+01,  0.61526823E+01,  0.60414863E+01,  0.59223213E+01,  0.57929606E+01,  0.56516237E+01,  0.54939361E+01,  0.53345275E+01,  0.52808738E+01,  0.52272205E+01,  0.51735668E+01,  0.51199131E+01,  0.50662594E+01,  0.50126057E+01
  0.25525440E+01,  0.85609226E+01,  0.85229387E+01,  0.84821196E+01,  0.84381952E+01,  0.83916321E+01,  0.83430395E+01,  0.82930346E+01,  0.82418709E+01,  0.81895571E+01,  0.81358910E+01,  0.80806465E+01,  0.80236177E+01,  0.79646664E+01,  0.79037066E+01,  0.78407111E+01,  0.77758017E+01,  0.77092342E+01,  0.76410036E+01,  0.75705328E+01,  0.74981422E+01,  0.74242239E+01,  0.73482413E+01,  0.72787333E+01,  0.72157497E+01,  0.71520672E+01,  0.70864077E+01,  0.70188203E+01,  0.69489822E+01,  0.68767920E+01,  0.68021431E+01,  0.67248759E+01,  0.66448202E+01,  0.65617905E+01,  0.64755650E+01,  0.63858891E+01,  0.62924509E+01,  0.61948361E+01,  0.60925393E+01,  0.59849539E+01,  0.58707986E+01,  0.57484541E+01,  0.56174827E+01,  0.54765797E+01,  0.53384275E+01,  0.52848387E+01,  0.52312498E+01,  0.51776609E+01,  0.51240721E+01,  0.50704837E+01,  0.50168948E+01
  0.26507188E+01,  0.85609226E+01,  0.85214586E+01,  0.84791212E+01,  0.84336443E+01,  0.83855238E+01,  0.83352900E+01,  0.82835779E+01,  0.82306681E+01,  0.81765881E+01,  0.81211338E+01,  0.80640898E+01,  0.80052500E+01,  0.79444833E+01,  0.78817043E+01,  0.78168855E+01,  0.77501640E+01,  0.76817951E+01,  0.76117783E+01,  0.75395646E+01,  0.74654198E+01,  0.73896527E+01,  0.73118553E+01,  0.72402778E+01,  0.71753621E+01,  0.71097455E+01,  0.70422735E+01,  0.69730325E+01,  0.69017286E+01,  0.68282847E+01,  0.67526188E+01,  0.66746016E+01,  0.65940986E+01,  0.65109663E+01,  0.64250340E+01,  0.63361130E+01,  0.62439723E+01,  0.61483078E+01,  0.60487604E+01,  0.59449115E+01,  0.58358016E+01,  0.57203689E+01,  0.55993299E+01,  0.54737091E+01,  0.53538661E+01,  0.53005342E+01,  0.52472019E+01,  0.51938701E+01,  0.51405382E+01,  0.50872059E+01,  0.50338740E+01
  0.27488936E+01,  0.85609226E+01,  0.85202866E+01,  0.84767437E+01,  0.84300346E+01,  0.83806725E+01,  0.83291674E+01,  0.82761250E+01,  0.82218466E+01,  0.81663799E+01,  0.81095266E+01,  0.80510798E+01,  0.79908357E+01,  0.79286656E+01,  0.78644819E+01,  0.77982674E+01,  0.77301683E+01,  0.76604409E+01,  0.75891023E+01,  0.75155821E+01,  0.74401536E+01,  0.73630538E+01,  0.72837968E+01,  0.72108865E+01,  0.71444530E+01,  0.70774031E+01,  0.70086074E+01,  0.69381790E+01,  0.68658543E+01,  0.67915783E+01,  0.67152920E+01,  0.66368937E+01,  0.65562806E+01,  0.64733477E+01,  0.63879690E+01,  0.63000126E+01,  0.62093215E+01,  0.61156864E+01,  0.60188761E+01,  0.59186544E+01,  0.58143444E+01,  0.57053733E+01,  0.55933752E+01,  0.54809637E+01,  0.53760028E+01,  0.53230386E+01,  0.52700748E+01,  0.52171111E+01,  0.51641469E+01,  0.51111832E+01,  0.50582190E+01
  0.28470683E+01,  0.85609226E+01,  0.85194054E+01,  0.84749565E+01,  0.84273186E+01,  0.83770161E+01,  0.83245535E+01,  0.82705345E+01,  0.82152462E+01,  0.81587543E+01,  0.81008635E+01,  0.80413780E+01,  0.79801025E+01,  0.79169078E+01,  0.78517041E+01,  0.77844877E+01,  0.77154050E+01,  0.76447229E+01,  0.75724473E+01,  0.74980431E+01,  0.74217334E+01,  0.73437881E+01,  0.72636042E+01,  0.71895890E+01,  0.71222529E+01,  0.70541720E+01,  0.69844899E+01,  0.69132895E+01,  0.68403344E+01,  0.67655907E+01,  0.66890178E+01,  0.66105390E+01,  0.65300779E+01,  0.64475617E+01,  0.63629036E+01,  0.62760181E+01,  0.61868100E+01,  0.60951486E+01,  0.60009117E+01,  0.59040055E+01,  0.58039975E+01,  0.57007146E+01,  0.55964670E+01,  0.54946656E+01,  0.54003224E+01,  0.53477631E+01,  0.52952037E+01,  0.52426443E+01,  0.51900849E+01,  0.51375251E+01,  0.50849657E+01
  0.29452431E+01,  0.85609226E+01,  0.85188046E+01,  0.84737329E+01,  0.84254599E+01,  0.83745127E+01,  0.83213902E+01,  0.82667007E+01,  0.82107325E+01,  0.81535549E+01,  0.80949745E+01,  0.80347977E+01,  0.79728403E+01,  0.79089708E+01,  0.78431058E+01,  0.77752485E+01,  0.77055464E+01,  0.76342716E+01,  0.75614233E+01,  0.74865079E+01,  0.74096990E+01,  0.73312402E+01,  0.72506309E+01,  0.71760015E+01,  0.71079774E+01,  0.70393629E+01,  0.69691615E+01,  0.68975630E+01,  0.68243198E+01,  0.67494245E+01,  0.66728497E+01,  0.65945382E+01,  0.65144372E+01,  0.64324980E+01,  0.63486648E+01,  0.62628913E+01,  0.61751289E+01,  0.60853100E+01,  0.59933958E+01,  0.58994017E+01,  0.58030777E+01,  0.57045469E+01,  0.56066494E+01,  0.55136843E+01,  0.54289570E+01,  0.53768740E+01,  0.53247905E+01,  0.52727070E+01,  0.52206240E+01,  0.51685405E+01,  0.51164575E+01
  0.30434179E+01,  0.85609226E+01,  0.85184746E+01,  0.84730539E+01,  0.84244261E+01,  0.83731213E+01,  0.83196325E+01,  0.82645731E+01,  0.82082300E+01,  0.81506805E+01,  0.80917330E+01,  0.80311937E+01,  0.79688854E+01,  0.79046774E+01,  0.78384900E+01,  0.77703304E+01,  0.77003489E+01,  0.76288195E+01,  0.75557451E+01,  0.74806519E+01,  0.74036884E+01,  0.73250628E+01,  0.72443624E+01,  0.71695499E+01,  0.71012111E+01,  0.70324001E+01,  0.69620428E+01,  0.68903737E+01,  0.68171506E+01,  0.67423820E+01,  0.66660528E+01,  0.65881195E+01,  0.65085478E+01,  0.64273081E+01,  0.63443680E+01,  0.62597108E+01,  0.61733241E+01,  0.60851893E+01,  0.59953341E+01,  0.59038630E+01,  0.58106794E+01,  0.57161674E+01,  0.56237044E+01,  0.55385633E+01,  0.54612584E+01,  0.54097123E+01,  0.53581662E+01,  0.53066201E+01,  0.52550740E+01,  0.52035279E+01,  0.51519818E+01
  0.31415927E+01,  0.85609226E+01,  0.85184097E+01,  0.84729033E+01,  0.84241934E+01,  0.83728094E+01,  0.83192406E+01,  0.82641077E+01,  0.82076912E+01,  0.81500750E+01,  0.80910683E+01,  0.80304823E+01,  0.79681401E+01,  0.79039135E+01,  0.78377252E+01,  0.77695861E+01,  0.76996484E+01,  0.76281867E+01,  0.75552092E+01,  0.74802527E+01,  0.74034491E+01,  0.73250074E+01,  0.72445326E+01,  0.71698585E+01,  0.71015997E+01,  0.70329018E+01,  0.69627180E+01,  0.68912821E+01,  0.68183594E+01,  0.67439704E+01,  0.66681080E+01,  0.65907397E+01,  0.65118432E+01,  0.64314036E+01,  0.63494062E+01,  0.62658534E+01,  0.61807618E+01,  0.60941496E+01,  0.60060945E+01,  0.59167786E+01,  0.58262339E+01,  0.57350793E+01,  0.56471820E+01,  0.55684958E+01,  0.54988346E+01,  0.54479132E+01,  0.53969922E+01,  0.53460708E+01,  0.52951493E+01,  0.52442284E+01,  0.51933069E+01
  0.32397674E+01,  0.85609226E+01,  0.85186071E+01,  0.84732714E+01,  0.84247408E+01,  0.83735476E+01,  0.83201780E+01,  0.82652607E+01,  0.82090693E+01,  0.81516924E+01,  0.80929356E+01,  0.80326118E+01,  0.79705496E+01,  0.79066181E+01,  0.78407431E+01,  0.77729392E+01,  0.77033601E+01,  0.76322775E+01,  0.75597076E+01,  0.74851909E+01,  0.74088469E+01,  0.73309240E+01,  0.72509685E+01,  0.71767387E+01,  0.71089387E+01,  0.70406427E+01,  0.69709468E+01,  0.69000297E+01,  0.68276711E+01,  0.67538986E+01,  0.66787100E+01,  0.66020803E+01,  0.65239949E+01,  0.64444489E+01,  0.63634391E+01,  0.62809834E+01,  0.61971164E+01,  0.61118836E+01,  0.60254021E+01,  0.59379110E+01,  0.58495507E+01,  0.57611570E+01,  0.56772337E+01,  0.56055737E+01,  0.55435390E+01,  0.54933615E+01,  0.54431834E+01,  0.53930058E+01,  0.53428278E+01,  0.52926497E+01,  0.52424722E+01
  0.33379422E+01,  0.85609226E+01,  0.85190649E+01,  0.84741545E+01,  0.84260654E+01,  0.83753357E+01,  0.83224497E+01,  0.82680445E+01,  0.82123785E+01,  0.81555433E+01,  0.80973444E+01,  0.80375948E+01,  0.79761214E+01,  0.79127970E+01,  0.78475466E+01,  0.77803888E+01,  0.77114778E+01,  0.76410804E+01,  0.75692277E+01,  0.74954448E+01,  0.74198604E+01,  0.73427563E+01,  0.72635918E+01,  0.71901927E+01,  0.71231637E+01,  0.70555573E+01,  0.69866610E+01,  0.69165368E+01,  0.68449993E+01,  0.67720737E+01,  0.66977606E+01,  0.66220393E+01,  0.65449009E+01,  0.64663453E+01,  0.63863783E+01,  0.63050280E+01,  0.62223439E+01,  0.61383953E+01,  0.60533376E+01,  0.59674640E+01,  0.58810458E+01,  0.57951965E+01,  0.57151923E+01,  0.56503439E+01,  0.55975657E+01,  0.55482864E+01,  0.54990067E+01,  0.54497275E+01,  0.54004483E+01,  0.53511686E+01,  0.53018894E+01
  0.34361170E+01,  0.85609226E+01,  0.85197849E+01,  0.84755630E+01,  0.84281940E+01,  0.83782129E+01,  0.83261032E+01,  0.82725067E+01,  0.82176685E+01,  0.81616802E+01,  0.81043463E+01,  0.80454798E+01,  0.79849086E+01,  0.79225068E+01,  0.78581991E+01,  0.77920017E+01,  0.77240720E+01,  0.76546650E+01,  0.75838389E+01,  0.75110912E+01,  0.74365754E+01,  0.73605309E+01,  0.72825632E+01,  0.72104006E+01,  0.71442680E+01,  0.70777659E+01,  0.70099449E+01,  0.69409022E+01,  0.68704414E+01,  0.67985950E+01,  0.67253623E+01,  0.66507230E+01,  0.65746722E+01,  0.64972134E+01,  0.64183574E+01,  0.63381410E+01,  0.62566276E+01,  0.61739087E+01,  0.60901747E+01,  0.60057859E+01,  0.59211383E+01,  0.58376374E+01,  0.57615194E+01,  0.57045636E+01,  0.56614900E+01,  0.56132736E+01,  0.55650573E+01,  0.55168409E+01,  0.54686246E+01,  0.54204082E+01,  0.53721919E+01
  0.35342917E+01,  0.85609226E+01,  0.85207767E+01,  0.84775200E+01,  0.84311600E+01,  0.83822231E+01,  0.83311872E+01,  0.82787008E+01,  0.82249947E+01,  0.81701670E+01,  0.81140232E+01,  0.80563669E+01,  0.79970255E+01,  0.79358697E+01,  0.78728299E+01,  0.78079195E+01,  0.77412934E+01,  0.76731982E+01,  0.76036983E+01,  0.75323148E+01,  0.74591632E+01,  0.73845167E+01,  0.73081841E+01,  0.72373476E+01,  0.71726012E+01,  0.71074934E+01,  0.70410604E+01,  0.69733920E+01,  0.69042759E+01,  0.68337493E+01,  0.67618089E+01,  0.66884341E+01,  0.66136198E+01,  0.65373731E+01,  0.64597082E+01,  0.63806696E+01,  0.63003349E+01,  0.62188177E+01,  0.61363525E+01,  0.60533695E+01,  0.59704261E+01,  0.58892846E+01,  0.58172331E+01,  0.57684441E+01,  0.57343807E+01,  0.56873765E+01,  0.56403723E+01,  0.55933681E+01,  0.55463638E+01,  0.54993596E+01,  0.54523554E+01
  0.36324665E+01,  0.85609226E+01,  0.85220509E+01,  0.84800510E+01,  0.84350061E+01,  0.83874168E+01,  0.83377571E+01,  0.82866926E+01,  0.82344522E+01,  0.81811285E+01,  0.81265163E+01,  0.80704088E+01,  0.80126381E+01,  0.79530663E+01,  0.78916345E+01,  0.78283582E+01,  0.77633758E+01,  0.76969380E+01,  0.76290941E+01,  0.75593996E+01,  0.74879317E+01,  0.74151011E+01,  0.73405132E+01,  0.72715635E+01,  0.72085390E+01,  0.71451330E+01,  0.70804386E+01,  0.70144501E+01,  0.69469604E+01,  0.68780079E+01,  0.68075838E+01,  0.67356639E+01,  0.66622434E+01,  0.65873294E+01,  0.65109406E+01,  0.64331264E+01,  0.63539791E+01,  0.62736387E+01,  0.61923857E+01,  0.61107292E+01,  0.60293994E+01,  0.59505353E+01,  0.58824954E+01,  0.58412423E+01,  0.58136725E+01,  0.57679873E+01,  0.57223015E+01,  0.56766157E+01,  0.56309304E+01,  0.55852447E+01,  0.55395589E+01
  0.37306413E+01,  0.85609226E+01,  0.85236235E+01,  0.84831896E+01,  0.84397793E+01,  0.83938513E+01,  0.83458881E+01,  0.82966013E+01,  0.82461872E+01,  0.81947269E+01,  0.81420031E+01,  0.80878038E+01,  0.80319643E+01,  0.79743443E+01,  0.79148855E+01,  0.78536057E+01,  0.77906337E+01,  0.77262053E+01,  0.76603918E+01,  0.75927343E+01,  0.75233226E+01,  0.74525743E+01,  0.73803439E+01,  0.73134885E+01,  0.72525911E+01,  0.71912732E+01,  0.71286688E+01,  0.70646915E+01,  0.69991322E+01,  0.69320250E+01,  0.68633537E+01,  0.67930903E+01,  0.67212272E+01,  0.66477680E+01,  0.65727329E+01,  0.64961767E+01,  0.64182014E+01,  0.63389716E+01,  0.62588115E+01,  0.61783104E+01,  0.60983553E+01,  0.60214272E+01,  0.59567862E+01,  0.59212499E+01,  0.58953371E+01,  0.58510094E+01,  0.58066816E+01,  0.57623544E+01,  0.57180266E+01,  0.56736989E+01,  0.56293716E+01
  0.38288160E+01,  0.85609226E+01,  0.85255136E+01,  0.84869766E+01,  0.84455376E+01,  0.84015961E+01,  0.83557062E+01,  0.83085785E+01,  0.82603703E+01,  0.82111568E+01,  0.81607008E+01,  0.81087980E+01,  0.80552797E+01,  0.80000010E+01,  0.79429111E+01,  0.78840232E+01,  0.78234558E+01,  0.77614369E+01,  0.76980338E+01,  0.76328254E+01,  0.75658469E+01,  0.74976444E+01,  0.74280381E+01,  0.73638759E+01,  0.73054190E+01,  0.72466388E+01,  0.71865063E+01,  0.71249037E+01,  0.70616002E+01,  0.69966321E+01,  0.69299712E+01,  0.68615799E+01,  0.67914443E+01,  0.67195625E+01,  0.66459489E+01,  0.65706573E+01,  0.64937925E+01,  0.64155326E+01,  0.63362322E+01,  0.62565360E+01,  0.61774545E+01,  0.61017070E+01,  0.60391884E+01,  0.60061483E+01,  0.59750166E+01,  0.59320140E+01,  0.58890114E+01,  0.58460088E+01,  0.58030066E+01,  0.57600040E+01,  0.57170014E+01
  0.39269908E+01,  0.85609226E+01,  0.85277452E+01,  0.84914589E+01,  0.84523506E+01,  0.84107628E+01,  0.83673611E+01,  0.83227987E+01,  0.82772026E+01,  0.82306395E+01,  0.81828699E+01,  0.81336851E+01,  0.80829048E+01,  0.80303898E+01,  0.79760957E+01,  0.79200344E+01,  0.78623114E+01,  0.78031383E+01,  0.77425957E+01,  0.76802592E+01,  0.76161513E+01,  0.75509582E+01,  0.74844365E+01,  0.74233799E+01,  0.73678980E+01,  0.73120837E+01,  0.72548537E+01,  0.71960201E+01,  0.71353331E+01,  0.70728292E+01,  0.70084653E+01,  0.69421902E+01,  0.68739767E+01,  0.68038096E+01,  0.67316885E+01,  0.66576509E+01,  0.65817890E+01,  0.65042715E+01,  0.64254522E+01,  0.63459926E+01,  0.62669449E+01,  0.61911111E+01,  0.61285095E+01,  0.60929542E+01,  0.60476332E+01,  0.60058384E+01,  0.59640436E+01,  0.59222484E+01,  0.58804536E+01,  0.58386583E+01,  0.57968636E+01
  0.40251656E+01,  0.85609226E+01,  0.85303431E+01,  0.84966927E+01,  0.84602985E+01,  0.84214926E+01,  0.83810186E+01,  0.83394527E+01,  0.82969027E+01,  0.82534361E+01,  0.82088099E+01,  0.81627808E+01,  0.81151905E+01,  0.80658998E+01,  0.80148716E+01,  0.79621167E+01,  0.79077134E+01,  0.78518643E+01,  0.77946625E+01,  0.77356830E+01,  0.76749587E+01,  0.76132903E+01,  0.75503860E+01,  0.74929380E+01,  0.74409347E+01,  0.73885808E+01,  0.73347120E+01,  0.72790799E+01,  0.72214141E+01,  0.71617517E+01,  0.71000285E+01,  0.70361748E+01,  0.69701414E+01,  0.69018850E+01,  0.68313751E+01,  0.67586117E+01,  0.66836443E+01,  0.66065917E+01,  0.65277543E+01,  0.64477305E+01,  0.63674955E+01,  0.62896733E+01,  0.62238016E+01,  0.61791039E+01,  0.61080728E+01,  0.60672827E+01,  0.60264931E+01,  0.59857030E+01,  0.59449134E+01,  0.59041233E+01,  0.58633337E+01
  0.41233404E+01,  0.85609226E+01,  0.85333405E+01,  0.85027428E+01,  0.84694796E+01,  0.84339352E+01,  0.83968525E+01,  0.83587446E+01,  0.83197098E+01,  0.82798319E+01,  0.82388058E+01,  0.81964121E+01,  0.81525002E+01,  0.81069298E+01,  0.80596733E+01,  0.80107384E+01,  0.79601846E+01,  0.79082017E+01,  0.78548989E+01,  0.77998347E+01,  0.77431102E+01,  0.76855440E+01,  0.76268487E+01,  0.75735078E+01,  0.75254822E+01,  0.74770942E+01,  0.74270735E+01,  0.73751206E+01,  0.73209457E+01,  0.72645864E+01,  0.72059546E+01,  0.71449513E+01,  0.70814919E+01,  0.70154910E+01,  0.69468613E+01,  0.68755336E+01,  0.68014688E+01,  0.67246728E+01,  0.66453075E+01,  0.65637898E+01,  0.64808240E+01,  0.63985190E+01,  0.63251147E+01,  0.62621517E+01,  0.61533675E+01,  0.61133308E+01,  0.60732946E+01,  0.60332580E+01,  0.59932213E+01,  0.59531846E+01,  0.59131479E+01
  0.42215151E+01,  0.85609226E+01,  0.85367680E+01,  0.85096760E+01,  0.84800081E+01,  0.84482365E+01,  0.84150267E+01,  0.83808680E+01,  0.83458548E+01,  0.83100452E+01,  0.82731047E+01,  0.82348499E+01,  0.81951256E+01,  0.81538019E+01,  0.81108570E+01,  0.80663013E+01,  0.80201616E+01,  0.79726238E+01,  0.79237881E+01,  0.78731771E+01,  0.78210545E+01,  0.77681913E+01,  0.77144642E+01,  0.76658907E+01,  0.76223364E+01,  0.75783920E+01,  0.75327091E+01,  0.74849668E+01,  0.74348493E+01,  0.73823891E+01,  0.73274703E+01,  0.72699571E+01,  0.72097173E+01,  0.71466031E+01,  0.70804458E+01,  0.70110669E+01,  0.69382787E+01,  0.68618870E+01,  0.67817845E+01,  0.66980295E+01,  0.66107593E+01,  0.65210319E+01,  0.64345703E+01,  0.63416686E+01,  0.61893830E+01,  0.61499453E+01,  0.61105075E+01,  0.60710697E+01,  0.60316319E+01,  0.59921942E+01,  0.59527564E+01
  0.43196899E+01,  0.85609226E+01,  0.85406532E+01,  0.85175533E+01,  0.84919844E+01,  0.84645042E+01,  0.84356651E+01,  0.84059525E+01,  0.83754644E+01,  0.83441877E+01,  0.83118334E+01,  0.82782221E+01,  0.82431984E+01,  0.82066507E+01,  0.81685791E+01,  0.81289606E+01,  0.80878057E+01,  0.80452948E+01,  0.80015402E+01,  0.79561520E+01,  0.79093184E+01,  0.78614836E+01,  0.78129387E+01,  0.77698998E+01,  0.77315969E+01,  0.76927099E+01,  0.76518488E+01,  0.76088934E+01,  0.75635161E+01,  0.75157146E+01,  0.74653516E+01,  0.74122510E+01,  0.73562331E+01,  0.72970796E+01,  0.72345281E+01,  0.71682644E+01,  0.70979037E+01,  0.70229664E+01,  0.69429250E+01,  0.68572345E+01,  0.67650261E+01,  0.66654701E+01,  0.65597944E+01,  0.64248085E+01,  0.62351656E+01,  0.61964893E+01,  0.61578131E+01,  0.61191368E+01,  0.60804601E+01,  0.60417838E+01,  0.60031075E+01
  0.44178647E+01,  0.85609226E+01,  0.85450106E+01,  0.85264015E+01,  0.85054522E+01,  0.84827547E+01,  0.84587736E+01,  0.84339781E+01,  0.84084606E+01,  0.83821678E+01,  0.83548660E+01,  0.83263655E+01,  0.82965307E+01,  0.82652702E+01,  0.82325764E+01,  0.81984053E+01,  0.81627836E+01,  0.81259031E+01,  0.80878325E+01,  0.80481062E+01,  0.80070734E+01,  0.79655123E+01,  0.79233813E+01,  0.78855505E+01,  0.78523088E+01,  0.78189812E+01,  0.77836852E+01,  0.77461743E+01,  0.77062831E+01,  0.76640100E+01,  0.76192150E+01,  0.75716906E+01,  0.75212297E+01,  0.74675679E+01,  0.74103756E+01,  0.73492355E+01,  0.72835984E+01,  0.72127271E+01,  0.71356664E+01,  0.70511899E+01,  0.69571643E+01,  0.68501620E+01,  0.67246213E+01,  0.65540152E+01,  0.63507705E+01,  0.63140163E+01,  0.62772627E+01,  0.62405086E+01,  0.62037544E+01,  0.61670008E+01,  0.61302466E+01
  0.45160394E+01,  0.85609226E+01,  0.85498228E+01,  0.85361691E+01,  0.85203228E+01,  0.85028391E+01,  0.84841309E+01,  0.84646511E+01,  0.84444637E+01,  0.84235363E+01,  0.84016657E+01,  0.83786631E+01,  0.83544216E+01,  0.83288612E+01,  0.83019505E+01,  0.82736635E+01,  0.82440500E+01,  0.82132683E+01,  0.81812878E+01,  0.81478300E+01,  0.81133766E+01,  0.80780668E+01,  0.80416689E+01,  0.80102682E+01,  0.79833274E+01,  0.79558158E+01,  0.79261527E+01,  0.78945665E+01,  0.78608789E+01,  0.78249564E+01,  0.77866836E+01,  0.77458692E+01,  0.77023058E+01,  0.76557345E+01,  0.76058264E+01,  0.75521607E+01,  0.74941754E+01,  0.74311004E+01,  0.73619175E+01,  0.72852793E+01,  0.71988702E+01,  0.70990815E+01,  0.69813313E+01,  0.68411856E+01,  0.66734085E+01,  0.66420202E+01,  0.66106315E+01,  0.65792432E+01,  0.65478544E+01,  0.65164657E+01,  0.64850774E+01
