theta_rad / psi_index,   1,   2,   3,   4,   5,   6,   7,   8,   9,  10,  11,  12,  13,  14,  15,  16,  17,  18,  19,  20,  21,  22,  23,  24,  25,  26,  27,  28,  29,  30,  31,  32,  33,  34,  35,  36,  37,  38,  39,  40,  41,  42,  43,  44,  45,  46,  47,  48,  49,  50
  0.19634954E+01,  0.88825232E+00,  0.94734097E+00,  0.10081831E+01,  0.10702118E+01,  0.11321410E+01,  0.11938435E+01,  0.12549324E+01,  0.13157920E+01,  0.13768492E+01,  0.14385108E+01,  0.15011199E+01,  0.15647891E+01,  0.16295142E+01,  0.16953349E+01,  0.17624005E+01,  0.18307443E+01,  0.19003056E+01,  0.19712822E+01,  0.20437331E+01,  0.21165688E+01,  0.21902699E+01,  0.22631204E+01,  0.23295066E+01,  0.23917840E+01,  0.24553468E+01,  0.25222893E+01,  0.25926273E+01,  0.26666408E+01,  0.27445683E+01,  0.28266613E+01,  0.29132824E+01,  0.30048459E+01,  0.31018424E+01,  0.32048857E+01,  0.33147447E+01,  0.34324205E+01,  0.35592141E+01,  0.36966476E+01,  0.38462777E+01,  0.40102253E+01,  0.41892519E+01,  0.43734040E+01,  0.45230436E+01,  0.46074862E+01,  0.46841068E+01,  0.47607274E+01,  0.48373480E+01,  0.49139686E+01,  0.49905891E+01,  0.50672097E+01
  0.20616702E+01,  0.88825232E+00,  0.94351637E+00,  0.10005060E+01,  0.10587006E+01,  0.11169324E+01,  0.11750302E+01,  0.12326592E+01,  0.12901284E+01,  0.13477930E+01,  0.14060705E+01,  0.14652438E+01,  0.15254356E+01,  0.15866753E+01,  0.16489908E+01,  0.17124870E+01,  0.17772222E+01,  0.18431708E+01,  0.19104705E+01,  0.19790826E+01,  0.20481539E+01,  0.21181753E+01,  0.21881051E+01,  0.22516017E+01,  0.23106830E+01,  0.23710380E+01,  0.24346097E+01,  0.25013294E+01,  0.25714643E+01,  0.26452138E+01,  0.27228329E+01,  0.28046434E+01,  0.28910117E+01,  0.29823682E+01,  0.30792408E+01,  0.31822743E+01,  0.32922821E+01,  0.34102778E+01,  0.35373518E+01,  0.36744270E+01,  0.38224614E+01,  0.39801760E+01,  0.41336961E+01,  0.42404709E+01,  0.42860260E+01,  0.43573008E+01,  0.44285755E+01,  0.44998503E+01,  0.45711255E+01,  0.46424003E+01,  0.47136750E+01
  0.21598449E+01,  0.88825232E+00,  0.93927097E+00,  0.99195284E+00,  0.10458065E+01,  0.10998025E+01,  0.11537366E+01,  0.12073127E+01,  0.12608128E+01,  0.13144902E+01,  0.13687634E+01,  0.14238806E+01,  0.14799502E+01,  0.15370191E+01,  0.15951296E+01,  0.16543564E+01,  0.17147374E+01,  0.17762793E+01,  0.18390787E+01,  0.19031157E+01,  0.19678153E+01,  0.20334079E+01,  0.20986519E+01,  0.21581318E+01,  0.22137296E+01,  0.22705171E+01,  0.23299737E+01,  0.23922386E+01,  0.24575713E+01,  0.25261433E+01,  0.25981829E+01,  0.26739705E+01,  0.27538190E+01,  0.28380916E+01,  0.29272265E+01,  0.30217469E+01,  0.31222928E+01,  0.32296326E+01,  0.33445232E+01,  0.34674556E+01,  0.35986614E+01,  0.37357204E+01,  0.38627405E+01,  0.39350314E+01,  0.39473178E+01,  0.40129600E+01,  0.40786023E+01,  0.41442447E+01,  0.42098866E+01,  0.42755289E+01,  0.43411713E+01
  0.22580197E+01,  0.88825232E+00,  0.93470883E+00,  0.98274708E+00,  0.10318830E+01,  0.10812309E+01,  0.11305782E+01,  0.11796422E+01,  0.12286968E+01,  0.12779281E+01,  0.13277059E+01,  0.13782730E+01,  0.14297129E+01,  0.14820832E+01,  0.15354279E+01,  0.15898069E+01,  0.16452471E+01,  0.17017604E+01,  0.17594359E+01,  0.18182046E+01,  0.18776841E+01,  0.19380425E+01,  0.19980942E+01,  0.20530641E+01,  0.21045568E+01,  0.21570246E+01,  0.22117529E+01,  0.22689452E+01,  0.23288178E+01,  0.23915198E+01,  0.24572537E+01,  0.25262601E+01,  0.25988038E+01,  0.26751888E+01,  0.27557783E+01,  0.28409963E+01,  0.29313512E+01,  0.30274310E+01,  0.31297588E+01,  0.32385485E+01,  0.33535457E+01,  0.34715538E+01,  0.35752194E+01,  0.36174388E+01,  0.35994134E+01,  0.36592703E+01,  0.37191269E+01,  0.37789836E+01,  0.38388405E+01,  0.38986971E+01,  0.39585540E+01
  0.23561945E+01,  0.88825232E+00,  0.92990786E+00,  0.97305214E+00,  0.10171933E+01,  0.10615841E+01,  0.11060270E+01,  0.11502328E+01,  0.11944745E+01,  0.12388955E+01,  0.12838113E+01,  0.13294420E+01,  0.13758638E+01,  0.14231300E+01,  0.14712886E+01,  0.15203847E+01,  0.15704387E+01,  0.16214696E+01,  0.16735499E+01,  0.17265927E+01,  0.17803431E+01,  0.18349823E+01,  0.18892970E+01,  0.19391806E+01,  0.19859601E+01,  0.20335817E+01,  0.20831113E+01,  0.21347687E+01,  0.21887283E+01,  0.22451150E+01,  0.23041072E+01,  0.23659105E+01,  0.24307480E+01,  0.24988759E+01,  0.25705962E+01,  0.26462557E+01,  0.27262597E+01,  0.28110602E+01,  0.29010060E+01,  0.29960923E+01,  0.30956762E+01,  0.31959031E+01,  0.32781134E+01,  0.32927067E+01,  0.32461827E+01,  0.33001652E+01,  0.33541479E+01,  0.34081306E+01,  0.34621134E+01,  0.35160959E+01,  0.35700786E+01
  0.24543693E+01,  0.88825232E+00,  0.92492586E+00,  0.96298832E+00,  0.10019351E+01,  0.10411377E+01,  0.10804348E+01,  0.11195295E+01,  0.11586850E+01,  0.11980126E+01,  0.12377869E+01,  0.12781962E+01,  0.13193046E+01,  0.13611676E+01,  0.14038275E+01,  0.14473203E+01,  0.14916613E+01,  0.15368742E+01,  0.15830156E+01,  0.16299948E+01,  0.16776494E+01,  0.17261670E+01,  0.17743717E+01,  0.18187227E+01,  0.18603814E+01,  0.19027500E+01,  0.19467202E+01,  0.19925044E+01,  0.20402443E+01,  0.20900376E+01,  0.21420403E+01,  0.21964266E+01,  0.22533841E+01,  0.23131278E+01,  0.23759077E+01,  0.24420071E+01,  0.25117455E+01,  0.25854595E+01,  0.26633482E+01,  0.27452178E+01,  0.28300657E+01,  0.29134283E+01,  0.29754450E+01,  0.29641559E+01,  0.28908706E+01,  0.29389446E+01,  0.29870186E+01,  0.30350926E+01,  0.30831666E+01,  0.31312404E+01,  0.31793144E+01
  0.25525440E+01,  0.88825232E+00,  0.91980654E+00,  0.95264518E+00,  0.98625487E+00,  0.10200982E+01,  0.10540658E+01,  0.10878642E+01,  0.11217340E+01,  0.11557596E+01,  0.11901788E+01,  0.12251543E+01,  0.12607340E+01,  0.12969724E+01,  0.13339077E+01,  0.13715656E+01,  0.14099605E+01,  0.14491208E+01,  0.14890817E+01,  0.15297576E+01,  0.15710620E+01,  0.16131808E+01,  0.16549946E+01,  0.16934817E+01,  0.17297500E+01,  0.17665563E+01,  0.18047018E+01,  0.18443739E+01,  0.18856891E+01,  0.19287182E+01,  0.19735957E+01,  0.20204685E+01,  0.20694911E+01,  0.21208422E+01,  0.21747260E+01,  0.22313683E+01,  0.22910128E+01,  0.23538904E+01,  0.24200625E+01,  0.24891548E+01,  0.25598221E+01,  0.26270192E+01,  0.26697607E+01,  0.26338995E+01,  0.25352273E+01,  0.25773871E+01,  0.26195469E+01,  0.26617067E+01,  0.27038665E+01,  0.27460263E+01,  0.27881861E+01
  0.26507188E+01,  0.88825232E+00,  0.91458338E+00,  0.94209117E+00,  0.97025657E+00,  0.99862200E+00,  0.10271231E+01,  0.10554856E+01,  0.10839257E+01,  0.11124972E+01,  0.11414064E+01,  0.11707898E+01,  0.12006835E+01,  0.12311381E+01,  0.12621858E+01,  0.12938454E+01,  0.13261294E+01,  0.13590733E+01,  0.13926954E+01,  0.14269006E+01,  0.14616885E+01,  0.14972188E+01,  0.15324085E+01,  0.15648814E+01,  0.15955007E+01,  0.16265559E+01,  0.16586846E+01,  0.16920828E+01,  0.17268398E+01,  0.17630023E+01,  0.18006855E+01,  0.18400104E+01,  0.18811017E+01,  0.19241042E+01,  0.19691794E+01,  0.20165000E+01,  0.20662379E+01,  0.21185250E+01,  0.21732895E+01,  0.22299833E+01,  0.22869282E+01,  0.23385181E+01,  0.23626933E+01,  0.23031814E+01,  0.21798816E+01,  0.22161319E+01,  0.22523825E+01,  0.22886331E+01,  0.23248837E+01,  0.23611341E+01,  0.23973846E+01
  0.27488936E+01,  0.88825232E+00,  0.90928268E+00,  0.93137974E+00,  0.95401978E+00,  0.97682709E+00,  0.99976385E+00,  0.10225866E+01,  0.10454909E+01,  0.10684999E+01,  0.10917883E+01,  0.11154673E+01,  0.11395614E+01,  0.11641184E+01,  0.11891661E+01,  0.12147132E+01,  0.12407733E+01,  0.12673887E+01,  0.12945576E+01,  0.13221900E+01,  0.13503510E+01,  0.13791699E+01,  0.14076468E+01,  0.14339018E+01,  0.14587537E+01,  0.14839115E+01,  0.15098974E+01,  0.15369157E+01,  0.15650324E+01,  0.15942711E+01,  0.16247298E+01,  0.16565051E+01,  0.16896944E+01,  0.17244099E+01,  0.17607732E+01,  0.17989056E+01,  0.18389100E+01,  0.18808217E+01,  0.19244403E+01,  0.19690430E+01,  0.20126257E+01,  0.20490298E+01,  0.20551360E+01,  0.19725206E+01,  0.18248836E+01,  0.18552307E+01,  0.18855778E+01,  0.19159248E+01,  0.19462719E+01,  0.19766189E+01,  0.20069659E+01
  0.28470683E+01,  0.88825232E+00,  0.90392560E+00,  0.92055416E+00,  0.93760949E+00,  0.95479965E+00,  0.97210944E+00,  0.98931992E+00,  0.10066119E+01,  0.10239816E+01,  0.10415714E+01,  0.10594685E+01,  0.10776850E+01,  0.10962670E+01,  0.11152371E+01,  0.11345946E+01,  0.11543561E+01,  0.11745689E+01,  0.11952177E+01,  0.12162066E+01,  0.12376753E+01,  0.12597001E+01,  0.12813699E+01,  0.13013630E+01,  0.13203195E+01,  0.13394986E+01,  0.13592620E+01,  0.13798366E+01,  0.14012663E+01,  0.14235539E+01,  0.14467813E+01,  0.14710222E+01,  0.14963477E+01,  0.15228392E+01,  0.15505788E+01,  0.15796388E+01,  0.16100538E+01,  0.16417640E+01,  0.16744404E+01,  0.17071873E+01,  0.17376727E+01,  0.17591835E+01,  0.17475293E+01,  0.16420585E+01,  0.14700280E+01,  0.14944741E+01,  0.15189199E+01,  0.15433660E+01,  0.15678118E+01,  0.15922579E+01,  0.16167037E+01
  0.29452431E+01,  0.88825232E+00,  0.89852989E+00,  0.90965033E+00,  0.92107999E+00,  0.93261153E+00,  0.94425178E+00,  0.95580488E+00,  0.96743548E+00,  0.97911423E+00,  0.99095327E+00,  0.10030168E+01,  0.10153050E+01,  0.10278622E+01,  0.10407050E+01,  0.10538248E+01,  0.10672414E+01,  0.10810080E+01,  0.10950947E+01,  0.11094006E+01,  0.11241376E+01,  0.11393369E+01,  0.11541450E+01,  0.11678103E+01,  0.11808428E+01,  0.11939771E+01,  0.12074767E+01,  0.12215735E+01,  0.12362952E+01,  0.12516243E+01,  0.12676274E+01,  0.12843565E+01,  0.13018569E+01,  0.13201803E+01,  0.13393701E+01,  0.13594493E+01,  0.13803853E+01,  0.14020231E+01,  0.14239042E+01,  0.14449586E+01,  0.14625231E+01,  0.14693222E+01,  0.14400742E+01,  0.13118612E+01,  0.11154948E+01,  0.11340451E+01,  0.11525953E+01,  0.11711456E+01,  0.11896957E+01,  0.12082460E+01,  0.12267962E+01
  0.30434179E+01,  0.88825232E+00,  0.89311087E+00,  0.89869899E+00,  0.90447825E+00,  0.91032577E+00,  0.91626996E+00,  0.92213815E+00,  0.92807901E+00,  0.93403786E+00,  0.94009656E+00,  0.94629675E+00,  0.95262778E+00,  0.95913172E+00,  0.96581984E+00,  0.97267628E+00,  0.97972381E+00,  0.98702192E+00,  0.99452555E+00,  0.10021321E+01,  0.10101209E+01,  0.10184778E+01,  0.10264126E+01,  0.10337210E+01,  0.10407987E+01,  0.10478675E+01,  0.10550830E+01,  0.10626910E+01,  0.10707012E+01,  0.10790772E+01,  0.10878708E+01,  0.10971133E+01,  0.11068240E+01,  0.11170255E+01,  0.11277226E+01,  0.11388888E+01,  0.11504241E+01,  0.11620775E+01,  0.11732603E+01,  0.11827251E+01,  0.11874751E+01,  0.11796675E+01,  0.11329235E+01,  0.98205346E+00,  0.76127511E+00,  0.77393484E+00,  0.78659451E+00,  0.79925424E+00,  0.81191391E+00,  0.82457358E+00,  0.83723330E+00
  0.31415927E+01,  0.88825232E+00,  0.88768214E+00,  0.88772762E+00,  0.88784593E+00,  0.88799870E+00,  0.88823551E+00,  0.88840735E+00,  0.88864654E+00,  0.88887382E+00,  0.88914067E+00,  0.88946646E+00,  0.88982987E+00,  0.89027107E+00,  0.89079607E+00,  0.89138186E+00,  0.89205426E+00,  0.89287949E+00,  0.89379698E+00,  0.89470369E+00,  0.89594507E+00,  0.89746004E+00,  0.89852554E+00,  0.89947581E+00,  0.90059048E+00,  0.90159178E+00,  0.90252340E+00,  0.90364689E+00,  0.90495491E+00,  0.90639222E+00,  0.90799600E+00,  0.90977657E+00,  0.91172844E+00,  0.91384399E+00,  0.91608965E+00,  0.91838938E+00,  0.92057461E+00,  0.92229789E+00,  0.92283875E+00,  0.92077076E+00,  0.91276109E+00,  0.89039636E+00,  0.82619542E+00,  0.65266526E+00,  0.40758425E+00,  0.41436222E+00,  0.42114016E+00,  0.42791814E+00,  0.43469608E+00,  0.44147405E+00,  0.44825199E+00
  0.32397674E+01,  0.88825232E+00,  0.88225657E+00,  0.87676132E+00,  0.87122095E+00,  0.86568153E+00,  0.86021394E+00,  0.85469294E+00,  0.84923434E+00,  0.84373450E+00,  0.83821452E+00,  0.83267158E+00,  0.82707369E+00,  0.82145923E+00,  0.81582898E+00,  0.81015301E+00,  0.80446035E+00,  0.79882360E+00,  0.79316723E+00,  0.78738791E+00,  0.78189641E+00,  0.77658665E+00,  0.77079999E+00,  0.76540625E+00,  0.76057351E+00,  0.75551951E+00,  0.75018370E+00,  0.74484038E+00,  0.73946518E+00,  0.73398471E+00,  0.72842133E+00,  0.72276437E+00,  0.71698302E+00,  0.71103960E+00,  0.70486170E+00,  0.69832313E+00,  0.69118655E+00,  0.68300676E+00,  0.67293060E+00,  0.65935099E+00,  0.63859725E+00,  0.60168403E+00,  0.52004451E+00,  0.32401019E+00,  0.54718953E-01,  0.55628907E-01,  0.56538858E-01,  0.57448812E-01,  0.58358766E-01,  0.59268720E-01,  0.60178675E-01
  0.33379422E+01,  0.88825232E+00,  0.87684679E+00,  0.86582446E+00,  0.85463983E+00,  0.84342402E+00,  0.83226907E+00,  0.82107401E+00,  0.80993736E+00,  0.79873103E+00,  0.78744549E+00,  0.77605569E+00,  0.76451916E+00,  0.75287217E+00,  0.74111050E+00,  0.72919720E+00,  0.71716464E+00,  0.70509142E+00,  0.69288808E+00,  0.68044925E+00,  0.66825283E+00,  0.65614837E+00,  0.64353693E+00,  0.63183677E+00,  0.62108785E+00,  0.61000484E+00,  0.59843349E+00,  0.58665222E+00,  0.57462221E+00,  0.56225085E+00,  0.54954571E+00,  0.53647494E+00,  0.52298212E+00,  0.50899935E+00,  0.49441481E+00,  0.47905213E+00,  0.46260449E+00,  0.44452900E+00,  0.42384002E+00,  0.39874977E+00,  0.36525345E+00,  0.31380349E+00,  0.21477385E+00, -0.36861626E-02, -0.29683480E+00, -0.30177104E+00, -0.30670729E+00, -0.31164354E+00, -0.31657976E+00, -0.32151601E+00, -0.32645226E+00
  0.34361170E+01,  0.88825232E+00,  0.87146580E+00,  0.85494292E+00,  0.83814275E+00,  0.82128114E+00,  0.80447119E+00,  0.78763676E+00,  0.77085799E+00,  0.75398207E+00,  0.73696893E+00,  0.71977109E+00,  0.70233518E+00,  0.68469578E+00,  0.66684347E+00,  0.64873368E+00,  0.63040227E+00,  0.61193264E+00,  0.59322399E+00,  0.57416630E+00,  0.55530757E+00,  0.53644323E+00,  0.51706600E+00,  0.49912187E+00,  0.48247647E+00,  0.46542469E+00,  0.44766000E+00,  0.42948353E+00,  0.41083622E+00,  0.39160758E+00,  0.37178972E+00,  0.35132909E+00,  0.33014369E+00,  0.30813500E+00,  0.28515193E+00,  0.26096734E+00,  0.23520549E+00,  0.20722589E+00,  0.17591070E+00,  0.13929428E+00,  0.93039058E-01,  0.27042612E-01, -0.89335814E-01, -0.32994959E+00, -0.64672160E+00, -0.65747631E+00, -0.66823101E+00, -0.67898571E+00, -0.68974048E+00, -0.70049518E+00, -0.71124989E+00
  0.35342917E+01,  0.88825232E+00,  0.86612803E+00,  0.84414661E+00,  0.82177579E+00,  0.79931545E+00,  0.77689946E+00,  0.75447696E+00,  0.73210907E+00,  0.70961934E+00,  0.68693697E+00,  0.66399002E+00,  0.64071411E+00,  0.61714125E+00,  0.59325773E+00,  0.56901097E+00,  0.54443967E+00,  0.51963210E+00,  0.49447280E+00,  0.46885648E+00,  0.44339004E+00,  0.41782883E+00,  0.39177376E+00,  0.36760980E+00,  0.34516352E+00,  0.32220262E+00,  0.29830807E+00,  0.27379319E+00,  0.24857792E+00,  0.22253361E+00,  0.19563648E+00,  0.16781104E+00,  0.13894928E+00,  0.10892225E+00,  0.77539362E-01,  0.44523504E-01,  0.94300471E-02, -0.28477956E-01, -0.70448041E-01, -0.11862148E+00, -0.17765951E+00, -0.25820220E+00, -0.39186618E+00, -0.65445906E+00, -0.99485421E+00, -0.10113982E+01, -0.10279422E+01, -0.10444863E+01, -0.10610303E+01, -0.10775743E+01, -0.10941182E+01
  0.36324665E+01,  0.88825232E+00,  0.86085075E+00,  0.83347052E+00,  0.80559307E+00,  0.77759933E+00,  0.74964398E+00,  0.72170442E+00,  0.69382524E+00,  0.66580313E+00,  0.63753390E+00,  0.60891968E+00,  0.57988590E+00,  0.55046088E+00,  0.52062780E+00,  0.49032742E+00,  0.45959726E+00,  0.42853352E+00,  0.39700070E+00,  0.36490172E+00,  0.33290219E+00,  0.30074334E+00,  0.26804441E+00,  0.23780480E+00,  0.20964238E+00,  0.18085732E+00,  0.15092179E+00,  0.12014317E+00,  0.88423304E-01,  0.55614766E-01,  0.21677108E-01, -0.13487527E-01, -0.50012998E-01, -0.88059060E-01, -0.12785508E+00, -0.16972801E+00, -0.21419005E+00, -0.26207295E+00, -0.31475177E+00, -0.37453881E+00, -0.44641295E+00, -0.54153901E+00, -0.69248164E+00, -0.97708803E+00, -0.13415892E+01, -0.13638992E+01, -0.13862094E+01, -0.14085194E+01, -0.14308294E+01, -0.14531395E+01, -0.14754496E+01
  0.37306413E+01,  0.88825232E+00,  0.85565472E+00,  0.82295734E+00,  0.78965968E+00,  0.75621849E+00,  0.72281331E+00,  0.68946058E+00,  0.65617800E+00,  0.62273353E+00,  0.58898753E+00,  0.55481601E+00,  0.52013552E+00,  0.48497045E+00,  0.44929892E+00,  0.41305494E+00,  0.37627602E+00,  0.33906010E+00,  0.30126292E+00,  0.26278248E+00,  0.22435701E+00,  0.18568222E+00,  0.14652710E+00,  0.11028057E+00,  0.76544955E-01,  0.42057682E-01,  0.61953911E-02, -0.30748937E-01, -0.68891838E-01, -0.10840138E+00, -0.14933509E+00, -0.19181377E+00, -0.23599739E+00, -0.28207636E+00, -0.33031881E+00, -0.38110077E+00, -0.43500128E+00, -0.49294555E+00, -0.55643409E+00, -0.62794703E+00, -0.71277881E+00, -0.82261878E+00, -0.99099576E+00, -0.12980087E+01, -0.16877768E+01, -0.17158438E+01, -0.17439109E+01, -0.17719779E+01, -0.18000449E+01, -0.18281120E+01, -0.18561790E+01
  0.38288160E+01,  0.88825232E+00,  0.85056573E+00,  0.81265998E+00,  0.77405596E+00,  0.73527741E+00,  0.69655406E+00,  0.65792811E+00,  0.61938494E+00,  0.58066446E+00,  0.54158694E+00,  0.50200742E+00,  0.46182859E+00,  0.42107096E+00,  0.37971050E+00,  0.33767110E+00,  0.29498908E+00,  0.25176689E+00,  0.20784178E+00,  0.16312625E+00,  0.11840868E+00,  0.73382162E-01,  0.27882641E-01, -0.14135288E-01, -0.53314883E-01, -0.93319803E-01, -0.13495992E+00, -0.17793944E+00, -0.22240214E+00, -0.26853463E+00, -0.31641352E+00, -0.36618340E+00, -0.41803110E+00, -0.47217777E+00, -0.52893078E+00, -0.58871561E+00, -0.65217817E+00, -0.72033727E+00, -0.79481858E+00, -0.87827182E+00, -0.97630984E+00, -0.11011633E+01, -0.12873757E+01, -0.16176746E+01, -0.20344245E+01, -0.20682561E+01, -0.21020880E+01, -0.21359196E+01, -0.21697512E+01, -0.22035828E+01, -0.22374144E+01
  0.39269908E+01,  0.88825232E+00,  0.84561682E+00,  0.80264628E+00,  0.75888354E+00,  0.71491969E+00,  0.67105865E+00,  0.62734282E+00,  0.58372766E+00,  0.53992200E+00,  0.49571046E+00,  0.45092121E+00,  0.40543932E+00,  0.35928592E+00,  0.31243393E+00,  0.26479834E+00,  0.21641280E+00,  0.16737860E+00,  0.11752270E+00,  0.66755734E-01,  0.15932066E-01, -0.35238203E-01, -0.86877175E-01, -0.13444762E+00, -0.17880951E+00, -0.22411227E+00, -0.27132618E+00, -0.32017156E+00, -0.37082034E+00, -0.42347759E+00, -0.47824109E+00, -0.53528059E+00, -0.59481138E+00, -0.65708733E+00, -0.72245675E+00, -0.79139692E+00, -0.86462337E+00, -0.94325161E+00, -0.10290370E+01, -0.11248025E+01, -0.12364938E+01, -0.13769151E+01, -0.15817471E+01, -0.19368291E+01, -0.23826110E+01, -0.24222329E+01, -0.24618547E+01, -0.25014765E+01, -0.25410984E+01, -0.25807202E+01, -0.26203420E+01
  0.40251656E+01,  0.88825232E+00,  0.84085113E+00,  0.79300487E+00,  0.74427420E+00,  0.69534224E+00,  0.64657950E+00,  0.59801459E+00,  0.54957455E+00,  0.50094062E+00,  0.45185965E+00,  0.40211400E+00,  0.35158870E+00,  0.30030161E+00,  0.24822365E+00,  0.19526188E+00,  0.14143673E+00,  0.86850941E-01,  0.31321198E-01, -0.25243167E-01, -0.81904091E-01, -0.13893807E+00, -0.19641852E+00, -0.24923109E+00, -0.29845473E+00, -0.34874913E+00, -0.40127182E+00, -0.45576021E+00, -0.51241803E+00, -0.57146847E+00, -0.63303268E+00, -0.69730902E+00, -0.76454496E+00, -0.83503199E+00, -0.90916502E+00, -0.98747945E+00, -0.10707685E+01, -0.11602545E+01, -0.12578332E+01, -0.13665156E+01, -0.14926018E+01, -0.16495262E+01, -0.18742408E+01, -0.22561607E+01, -0.27331052E+01, -0.27785556E+01, -0.28240061E+01, -0.28694563E+01, -0.29149067E+01, -0.29603572E+01, -0.30058076E+01
  0.41233404E+01,  0.88825232E+00,  0.83632582E+00,  0.78385460E+00,  0.73040909E+00,  0.67680895E+00,  0.62345141E+00,  0.57035464E+00,  0.51741779E+00,  0.46430570E+00,  0.41068313E+00,  0.35632101E+00,  0.30109581E+00,  0.24502251E+00,  0.18807308E+00,  0.13014127E+00,  0.71237676E-01,  0.11463892E-01, -0.49369548E-01, -0.11136758E+00, -0.17345731E+00, -0.23596279E+00, -0.29887620E+00, -0.35655698E+00, -0.41024420E+00, -0.46513978E+00, -0.52262712E+00, -0.58246255E+00, -0.64488274E+00, -0.71012801E+00, -0.77834749E+00, -0.84977472E+00, -0.92469829E+00, -0.10034572E+01, -0.10865061E+01, -0.11744546E+01, -0.12681929E+01, -0.13690739E+01, -0.14791570E+01, -0.16016684E+01, -0.17433032E+01, -0.19181887E+01, -0.21647022E+01, -0.25763113E+01, -0.30858665E+01, -0.31371832E+01, -0.31884999E+01, -0.32398167E+01, -0.32911332E+01, -0.33424499E+01, -0.33937666E+01
  0.42215151E+01,  0.88825232E+00,  0.83211780E+00,  0.77535611E+00,  0.71754014E+00,  0.65967286E+00,  0.60211879E+00,  0.54490793E+00,  0.48791832E+00,  0.43075815E+00,  0.37302494E+00,  0.31449160E+00,  0.25501463E+00,  0.19461595E+00,  0.13326456E+00,  0.70847869E-01,  0.73505137E-02, -0.57122648E-01, -0.12279098E+00, -0.18979082E+00, -0.25680313E+00, -0.32425100E+00, -0.39191076E+00, -0.45384482E+00, -0.51152265E+00, -0.57056177E+00, -0.63259029E+00, -0.69736856E+00, -0.76517701E+00, -0.83627927E+00, -0.91085929E+00, -0.98919851E+00, -0.10716408E+01, -0.11585921E+01, -0.12505914E+01, -0.13483540E+01, -0.14529091E+01, -0.15657896E+01, -0.16892825E+01, -0.18268852E+01, -0.19857709E+01, -0.21808720E+01, -0.24521835E+01, -0.28973584E+01, -0.34397357E+01, -0.34969370E+01, -0.35541384E+01, -0.36113398E+01, -0.36685412E+01, -0.37257426E+01, -0.37829440E+01
  0.43196899E+01,  0.88825232E+00,  0.82832992E+00,  0.76772696E+00,  0.70601076E+00,  0.64439797E+00,  0.58316749E+00,  0.52238452E+00,  0.46190980E+00,  0.40123126E+00,  0.33995473E+00,  0.27781871E+00,  0.21466632E+00,  0.15053403E+00,  0.85411444E-01,  0.19133646E-01, -0.48331287E-01, -0.11687393E+00, -0.18672122E+00, -0.25790820E+00, -0.32911789E+00, -0.40125152E+00, -0.47337168E+00, -0.53851151E+00, -0.59917867E+00, -0.66163915E+00, -0.72770786E+00, -0.79687762E+00, -0.86947662E+00, -0.94583791E+00, -0.10261817E+01, -0.11108539E+01, -0.12002711E+01, -0.12949320E+01, -0.13954947E+01, -0.15028298E+01, -0.16181765E+01, -0.17433479E+01, -0.18809936E+01, -0.20350461E+01, -0.22133803E+01, -0.24320395E+01, -0.27330778E+01, -0.32174578E+01, -0.37925258E+01, -0.38555939E+01, -0.39186621E+01, -0.39817302E+01, -0.40447984E+01, -0.41078668E+01, -0.41709347E+01
  0.44178647E+01,  0.88825232E+00,  0.82509911E+00,  0.76125288E+00,  0.69627231E+00,  0.63156569E+00,  0.56733441E+00,  0.50366116E+00,  0.44037306E+00,  0.37685528E+00,  0.31273890E+00,  0.24770486E+00,  0.18160371E+00,  0.11450844E+00,  0.46376899E-01, -0.23001136E-01, -0.93621209E-01, -0.16534390E+00, -0.23850720E+00, -0.31327173E+00, -0.38788250E+00, -0.46277472E+00, -0.53763580E+00, -0.60655671E+00, -0.67031974E+00, -0.73520428E+00, -0.80418557E+00, -0.87689221E+00, -0.95337540E+00, -0.10340018E+01, -0.11190200E+01, -0.12088591E+01, -0.13040096E+01, -0.14050748E+01, -0.15128508E+01, -0.16283957E+01, -0.17532190E+01, -0.18895193E+01, -0.20404844E+01, -0.22107677E+01, -0.24094567E+01, -0.26545587E+01, -0.29919324E+01, -0.35204446E+01, -0.41267200E+01, -0.41953454E+01, -0.42639713E+01, -0.43325968E+01, -0.44012222E+01, -0.44698482E+01, -0.45384736E+01
  0.45160394E+01,  0.88825232E+00,  0.82259870E+00,  0.75628167E+00,  0.68886429E+00,  0.62186790E+00,  0.55544680E+00,  0.48971173E+00,  0.42438453E+00,  0.35884428E+00,  0.29270682E+00,  0.22560492E+00,  0.15742691E+00,  0.88265024E-01,  0.18009728E-01, -0.53524394E-01, -0.12626790E+00, -0.20015471E+00, -0.27581194E+00, -0.35289630E+00, -0.42920399E+00, -0.50698394E+00, -0.58591026E+00, -0.65564674E+00, -0.71968722E+00, -0.78648132E+00, -0.85833651E+00, -0.93365097E+00, -0.10126332E+01, -0.10960400E+01, -0.11840807E+01, -0.12771959E+01, -0.13759413E+01, -0.14809777E+01, -0.15931851E+01, -0.17137390E+01, -0.18443143E+01, -0.19873540E+01, -0.21463919E+01, -0.23265262E+01, -0.25375137E+01, -0.27978628E+01, -0.31500835E+01, -0.36422052E+01, -0.40956750E+01, -0.41637845E+01, -0.42318935E+01, -0.43000031E+01, -0.43681126E+01, -0.44362216E+01, -0.45043311E+01
