psi_index,theta_index,theta_rad,R_m,Z_m,PSIP
  28,   5,  0.39269908E+00,  0.95614014E+01,  0.15410380E+01,  0.40731270E+02
  28,   6,  0.49087385E+00,  0.95050383E+01,  0.16968833E+01,  0.40731270E+02
  28,   7,  0.58904862E+00,  0.94364653E+01,  0.18477540E+01,  0.40731270E+02
  28,   8,  0.68722339E+00,  0.93559246E+01,  0.19925882E+01,  0.40731270E+02
  28,   9,  0.78539816E+00,  0.92637062E+01,  0.21302786E+01,  0.40731270E+02
  28,  10,  0.88357293E+00,  0.91601524E+01,  0.22596569E+01,  0.40731270E+02
  28,  11,  0.98174770E+00,  0.90456715E+01,  0.23794682E+01,  0.40731270E+02
  28,  12,  0.10799225E+01,  0.89207497E+01,  0.24883404E+01,  0.40731270E+02
  28,  13,  0.11780972E+01,  0.87859802E+01,  0.25847442E+01,  0.40731270E+02
  28,  14,  0.12762720E+01,  0.86420631E+01,  0.26668556E+01,  0.40731270E+02
  28,  15,  0.13744468E+01,  0.84900093E+01,  0.27326396E+01,  0.40731270E+02
  28,  16,  0.14726216E+01,  0.83312445E+01,  0.27799513E+01,  0.40731270E+02
  28,  17,  0.15707963E+01,  0.81677313E+01,  0.28064113E+01,  0.40731270E+02
  28,  18,  0.16689711E+01,  0.80021429E+01,  0.28094947E+01,  0.40731270E+02
  28,  19,  0.17671459E+01,  0.78380251E+01,  0.27874024E+01,  0.40731270E+02
  28,  20,  0.18653206E+01,  0.76795211E+01,  0.27394965E+01,  0.40731270E+02
  28,  21,  0.19634954E+01,  0.75308189E+01,  0.26666408E+01,  0.40731270E+02
  28,  22,  0.20616702E+01,  0.73952932E+01,  0.25714643E+01,  0.40731270E+02
  28,  23,  0.21598449E+01,  0.72750311E+01,  0.24575713E+01,  0.40731270E+02
  28,  24,  0.22580197E+01,  0.71707916E+01,  0.23288178E+01,  0.40731270E+02
  28,  25,  0.23561945E+01,  0.70823264E+01,  0.21887283E+01,  0.40731270E+02
  28,  26,  0.24543693E+01,  0.70087738E+01,  0.20402443E+01,  0.40731270E+02
  28,  27,  0.25525440E+01,  0.69489822E+01,  0.18856891E+01,  0.40731270E+02
  28,  28,  0.26507188E+01,  0.69017286E+01,  0.17268398E+01,  0.40731270E+02
  28,  29,  0.27488936E+01,  0.68658543E+01,  0.15650324E+01,  0.40731270E+02
  28,  30,  0.28470683E+01,  0.68403344E+01,  0.14012663E+01,  0.40731270E+02
  28,  31,  0.29452431E+01,  0.68243198E+01,  0.12362952E+01,  0.40731270E+02
  28,  32,  0.30434179E+01,  0.68171506E+01,  0.10707012E+01,  0.40731270E+02
  28,  33,  0.31415927E+01,  0.68183594E+01,  0.90495491E+00,  0.40731270E+02
  28,  34,  0.32397674E+01,  0.68276711E+01,  0.73946518E+00,  0.40731270E+02
  28,  35,  0.33379422E+01,  0.68449993E+01,  0.57462221E+00,  0.40731270E+02
  28,  36,  0.34361170E+01,  0.68704414E+01,  0.41083622E+00,  0.40731270E+02
  28,  37,  0.35342917E+01,  0.69042759E+01,  0.24857792E+00,  0.40731270E+02
  28,  38,  0.36324665E+01,  0.69469604E+01,  0.88423304E-01,  0.40731270E+02
  28,  39,  0.37306413E+01,  0.69991322E+01, -0.68891838E-01,  0.40731270E+02
  28,  40,  0.38288160E+01,  0.70616002E+01, -0.22240214E+00,  0.40731270E+02
  28,  41,  0.39269908E+01,  0.71353331E+01, -0.37082034E+00,  0.40731270E+02
  28,  42,  0.40251656E+01,  0.72214141E+01, -0.51241803E+00,  0.40731270E+02
  28,  43,  0.41233404E+01,  0.73209457E+01, -0.64488274E+00,  0.40731270E+02
  28,  44,  0.42215151E+01,  0.74348493E+01, -0.76517701E+00,  0.40731270E+02
  28,  45,  0.43196899E+01,  0.75635161E+01, -0.86947662E+00,  0.40731270E+02
  28,  46,  0.44178647E+01,  0.77062831E+01, -0.95337540E+00,  0.40731270E+02
  28,  47,  0.45160394E+01,  0.78608789E+01, -0.10126332E+01,  0.40731270E+02
  28,  48,  0.46142142E+01,  0.80233860E+01, -0.10442718E+01,  0.40731270E+02
  28,  49,  0.47123890E+01,  0.81889229E+01, -0.10476809E+01,  0.40731270E+02
  28,  50,  0.48105638E+01,  0.83528709E+01, -0.10243359E+01,  0.40731270E+02
  28,  51,  0.49087385E+01,  0.85116787E+01, -0.97726917E+00,  0.40731270E+02
  28,  52,  0.50069133E+01,  0.86628914E+01, -0.90961802E+00,  0.40731270E+02
  28,  53,  0.51050881E+01,  0.88050795E+01, -0.82456905E+00,  0.40731270E+02
  28,  54,  0.52032628E+01,  0.89373512E+01, -0.72477019E+00,  0.40731270E+02
  28,  55,  0.53014376E+01,  0.90592890E+01, -0.61256558E+00,  0.40731270E+02
  28,  56,  0.53996124E+01,  0.91705990E+01, -0.48980016E+00,  0.40731270E+02
  28,  57,  0.54977871E+01,  0.92710752E+01, -0.35801378E+00,  0.40731270E+02
  28,  58,  0.55959619E+01,  0.93605490E+01, -0.21851891E+00,  0.40731270E+02
  28,  59,  0.56941367E+01,  0.94388485E+01, -0.72455555E-01,  0.40731270E+02
  28,  60,  0.57923115E+01,  0.95057774E+01,  0.79156362E-01,  0.40731270E+02
  28,  61,  0.58904862E+01,  0.95611029E+01,  0.23537771E+00,  0.40731270E+02
  28,  62,  0.59886610E+01,  0.96045837E+01,  0.39530122E+00,  0.40731270E+02
  28,  63,  0.60868358E+01,  0.96359739E+01,  0.55803043E+00,  0.40731270E+02
  28,  64,  0.61850105E+01,  0.96550684E+01,  0.72265500E+00,  0.40731270E+02
  29,   1,  0.00000000E+00,  0.97024088E+01,  0.88825232E+00,  0.43799023E+02
  29,   2,  0.98174770E-01,  0.96960602E+01,  0.10608022E+01,  0.43799023E+02
  29,   3,  0.19634954E+00,  0.96763763E+01,  0.12323426E+01,  0.43799023E+02
  29,   4,  0.29452431E+00,  0.96434307E+01,  0.14018366E+01,  0.43799023E+02
  29,   5,  0.39269908E+00,  0.95973425E+01,  0.15682369E+01,  0.43799023E+02
  29,   6,  0.49087385E+00,  0.95382643E+01,  0.17304795E+01,  0.43799023E+02
  29,   7,  0.58904862E+00,  0.94664173E+01,  0.18874844E+01,  0.43799023E+02
  29,   8,  0.68722339E+00,  0.93820820E+01,  0.20381482E+01,  0.43799023E+02
  29,   9,  0.78539816E+00,  0.92855911E+01,  0.21813288E+01,  0.43799023E+02
  29,  10,  0.88357293E+00,  0.91773338E+01,  0.23158305E+01,  0.43799023E+02
  29,  11,  0.98174770E+00,  0.90577784E+01,  0.24403925E+01,  0.43799023E+02
  29,  12,  0.10799225E+01,  0.89274549E+01,  0.25536320E+01,  0.43799023E+02
  29,  13,  0.11780972E+01,  0.87869854E+01,  0.26539958E+01,  0.43799023E+02
  29,  14,  0.12762720E+01,  0.86371546E+01,  0.27397406E+01,  0.43799023E+02
  29,  15,  0.13744468E+01,  0.84789305E+01,  0.28087552E+01,  0.43799023E+02
  29,  16,  0.14726216E+01,  0.83137665E+01,  0.28588765E+01,  0.43799023E+02
  29,  17,  0.15707963E+01,  0.81435595E+01,  0.28873892E+01,  0.43799023E+02
  29,  18,  0.16689711E+01,  0.79710598E+01,  0.28917012E+01,  0.43799023E+02
  29,  19,  0.17671459E+01,  0.77999477E+01,  0.28696392E+01,  0.43799023E+02
  29,  20,  0.18653206E+01,  0.76346393E+01,  0.28202972E+01,  0.43799023E+02
  29,  21,  0.19634954E+01,  0.74796305E+01,  0.27445683E+01,  0.43799023E+02
  29,  22,  0.20616702E+01,  0.73385701E+01,  0.26452138E+01,  0.43799023E+02
  29,  23,  0.21598449E+01,  0.72136645E+01,  0.25261433E+01,  0.43799023E+02
  29,  24,  0.22580197E+01,  0.71056552E+01,  0.23915198E+01,  0.43799023E+02
  29,  25,  0.23561945E+01,  0.70141997E+01,  0.22451150E+01,  0.43799023E+02
  29,  26,  0.24543693E+01,  0.69383287E+01,  0.20900376E+01,  0.43799023E+02
  29,  27,  0.25525440E+01,  0.68767920E+01,  0.19287182E+01,  0.43799023E+02
  29,  28,  0.26507188E+01,  0.68282847E+01,  0.17630023E+01,  0.43799023E+02
  29,  29,  0.27488936E+01,  0.67915783E+01,  0.15942711E+01,  0.43799023E+02
  29,  30,  0.28470683E+01,  0.67655907E+01,  0.14235539E+01,  0.43799023E+02
  29,  31,  0.29452431E+01,  0.67494245E+01,  0.12516243E+01,  0.43799023E+02
  29,  32,  0.30434179E+01,  0.67423820E+01,  0.10790772E+01,  0.43799023E+02
  29,  33,  0.31415927E+01,  0.67439704E+01,  0.90639222E+00,  0.43799023E+02
  29,  34,  0.32397674E+01,  0.67538986E+01,  0.73398471E+00,  0.43799023E+02
  29,  35,  0.33379422E+01,  0.67720737E+01,  0.56225085E+00,  0.43799023E+02
  29,  36,  0.34361170E+01,  0.67985950E+01,  0.39160758E+00,  0.43799023E+02
  29,  37,  0.35342917E+01,  0.68337493E+01,  0.22253361E+00,  0.43799023E+02
  29,  38,  0.36324665E+01,  0.68780079E+01,  0.55614766E-01,  0.43799023E+02
  29,  39,  0.37306413E+01,  0.69320250E+01, -0.10840138E+00,  0.43799023E+02
  29,  40,  0.38288160E+01,  0.69966321E+01, -0.26853463E+00,  0.43799023E+02
  29,  41,  0.39269908E+01,  0.70728292E+01, -0.42347759E+00,  0.43799023E+02
  29,  42,  0.40251656E+01,  0.71617517E+01, -0.57146847E+00,  0.43799023E+02
  29,  43,  0.41233404E+01,  0.72645864E+01, -0.71012801E+00,  0.43799023E+02
  29,  44,  0.42215151E+01,  0.73823891E+01, -0.83627927E+00,  0.43799023E+02
  29,  45,  0.43196899E+01,  0.75157146E+01, -0.94583791E+00,  0.43799023E+02
  29,  46,  0.44178647E+01,  0.76640100E+01, -0.10340018E+01,  0.43799023E+02
  29,  47,  0.45160394E+01,  0.78249564E+01, -0.10960400E+01,  0.43799023E+02
  29,  48,  0.46142142E+01,  0.79943109E+01, -0.11287335E+01,  0.43799023E+02
  29,  49,  0.47123890E+01,  0.81667900E+01, -0.11314189E+01,  0.43799023E+02
  29,  50,  0.48105638E+01,  0.83374424E+01, -0.11060026E+01,  0.43799023E+02
  29,  51,  0.49087385E+01,  0.85025549E+01, -0.10558137E+01,  0.43799023E+02
  29,  52,  0.50069133E+01,  0.86597700E+01, -0.98457992E+00,  0.43799023E+02
  29,  53,  0.51050881E+01,  0.88076000E+01, -0.89544606E+00,  0.43799023E+02
  29,  54,  0.52032628E+01,  0.89452639E+01, -0.79127336E+00,  0.43799023E+02
  29,  55,  0.53014376E+01,  0.90722876E+01, -0.67434508E+00,  0.43799023E+02
  29,  56,  0.53996124E+01,  0.91883631E+01, -0.54653114E+00,  0.43799023E+02
  29,  57,  0.54977871E+01,  0.92932606E+01, -0.40938792E+00,  0.43799023E+02
  29,  58,  0.55959619E+01,  0.93867693E+01, -0.26423532E+00,  0.43799023E+02
  29,  59,  0.56941367E+01,  0.94686823E+01, -0.11223458E+00,  0.43799023E+02
  29,  60,  0.57923115E+01,  0.95387697E+01,  0.45569193E-01,  0.43799023E+02
  29,  61,  0.58904862E+01,  0.95967636E+01,  0.20820762E+00,  0.43799023E+02
  29,  62,  0.59886610E+01,  0.96423874E+01,  0.37474003E+00,  0.43799023E+02
  29,  63,  0.60868358E+01,  0.96753712E+01,  0.54422945E+00,  0.43799023E+02
  29,  64,  0.61850105E+01,  0.96954594E+01,  0.71572495E+00,  0.43799023E+02
  30,   1,  0.00000000E+00,  0.97431765E+01,  0.88825232E+00,  0.46882534E+02
  30,   2,  0.98174770E-01,  0.97365465E+01,  0.10679884E+01,  0.46882534E+02
  30,   3,  0.19634954E+00,  0.97159081E+01,  0.12466584E+01,  0.46882534E+02
  30,   4,  0.29452431E+00,  0.96813536E+01,  0.14231658E+01,  0.46882534E+02
  30,   5,  0.39269908E+00,  0.96330214E+01,  0.15964072E+01,  0.46882534E+02
  30,   6,  0.49087385E+00,  0.95710869E+01,  0.17652632E+01,  0.46882534E+02
  30,   7,  0.58904862E+00,  0.94958048E+01,  0.19286047E+01,  0.46882534E+02
  30,   8,  0.68722339E+00,  0.94074965E+01,  0.20852857E+01,  0.46882534E+02
  30,   9,  0.78539816E+00,  0.93065453E+01,  0.22341335E+01,  0.46882534E+02
  30,  10,  0.88357293E+00,  0.91934032E+01,  0.23739357E+01,  0.46882534E+02
  30,  11,  0.98174770E+00,  0.90685940E+01,  0.25034242E+01,  0.46882534E+02
  30,  12,  0.10799225E+01,  0.89327059E+01,  0.26212263E+01,  0.46882534E+02
  30,  13,  0.11780972E+01,  0.87864037E+01,  0.27258027E+01,  0.46882534E+02
  30,  14,  0.12762720E+01,  0.86304865E+01,  0.28153954E+01,  0.46882534E+02
  30,  15,  0.13744468E+01,  0.84659786E+01,  0.28879898E+01,  0.46882534E+02
  30,  16,  0.14726216E+01,  0.82942171E+01,  0.29411323E+01,  0.46882534E+02
  30,  17,  0.15707963E+01,  0.81171293E+01,  0.29720719E+01,  0.46882534E+02
  30,  18,  0.16689711E+01,  0.79374828E+01,  0.29778926E+01,  0.46882534E+02
  30,  19,  0.17671459E+01,  0.77591004E+01,  0.29560771E+01,  0.46882534E+02
  30,  20,  0.18653206E+01,  0.75867033E+01,  0.29053898E+01,  0.46882534E+02
  30,  21,  0.19634954E+01,  0.74251714E+01,  0.28266613E+01,  0.46882534E+02
  30,  22,  0.20616702E+01,  0.72784801E+01,  0.27228329E+01,  0.46882534E+02
  30,  23,  0.21598449E+01,  0.71489706E+01,  0.25981829E+01,  0.46882534E+02
  30,  24,  0.22580197E+01,  0.70373397E+01,  0.24572537E+01,  0.46882534E+02
  30,  25,  0.23561945E+01,  0.69431133E+01,  0.23041072E+01,  0.46882534E+02
  30,  26,  0.24543693E+01,  0.68651729E+01,  0.21420403E+01,  0.46882534E+02
  30,  27,  0.25525440E+01,  0.68021431E+01,  0.19735957E+01,  0.46882534E+02
  30,  28,  0.26507188E+01,  0.67526188E+01,  0.18006855E+01,  0.46882534E+02
  30,  29,  0.27488936E+01,  0.67152920E+01,  0.16247298E+01,  0.46882534E+02
  30,  30,  0.28470683E+01,  0.66890178E+01,  0.14467813E+01,  0.46882534E+02
  30,  31,  0.29452431E+01,  0.66728497E+01,  0.12676274E+01,  0.46882534E+02
  30,  32,  0.30434179E+01,  0.66660528E+01,  0.10878708E+01,  0.46882534E+02
  30,  33,  0.31415927E+01,  0.66681080E+01,  0.90799600E+00,  0.46882534E+02
  30,  34,  0.32397674E+01,  0.66787100E+01,  0.72842133E+00,  0.46882534E+02
  30,  35,  0.33379422E+01,  0.66977606E+01,  0.54954571E+00,  0.46882534E+02
  30,  36,  0.34361170E+01,  0.67253623E+01,  0.37178972E+00,  0.46882534E+02
  30,  37,  0.35342917E+01,  0.67618089E+01,  0.19563648E+00,  0.46882534E+02
  30,  38,  0.36324665E+01,  0.68075838E+01,  0.21677108E-01,  0.46882534E+02
  30,  39,  0.37306413E+01,  0.68633537E+01, -0.14933509E+00,  0.46882534E+02
  30,  40,  0.38288160E+01,  0.69299712E+01, -0.31641352E+00,  0.46882534E+02
  30,  41,  0.39269908E+01,  0.70084653E+01, -0.47824109E+00,  0.46882534E+02
  30,  42,  0.40251656E+01,  0.71000285E+01, -0.63303268E+00,  0.46882534E+02
  30,  43,  0.41233404E+01,  0.72059546E+01, -0.77834749E+00,  0.46882534E+02
  30,  44,  0.42215151E+01,  0.73274703E+01, -0.91085929E+00,  0.46882534E+02
  30,  45,  0.43196899E+01,  0.74653516E+01, -0.10261817E+01,  0.46882534E+02
  30,  46,  0.44178647E+01,  0.76192150E+01, -0.11190200E+01,  0.46882534E+02
  30,  47,  0.45160394E+01,  0.77866836E+01, -0.11840807E+01,  0.46882534E+02
  30,  48,  0.46142142E+01,  0.79631548E+01, -0.12177436E+01,  0.46882534E+02
  30,  49,  0.47123890E+01,  0.81428251E+01, -0.12194535E+01,  0.46882534E+02
  30,  50,  0.48105638E+01,  0.83203716E+01, -0.11915855E+01,  0.46882534E+02
  30,  51,  0.49087385E+01,  0.84919577E+01, -0.11379893E+01,  0.46882534E+02
  30,  52,  0.50069133E+01,  0.86552143E+01, -0.10626692E+01,  0.46882534E+02
  30,  53,  0.51050881E+01,  0.88087950E+01, -0.96914655E+00,  0.46882534E+02
  30,  54,  0.52032628E+01,  0.89519253E+01, -0.86027640E+00,  0.46882534E+02
  30,  55,  0.53014376E+01,  0.90841370E+01, -0.73836124E+00,  0.46882534E+02
  30,  56,  0.53996124E+01,  0.92051058E+01, -0.60527354E+00,  0.46882534E+02
  30,  57,  0.54977871E+01,  0.93145609E+01, -0.46256021E+00,  0.46882534E+02
  30,  58,  0.55959619E+01,  0.94122524E+01, -0.31154650E+00,  0.46882534E+02
  30,  59,  0.56941367E+01,  0.94979334E+01, -0.15340641E+00,  0.46882534E+02
  30,  60,  0.57923115E+01,  0.95713310E+01,  0.10797225E-01,  0.46882534E+02
  30,  61,  0.58904862E+01,  0.96321316E+01,  0.18007034E+00,  0.46882534E+02
  30,  62,  0.59886610E+01,  0.96800137E+01,  0.35344106E+00,  0.46882534E+02
  30,  63,  0.60868358E+01,  0.97146740E+01,  0.52993083E+00,  0.46882534E+02
  30,  64,  0.61850105E+01,  0.97358189E+01,  0.70854372E+00,  0.46882534E+02
  31,   1,  0.00000000E+00,  0.97839432E+01,  0.88825232E+00,  0.49980667E+02
  31,   2,  0.98174770E-01,  0.97770166E+01,  0.10754479E+01,  0.49980667E+02
  31,   3,  0.19634954E+00,  0.97553625E+01,  0.12615160E+01,  0.49980667E+02
  31,   4,  0.29452431E+00,  0.97191133E+01,  0.14452988E+01,  0.49980667E+02
  31,   5,  0.39269908E+00,  0.96684132E+01,  0.16256301E+01,  0.49980667E+02
  31,   6,  0.49087385E+00,  0.96034698E+01,  0.18013343E+01,  0.49980667E+02
  31,   7,  0.58904862E+00,  0.95245752E+01,  0.19712305E+01,  0.49980667E+02
  31,   8,  0.68722339E+00,  0.94320955E+01,  0.21341300E+01,  0.49980667E+02
  31,   9,  0.78539816E+00,  0.93264771E+01,  0.22888319E+01,  0.49980667E+02
  31,  10,  0.88357293E+00,  0.92082376E+01,  0.24341142E+01,  0.49980667E+02
  31,  11,  0.98174770E+00,  0.90779724E+01,  0.25687149E+01,  0.49980667E+02
  31,  12,  0.10799225E+01,  0.89363317E+01,  0.26912808E+01,  0.49980667E+02
  31,  13,  0.11780972E+01,  0.87840290E+01,  0.28003063E+01,  0.49980667E+02
  31,  14,  0.12762720E+01,  0.86218834E+01,  0.28940494E+01,  0.49980667E+02
  31,  15,  0.13744468E+01,  0.84508963E+01,  0.29704535E+01,  0.49980667E+02
  31,  16,  0.14726216E+01,  0.82723780E+01,  0.30270054E+01,  0.49980667E+02
  31,  17,  0.15707963E+01,  0.80882082E+01,  0.30607481E+01,  0.49980667E+02
  31,  18,  0.16689711E+01,  0.79011641E+01,  0.30684259E+01,  0.49980667E+02
  31,  19,  0.17671459E+01,  0.77152152E+01,  0.30471048E+01,  0.49980667E+02
  31,  20,  0.18653206E+01,  0.75354247E+01,  0.29951608E+01,  0.49980667E+02
  31,  21,  0.19634954E+01,  0.73671417E+01,  0.29132824E+01,  0.49980667E+02
  31,  22,  0.20616702E+01,  0.72147274E+01,  0.28046434E+01,  0.49980667E+02
  31,  23,  0.21598449E+01,  0.70806704E+01,  0.26739705E+01,  0.49980667E+02
  31,  24,  0.22580197E+01,  0.69655938E+01,  0.25262601E+01,  0.49980667E+02
  31,  25,  0.23561945E+01,  0.68688440E+01,  0.23659105E+01,  0.49980667E+02
  31,  26,  0.24543693E+01,  0.67891154E+01,  0.21964266E+01,  0.49980667E+02
  31,  27,  0.25525440E+01,  0.67248759E+01,  0.20204685E+01,  0.49980667E+02
  31,  28,  0.26507188E+01,  0.66746016E+01,  0.18400104E+01,  0.49980667E+02
  31,  29,  0.27488936E+01,  0.66368937E+01,  0.16565051E+01,  0.49980667E+02
  31,  30,  0.28470683E+01,  0.66105390E+01,  0.14710222E+01,  0.49980667E+02
  31,  31,  0.29452431E+01,  0.65945382E+01,  0.12843565E+01,  0.49980667E+02
  31,  32,  0.30434179E+01,  0.65881195E+01,  0.10971133E+01,  0.49980667E+02
  31,  33,  0.31415927E+01,  0.65907397E+01,  0.90977657E+00,  0.49980667E+02
  31,  34,  0.32397674E+01,  0.66020803E+01,  0.72276437E+00,  0.49980667E+02
  31,  35,  0.33379422E+01,  0.66220393E+01,  0.53647494E+00,  0.49980667E+02
  31,  36,  0.34361170E+01,  0.66507230E+01,  0.35132909E+00,  0.49980667E+02
  31,  37,  0.35342917E+01,  0.66884341E+01,  0.16781104E+00,  0.49980667E+02
  31,  38,  0.36324665E+01,  0.67356639E+01, -0.13487527E-01,  0.49980667E+02
  31,  39,  0.37306413E+01,  0.67930903E+01, -0.19181377E+00,  0.49980667E+02
  31,  40,  0.38288160E+01,  0.68615799E+01, -0.36618340E+00,  0.49980667E+02
  31,  41,  0.39269908E+01,  0.69421902E+01, -0.53528059E+00,  0.49980667E+02
  31,  42,  0.40251656E+01,  0.70361748E+01, -0.69730902E+00,  0.49980667E+02
  31,  43,  0.41233404E+01,  0.71449513E+01, -0.84977472E+00,  0.49980667E+02
  31,  44,  0.42215151E+01,  0.72699571E+01, -0.98919851E+00,  0.49980667E+02
  31,  45,  0.43196899E+01,  0.74122510E+01, -0.11108539E+01,  0.49980667E+02
  31,  46,  0.44178647E+01,  0.75716906E+01, -0.12088591E+01,  0.49980667E+02
  31,  47,  0.45160394E+01,  0.77458692E+01, -0.12771959E+01,  0.49980667E+02
  31,  48,  0.46142142E+01,  0.79297395E+01, -0.13117818E+01,  0.49980667E+02
  31,  49,  0.47123890E+01,  0.81168661E+01, -0.13122103E+01,  0.49980667E+02
  31,  50,  0.48105638E+01,  0.83014965E+01, -0.12814271E+01,  0.49980667E+02
  31,  51,  0.49087385E+01,  0.84796782E+01, -0.12239363E+01,  0.49980667E+02
  31,  52,  0.50069133E+01,  0.86490984E+01, -0.11441658E+01,  0.49980667E+02
  31,  53,  0.51050881E+01,  0.88085089E+01, -0.10458624E+01,  0.49980667E+02
  31,  54,  0.52032628E+01,  0.89571972E+01, -0.93196291E+00,  0.49980667E+02
  31,  55,  0.53014376E+01,  0.90947161E+01, -0.80478740E+00,  0.49980667E+02
  31,  56,  0.53996124E+01,  0.92207212E+01, -0.66618532E+00,  0.49980667E+02
  31,  57,  0.54977871E+01,  0.93348970E+01, -0.51768172E+00,  0.49980667E+02
  31,  58,  0.55959619E+01,  0.94369411E+01, -0.36059132E+00,  0.49980667E+02
  31,  59,  0.56941367E+01,  0.95265589E+01, -0.19609196E+00,  0.49980667E+02
  31,  60,  0.57923115E+01,  0.96034250E+01, -0.25260933E-01,  0.49980667E+02
  31,  61,  0.58904862E+01,  0.96671782E+01,  0.15088472E+00,  0.49980667E+02
  31,  62,  0.59886610E+01,  0.97174444E+01,  0.33134216E+00,  0.49980667E+02
  31,  63,  0.60868358E+01,  0.97538748E+01,  0.51509273E+00,  0.49980667E+02
  31,  64,  0.61850105E+01,  0.97761488E+01,  0.70108986E+00,  0.49980667E+02
  32,   1,  0.00000000E+00,  0.98247108E+01,  0.88825232E+00,  0.53092495E+02
  32,   2,  0.98174770E-01,  0.98174706E+01,  0.10832068E+01,  0.53092495E+02
  32,   3,  0.19634954E+00,  0.97947369E+01,  0.12769670E+01,  0.53092495E+02
  32,   4,  0.29452431E+00,  0.97566910E+01,  0.14683102E+01,  0.53092495E+02
  32,   5,  0.39269908E+00,  0.97034845E+01,  0.16560030E+01,  0.53092495E+02
  32,   6,  0.49087385E+00,  0.96353598E+01,  0.18388096E+01,  0.53092495E+02
  32,   7,  0.58904862E+00,  0.95526505E+01,  0.20154955E+01,  0.53092495E+02
  32,   8,  0.68722339E+00,  0.94557791E+01,  0.21848307E+01,  0.53092495E+02
  32,   9,  0.78539816E+00,  0.93452587E+01,  0.23455892E+01,  0.53092495E+02
  32,  10,  0.88357293E+00,  0.92216902E+01,  0.24965463E+01,  0.53092495E+02
  32,  11,  0.98174770E+00,  0.90857430E+01,  0.26364565E+01,  0.53092495E+02
  32,  12,  0.10799225E+01,  0.89381371E+01,  0.27640011E+01,  0.53092495E+02
  32,  13,  0.11780972E+01,  0.87796392E+01,  0.28777163E+01,  0.53092495E+02
  32,  14,  0.12762720E+01,  0.86110849E+01,  0.29758947E+01,  0.53092495E+02
  32,  15,  0.13744468E+01,  0.84334469E+01,  0.30564494E+01,  0.53092495E+02
  32,  16,  0.14726216E+01,  0.82479897E+01,  0.31167991E+01,  0.53092495E+02
  32,  17,  0.15707963E+01,  0.80565233E+01,  0.31537569E+01,  0.53092495E+02
  32,  18,  0.16689711E+01,  0.78618150E+01,  0.31637020E+01,  0.53092495E+02
  32,  19,  0.17671459E+01,  0.76679792E+01,  0.31431684E+01,  0.53092495E+02
  32,  20,  0.18653206E+01,  0.74804683E+01,  0.30900455E+01,  0.53092495E+02
  32,  21,  0.19634954E+01,  0.73051891E+01,  0.30048459E+01,  0.53092495E+02
  32,  22,  0.20616702E+01,  0.71469646E+01,  0.28910117E+01,  0.53092495E+02
  32,  23,  0.21598449E+01,  0.70084419E+01,  0.27538190E+01,  0.53092495E+02
  32,  24,  0.22580197E+01,  0.68901305E+01,  0.25988038E+01,  0.53092495E+02
  32,  25,  0.23561945E+01,  0.67911444E+01,  0.24307480E+01,  0.53092495E+02
  32,  26,  0.24543693E+01,  0.67099476E+01,  0.22533841E+01,  0.53092495E+02
  32,  27,  0.25525440E+01,  0.66448202E+01,  0.20694911E+01,  0.53092495E+02
  32,  28,  0.26507188E+01,  0.65940986E+01,  0.18811017E+01,  0.53092495E+02
  32,  29,  0.27488936E+01,  0.65562806E+01,  0.16896944E+01,  0.53092495E+02
  32,  30,  0.28470683E+01,  0.65300779E+01,  0.14963477E+01,  0.53092495E+02
  32,  31,  0.29452431E+01,  0.65144372E+01,  0.13018569E+01,  0.53092495E+02
  32,  32,  0.30434179E+01,  0.65085478E+01,  0.11068240E+01,  0.53092495E+02
  32,  33,  0.31415927E+01,  0.65118432E+01,  0.91172844E+00,  0.53092495E+02
  32,  34,  0.32397674E+01,  0.65239949E+01,  0.71698302E+00,  0.53092495E+02
  32,  35,  0.33379422E+01,  0.65449009E+01,  0.52298212E+00,  0.53092495E+02
  32,  36,  0.34361170E+01,  0.65746722E+01,  0.33014369E+00,  0.53092495E+02
  32,  37,  0.35342917E+01,  0.66136198E+01,  0.13894928E+00,  0.53092495E+02
  32,  38,  0.36324665E+01,  0.66622434E+01, -0.50012998E-01,  0.53092495E+02
  32,  39,  0.37306413E+01,  0.67212272E+01, -0.23599739E+00,  0.53092495E+02
  32,  40,  0.38288160E+01,  0.67914443E+01, -0.41803110E+00,  0.53092495E+02
  32,  41,  0.39269908E+01,  0.68739767E+01, -0.59481138E+00,  0.53092495E+02
  32,  42,  0.40251656E+01,  0.69701414E+01, -0.76454496E+00,  0.53092495E+02
  32,  43,  0.41233404E+01,  0.70814919E+01, -0.92469829E+00,  0.53092495E+02
  32,  44,  0.42215151E+01,  0.72097173E+01, -0.10716408E+01,  0.53092495E+02
  32,  45,  0.43196899E+01,  0.73562331E+01, -0.12002711E+01,  0.53092495E+02
  32,  46,  0.44178647E+01,  0.75212297E+01, -0.13040096E+01,  0.53092495E+02
  32,  47,  0.45160394E+01,  0.77023058E+01, -0.13759413E+01,  0.53092495E+02
  32,  48,  0.46142142E+01,  0.78938813E+01, -0.14114015E+01,  0.53092495E+02
  32,  49,  0.47123890E+01,  0.80887508E+01, -0.14101703E+01,  0.53092495E+02
  32,  50,  0.48105638E+01,  0.82806625E+01, -0.13759618E+01,  0.53092495E+02
  32,  51,  0.49087385E+01,  0.84655590E+01, -0.13140352E+01,  0.53092495E+02
