psi_index,theta_index,theta_rad,R_m,Z_m,PSIP
  13,  45,  0.43196899E+01,  0.82066507E+01,  0.15053403E+00,  0.65596867E+01
  13,  46,  0.44178647E+01,  0.82652702E+01,  0.11450844E+00,  0.65596867E+01
  13,  47,  0.45160394E+01,  0.83288612E+01,  0.88265024E-01,  0.65596867E+01
  13,  48,  0.46142142E+01,  0.83959761E+01,  0.73195249E-01,  0.65596867E+01
  13,  49,  0.47123890E+01,  0.84646873E+01,  0.70001043E-01,  0.65596867E+01
  13,  50,  0.48105638E+01,  0.85329561E+01,  0.78478083E-01,  0.65596867E+01
  13,  51,  0.49087385E+01,  0.85990343E+01,  0.97660281E-01,  0.65596867E+01
  13,  52,  0.50069133E+01,  0.86616516E+01,  0.12620582E+00,  0.65596867E+01
  13,  53,  0.51050881E+01,  0.87199993E+01,  0.16271383E+00,  0.65596867E+01
  13,  54,  0.52032628E+01,  0.87736874E+01,  0.20579745E+00,  0.65596867E+01
  13,  55,  0.53014376E+01,  0.88225527E+01,  0.25428995E+00,  0.65596867E+01
  13,  56,  0.53996124E+01,  0.88665047E+01,  0.30728322E+00,  0.65596867E+01
  13,  57,  0.54977871E+01,  0.89056101E+01,  0.36395159E+00,  0.65596867E+01
  13,  58,  0.55959619E+01,  0.89398994E+01,  0.42365953E+00,  0.65596867E+01
  13,  59,  0.56941367E+01,  0.89694357E+01,  0.48585886E+00,  0.65596867E+01
  13,  60,  0.57923115E+01,  0.89943085E+01,  0.55006659E+00,  0.65596867E+01
  13,  61,  0.58904862E+01,  0.90145464E+01,  0.61588371E+00,  0.65596867E+01
  13,  62,  0.59886610E+01,  0.90302172E+01,  0.68293589E+00,  0.65596867E+01
  13,  63,  0.60868358E+01,  0.90413713E+01,  0.75088620E+00,  0.65596867E+01
  13,  64,  0.61850105E+01,  0.90480118E+01,  0.81942505E+00,  0.65596867E+01
  14,   1,  0.00000000E+00,  0.90908985E+01,  0.88825232E+00,  0.78978081E+01
  14,   2,  0.98174770E-01,  0.90882587E+01,  0.96322757E+00,  0.78978081E+01
  14,   3,  0.19634954E+00,  0.90805912E+01,  0.10378562E+01,  0.78978081E+01
  14,   4,  0.29452431E+00,  0.90678864E+01,  0.11117938E+01,  0.78978081E+01
  14,   5,  0.39269908E+00,  0.90501404E+01,  0.11846855E+01,  0.78978081E+01
  14,   6,  0.49087385E+00,  0.90273113E+01,  0.12561470E+01,  0.78978081E+01
  14,   7,  0.58904862E+00,  0.89992943E+01,  0.13257371E+01,  0.78978081E+01
  14,   8,  0.68722339E+00,  0.89661036E+01,  0.13930124E+01,  0.78978081E+01
  14,   9,  0.78539816E+00,  0.89276590E+01,  0.14574268E+01,  0.78978081E+01
  14,  10,  0.88357293E+00,  0.88839769E+01,  0.15184087E+01,  0.78978081E+01
  14,  11,  0.98174770E+00,  0.88350077E+01,  0.15752273E+01,  0.78978081E+01
  14,  12,  0.10799225E+01,  0.87808504E+01,  0.16271194E+01,  0.78978081E+01
  14,  13,  0.11780972E+01,  0.87216206E+01,  0.16731253E+01,  0.78978081E+01
  14,  14,  0.12762720E+01,  0.86575480E+01,  0.17120928E+01,  0.78978081E+01
  14,  15,  0.13744468E+01,  0.85891628E+01,  0.17428495E+01,  0.78978081E+01
  14,  16,  0.14726216E+01,  0.85172501E+01,  0.17640498E+01,  0.78978081E+01
  14,  17,  0.15707963E+01,  0.84429989E+01,  0.17743334E+01,  0.78978081E+01
  14,  18,  0.16689711E+01,  0.83680658E+01,  0.17726537E+01,  0.78978081E+01
  14,  19,  0.17671459E+01,  0.82944565E+01,  0.17585565E+01,  0.78978081E+01
  14,  20,  0.18653206E+01,  0.82242193E+01,  0.17323990E+01,  0.78978081E+01
  14,  21,  0.19634954E+01,  0.81590633E+01,  0.16953349E+01,  0.78978081E+01
  14,  22,  0.20616702E+01,  0.81001301E+01,  0.16489908E+01,  0.78978081E+01
  14,  23,  0.21598449E+01,  0.80479603E+01,  0.15951296E+01,  0.78978081E+01
  14,  24,  0.22580197E+01,  0.80025711E+01,  0.15354279E+01,  0.78978081E+01
  14,  25,  0.23561945E+01,  0.79636869E+01,  0.14712886E+01,  0.78978081E+01
  14,  26,  0.24543693E+01,  0.79308867E+01,  0.14038275E+01,  0.78978081E+01
  14,  27,  0.25525440E+01,  0.79037066E+01,  0.13339077E+01,  0.78978081E+01
  14,  28,  0.26507188E+01,  0.78817043E+01,  0.12621858E+01,  0.78978081E+01
  14,  29,  0.27488936E+01,  0.78644819E+01,  0.11891661E+01,  0.78978081E+01
  14,  30,  0.28470683E+01,  0.78517041E+01,  0.11152371E+01,  0.78978081E+01
  14,  31,  0.29452431E+01,  0.78431058E+01,  0.10407050E+01,  0.78978081E+01
  14,  32,  0.30434179E+01,  0.78384900E+01,  0.96581984E+00,  0.78978081E+01
  14,  33,  0.31415927E+01,  0.78377252E+01,  0.89079607E+00,  0.78978081E+01
  14,  34,  0.32397674E+01,  0.78407431E+01,  0.81582898E+00,  0.78978081E+01
  14,  35,  0.33379422E+01,  0.78475466E+01,  0.74111050E+00,  0.78978081E+01
  14,  36,  0.34361170E+01,  0.78581991E+01,  0.66684347E+00,  0.78978081E+01
  14,  37,  0.35342917E+01,  0.78728299E+01,  0.59325773E+00,  0.78978081E+01
  14,  38,  0.36324665E+01,  0.78916345E+01,  0.52062780E+00,  0.78978081E+01
  14,  39,  0.37306413E+01,  0.79148855E+01,  0.44929892E+00,  0.78978081E+01
  14,  40,  0.38288160E+01,  0.79429111E+01,  0.37971050E+00,  0.78978081E+01
  14,  41,  0.39269908E+01,  0.79760957E+01,  0.31243393E+00,  0.78978081E+01
  14,  42,  0.40251656E+01,  0.80148716E+01,  0.24822365E+00,  0.78978081E+01
  14,  43,  0.41233404E+01,  0.80596733E+01,  0.18807308E+00,  0.78978081E+01
  14,  44,  0.42215151E+01,  0.81108570E+01,  0.13326456E+00,  0.78978081E+01
  14,  45,  0.43196899E+01,  0.81685791E+01,  0.85411444E-01,  0.78978081E+01
  14,  46,  0.44178647E+01,  0.82325764E+01,  0.46376899E-01,  0.78978081E+01
  14,  47,  0.45160394E+01,  0.83019505E+01,  0.18009728E-01,  0.78978081E+01
  14,  48,  0.46142142E+01,  0.83751211E+01,  0.18141053E-02,  0.78978081E+01
  14,  49,  0.47123890E+01,  0.84499912E+01, -0.14755803E-02,  0.78978081E+01
  14,  50,  0.48105638E+01,  0.85243559E+01,  0.78831287E-02,  0.78978081E+01
  14,  51,  0.49087385E+01,  0.85963411E+01,  0.28805718E-01,  0.78978081E+01
  14,  52,  0.50069133E+01,  0.86646166E+01,  0.59792150E-01,  0.78978081E+01
  14,  53,  0.51050881E+01,  0.87283211E+01,  0.99351473E-01,  0.78978081E+01
  14,  54,  0.52032628E+01,  0.87869797E+01,  0.14608282E+00,  0.78978081E+01
  14,  55,  0.53014376E+01,  0.88404493E+01,  0.19868238E+00,  0.78978081E+01
  14,  56,  0.53996124E+01,  0.88886251E+01,  0.25617522E+00,  0.78978081E+01
  14,  57,  0.54977871E+01,  0.89315367E+01,  0.31770274E+00,  0.78978081E+01
  14,  58,  0.55959619E+01,  0.89692249E+01,  0.38256326E+00,  0.78978081E+01
  14,  59,  0.56941367E+01,  0.90017424E+01,  0.45016763E+00,  0.78978081E+01
  14,  60,  0.57923115E+01,  0.90291576E+01,  0.51999730E+00,  0.78978081E+01
  14,  61,  0.58904862E+01,  0.90514822E+01,  0.59161919E+00,  0.78978081E+01
  14,  62,  0.59886610E+01,  0.90688114E+01,  0.66461140E+00,  0.78978081E+01
  14,  63,  0.60868358E+01,  0.90811672E+01,  0.73860848E+00,  0.78978081E+01
  14,  64,  0.61850105E+01,  0.90885324E+01,  0.81326777E+00,  0.78978081E+01
  15,   1,  0.00000000E+00,  0.91316662E+01,  0.88825232E+00,  0.93670282E+01
  15,   2,  0.98174770E-01,  0.91287909E+01,  0.96949244E+00,  0.93670282E+01
  15,   3,  0.19634954E+00,  0.91203947E+01,  0.10503484E+01,  0.93670282E+01
  15,   4,  0.29452431E+00,  0.91064720E+01,  0.11304377E+01,  0.93670282E+01
  15,   5,  0.39269908E+00,  0.90870047E+01,  0.12093620E+01,  0.93670282E+01
  15,   6,  0.49087385E+00,  0.90619707E+01,  0.12867001E+01,  0.93670282E+01
  15,   7,  0.58904862E+00,  0.90312967E+01,  0.13619778E+01,  0.93670282E+01
  15,   8,  0.68722339E+00,  0.89949732E+01,  0.14346969E+01,  0.93670282E+01
  15,   9,  0.78539816E+00,  0.89529495E+01,  0.15042747E+01,  0.93670282E+01
  15,  10,  0.88357293E+00,  0.89052601E+01,  0.15700954E+01,  0.93670282E+01
  15,  11,  0.98174770E+00,  0.88518667E+01,  0.16313748E+01,  0.93670282E+01
  15,  12,  0.10799225E+01,  0.87929115E+01,  0.16873199E+01,  0.93670282E+01
  15,  13,  0.11780972E+01,  0.87285023E+01,  0.17368742E+01,  0.93670282E+01
  15,  14,  0.12762720E+01,  0.86589413E+01,  0.17788817E+01,  0.93670282E+01
  15,  15,  0.13744468E+01,  0.85848007E+01,  0.18121219E+01,  0.93670282E+01
  15,  16,  0.14726216E+01,  0.85068760E+01,  0.18350875E+01,  0.93670282E+01
  15,  17,  0.15707963E+01,  0.84264355E+01,  0.18463701E+01,  0.93670282E+01
  15,  18,  0.16689711E+01,  0.83452320E+01,  0.18448718E+01,  0.93670282E+01
  15,  19,  0.17671459E+01,  0.82653856E+01,  0.18300445E+01,  0.93670282E+01
  15,  20,  0.18653206E+01,  0.81891041E+01,  0.18021711E+01,  0.93670282E+01
  15,  21,  0.19634954E+01,  0.81182842E+01,  0.17624005E+01,  0.93670282E+01
  15,  22,  0.20616702E+01,  0.80541887E+01,  0.17124870E+01,  0.93670282E+01
  15,  23,  0.21598449E+01,  0.79974217E+01,  0.16543564E+01,  0.93670282E+01
  15,  24,  0.22580197E+01,  0.79480548E+01,  0.15898069E+01,  0.93670282E+01
  15,  25,  0.23561945E+01,  0.79057951E+01,  0.15203847E+01,  0.93670282E+01
  15,  26,  0.24543693E+01,  0.78701839E+01,  0.14473203E+01,  0.93670282E+01
  15,  27,  0.25525440E+01,  0.78407111E+01,  0.13715656E+01,  0.93670282E+01
  15,  28,  0.26507188E+01,  0.78168855E+01,  0.12938454E+01,  0.93670282E+01
  15,  29,  0.27488936E+01,  0.77982674E+01,  0.12147132E+01,  0.93670282E+01
  15,  30,  0.28470683E+01,  0.77844877E+01,  0.11345946E+01,  0.93670282E+01
  15,  31,  0.29452431E+01,  0.77752485E+01,  0.10538248E+01,  0.93670282E+01
  15,  32,  0.30434179E+01,  0.77703304E+01,  0.97267628E+00,  0.93670282E+01
  15,  33,  0.31415927E+01,  0.77695861E+01,  0.89138186E+00,  0.93670282E+01
  15,  34,  0.32397674E+01,  0.77729392E+01,  0.81015301E+00,  0.93670282E+01
  15,  35,  0.33379422E+01,  0.77803888E+01,  0.72919720E+00,  0.93670282E+01
  15,  36,  0.34361170E+01,  0.77920017E+01,  0.64873368E+00,  0.93670282E+01
  15,  37,  0.35342917E+01,  0.78079195E+01,  0.56901097E+00,  0.93670282E+01
  15,  38,  0.36324665E+01,  0.78283582E+01,  0.49032742E+00,  0.93670282E+01
  15,  39,  0.37306413E+01,  0.78536057E+01,  0.41305494E+00,  0.93670282E+01
  15,  40,  0.38288160E+01,  0.78840232E+01,  0.33767110E+00,  0.93670282E+01
  15,  41,  0.39269908E+01,  0.79200344E+01,  0.26479834E+00,  0.93670282E+01
  15,  42,  0.40251656E+01,  0.79621167E+01,  0.19526188E+00,  0.93670282E+01
  15,  43,  0.41233404E+01,  0.80107384E+01,  0.13014127E+00,  0.93670282E+01
  15,  44,  0.42215151E+01,  0.80663013E+01,  0.70847869E-01,  0.93670282E+01
  15,  45,  0.43196899E+01,  0.81289606E+01,  0.19133646E-01,  0.93670282E+01
  15,  46,  0.44178647E+01,  0.81984053E+01, -0.23001136E-01,  0.93670282E+01
  15,  47,  0.45160394E+01,  0.82736635E+01, -0.53524394E-01,  0.93670282E+01
  15,  48,  0.46142142E+01,  0.83530054E+01, -0.70816427E-01,  0.93670282E+01
  15,  49,  0.47123890E+01,  0.84341421E+01, -0.74164994E-01,  0.93670282E+01
  15,  50,  0.48105638E+01,  0.85147076E+01, -0.63900024E-01,  0.93670282E+01
  15,  51,  0.49087385E+01,  0.85926943E+01, -0.41174214E-01,  0.93670282E+01
  15,  52,  0.50069133E+01,  0.86666975E+01, -0.76411460E-02,  0.93670282E+01
  15,  53,  0.51050881E+01,  0.87358446E+01,  0.35034090E-01,  0.93670282E+01
  15,  54,  0.52032628E+01,  0.87995844E+01,  0.85446313E-01,  0.93670282E+01
  15,  55,  0.53014376E+01,  0.88577490E+01,  0.14221090E+00,  0.93670282E+01
  15,  56,  0.53996124E+01,  0.89102383E+01,  0.20426701E+00,  0.93670282E+01
  15,  57,  0.54977871E+01,  0.89570513E+01,  0.27071506E+00,  0.93670282E+01
  15,  58,  0.55959619E+01,  0.89982243E+01,  0.34080029E+00,  0.93670282E+01
  15,  59,  0.56941367E+01,  0.90338049E+01,  0.41388676E+00,  0.93670282E+01
  15,  60,  0.57923115E+01,  0.90638285E+01,  0.48942721E+00,  0.93670282E+01
  15,  61,  0.58904862E+01,  0.90883245E+01,  0.56693822E+00,  0.93670282E+01
  15,  62,  0.59886610E+01,  0.91073570E+01,  0.64596909E+00,  0.93670282E+01
  15,  63,  0.60868358E+01,  0.91209364E+01,  0.72611785E+00,  0.93670282E+01
  15,  64,  0.61850105E+01,  0.91290445E+01,  0.80700344E+00,  0.93670282E+01
  16,   1,  0.00000000E+00,  0.91724329E+01,  0.88825232E+00,  0.10961244E+02
  16,   2,  0.98174770E-01,  0.91693106E+01,  0.97586107E+00,  0.10961244E+02
  16,   3,  0.19634954E+00,  0.91601496E+01,  0.10630453E+01,  0.10961244E+02
  16,   4,  0.29452431E+00,  0.91449842E+01,  0.11493877E+01,  0.10961244E+02
  16,   5,  0.39269908E+00,  0.91237698E+01,  0.12344450E+01,  0.10961244E+02
  16,   6,  0.49087385E+00,  0.90964508E+01,  0.13177419E+01,  0.10961244E+02
  16,   7,  0.58904862E+00,  0.90630484E+01,  0.13987890E+01,  0.10961244E+02
  16,   8,  0.68722339E+00,  0.90235100E+01,  0.14770255E+01,  0.10961244E+02
  16,   9,  0.78539816E+00,  0.89778070E+01,  0.15518246E+01,  0.10961244E+02
  16,  10,  0.88357293E+00,  0.89260302E+01,  0.16225528E+01,  0.10961244E+02
  16,  11,  0.98174770E+00,  0.88681097E+01,  0.16883397E+01,  0.10961244E+02
  16,  12,  0.10799225E+01,  0.88042812E+01,  0.17484044E+01,  0.10961244E+02
  16,  13,  0.11780972E+01,  0.87345800E+01,  0.18015318E+01,  0.10961244E+02
  16,  14,  0.12762720E+01,  0.86594820E+01,  0.18466986E+01,  0.10961244E+02
  16,  15,  0.13744468E+01,  0.85794773E+01,  0.18824288E+01,  0.10961244E+02
  16,  16,  0.14726216E+01,  0.84954195E+01,  0.19071288E+01,  0.10961244E+02
  16,  17,  0.15707963E+01,  0.84086952E+01,  0.19194747E+01,  0.10961244E+02
  16,  18,  0.16689711E+01,  0.83211164E+01,  0.19182260E+01,  0.10961244E+02
  16,  19,  0.17671459E+01,  0.82349215E+01,  0.19027096E+01,  0.10961244E+02
  16,  20,  0.18653206E+01,  0.81524677E+01,  0.18731788E+01,  0.10961244E+02
  16,  21,  0.19634954E+01,  0.80758419E+01,  0.18307443E+01,  0.10961244E+02
  16,  22,  0.20616702E+01,  0.80064869E+01,  0.17772222E+01,  0.10961244E+02
  16,  23,  0.21598449E+01,  0.79450622E+01,  0.17147374E+01,  0.10961244E+02
  16,  24,  0.22580197E+01,  0.78916688E+01,  0.16452471E+01,  0.10961244E+02
  16,  25,  0.23561945E+01,  0.78460031E+01,  0.15704387E+01,  0.10961244E+02
  16,  26,  0.24543693E+01,  0.78075690E+01,  0.14916613E+01,  0.10961244E+02
  16,  27,  0.25525440E+01,  0.77758017E+01,  0.14099605E+01,  0.10961244E+02
  16,  28,  0.26507188E+01,  0.77501640E+01,  0.13261294E+01,  0.10961244E+02
  16,  29,  0.27488936E+01,  0.77301683E+01,  0.12407733E+01,  0.10961244E+02
  16,  30,  0.28470683E+01,  0.77154050E+01,  0.11543561E+01,  0.10961244E+02
  16,  31,  0.29452431E+01,  0.77055464E+01,  0.10672414E+01,  0.10961244E+02
  16,  32,  0.30434179E+01,  0.77003489E+01,  0.97972381E+00,  0.10961244E+02
  16,  33,  0.31415927E+01,  0.76996484E+01,  0.89205426E+00,  0.10961244E+02
  16,  34,  0.32397674E+01,  0.77033601E+01,  0.80446035E+00,  0.10961244E+02
  16,  35,  0.33379422E+01,  0.77114778E+01,  0.71716464E+00,  0.10961244E+02
  16,  36,  0.34361170E+01,  0.77240720E+01,  0.63040227E+00,  0.10961244E+02
  16,  37,  0.35342917E+01,  0.77412934E+01,  0.54443967E+00,  0.10961244E+02
  16,  38,  0.36324665E+01,  0.77633758E+01,  0.45959726E+00,  0.10961244E+02
  16,  39,  0.37306413E+01,  0.77906337E+01,  0.37627602E+00,  0.10961244E+02
  16,  40,  0.38288160E+01,  0.78234558E+01,  0.29498908E+00,  0.10961244E+02
  16,  41,  0.39269908E+01,  0.78623114E+01,  0.21641280E+00,  0.10961244E+02
  16,  42,  0.40251656E+01,  0.79077134E+01,  0.14143673E+00,  0.10961244E+02
  16,  43,  0.41233404E+01,  0.79601846E+01,  0.71237676E-01,  0.10961244E+02
  16,  44,  0.42215151E+01,  0.80201616E+01,  0.73505137E-02,  0.10961244E+02
  16,  45,  0.43196899E+01,  0.80878057E+01, -0.48331287E-01,  0.10961244E+02
  16,  46,  0.44178647E+01,  0.81627836E+01, -0.93621209E-01,  0.10961244E+02
  16,  47,  0.45160394E+01,  0.82440500E+01, -0.12626790E+00,  0.10961244E+02
  16,  48,  0.46142142E+01,  0.83296814E+01, -0.14460586E+00,  0.10961244E+02
  16,  49,  0.47123890E+01,  0.84171915E+01, -0.14797585E+00,  0.10961244E+02
  16,  50,  0.48105638E+01,  0.85040636E+01, -0.13681430E+00,  0.10961244E+02
  16,  51,  0.49087385E+01,  0.85881729E+01, -0.11232980E+00,  0.10961244E+02
  16,  52,  0.50069133E+01,  0.86679716E+01, -0.76154172E-01,  0.10961244E+02
  16,  53,  0.51050881E+01,  0.87426157E+01, -0.30248152E-01,  0.10961244E+02
  16,  54,  0.52032628E+01,  0.88115416E+01,  0.23876304E-01,  0.10961244E+02
  16,  55,  0.53014376E+01,  0.88744621E+01,  0.84893182E-01,  0.10961244E+02
  16,  56,  0.53996124E+01,  0.89313612E+01,  0.15156420E+00,  0.10961244E+02
  16,  57,  0.54977871E+01,  0.89821444E+01,  0.22301163E+00,  0.10961244E+02
  16,  58,  0.55959619E+01,  0.90268869E+01,  0.29838976E+00,  0.10961244E+02
  16,  59,  0.56941367E+01,  0.90656099E+01,  0.37703434E+00,  0.10961244E+02
  16,  60,  0.57923115E+01,  0.90983076E+01,  0.45836970E+00,  0.10961244E+02
  16,  61,  0.58904862E+01,  0.91250582E+01,  0.54185164E+00,  0.10961244E+02
  16,  62,  0.59886610E+01,  0.91458158E+01,  0.62702233E+00,  0.10961244E+02
  16,  63,  0.60868358E+01,  0.91606474E+01,  0.71342325E+00,  0.10961244E+02
  16,  64,  0.61850105E+01,  0.91695404E+01,  0.80063552E+00,  0.10961244E+02
  17,   1,  0.00000000E+00,  0.92132006E+01,  0.88825232E+00,  0.12671050E+02
  17,   2,  0.98174770E-01,  0.92098179E+01,  0.98232687E+00,  0.12671050E+02
  17,   3,  0.19634954E+00,  0.91998358E+01,  0.10759313E+01,  0.12671050E+02
  17,   4,  0.29452431E+00,  0.91833477E+01,  0.11686119E+01,  0.12671050E+02
  17,   5,  0.39269908E+00,  0.91603594E+01,  0.12598957E+01,  0.12671050E+02
  17,   6,  0.49087385E+00,  0.91306963E+01,  0.13492332E+01,  0.12671050E+02
  17,   7,  0.58904862E+00,  0.90944929E+01,  0.14361247E+01,  0.12671050E+02
  17,   8,  0.68722339E+00,  0.90516710E+01,  0.15199511E+01,  0.12671050E+02
  17,   9,  0.78539816E+00,  0.90022135E+01,  0.16000386E+01,  0.12671050E+02
  17,  10,  0.88357293E+00,  0.89462700E+01,  0.16757329E+01,  0.12671050E+02
  17,  11,  0.98174770E+00,  0.88837843E+01,  0.17461249E+01,  0.12671050E+02
  17,  12,  0.10799225E+01,  0.88149786E+01,  0.18103361E+01,  0.12671050E+02
  17,  13,  0.11780972E+01,  0.87399521E+01,  0.18671571E+01,  0.12671050E+02
  17,  14,  0.12762720E+01,  0.86592760E+01,  0.19155948E+01,  0.12671050E+02
  17,  15,  0.13744468E+01,  0.85732393E+01,  0.19536841E+01,  0.12671050E+02
  17,  16,  0.14726216E+01,  0.84830036E+01,  0.19803199E+01,  0.12671050E+02
  17,  17,  0.15707963E+01,  0.83899307E+01,  0.19939553E+01,  0.12671050E+02
  17,  18,  0.16689711E+01,  0.82958822E+01,  0.19929930E+01,  0.12671050E+02
  17,  19,  0.17671459E+01,  0.82032604E+01,  0.19766860E+01,  0.12671050E+02
  17,  20,  0.18653206E+01,  0.81145725E+01,  0.19453830E+01,  0.12671050E+02
  17,  21,  0.19634954E+01,  0.80320206E+01,  0.19003056E+01,  0.12671050E+02
  17,  22,  0.20616702E+01,  0.79572892E+01,  0.18431708E+01,  0.12671050E+02
  17,  23,  0.21598449E+01,  0.78911219E+01,  0.17762793E+01,  0.12671050E+02
  17,  24,  0.22580197E+01,  0.78336573E+01,  0.17017604E+01,  0.12671050E+02
  17,  25,  0.23561945E+01,  0.77845569E+01,  0.16214696E+01,  0.12671050E+02
  17,  26,  0.24543693E+01,  0.77432904E+01,  0.15368742E+01,  0.12671050E+02
  17,  27,  0.25525440E+01,  0.77092342E+01,  0.14491208E+01,  0.12671050E+02
  17,  28,  0.26507188E+01,  0.76817951E+01,  0.13590733E+01,  0.12671050E+02
  17,  29,  0.27488936E+01,  0.76604409E+01,  0.12673887E+01,  0.12671050E+02
  17,  30,  0.28470683E+01,  0.76447229E+01,  0.11745689E+01,  0.12671050E+02
  17,  31,  0.29452431E+01,  0.76342716E+01,  0.10810080E+01,  0.12671050E+02
  17,  32,  0.30434179E+01,  0.76288195E+01,  0.98702192E+00,  0.12671050E+02
  17,  33,  0.31415927E+01,  0.76281867E+01,  0.89287949E+00,  0.12671050E+02
  17,  34,  0.32397674E+01,  0.76322775E+01,  0.79882360E+00,  0.12671050E+02
  17,  35,  0.33379422E+01,  0.76410804E+01,  0.70509142E+00,  0.12671050E+02
  17,  36,  0.34361170E+01,  0.76546650E+01,  0.61193264E+00,  0.12671050E+02
  17,  37,  0.35342917E+01,  0.76731982E+01,  0.51963210E+00,  0.12671050E+02
  17,  38,  0.36324665E+01,  0.76969380E+01,  0.42853352E+00,  0.12671050E+02
  17,  39,  0.37306413E+01,  0.77262053E+01,  0.33906010E+00,  0.12671050E+02
  17,  40,  0.38288160E+01,  0.77614369E+01,  0.25176689E+00,  0.12671050E+02
  17,  41,  0.39269908E+01,  0.78031383E+01,  0.16737860E+00,  0.12671050E+02
  17,  42,  0.40251656E+01,  0.78518643E+01,  0.86850941E-01,  0.12671050E+02
  17,  43,  0.41233404E+01,  0.79082017E+01,  0.11463892E-01,  0.12671050E+02
  17,  44,  0.42215151E+01,  0.79726238E+01, -0.57122648E-01,  0.12671050E+02
  17,  45,  0.43196899E+01,  0.80452948E+01, -0.11687393E+00,  0.12671050E+02
  17,  46,  0.44178647E+01,  0.81259031E+01, -0.16534390E+00,  0.12671050E+02
  17,  47,  0.45160394E+01,  0.82132683E+01, -0.20015471E+00,  0.12671050E+02
  17,  48,  0.46142142E+01,  0.83052616E+01, -0.21965350E+00,  0.12671050E+02
  17,  49,  0.47123890E+01,  0.83992405E+01, -0.22303531E+00,  0.12671050E+02
  17,  50,  0.48105638E+01,  0.84924984E+01, -0.21082118E+00,  0.12671050E+02
  17,  51,  0.49087385E+01,  0.85828381E+01, -0.18458793E+00,  0.12671050E+02
  17,  52,  0.50069133E+01,  0.86685848E+01, -0.14587703E+00,  0.12671050E+02
  17,  53,  0.51050881E+01,  0.87486944E+01, -0.96504703E-01,  0.12671050E+02
  17,  54,  0.52032628E+01,  0.88228998E+01, -0.38625684E-01,  0.12671050E+02
  17,  55,  0.53014376E+01,  0.88906116E+01,  0.26742628E-01,  0.12671050E+02
  17,  56,  0.53996124E+01,  0.89519825E+01,  0.98104902E-01,  0.12671050E+02
  17,  57,  0.54977871E+01,  0.90067778E+01,  0.17463897E+00,  0.12671050E+02
  17,  58,  0.55959619E+01,  0.90551624E+01,  0.25537920E+00,  0.12671050E+02
  17,  59,  0.56941367E+01,  0.90970850E+01,  0.33966076E+00,  0.12671050E+02
  17,  60,  0.57923115E+01,  0.91325312E+01,  0.42686576E+00,  0.12671050E+02
  17,  61,  0.58904862E+01,  0.91616001E+01,  0.51639855E+00,  0.12671050E+02
  17,  62,  0.59886610E+01,  0.91841135E+01,  0.60780185E+00,  0.12671050E+02
  17,  63,  0.60868358E+01,  0.92002773E+01,  0.70054018E+00,  0.12671050E+02
  17,  64,  0.61850105E+01,  0.92100163E+01,  0.79417056E+00,  0.12671050E+02
  18,   1,  0.00000000E+00,  0.92539682E+01,  0.88825232E+00,  0.14491280E+02
  18,   2,  0.98174770E-01,  0.92503433E+01,  0.98890674E+00,  0.14491280E+02
  18,   3,  0.19634954E+00,  0.92395630E+01,  0.10890472E+01,  0.14491280E+02
  18,   4,  0.29452431E+00,  0.92216587E+01,  0.11881626E+01,  0.14491280E+02
  18,   5,  0.39269908E+00,  0.91967897E+01,  0.12857634E+01,  0.14491280E+02
  18,   6,  0.49087385E+00,  0.91647930E+01,  0.13812622E+01,  0.14491280E+02
  18,   7,  0.58904862E+00,  0.91256742E+01,  0.14740717E+01,  0.14491280E+02
  18,   8,  0.68722339E+00,  0.90794954E+01,  0.15635748E+01,  0.14491280E+02
  18,   9,  0.78539816E+00,  0.90262032E+01,  0.16490332E+01,  0.14491280E+02
  18,  10,  0.88357293E+00,  0.89659462E+01,  0.17297221E+01,  0.14491280E+02
  18,  11,  0.98174770E+00,  0.88988600E+01,  0.18048364E+01,  0.14491280E+02
  18,  12,  0.10799225E+01,  0.88248730E+01,  0.18731399E+01,  0.14491280E+02
  18,  13,  0.11780972E+01,  0.87445822E+01,  0.19339191E+01,  0.14491280E+02
  18,  14,  0.12762720E+01,  0.86580353E+01,  0.19853559E+01,  0.14491280E+02
  18,  15,  0.13744468E+01,  0.85659857E+01,  0.20261505E+01,  0.14491280E+02
  18,  16,  0.14726216E+01,  0.84695969E+01,  0.20551729E+01,  0.14491280E+02
  18,  17,  0.15707963E+01,  0.83700638E+01,  0.20700948E+01,  0.14491280E+02
  18,  18,  0.16689711E+01,  0.82694321E+01,  0.20694339E+01,  0.14491280E+02
  18,  19,  0.17671459E+01,  0.81702557E+01,  0.20524259E+01,  0.14491280E+02
  18,  20,  0.18653206E+01,  0.80752602E+01,  0.20192347E+01,  0.14491280E+02
  18,  21,  0.19634954E+01,  0.79867806E+01,  0.19712822E+01,  0.14491280E+02
  18,  22,  0.20616702E+01,  0.79065790E+01,  0.19104705E+01,  0.14491280E+02
  18,  23,  0.21598449E+01,  0.78356061E+01,  0.18390787E+01,  0.14491280E+02
  18,  24,  0.22580197E+01,  0.77740078E+01,  0.17594359E+01,  0.14491280E+02
  18,  25,  0.23561945E+01,  0.77214403E+01,  0.16735499E+01,  0.14491280E+02
  18,  26,  0.24543693E+01,  0.76773334E+01,  0.15830156E+01,  0.14491280E+02
  18,  27,  0.25525440E+01,  0.76410036E+01,  0.14890817E+01,  0.14491280E+02
